"Malaria","Malaria_vaccine","Protozoa","Plasmodium","Fever","Jaundice","Epileptic_seizure","Anopheles","Plasmodium_falciparum","Sepsis"
"4308.0","166.0","1528.0","564.0","3845.0","3313.0","1446.0","403.0","351.0","3439.0"
"5614.0","224.0","1605.0","639.0","4897.0","4042.0","1932.0","524.0","544.0","4157.0"
"5704.0","236.0","1656.0","606.0","4643.0","3983.0","1843.0","516.0","497.0","4168.0"
"5468.0","212.0","1482.0","633.0","4535.0","3869.0","1779.0","517.0","479.0","4601.0"
"5253.0","203.0","1511.0","571.0","4328.0","3847.0","1882.0","498.0","464.0","6355.0"
"4679.0","203.0","1245.0","440.0","4175.0","3777.0","1649.0","406.0","428.0","12968.0"
"4247.0","197.0","1155.0","425.0","3763.0","3265.0","1534.0","413.0","391.0","3759.0"
"4526.0","157.0","1414.0","515.0","3919.0","3316.0","1565.0","335.0","406.0","3660.0"
"5378.0","206.0","1576.0","682.0","4516.0","4084.0","1826.0","526.0","526.0","4522.0"
"5456.0","215.0","1652.0","627.0","4543.0","4177.0","1830.0","455.0","533.0","4510.0"
"5555.0","194.0","1629.0","765.0","5957.0","4052.0","1961.0","517.0","525.0","12226.0"
"5194.0","196.0","1438.0","661.0","4188.0","3872.0","1859.0","421.0","398.0","5856.0"
"4684.0","205.0","1280.0","494.0","3894.0","3751.0","1804.0","381.0","419.0","4145.0"
"3988.0","128.0","1029.0","397.0","3325.0","3150.0","1442.0","274.0","337.0","3258.0"
"4122.0","123.0","1245.0","458.0","3476.0","3034.0","1438.0","359.0","321.0","3287.0"
"5599.0","246.0","1623.0","602.0","4327.0","3909.0","1980.0","495.0","530.0","4617.0"
"5721.0","205.0","1479.0","622.0","4223.0","4055.0","1727.0","415.0","501.0","4861.0"
"5604.0","168.0","1643.0","690.0","4478.0","4236.0","1777.0","438.0","539.0","4699.0"
"5470.0","247.0","1642.0","665.0","4015.0","4012.0","1645.0","458.0","503.0","4151.0"
"4772.0","217.0","1219.0","458.0","3712.0","3799.0","1720.0","390.0","397.0","3908.0"
"3711.0","134.0","1042.0","375.0","3125.0","3127.0","1431.0","281.0","347.0","3086.0"
"4862.0","171.0","1280.0","444.0","3543.0","3319.0","1526.0","351.0","405.0","3326.0"
"5304.0","179.0","1396.0","521.0","4140.0","3818.0","1791.0","437.0","475.0","4183.0"
"5525.0","264.0","1477.0","666.0","3985.0","3936.0","1830.0","471.0","838.0","4255.0"
"5708.0","259.0","1477.0","637.0","4062.0","3928.0","1675.0","453.0","1067.0","4423.0"
"5211.0","279.0","1401.0","655.0","3902.0","3710.0","1732.0","447.0","850.0","3660.0"
"4537.0","192.0","1116.0","439.0","3574.0","3389.0","1588.0","320.0","708.0","3527.0"
"4086.0","131.0","1060.0","466.0","3124.0","2881.0","1368.0","291.0","631.0","2844.0"
"4891.0","155.0","1346.0","486.0","3374.0","3114.0","1459.0","354.0","657.0","2978.0"
"5047.0","186.0","1661.0","549.0","3673.0","3584.0","1706.0","386.0","619.0","3622.0"
"5163.0","224.0","1583.0","583.0","4048.0","3789.0","1744.0","396.0","580.0","3943.0"
"5050.0","172.0","1461.0","557.0","4164.0","3866.0","1871.0","422.0","588.0","4318.0"
"5958.0","215.0","1442.0","517.0","3958.0","3971.0","2137.0","358.0","625.0","4155.0"
"4525.0","181.0","1248.0","490.0","3688.0","3629.0","1876.0","347.0","3764.0","3826.0"
"4108.0","103.0","1041.0","365.0","3126.0","3087.0","1659.0","365.0","496.0","3098.0"
"4655.0","127.0","1216.0","476.0","3394.0","3094.0","1710.0","352.0","511.0","3098.0"
"5789.0","228.0","1327.0","548.0","4299.0","4079.0","2072.0","446.0","563.0","5068.0"
"5864.0","180.0","1523.0","607.0","4357.0","4269.0","1974.0","408.0","537.0","4341.0"
"5471.0","184.0","1529.0","549.0","4178.0","3637.0","2009.0","496.0","569.0","4016.0"
"5378.0","205.0","1507.0","514.0","4091.0","3576.0","2050.0","388.0","510.0","3674.0"
"4744.0","160.0","1311.0","390.0","5154.0","3557.0","1904.0","464.0","430.0","3551.0"
"4159.0","131.0","1266.0","335.0","3390.0","3169.0","1571.0","310.0","383.0","2865.0"
"4416.0","141.0","1126.0","424.0","3343.0","2897.0","1542.0","353.0","494.0","2927.0"
"5676.0","176.0","1658.0","516.0","4053.0","3572.0","1845.0","539.0","519.0","4110.0"
"5851.0","181.0","1829.0","561.0","4211.0","4004.0","1894.0","532.0","582.0","4064.0"
"5625.0","193.0","1809.0","612.0","4730.0","3809.0","1885.0","512.0","557.0","4190.0"
"5841.0","191.0","1889.0","571.0","4407.0","3867.0","1898.0","478.0","574.0","4180.0"
"4840.0","171.0","1533.0","429.0","3911.0","3510.0","1738.0","403.0","492.0","3744.0"
"3975.0","151.0","1170.0","363.0","3413.0","3110.0","1541.0","338.0","435.0","3047.0"
"4727.0","146.0","1490.0","493.0","3430.0","3194.0","1572.0","357.0","496.0","3029.0"
"5669.0","184.0","1920.0","558.0","4462.0","3877.0","1890.0","440.0","526.0","4176.0"
"5851.0","201.0","2212.0","692.0","4503.0","3985.0","1894.0","418.0","587.0","4301.0"
"5921.0","200.0","2144.0","689.0","4407.0","3983.0","1807.0","489.0","604.0","4097.0"
"6594.0","188.0","2233.0","671.0","4300.0","3969.0","1892.0","486.0","667.0","4089.0"
"5620.0","162.0","2018.0","590.0","3802.0","3521.0","1679.0","398.0","518.0","3795.0"
"4333.0","95.0","1297.0","423.0","3218.0","3002.0","1507.0","382.0","481.0","3061.0"
"4560.0","136.0","1531.0","469.0","3641.0","3198.0","1647.0","368.0","459.0","3148.0"
"5925.0","218.0","1895.0","690.0","4449.0","3788.0","1835.0","469.0","594.0","3927.0"
"6433.0","176.0","2145.0","717.0","4560.0","5010.0","1890.0","476.0","661.0","4652.0"
"6204.0","200.0","2381.0","765.0","4645.0","4123.0","1893.0","526.0","710.0","4286.0"
"6232.0","205.0","2722.0","763.0","4429.0","4046.0","1990.0","487.0","768.0","4202.0"
"5980.0","184.0","1987.0","672.0","4456.0","3910.0","1855.0","443.0","580.0","4397.0"
"5283.0","133.0","1599.0","496.0","3752.0","3520.0","1713.0","378.0","459.0","4151.0"
"5103.0","138.0","1951.0","583.0","4034.0","3486.0","1750.0","346.0","511.0","3613.0"
"6399.0","228.0","2648.0","871.0","4833.0","4362.0","2063.0","539.0","642.0","4841.0"
"7000.0","237.0","3036.0","869.0","5233.0","4455.0","2027.0","538.0","739.0","4770.0"
"6650.0","230.0","2961.0","894.0","4977.0","4206.0","1898.0","528.0","673.0","5816.0"
"6607.0","204.0","2770.0","939.0","4610.0","4244.0","1749.0","553.0","714.0","6617.0"
"5354.0","210.0","2013.0","676.0","4153.0","3950.0","1576.0","407.0","540.0","5648.0"
"4137.0","155.0","1446.0","503.0","3492.0","3095.0","1258.0","346.0","418.0","3478.0"
"5132.0","147.0","2182.0","683.0","3850.0","3396.0","1784.0","436.0","508.0","3566.0"
"6793.0","207.0","3172.0","1064.0","5021.0","4144.0","1780.0","505.0","700.0","4748.0"
"6606.0","264.0","2937.0","1083.0","5031.0","4353.0","1785.0","535.0","650.0","4644.0"
"6787.0","242.0","2980.0","1183.0","4698.0","4201.0","2069.0","514.0","734.0","4561.0"
"6882.0","250.0","2852.0","1004.0","4668.0","4208.0","1696.0","575.0","730.0","4801.0"
"5993.0","212.0","2243.0","852.0","4394.0","3887.0","1761.0","434.0","733.0","4221.0"
"4222.0","161.0","1547.0","692.0","3514.0","3071.0","1440.0","364.0","451.0","4852.0"
"5263.0","222.0","2089.0","847.0","4057.0","3638.0","1491.0","438.0","519.0","3536.0"
"7148.0","277.0","2968.0","1231.0","5728.0","4597.0","1777.0","501.0","877.0","5304.0"
"7147.0","202.0","3062.0","1247.0","5256.0","4393.0","1754.0","556.0","810.0","4797.0"
"6901.0","186.0","2872.0","1134.0","5098.0","4471.0","1866.0","532.0","658.0","4700.0"
"6602.0","251.0","2595.0","984.0","4975.0","4422.0","1692.0","496.0","744.0","4569.0"
"5668.0","203.0","2050.0","804.0","4243.0","3863.0","1462.0","459.0","623.0","4042.0"
"4339.0","189.0","1482.0","592.0","3488.0","3308.0","1341.0","327.0","445.0","3241.0"
"5483.0","220.0","2186.0","853.0","4238.0","3723.0","1461.0","499.0","595.0","3848.0"
"6712.0","228.0","2745.0","1006.0","5071.0","4486.0","1662.0","554.0","712.0","4520.0"
"7118.0","223.0","2960.0","1092.0","5141.0","5031.0","1799.0","500.0","815.0","4559.0"
"7533.0","300.0","2808.0","1094.0","5242.0","5021.0","1742.0","532.0","860.0","4729.0"
"7169.0","253.0","2513.0","1162.0","4898.0","4415.0","1640.0","510.0","823.0","4597.0"
"6055.0","204.0","2119.0","880.0","4421.0","3931.0","1588.0","451.0","717.0","4440.0"
"4698.0","151.0","1465.0","627.0","3790.0","3521.0","1422.0","332.0","494.0","3582.0"
"5331.0","144.0","1868.0","781.0","3999.0","3615.0","1508.0","479.0","627.0","3491.0"
"6905.0","261.0","2526.0","1054.0","5208.0","4514.0","2004.0","478.0","763.0","4344.0"
"7551.0","251.0","2960.0","1318.0","5541.0","5132.0","1978.0","594.0","884.0","5094.0"
"7469.0","270.0","2968.0","1335.0","5066.0","5098.0","1882.0","511.0","818.0","4926.0"
"7582.0","237.0","3009.0","1236.0","4976.0","4515.0","1799.0","444.0","731.0","4865.0"
"6109.0","211.0","2100.0","1011.0","4279.0","3987.0","1797.0","383.0","686.0","4730.0"
"4848.0","151.0","1573.0","724.0","3674.0","3584.0","1458.0","283.0","504.0","3491.0"
"5896.0","160.0","2011.0","896.0","4227.0","3712.0","1820.0","331.0","557.0","3934.0"
"7589.0","234.0","2615.0","1089.0","5979.0","4888.0","2023.0","589.0","790.0","5011.0"
"7547.0","239.0","2612.0","1077.0","5341.0","4520.0","1918.0","494.0","761.0","4798.0"
"7509.0","226.0","2507.0","1088.0","5048.0","4366.0","1801.0","537.0","755.0","4404.0"
"7065.0","266.0","2552.0","1015.0","4862.0","4599.0","1750.0","457.0","747.0","4389.0"
"6166.0","258.0","2174.0","816.0","4472.0","4303.0","1804.0","424.0","674.0","4238.0"
"4477.0","189.0","1463.0","578.0","3679.0","3273.0","1524.0","320.0","515.0","3278.0"
"5895.0","214.0","1930.0","751.0","4109.0","3652.0","1634.0","366.0","601.0","3585.0"
"7402.0","262.0","2510.0","1016.0","5251.0","4821.0","1808.0","500.0","753.0","4422.0"
"7699.0","270.0","2612.0","1024.0","5292.0","10399.0","2136.0","511.0","747.0","5023.0"
"7948.0","242.0","2592.0","1015.0","4904.0","6705.0","2068.0","465.0","712.0","6342.0"
"7044.0","260.0","2277.0","919.0","4889.0","5363.0","1954.0","464.0","702.0","5616.0"
"5530.0","198.0","1890.0","736.0","4091.0","4107.0","2063.0","415.0","507.0","4497.0"
"4677.0","158.0","1444.0","524.0","3575.0","3749.0","2452.0","371.0","427.0","3280.0"
"4992.0","176.0","1842.0","752.0","3666.0","3824.0","1919.0","361.0","441.0","3331.0"
"6722.0","251.0","2399.0","1014.0","6657.0","4798.0","2022.0","523.0","732.0","4384.0"
"7295.0","276.0","2458.0","1058.0","5108.0","4608.0","1939.0","478.0","762.0","4603.0"
"7136.0","237.0","2286.0","980.0","4943.0","4600.0","1731.0","481.0","757.0","4509.0"
"6814.0","246.0","2209.0","920.0","4761.0","4543.0","1677.0","431.0","645.0","4481.0"
"5892.0","228.0","1973.0","765.0","4260.0","4066.0","1558.0","403.0","595.0","3934.0"
"4769.0","204.0","1529.0","552.0","3563.0","3441.0","1342.0","300.0","482.0","3273.0"
"5944.0","199.0","1968.0","845.0","4130.0","4092.0","1510.0","457.0","597.0","3828.0"
"7796.0","277.0","2709.0","1126.0","5273.0","5137.0","1864.0","611.0","795.0","4743.0"
"8245.0","293.0","2879.0","1139.0","5235.0","5094.0","2010.0","639.0","847.0","4506.0"
"7179.0","280.0","2589.0","1252.0","4762.0","4616.0","1824.0","522.0","829.0","4066.0"
"7836.0","227.0","2817.0","1031.0","5204.0","4783.0","1871.0","558.0","850.0","4746.0"
"6963.0","341.0","2212.0","929.0","4589.0","4236.0","1769.0","416.0","819.0","4326.0"
"5176.0","354.0","1539.0","687.0","3789.0","3702.0","1551.0","369.0","495.0","3380.0"
"5599.0","373.0","1744.0","827.0","3906.0","3736.0","1688.0","462.0","562.0","3426.0"
"7865.0","504.0","2547.0","1145.0","5267.0","4858.0","1812.0","467.0","857.0","4577.0"
"7582.0","421.0","2620.0","1141.0","4652.0","4558.0","1858.0","521.0","877.0","4529.0"
"8288.0","458.0","2611.0","1191.0","5258.0","4856.0","1952.0","599.0","801.0","17721.0"
"7703.0","276.0","2697.0","1114.0","4790.0","4546.0","1936.0","555.0","896.0","16670.0"
"6351.0","241.0","1911.0","960.0","4024.0","4731.0","1657.0","408.0","664.0","9019.0"
"4958.0","174.0","1576.0","613.0","3521.0","3484.0","1462.0","360.0","472.0","4861.0"
"5930.0","228.0","1981.0","863.0","4020.0","3959.0","1561.0","427.0","588.0","4685.0"
"7813.0","282.0","2524.0","1073.0","5175.0","4604.0","1856.0","488.0","835.0","5138.0"
"7411.0","279.0","2548.0","1114.0","4990.0","4858.0","1900.0","451.0","833.0","4933.0"
"6886.0","261.0","1873.0","937.0","4517.0","4330.0","1785.0","460.0","765.0","4498.0"
"5928.0","242.0","1849.0","792.0","4181.0","3921.0","1633.0","425.0","688.0","4027.0"
"5210.0","189.0","1445.0","724.0","3915.0","3498.0","1573.0","340.0","627.0","3660.0"
"4656.0","224.0","1315.0","589.0","3621.0","3265.0","1516.0","328.0","521.0","3321.0"
"5614.0","220.0","1951.0","843.0","4158.0","3646.0","1640.0","356.0","607.0","3900.0"
"7727.0","322.0","2274.0","1102.0","5396.0","4514.0","1983.0","506.0","885.0","4786.0"
"8315.0","339.0","2659.0","1207.0","5612.0","4957.0","2077.0","556.0","995.0","4816.0"
"7884.0","293.0","2595.0","1115.0","5326.0","4688.0","1895.0","554.0","974.0","4658.0"
"7433.0","304.0","2337.0","1187.0","5234.0","4638.0","1950.0","516.0","944.0","4914.0"
"6123.0","289.0","1868.0","847.0","4565.0","4223.0","1880.0","440.0","755.0","4187.0"
"5041.0","202.0","1410.0","746.0","4058.0","3538.0","1592.0","360.0","586.0","3355.0"
"5895.0","243.0","1792.0","844.0","4559.0","3952.0","1650.0","422.0","658.0","3646.0"
"7608.0","311.0","2572.0","1262.0","5454.0","8209.0","2060.0","532.0","1008.0","4729.0"
"7785.0","271.0","2443.0","1124.0","5749.0","12233.0","2015.0","512.0","913.0","4827.0"
"7760.0","316.0","2766.0","1375.0","6157.0","5797.0","2400.0","692.0","1032.0","5111.0"
"7419.0","294.0","2544.0","1251.0","5288.0","4935.0","2109.0","470.0","937.0","4699.0"
"6157.0","258.0","1910.0","909.0","4592.0","4203.0","1701.0","410.0","649.0","4026.0"
"4821.0","166.0","1445.0","598.0","3948.0","3537.0","1516.0","326.0","482.0","3255.0"
"5496.0","188.0","1927.0","808.0","4522.0","3918.0","1617.0","400.0","772.0","3698.0"
"7258.0","257.0","2345.0","1122.0","5777.0","4658.0","1873.0","499.0","874.0","4778.0"
"7661.0","305.0","2510.0","1091.0","5721.0","4630.0","2073.0","546.0","876.0","4587.0"
"6804.0","264.0","2251.0","1021.0","5552.0","4278.0","1893.0","458.0","886.0","4501.0"
"6880.0","243.0","2213.0","963.0","5404.0","4327.0","1901.0","441.0","815.0","4445.0"
"5625.0","185.0","1565.0","768.0","4893.0","3646.0","1635.0","303.0","613.0","3826.0"
"4492.0","137.0","1139.0","532.0","4259.0","3289.0","1410.0","237.0","535.0","3088.0"
"4695.0","164.0","1327.0","532.0","4547.0","3443.0","1413.0","278.0","477.0","3144.0"
"6320.0","243.0","1781.0","853.0","5891.0","4401.0","1763.0","367.0","600.0","4211.0"
"6503.0","230.0","1753.0","636.0","5799.0","4122.0","1603.0","353.0","631.0","4594.0"
"6001.0","229.0","1555.0","632.0","5606.0","3860.0","1636.0","374.0","585.0","5100.0"
"5064.0","190.0","1328.0","613.0","5381.0","3514.0","1559.0","301.0","463.0","4052.0"
"3911.0","151.0","988.0","490.0","4352.0","3112.0","1300.0","202.0","384.0","6716.0"
"3218.0","114.0","829.0","301.0","4131.0","2704.0","1228.0","197.0","318.0","4060.0"
"3253.0","106.0","833.0","310.0","4407.0","2889.0","1288.0","173.0","292.0","3854.0"
"3487.0","130.0","748.0","342.0","4431.0","2902.0","1195.0","189.0","279.0","4343.0"
"3267.0","102.0","792.0","285.0","3963.0","2628.0","1071.0","179.0","286.0","3602.0"
"4156.0","165.0","938.0","354.0","5172.0","3520.0","1375.0","247.0","375.0","4392.0"
"4327.0","127.0","1060.0","404.0","5895.0","3286.0","1385.0","273.0","376.0","4547.0"
"4361.0","179.0","1012.0","451.0","5887.0","3447.0","1448.0","213.0","379.0","4247.0"
"3887.0","121.0","939.0","324.0","4990.0","3064.0","1505.0","207.0","362.0","4010.0"
"4120.0","138.0","837.0","368.0","4976.0","2966.0","1423.0","231.0","341.0","3866.0"
"3952.0","137.0","850.0","408.0","5046.0","3003.0","1336.0","209.0","326.0","3748.0"
"3872.0","139.0","938.0","384.0","4659.0","2899.0","1231.0","216.0","346.0","3067.0"
"7795.0","219.0","1636.0","602.0","6398.0","4362.0","1731.0","331.0","550.0","4626.0"
"6210.0","217.0","1605.0","544.0","7397.0","3991.0","1788.0","308.0","524.0","4601.0"
"5629.0","207.0","1573.0","610.0","6274.0","4579.0","1610.0","295.0","646.0","4742.0"
"4551.0","139.0","1352.0","481.0","5673.0","3638.0","1448.0","308.0","412.0","5736.0"
"5428.0","207.0","1545.0","524.0","5608.0","3942.0","1535.0","357.0","520.0","5143.0"
"6941.0","271.0","2099.0","663.0","6567.0","4645.0","1754.0","368.0","581.0","5148.0"
"7614.0","269.0","2242.0","805.0","6656.0","4668.0","1896.0","389.0","669.0","5203.0"
"7153.0","291.0","2372.0","776.0","6725.0","4688.0","1841.0","394.0","580.0","5006.0"
"7144.0","252.0","2271.0","890.0","6366.0","4658.0","1750.0","369.0","738.0","4937.0"
"6976.0","250.0","1952.0","715.0","6067.0","4101.0","1651.0","381.0","587.0","4611.0"
"4902.0","178.0","1467.0","497.0","5025.0","3480.0","1424.0","331.0","452.0","3631.0"
"5593.0","187.0","1833.0","579.0","5457.0","3777.0","1639.0","335.0","511.0","3848.0"
"7387.0","286.0","2335.0","787.0","6682.0","4786.0","1936.0","387.0","667.0","4901.0"
"7714.0","309.0","2505.0","843.0","6891.0","4795.0","1904.0","382.0","672.0","4913.0"
"7647.0","327.0","2699.0","872.0","7078.0","4743.0","1990.0","451.0","734.0","4616.0"
"7826.0","311.0","2552.0","1010.0","6624.0","4730.0","2061.0","485.0","768.0","4935.0"
"6635.0","274.0","2117.0","700.0","6141.0","4309.0","1853.0","388.0","637.0","4317.0"
"4964.0","163.0","1612.0","575.0","5087.0","3719.0","1804.0","292.0","475.0","3700.0"
"6390.0","211.0","1884.0","820.0","5609.0","3961.0","1695.0","396.0","595.0","4348.0"
"7928.0","311.0","2322.0","1297.0","6898.0","4834.0","1804.0","465.0","713.0","4706.0"
"8746.0","340.0","2680.0","1247.0","7300.0","4877.0","2144.0","511.0","776.0","4931.0"
"8202.0","344.0","2920.0","1243.0","7251.0","4661.0","1968.0","453.0","816.0","4907.0"
"7663.0","260.0","3108.0","1178.0","6595.0","4467.0","1961.0","439.0","762.0","4687.0"
"6677.0","293.0","2512.0","992.0","5764.0","4653.0","1851.0","389.0","607.0","4482.0"
"5038.0","172.0","1552.0","627.0","4891.0","3758.0","1565.0","302.0","484.0","3769.0"
"5878.0","239.0","1923.0","852.0","5610.0","3927.0","1709.0","373.0","547.0","3857.0"
"8249.0","326.0","2948.0","1115.0","6896.0","5092.0","1958.0","428.0","778.0","4880.0"
"8396.0","355.0","3034.0","1156.0","7013.0","5043.0","1950.0","476.0","792.0","5266.0"
"8122.0","309.0","3042.0","1277.0","6853.0","4921.0","2219.0","476.0","806.0","5403.0"
"7768.0","290.0","2655.0","1169.0","6319.0","4467.0","2025.0","427.0","812.0","4914.0"
"6530.0","284.0","2216.0","924.0","5556.0","4366.0","1847.0","410.0","599.0","4882.0"
"4974.0","215.0","1561.0","658.0","4767.0","3719.0","1600.0","314.0","530.0","3834.0"
"5899.0","253.0","2058.0","776.0","5151.0","3996.0","1841.0","450.0","541.0","3991.0"
"7969.0","310.0","2975.0","1244.0","6839.0","4887.0","1998.0","507.0","815.0","5019.0"
"8115.0","360.0","3069.0","1185.0","6751.0","5070.0","2104.0","534.0","880.0","4975.0"
"7910.0","335.0","2958.0","1215.0","6468.0","4960.0","1980.0","525.0","1048.0","4837.0"
"7850.0","343.0","2840.0","1233.0","6234.0","4901.0","2091.0","486.0","814.0","5137.0"
"6412.0","268.0","2103.0","955.0","5254.0","4287.0","1784.0","388.0","691.0","4586.0"
"5054.0","182.0","1504.0","627.0","4738.0","3588.0","1617.0","308.0","476.0","3572.0"
"5884.0","208.0","1998.0","1021.0","4927.0","3740.0","1667.0","422.0","579.0","3873.0"
"7605.0","336.0","2801.0","1289.0","6194.0","4655.0","1961.0","543.0","809.0","5167.0"
"8046.0","353.0","2824.0","1273.0","6406.0","4891.0","1931.0","527.0","879.0","5494.0"
"7442.0","325.0","2938.0","1287.0","6285.0","4809.0","1875.0","502.0","723.0","5018.0"
"7156.0","267.0","2559.0","1112.0","5891.0","4295.0","1909.0","539.0","796.0","4580.0"
"6070.0","274.0","2078.0","955.0","7697.0","3919.0","1885.0","406.0","713.0","4868.0"
"5926.0","238.0","1605.0","588.0","4643.0","3771.0","1676.0","333.0","433.0","3793.0"
"5973.0","231.0","2085.0","827.0","5250.0","4083.0","2136.0","364.0","567.0","4206.0"
"7502.0","330.0","2614.0","1084.0","6228.0","5212.0","2477.0","478.0","839.0","4821.0"
"8029.0","333.0","3023.0","1274.0","6878.0","5122.0","2213.0","488.0","913.0","5499.0"
"7881.0","327.0","3110.0","1259.0","6182.0","5075.0","2683.0","544.0","949.0","5404.0"
"7105.0","323.0","3005.0","1204.0","5903.0","4711.0","2101.0","569.0","819.0","6176.0"
"6380.0","317.0","2286.0","974.0","5228.0","4197.0","1902.0","506.0","773.0","4932.0"
"5322.0","193.0","1725.0","727.0","4527.0","3643.0","1664.0","380.0","507.0","3969.0"
"6373.0","262.0","2405.0","912.0","4998.0","4388.0","3435.0","416.0","657.0","3940.0"
"8666.0","387.0","3202.0","1384.0","6168.0","4932.0","2579.0","518.0","916.0","5219.0"
"8692.0","384.0","3217.0","1314.0","6431.0","5220.0","2145.0","565.0","952.0","5713.0"
"8679.0","346.0","2987.0","1539.0","6529.0","5093.0","2155.0","576.0","959.0","5433.0"
"8454.0","347.0","2784.0","1438.0","5908.0","4970.0","2342.0","574.0","926.0","4893.0"
"15710.0","443.0","2109.0","1077.0","5357.0","4483.0","1946.0","528.0","846.0","4498.0"
"8281.0","303.0","1685.0","712.0","4498.0","3893.0","1657.0","372.0","550.0","3556.0"
"7578.0","287.0","2137.0","967.0","4991.0","4335.0","1690.0","508.0","653.0","3978.0"
"8986.0","360.0","2751.0","1292.0","6247.0","5185.0","2078.0","603.0","916.0","5094.0"
"8848.0","337.0","2704.0","1346.0","6032.0","5158.0","2037.0","566.0","895.0","5204.0"
"8552.0","364.0","2751.0","1266.0","6073.0","5254.0","2082.0","596.0","1003.0","5141.0"
"9019.0","354.0","2636.0","1353.0","5820.0","5123.0","2702.0","505.0","969.0","5042.0"
"6884.0","292.0","2238.0","941.0","4960.0","4389.0","3167.0","490.0","947.0","4490.0"
"5701.0","206.0","1677.0","722.0","4334.0","3885.0","2101.0","357.0","528.0","3607.0"
"6358.0","306.0","2028.0","896.0","4813.0","4142.0","2172.0","489.0","761.0","3975.0"
"8450.0","351.0","2635.0","1229.0","6054.0","4997.0","2401.0","644.0","896.0","5293.0"
"8655.0","313.0","2739.0","1225.0","6047.0","5115.0","2094.0","544.0","876.0","5067.0"
"8945.0","331.0","2638.0","1178.0","5789.0","4893.0","1964.0","601.0","908.0","4805.0"
"11100.0","365.0","2620.0","1207.0","6491.0","5146.0","2662.0","592.0","840.0","4961.0"
"11065.0","519.0","2060.0","981.0","5029.0","4519.0","2856.0","483.0","768.0","4203.0"
"6938.0","326.0","1475.0","642.0","5174.0","4175.0","10252.0","400.0","515.0","3757.0"
"6361.0","303.0","1736.0","859.0","4624.0","4200.0","3860.0","413.0","580.0","3923.0"
"8210.0","371.0","2236.0","1152.0","6056.0","5103.0","3723.0","535.0","821.0","5171.0"
"8674.0","430.0","2644.0","1340.0","5843.0","5731.0","3389.0","656.0","903.0","6407.0"
"8164.0","375.0","2604.0","1235.0","5714.0","6181.0","2766.0","607.0","940.0","5712.0"
"8103.0","483.0","2409.0","1231.0","5313.0","5555.0","2384.0","606.0","881.0","5456.0"
"6498.0","264.0","1864.0","926.0","4737.0","4415.0","2234.0","423.0","762.0","4840.0"
"5835.0","165.0","1285.0","619.0","4017.0","5377.0","2942.0","295.0","555.0","5603.0"
"6705.0","256.0","1862.0","758.0","4566.0","5677.0","2911.0","458.0","579.0","6258.0"
"8640.0","371.0","2186.0","1062.0","5633.0","7457.0","3427.0","431.0","882.0","7357.0"
"8699.0","311.0","2145.0","1080.0","5448.0","7249.0","3276.0","545.0","906.0","7015.0"
"8047.0","264.0","2273.0","1196.0","5091.0","6670.0","3269.0","448.0","835.0","6926.0"
"7453.0","252.0","1931.0","870.0","5031.0","6371.0","3355.0","398.0","942.0","6665.0"
"5134.0","204.0","1511.0","767.0","4443.0","5820.0","3505.0","390.0","547.0","5812.0"
"4160.0","174.0","1259.0","517.0","3664.0","5020.0","1878.0","331.0","438.0","4539.0"
"4722.0","153.0","1451.0","680.0","4205.0","4645.0","850.0","360.0","525.0","4471.0"
"6553.0","241.0","1961.0","886.0","5274.0","5461.0","506.0","434.0","736.0","5596.0"
"7687.0","302.0","2192.0","1046.0","5535.0","5794.0","559.0","531.0","908.0","5744.0"
"8273.0","279.0","2212.0","1055.0","5916.0","9540.0","564.0","586.0","870.0","6318.0"
"7836.0","251.0","2072.0","1012.0","5662.0","6651.0","498.0","590.0","855.0","5988.0"
"6474.0","274.0","1639.0","883.0","4223.0","5278.0","506.0","447.0","673.0","5260.0"
"5136.0","181.0","1302.0","793.0","3244.0","4596.0","236.0","331.0","485.0","4288.0"
"5769.0","222.0","1549.0","751.0","3706.0","4930.0","299.0","453.0","672.0","4456.0"
"8526.0","374.0","2174.0","1112.0","4877.0","6289.0","316.0","519.0","929.0","6270.0"
"8465.0","308.0","2274.0","1234.0","4608.0","6121.0","334.0","522.0","847.0","6733.0"
"7692.0","320.0","2173.0","1163.0","4260.0","5862.0","309.0","506.0","868.0","5944.0"
"8239.0","304.0","2324.0","1118.0","4217.0","5747.0","325.0","561.0","918.0","6444.0"
"6929.0","229.0","1768.0","955.0","3548.0","5244.0","327.0","467.0","771.0","5525.0"
"5110.0","166.0","1406.0","639.0","2986.0","4194.0","275.0","311.0","519.0","4811.0"
"6180.0","206.0","2215.0","841.0","3358.0","4810.0","305.0","435.0","624.0","5461.0"
"8928.0","310.0","2563.0","1274.0","4728.0","6261.0","360.0","561.0","964.0","7126.0"
"9461.0","324.0","2699.0","1275.0","4631.0","6619.0","310.0","584.0","964.0","6797.0"
"9263.0","331.0","2409.0","1267.0","4342.0","6300.0","367.0","600.0","1064.0","6834.0"
"8337.0","297.0","2332.0","1167.0","3997.0","5941.0","326.0","512.0","850.0","6544.0"
"7317.0","283.0","1970.0","850.0","3770.0","5144.0","335.0","579.0","693.0","9946.0"
"4986.0","149.0","1353.0","586.0","2999.0","4294.0","260.0","365.0","531.0","5598.0"
"13178.0","484.0","1856.0","865.0","3474.0","4966.0","292.0","631.0","725.0","5278.0"
