"Malaria","Malaria_vaccine","Protozoa","Plasmodium","Fever","Jaundice","Epileptic_seizure","Anopheles","Plasmodium_falciparum","Sepsis"
"4675.0","145.0","1643.0","568.0","3442.0","3026.0","1295.0","326.0","516.0","3448.0"
"3836.0","115.0","1411.0","411.0","3269.0","3022.0","1210.0","282.0","391.0","3310.0"
"4385.0","124.0","1496.0","571.0","3335.0","3054.0","1152.0","338.0","515.0","3078.0"
"5258.0","189.0","1988.0","703.0","3892.0","3751.0","1473.0","370.0","584.0","3781.0"
"5109.0","170.0","1979.0","793.0","3868.0","3384.0","1401.0","367.0","581.0","3755.0"
"5459.0","188.0","1910.0","780.0","3820.0","3781.0","1399.0","333.0","604.0","4023.0"
"5484.0","211.0","2075.0","884.0","4332.0","3711.0","1495.0","413.0","695.0","4368.0"
"4945.0","136.0","1777.0","684.0","4047.0","3451.0","1503.0","419.0","575.0","6977.0"
"4644.0","143.0","1283.0","575.0","3559.0","3291.0","1305.0","275.0","484.0","5535.0"
"4776.0","145.0","1674.0","733.0","3769.0","3371.0","1360.0","365.0","558.0","4690.0"
"5944.0","179.0","2138.0","907.0","4439.0","3972.0","1637.0","425.0","720.0","5145.0"
"6118.0","198.0","2188.0","988.0","4379.0","3864.0","1555.0","423.0","772.0","4934.0"
"6002.0","214.0","2223.0","964.0","4318.0","4173.0","1527.0","397.0","689.0","5000.0"
"5619.0","184.0","1950.0","741.0","3847.0","5726.0","1507.0","328.0","625.0","4259.0"
"5024.0","168.0","1758.0","663.0","3698.0","4514.0","1460.0","303.0","492.0","4009.0"
"4310.0","114.0","1308.0","471.0","3161.0","3413.0","1292.0","245.0","423.0","3462.0"
"5152.0","146.0","1515.0","636.0","3697.0","3725.0","1366.0","364.0","489.0","3708.0"
"5754.0","187.0","1972.0","759.0","4149.0","4005.0","1564.0","410.0","604.0","4251.0"
"6308.0","195.0","2138.0","836.0","4246.0","4706.0","1478.0","470.0","686.0","4456.0"
"6107.0","206.0","2133.0","856.0","4453.0","4382.0","1588.0","487.0","643.0","4474.0"
"6371.0","191.0","2180.0","923.0","4270.0","3966.0","1629.0","460.0","735.0","4663.0"
"5794.0","182.0","1882.0","796.0","4066.0","4234.0","2561.0","365.0","590.0","5972.0"
"3778.0","135.0","1312.0","501.0","3014.0","3139.0","3773.0","360.0","419.0","4558.0"
"4392.0","158.0","1529.0","614.0","3261.0","3145.0","1901.0","328.0","455.0","3504.0"
"5986.0","219.0","2095.0","971.0","4489.0","4218.0","2061.0","372.0","775.0","4802.0"
"8129.0","562.0","2177.0","1032.0","4503.0","4498.0","1822.0","471.0","766.0","4606.0"
"10284.0","1155.0","2035.0","1060.0","4267.0","4221.0","1809.0","555.0","931.0","4616.0"
"0.0","0.0","0.0","0.0","4216.0","0.0","1748.0","450.0","0.0","0.0"
"5559.0","384.0","1649.0","774.0","3585.0","3618.0","1578.0","397.0","664.0","4941.0"
"3622.0","245.0","1102.0","461.0","2765.0","2736.0","1171.0","275.0","435.0","2729.0"
"6006.0","257.0","1467.0","599.0","3388.0","3167.0","1157.0","340.0","544.0","3248.0"
"5981.0","312.0","2080.0","869.0","4064.0","3887.0","1563.0","437.0","739.0","4373.0"
"6013.0","351.0","2012.0","900.0","4169.0","3801.0","1642.0","451.0","612.0","4622.0"
"6717.0","979.0","2301.0","997.0","4662.0","4377.0","1798.0","464.0","902.0","5208.0"
"7428.0","790.0","2218.0","986.0","4624.0","4471.0","1703.0","520.0","814.0","5024.0"
"5385.0","741.0","1545.0","728.0","3814.0","3628.0","1638.0","396.0","595.0","4262.0"
"3939.0","513.0","1182.0","511.0","3248.0","3232.0","1403.0","268.0","461.0","3332.0"
"4927.0","450.0","1515.0","678.0","3374.0","3460.0","1405.0","357.0","547.0","3605.0"
"6817.0","567.0","2052.0","949.0","4579.0","4432.0","2333.0","554.0","705.0","5760.0"
"6763.0","631.0","2184.0","1006.0","4904.0","4379.0","2099.0","510.0","772.0","4778.0"
"7248.0","380.0","2263.0","1012.0","5137.0","4773.0","2089.0","586.0","837.0","4718.0"
"6743.0","277.0","2093.0","1002.0","4657.0","4666.0","1813.0","522.0","728.0","4799.0"
"5433.0","228.0","1701.0","721.0","4216.0","3901.0","1616.0","438.0","620.0","4179.0"
"4245.0","151.0","1254.0","617.0","3344.0","3312.0","1341.0","297.0","473.0","3172.0"
"5106.0","191.0","1608.0","764.0","3856.0","3567.0","1491.0","425.0","610.0","3689.0"
"6974.0","254.0","2085.0","962.0","4534.0","4357.0","2089.0","510.0","873.0","4505.0"
"7286.0","230.0","2437.0","1121.0","4844.0","4878.0","2011.0","563.0","829.0","4898.0"
"7284.0","259.0","2259.0","1147.0","5148.0","4825.0","1940.0","584.0","786.0","4925.0"
"7781.0","310.0","2179.0","1183.0","4780.0","4669.0","2032.0","561.0","1027.0","4612.0"
"5614.0","207.0","1562.0","737.0","3921.0","3775.0","1721.0","451.0","709.0","3667.0"
"4293.0","138.0","1358.0","602.0","3274.0","3450.0","1599.0","424.0","507.0","3119.0"
"5523.0","208.0","1686.0","817.0","3983.0","3765.0","1709.0","441.0","668.0","3622.0"
"7378.0","302.0","2379.0","1050.0","5102.0","5139.0","1940.0","591.0","916.0","4777.0"
"7376.0","280.0","2239.0","1023.0","5243.0","4760.0","1891.0","624.0","901.0","4544.0"
"7029.0","283.0","2275.0","1040.0","5282.0","4548.0","1810.0","579.0","831.0","4620.0"
"7301.0","249.0","2098.0","915.0","4862.0","4884.0","1737.0","579.0","755.0","4759.0"
"5599.0","194.0","1782.0","804.0","3882.0","3819.0","1600.0","428.0","695.0","4072.0"
"4423.0","146.0","1345.0","605.0","3427.0","3485.0","1443.0","325.0","462.0","3283.0"
"5028.0","194.0","1577.0","768.0","3675.0","3454.0","1485.0","426.0","559.0","3307.0"
"6784.0","278.0","2076.0","1028.0","4464.0","4246.0","1707.0","512.0","835.0","4529.0"
"7050.0","280.0","1918.0","947.0","4867.0","4604.0","1872.0","483.0","811.0","4722.0"
"5972.0","270.0","1692.0","725.0","4166.0","4282.0","1600.0","469.0","755.0","4163.0"
"5362.0","209.0","1418.0","722.0","3991.0","3627.0","1516.0","433.0","628.0","3479.0"
"4542.0","197.0","1292.0","602.0","3392.0","3260.0","1490.0","362.0","500.0","3153.0"
"4226.0","183.0","1264.0","560.0","3193.0","3252.0","1590.0","375.0","485.0","3127.0"
"5083.0","190.0","1512.0","714.0","3603.0","3437.0","1587.0","381.0","542.0","3361.0"
"7003.0","339.0","2051.0","1005.0","4904.0","4455.0","2162.0","525.0","799.0","4616.0"
"7071.0","274.0","2142.0","946.0","4726.0","4561.0","2020.0","521.0","832.0","4645.0"
"6869.0","341.0","2104.0","984.0","4420.0","4322.0","1909.0","531.0","822.0","4608.0"
"7042.0","341.0","2054.0","1035.0","4490.0","4253.0","1815.0","571.0","863.0","4418.0"
"5630.0","231.0","1764.0","762.0","3938.0","3859.0","1565.0","425.0","743.0","4098.0"
"4103.0","165.0","1227.0","559.0","3478.0","3270.0","1370.0","342.0","461.0","3248.0"
"5293.0","219.0","1532.0","692.0","3923.0","3854.0","1536.0","486.0","709.0","4066.0"
"7142.0","283.0","2063.0","1062.0","4610.0","4326.0","1674.0","497.0","817.0","4970.0"
"6945.0","259.0","2225.0","963.0","4869.0","4482.0","1731.0","566.0","801.0","4495.0"
"6844.0","279.0","2203.0","1071.0","4667.0","4548.0","1770.0","595.0","845.0","4679.0"
"6663.0","257.0","1939.0","944.0","4405.0","4420.0","1680.0","493.0","728.0","4664.0"
"5522.0","229.0","1642.0","814.0","4688.0","3709.0","1647.0","482.0","655.0","4013.0"
"4128.0","166.0","1233.0","536.0","3539.0","3364.0","1335.0","323.0","463.0","3318.0"
"4852.0","174.0","1515.0","677.0","4154.0","3640.0","1453.0","344.0","542.0","3667.0"
"6503.0","285.0","1980.0","968.0","4777.0","4440.0","1640.0","521.0","663.0","4434.0"
"6983.0","262.0","2031.0","994.0","4986.0","4540.0","1673.0","496.0","781.0","4436.0"
"6498.0","280.0","1753.0","872.0","4408.0","4094.0","1682.0","429.0","691.0","4491.0"
"6041.0","218.0","1696.0","767.0","4252.0","4197.0","1630.0","465.0","582.0","15582.0"
"4707.0","166.0","1283.0","565.0","3510.0","3273.0","1362.0","314.0","511.0","6077.0"
"3619.0","107.0","932.0","342.0","3020.0","2814.0","1125.0","232.0","364.0","6808.0"
"4005.0","154.0","1008.0","470.0","3409.0","2997.0","1296.0","285.0","402.0","4449.0"
"4733.0","202.0","1279.0","556.0","4304.0","3596.0","1495.0","355.0","482.0","4576.0"
"5650.0","187.0","1174.0","467.0","3977.0","3614.0","1426.0","361.0","567.0","4183.0"
"4460.0","228.0","1061.0","474.0","3791.0","3346.0","1307.0","329.0","453.0","4160.0"
"4020.0","167.0","895.0","388.0","3450.0","3212.0","1295.0","301.0","366.0","3979.0"
"185.0","8.0","38.0","9.0","194.0","177.0","83.0","17.0","16.0","266.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1268.0","70.0","279.0","91.0","1248.0","1014.0","426.0","82.0","107.0","1185.0"
"4210.0","159.0","865.0","348.0","3976.0","3382.0","1267.0","251.0","341.0","3431.0"
"3760.0","206.0","820.0","338.0","4113.0","3323.0","1282.0","279.0","364.0","3867.0"
"3980.0","204.0","929.0","364.0","3950.0","3303.0","1282.0","283.0","374.0","3748.0"
"3899.0","178.0","861.0","344.0","3684.0","3130.0","1521.0","259.0","357.0","3483.0"
"3122.0","159.0","667.0","304.0","3244.0","2677.0","1349.0","214.0","224.0","2853.0"
"3105.0","144.0","661.0","247.0","3030.0","2514.0","1219.0","161.0","246.0","2485.0"
"4945.0","184.0","1113.0","429.0","4176.0","3840.0","1704.0","272.0","365.0","3800.0"
"5215.0","227.0","1255.0","464.0","4674.0","4123.0","1787.0","337.0","485.0","4411.0"
"5845.0","224.0","1542.0","564.0","4805.0","4307.0","1636.0","429.0","507.0","5085.0"
"5881.0","233.0","1709.0","537.0","4723.0","4168.0","1649.0","411.0","582.0","4464.0"
"5310.0","214.0","1472.0","516.0","4330.0","3897.0","1545.0","337.0","501.0","4011.0"
"4131.0","161.0","1149.0","376.0","3675.0","3334.0","1404.0","303.0","330.0","3383.0"
"5013.0","172.0","1532.0","500.0","3933.0","3704.0","1508.0","429.0","452.0","3663.0"
"6377.0","235.0","1799.0","646.0","5070.0","4415.0","2011.0","447.0","551.0","4644.0"
"6783.0","236.0","1836.0","650.0","4824.0","4197.0","1699.0","404.0","549.0","4462.0"
"6796.0","286.0","1935.0","715.0","4879.0","4612.0","1939.0","457.0","675.0","5934.0"
"6574.0","264.0","1946.0","785.0","5034.0","4526.0","1837.0","441.0","624.0","5400.0"
"5612.0","216.0","1609.0","627.0","4158.0","4151.0","1745.0","399.0","542.0","4804.0"
"4029.0","137.0","2037.0","484.0","3510.0","3279.0","2430.0","327.0","350.0","3468.0"
"4993.0","155.0","1412.0","505.0","3932.0","3688.0","5330.0","394.0","475.0","3975.0"
"6199.0","213.0","1668.0","682.0","4505.0","4175.0","4951.0","410.0","623.0","4578.0"
"6956.0","287.0","2296.0","782.0","4896.0","4259.0","3312.0","438.0","664.0","4872.0"
"9156.0","296.0","2831.0","835.0","4920.0","4023.0","2658.0","419.0","621.0","3971.0"
"6692.0","259.0","2289.0","800.0","4582.0","4037.0","3265.0","495.0","622.0","4218.0"
"5876.0","221.0","1992.0","677.0","4131.0","3995.0","2686.0","411.0","501.0","5549.0"
"4332.0","167.0","1620.0","536.0","3650.0","3543.0","2295.0","297.0","448.0","3998.0"
"4852.0","180.0","2051.0","615.0","3954.0","3420.0","2051.0","369.0","430.0","3783.0"
"6303.0","283.0","2084.0","883.0","4875.0","4096.0","2036.0","444.0","580.0","4613.0"
"6711.0","280.0","2398.0","881.0","4970.0","4433.0","1989.0","460.0","658.0","4815.0"
"6555.0","304.0","2231.0","1022.0","4996.0","4406.0","1986.0","419.0","639.0","4841.0"
"6834.0","289.0","2360.0","920.0","4802.0","4293.0","2164.0","416.0","692.0","4678.0"
"6329.0","245.0","1950.0","901.0","4464.0","4129.0","1938.0","385.0","637.0","4353.0"
"4098.0","196.0","1298.0","498.0","3579.0","3823.0","1585.0","274.0","355.0","3344.0"
"5117.0","211.0","1699.0","668.0","4144.0","3852.0","1753.0","333.0","490.0","3909.0"
"7104.0","312.0","2477.0","981.0","5297.0","4890.0","2005.0","476.0","697.0","5173.0"
"7024.0","275.0","2270.0","989.0","5156.0","5684.0","1860.0","401.0","659.0","4762.0"
"6718.0","320.0","2287.0","949.0","5083.0","6671.0","1706.0","501.0","625.0","4889.0"
"6856.0","326.0","2517.0","1022.0","5958.0","6700.0","1991.0","441.0","700.0","4993.0"
"7111.0","302.0","1823.0","847.0","4431.0","4578.0","1709.0","373.0","543.0","4497.0"
"4768.0","197.0","1336.0","531.0","3730.0","3308.0","1437.0","363.0","421.0","3373.0"
"5272.0","222.0","1733.0","704.0","4249.0","3723.0","1443.0","494.0","469.0","3673.0"
"7660.0","368.0","2204.0","927.0","5317.0","4630.0","1771.0","620.0","632.0","4656.0"
"7288.0","309.0","2486.0","1072.0","5301.0","4514.0","1790.0","562.0","650.0","4943.0"
"6843.0","279.0","2344.0","942.0","5294.0","4388.0","1876.0","508.0","686.0","4794.0"
"6844.0","260.0","2379.0","975.0","5030.0","4339.0","1939.0","473.0","652.0","4711.0"
"5939.0","224.0","1928.0","769.0","4531.0","3972.0","1986.0","390.0","566.0","4356.0"
"4332.0","166.0","1497.0","529.0","4190.0","3385.0","1616.0","307.0","434.0","3577.0"
"4620.0","166.0","1708.0","704.0","4365.0","3817.0","1808.0","322.0","508.0","3787.0"
"6215.0","256.0","2179.0","1035.0","5257.0","4301.0","1879.0","393.0","681.0","4783.0"
"6290.0","260.0","2159.0","1080.0","5151.0","4235.0","1949.0","442.0","674.0","4448.0"
"7513.0","283.0","2276.0","1082.0","5392.0","4501.0","1946.0","426.0","690.0","4783.0"
"7862.0","288.0","2234.0","1092.0","5311.0","4274.0","1839.0","421.0","679.0","4952.0"
"5902.0","215.0","2043.0","966.0","6001.0","4111.0","1870.0","471.0","510.0","4889.0"
"4338.0","164.0","1575.0","537.0","4180.0","3431.0","1429.0","298.0","413.0","3515.0"
"4876.0","210.0","2316.0","686.0","4508.0","3733.0","1663.0","399.0","477.0","3790.0"
"6543.0","285.0","2171.0","998.0","5242.0","4214.0","1887.0","667.0","622.0","4369.0"
"6914.0","291.0","2266.0","1157.0","5721.0","4929.0","1833.0","568.0","798.0","4823.0"
"7549.0","295.0","2592.0","1035.0","5668.0","4709.0","1985.0","495.0","773.0","5035.0"
"7638.0","249.0","2307.0","1275.0","5735.0","4795.0","2160.0","530.0","761.0","5178.0"
"6269.0","217.0","1886.0","897.0","5016.0","4192.0","1993.0","447.0","713.0","4401.0"
"4480.0","146.0","1453.0","593.0","4227.0","3411.0","1688.0","346.0","461.0","3738.0"
"5181.0","218.0","1599.0","718.0","4529.0","3785.0","2025.0","432.0","614.0","3687.0"
"7325.0","280.0","2302.0","1216.0","5898.0","4779.0","2035.0","503.0","880.0","4751.0"
"7555.0","302.0","2344.0","1087.0","5864.0","4713.0","2000.0","533.0","855.0","4994.0"
"7423.0","261.0","2319.0","1129.0","5331.0","4577.0","2002.0","454.0","949.0","4704.0"
"7048.0","293.0","2398.0","1035.0","5189.0","4463.0","1940.0","552.0","850.0","4453.0"
"5652.0","240.0","1776.0","885.0","4634.0","4302.0","1672.0","433.0","644.0","4095.0"
"4211.0","195.0","1261.0","590.0","3971.0","3586.0","1603.0","410.0","573.0","3408.0"
"5278.0","206.0","1665.0","764.0","4650.0","3914.0","1651.0","457.0","567.0","4009.0"
"6959.0","283.0","2084.0","1086.0","5498.0","4676.0","1898.0","506.0","726.0","4978.0"
"9208.0","266.0","2397.0","1097.0","5814.0","4577.0","1910.0","539.0","768.0","8082.0"
"6781.0","281.0","2323.0","1061.0","5784.0","4599.0","1877.0","597.0","690.0","5053.0"
"6490.0","321.0","1953.0","976.0","5454.0","4472.0","1903.0","490.0","677.0","4341.0"
"5961.0","236.0","1783.0","880.0","5192.0","4517.0","1829.0","467.0","703.0","4188.0"
"4397.0","152.0","1191.0","516.0","4044.0","3290.0","1325.0","473.0","426.0","3238.0"
"5052.0","178.0","1397.0","659.0","4563.0","3751.0","1303.0","455.0","545.0","3754.0"
"6447.0","275.0","1863.0","926.0","5543.0","4271.0","1633.0","498.0","664.0","4745.0"
"6611.0","281.0","2051.0","999.0","5787.0","4790.0","1598.0","507.0","715.0","4679.0"
"6184.0","255.0","1878.0","850.0","4932.0","4149.0","1629.0","500.0","620.0","4440.0"
"6803.0","267.0","2018.0","865.0","4023.0","3889.0","1549.0","452.0","632.0","4468.0"
"4858.0","260.0","1455.0","703.0","3451.0","3323.0","1408.0","404.0","556.0","3962.0"
"14620.0","163.0","1237.0","522.0","3126.0","3617.0","1321.0","258.0","398.0","3432.0"
"4382.0","167.0","1544.0","694.0","3176.0","3051.0","1386.0","369.0","477.0","3221.0"
"6195.0","268.0","2088.0","902.0","4180.0","4133.0","1813.0","464.0","698.0","4532.0"
"6031.0","228.0","1978.0","812.0","4498.0","4047.0","1663.0","495.0","659.0","4527.0"
"5945.0","257.0","1911.0","841.0","4055.0","3627.0","1479.0","461.0","665.0","4179.0"
"5625.0","205.0","1548.0","761.0","3888.0","3980.0","1344.0","392.0","555.0","5224.0"
"4529.0","188.0","1347.0","604.0","3047.0","3098.0","1292.0","320.0","502.0","3266.0"
"3139.0","170.0","942.0","457.0","2475.0","2488.0","1108.0","260.0","323.0","2519.0"
"4193.0","242.0","1377.0","587.0","3040.0","3178.0","1199.0","326.0","392.0","3280.0"
"6116.0","267.0","1893.0","853.0","3971.0","4096.0","1567.0","503.0","672.0","4235.0"
"5734.0","243.0","1809.0","861.0","3764.0","3822.0","1484.0","460.0","593.0","3840.0"
"5732.0","231.0","1731.0","859.0","3668.0","3770.0","1486.0","425.0","685.0","3902.0"
"5750.0","232.0","1670.0","860.0","3330.0","3709.0","1443.0","447.0","678.0","4130.0"
"4725.0","219.0","1352.0","707.0","5492.0","3410.0","1329.0","329.0","477.0","3816.0"
"3517.0","136.0","1082.0","446.0","7918.0","2865.0","1128.0","283.0","408.0","3025.0"
"3900.0","137.0","1115.0","546.0","2831.0","3014.0","1163.0","311.0","387.0","3215.0"
"7509.0","217.0","1638.0","791.0","3620.0","4027.0","1409.0","579.0","582.0","4140.0"
"6327.0","227.0","1771.0","743.0","3699.0","4012.0","1540.0","645.0","573.0","4108.0"
"5079.0","235.0","1562.0","785.0","3421.0","3733.0","1440.0","435.0","555.0","3821.0"
"4664.0","180.0","1449.0","649.0","3065.0","3454.0","1313.0","407.0","520.0","3539.0"
"5828.0","216.0","1111.0","631.0","2806.0","3082.0","1267.0","365.0","641.0","3428.0"
"4123.0","153.0","934.0","512.0","2281.0","2646.0","1150.0","264.0","469.0","2724.0"
"3989.0","137.0","1133.0","482.0","2770.0","2749.0","1051.0","304.0","442.0","2855.0"
"5397.0","206.0","1581.0","723.0","3400.0","3676.0","1512.0","403.0","663.0","4143.0"
"5739.0","225.0","1857.0","912.0","3762.0","4057.0","1505.0","502.0","698.0","4227.0"
"5708.0","214.0","2089.0","930.0","3525.0","3728.0","1545.0","442.0","565.0","3866.0"
"6001.0","247.0","1770.0","870.0","3434.0","3642.0","1787.0","420.0","669.0","3800.0"
"4834.0","209.0","1494.0","753.0","2931.0","3465.0","1371.0","401.0","497.0","3756.0"
"3878.0","149.0","1162.0","563.0","2725.0","3043.0","1186.0","307.0","376.0","3112.0"
"4522.0","198.0","1418.0","688.0","2946.0","3312.0","1248.0","323.0","398.0","3305.0"
"6253.0","261.0","2225.0","1010.0","3733.0","3916.0","1634.0","444.0","727.0","4337.0"
"6256.0","225.0","1987.0","910.0","3845.0","4097.0","1601.0","471.0","626.0","4108.0"
"6505.0","257.0","2055.0","1064.0","4164.0","4006.0","1635.0","533.0","696.0","4491.0"
"6075.0","257.0","1934.0","1045.0","4124.0","4103.0","1555.0","458.0","642.0","4223.0"
"5441.0","222.0","1769.0","748.0","3816.0","3965.0","1454.0","386.0","614.0","3941.0"
"3764.0","205.0","1169.0","567.0","2906.0","3326.0","1155.0","329.0","368.0","3014.0"
"4633.0","213.0","1577.0","690.0","3465.0","3689.0","1307.0","371.0","468.0","3335.0"
"7227.0","288.0","2498.0","1071.0","4515.0","4744.0","1538.0","519.0","783.0","4511.0"
"7161.0","301.0","2151.0","1070.0","4193.0","4568.0","1561.0","574.0","780.0","4344.0"
"7745.0","306.0","2008.0","1030.0","4218.0","4475.0","1523.0","605.0","743.0","4092.0"
"7377.0","288.0","2196.0","1002.0","4136.0","4556.0","1509.0","501.0","726.0","4202.0"
"5975.0","267.0","1876.0","844.0","3731.0","4120.0","1579.0","450.0","652.0","3763.0"
"4033.0","172.0","1192.0","567.0","2956.0","3429.0","1465.0","286.0","414.0","3157.0"
"4721.0","202.0","1763.0","743.0","3501.0","3872.0","1597.0","395.0","496.0","3533.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6900.0","251.0","2157.0","1087.0","4212.0","5381.0","1820.0","485.0","685.0","4512.0"
"7050.0","290.0","2163.0","1052.0","4242.0","4522.0","1752.0","468.0","727.0","4609.0"
"7010.0","298.0","2165.0","1074.0","4166.0","4584.0","2003.0","458.0","701.0","4581.0"
"5744.0","230.0","1712.0","794.0","3534.0","4525.0","1551.0","378.0","555.0","4196.0"
"4091.0","179.0","1170.0","554.0","3227.0","3975.0","1348.0","289.0","437.0","3630.0"
"4847.0","230.0","1400.0","662.0","3287.0","3579.0","1415.0","352.0","485.0","3480.0"
"7446.0","407.0","2306.0","1001.0","4349.0","4755.0","1818.0","529.0","753.0","4646.0"
"7339.0","287.0","2330.0","1061.0","4449.0","4506.0","1823.0","562.0","743.0","5542.0"
"7994.0","308.0","2373.0","1033.0","4435.0","4654.0","1837.0","560.0","750.0","4511.0"
"6936.0","291.0","2512.0","998.0","3776.0","4271.0","1707.0","495.0","585.0","4394.0"
"5997.0","229.0","1794.0","857.0","3549.0","3903.0","1548.0","438.0","562.0","4295.0"
"4134.0","165.0","1197.0","735.0","2842.0","3131.0","1461.0","325.0","372.0","3555.0"
"5072.0","171.0","1576.0","1073.0","3174.0","3413.0","1313.0","354.0","437.0","3877.0"
"7889.0","248.0","2028.0","1205.0","4150.0","4437.0","1760.0","486.0","686.0","4830.0"
"7324.0","272.0","2129.0","1239.0","4182.0","4498.0","1807.0","523.0","626.0","4611.0"
"7020.0","306.0","1861.0","1470.0","3861.0","4800.0","1736.0","422.0","618.0","5475.0"
"6680.0","218.0","1779.0","1172.0","4833.0","5136.0","1608.0","481.0","538.0","7655.0"
"5601.0","197.0","1508.0","748.0","3356.0","4348.0","1535.0","400.0","498.0","4369.0"
"4063.0","151.0","1082.0","683.0","2832.0","3375.0","1260.0","309.0","367.0","3111.0"
"5602.0","167.0","1343.0","1024.0","3054.0","3609.0","1317.0","375.0","457.0","3330.0"
"7054.0","237.0","1827.0","1061.0","3934.0","4352.0","1735.0","509.0","611.0","4283.0"
"7217.0","244.0","2031.0","1074.0","3891.0","4289.0","1620.0","509.0","597.0","4221.0"
"8384.0","270.0","1919.0","1210.0","4115.0","4481.0","1680.0","537.0","602.0","4364.0"
"6959.0","287.0","1984.0","1213.0","4007.0","4088.0","1719.0","453.0","675.0","3970.0"
"5375.0","198.0","1616.0","746.0","3598.0","3907.0","1564.0","411.0","538.0","3636.0"
"4257.0","144.0","1118.0","619.0","3325.0","3254.0","1312.0","279.0","393.0","3003.0"
"5135.0","167.0","1286.0","892.0","3763.0","3620.0","1501.0","353.0","450.0","3593.0"
"6309.0","240.0","1924.0","798.0","4344.0","4062.0","1487.0","433.0","516.0","3807.0"
"6659.0","269.0","1963.0","970.0","4714.0","4565.0","1797.0","442.0","583.0","4407.0"
"6430.0","239.0","1830.0","847.0","4707.0","4439.0","1821.0","429.0","592.0","6209.0"
"6140.0","266.0","2109.0","815.0","4467.0","4241.0","1783.0","422.0","536.0","4642.0"
"4969.0","236.0","1672.0","704.0","4025.0","3815.0","1619.0","345.0","439.0","3955.0"
"3854.0","149.0","1186.0","547.0","3494.0","3293.0","1354.0","321.0","346.0","3732.0"
"4530.0","143.0","1488.0","562.0","3928.0","3703.0","1508.0","363.0","409.0","3473.0"
"5652.0","208.0","1672.0","740.0","4189.0","4252.0","1727.0","431.0","560.0","4343.0"
"6326.0","285.0","1998.0","793.0","4957.0","4862.0","1928.0","503.0","536.0","4692.0"
"5731.0","259.0","1856.0","781.0","4411.0","4132.0","1833.0","429.0","524.0","4525.0"
"5356.0","255.0","1640.0","717.0","4385.0","4146.0","1788.0","383.0","615.0","4563.0"
"4939.0","219.0","1466.0","586.0","4045.0","4015.0","1637.0","404.0","444.0","3994.0"
"3965.0","168.0","1203.0","432.0","3430.0","3364.0","1446.0","298.0","325.0","3039.0"
"4350.0","197.0","1352.0","558.0","3612.0","3468.0","1492.0","368.0","397.0","3599.0"
"5706.0","240.0","1729.0","676.0","4447.0","4183.0","2263.0","463.0","485.0","4875.0"
"5817.0","228.0","1920.0","811.0","4478.0","4417.0","2433.0","502.0","606.0","4229.0"
"5893.0","240.0","1796.0","807.0","4531.0","4156.0","2015.0","491.0","533.0","4021.0"
"5711.0","217.0","1832.0","736.0","4555.0","4423.0","2120.0","500.0","580.0","4324.0"
"4886.0","192.0","1422.0","580.0","4060.0","3807.0","1736.0","357.0","469.0","3881.0"
"4196.0","144.0","1290.0","538.0","3753.0","3430.0","1454.0","330.0","324.0","3339.0"
"4583.0","163.0","1660.0","470.0","3883.0","3476.0","1540.0","334.0","393.0","3328.0"
"5675.0","239.0","1771.0","660.0","4606.0","4290.0","2077.0","430.0","599.0","4388.0"
"6120.0","197.0","2285.0","738.0","4747.0","4354.0","2010.0","419.0","568.0","4211.0"
"5676.0","222.0","2057.0","766.0","4400.0","4314.0","1815.0","415.0","562.0","4332.0"
"5601.0","217.0","1752.0","638.0","4279.0","4228.0","2004.0","454.0","516.0","4628.0"
"4544.0","178.0","1324.0","479.0","3895.0","3696.0","1751.0","328.0","418.0","4129.0"
"3769.0","161.0","1043.0","416.0","3546.0","3220.0","1382.0","360.0","334.0","2990.0"
"4128.0","165.0","1263.0","532.0","3720.0","3235.0","1581.0","424.0","365.0","3265.0"
"5457.0","200.0","1761.0","625.0","4539.0","5307.0","1886.0","432.0","490.0","4025.0"
"5487.0","220.0","1721.0","648.0","4715.0","4150.0","1968.0","507.0","548.0","4058.0"
"5437.0","284.0","1604.0","631.0","4468.0","3985.0","1853.0","635.0","511.0","4066.0"
"4967.0","226.0","1475.0","637.0","4489.0","3911.0","1811.0","523.0","447.0","4089.0"
"4460.0","217.0","1244.0","462.0","3950.0","3494.0","1693.0","441.0","378.0","3556.0"
"3974.0","143.0","1136.0","425.0","3548.0","3043.0","1462.0","318.0","273.0","2837.0"
"4884.0","163.0","1297.0","517.0","3797.0","3300.0","1541.0","399.0","336.0","2947.0"
"5902.0","216.0","1403.0","580.0","4342.0","3900.0","1884.0","523.0","459.0","3715.0"
"5613.0","193.0","1521.0","608.0","4473.0","3877.0","1986.0","443.0","526.0","4043.0"
"5526.0","206.0","1417.0","522.0","4323.0","3844.0","1792.0","468.0","443.0","3970.0"
"5301.0","201.0","1406.0","591.0","4470.0","3927.0","1814.0","484.0","466.0","4035.0"
"4779.0","176.0","1286.0","475.0","4204.0","3498.0","1619.0","384.0","416.0","3778.0"
"4119.0","146.0","1237.0","450.0","3864.0","3354.0","1410.0","341.0","338.0","3052.0"
