"Lyme_disease","Borrelia","Erythema_chronicum_migrans","Fever","Ixodes","Lyme_disease_controversy","Headache","Delayed_onset_muscle_soreness","Ixodes_ricinus","Vaccine"
"7279.0","237.0","496.0","3029.0","95.0","2.0","2035.0","1233.0","142.0","1538.0"
"9343.0","312.0","680.0","3791.0","130.0","4.0","2379.0","1622.0","212.0","2121.0"
"10207.0","364.0","760.0","4095.0","146.0","6.0","2586.0","1766.0","181.0","2425.0"
"10076.0","330.0","667.0","3835.0","172.0","7.0","2416.0","1824.0","166.0","2198.0"
"10125.0","342.0","646.0","3886.0","152.0","5.0","2387.0","1860.0","154.0","2018.0"
"9437.0","248.0","608.0","3364.0","129.0","3.0","1944.0","1495.0","142.0","1683.0"
"6318.0","219.0","418.0","2690.0","100.0","2.0","1966.0","1080.0","150.0","1263.0"
"6442.0","220.0","469.0","2818.0","115.0","8.0","2003.0","1135.0","137.0","1369.0"
"8254.0","272.0","589.0","3697.0","133.0","2.0","2274.0","1545.0","164.0","1921.0"
"11192.0","350.0","799.0","4039.0","154.0","11.0","2442.0","1698.0","221.0","2158.0"
"10210.0","408.0","836.0","3911.0","145.0","12.0","2351.0","1743.0","204.0","2032.0"
"10767.0","348.0","751.0","3807.0","113.0","4.0","2333.0","1667.0","134.0","1968.0"
"9884.0","301.0","688.0","3360.0","129.0","3.0","2148.0","1662.0","161.0","1739.0"
"9668.0","229.0","587.0","2780.0","149.0","1.0","1753.0","1144.0","133.0","1213.0"
"9441.0","265.0","588.0","3129.0","101.0","13.0","1811.0","1254.0","198.0","1329.0"
"11099.0","324.0","940.0","4242.0","152.0","8.0","2386.0","1824.0","188.0","1923.0"
"11812.0","341.0","853.0","3816.0","125.0","7.0","2411.0","1770.0","163.0","1932.0"
"10655.0","322.0","821.0","3858.0","115.0","4.0","2378.0","2039.0","149.0","2028.0"
"11475.0","326.0","824.0","3777.0","121.0","5.0","2260.0","1926.0","141.0","1988.0"
"11078.0","330.0","779.0","3236.0","132.0","4.0","2247.0","1654.0","192.0","1571.0"
"8039.0","209.0","556.0","2709.0","100.0","6.0","1950.0","1204.0","149.0","1178.0"
"8228.0","248.0","631.0","3125.0","81.0","0.0","2185.0","1399.0","176.0","1514.0"
"13614.0","331.0","923.0","3815.0","161.0","4.0","2628.0","1933.0","202.0","2286.0"
"12358.0","341.0","814.0","3754.0","139.0","7.0","2437.0","1770.0","215.0","1994.0"
"12379.0","350.0","843.0","3911.0","141.0","10.0","2448.0","2161.0","195.0","1892.0"
"10939.0","326.0","795.0","3584.0","106.0","4.0","2174.0","2050.0","176.0","1789.0"
"9988.0","240.0","687.0","3348.0","94.0","5.0","2067.0","1661.0","158.0","1559.0"
"7631.0","256.0","612.0","3109.0","76.0","2.0","1682.0","1141.0","118.0","1200.0"
"7660.0","194.0","574.0","3292.0","90.0","5.0","1703.0","1292.0","145.0","1222.0"
"12851.0","362.0","925.0","3799.0","132.0","3.0","2429.0","1749.0","210.0","1675.0"
"13464.0","329.0","989.0","3817.0","126.0","13.0","2407.0","1834.0","217.0","1646.0"
"12004.0","333.0","928.0","3868.0","113.0","9.0","2275.0","1951.0","186.0","1729.0"
"11093.0","352.0","882.0","3513.0","98.0","11.0","2352.0","2000.0","158.0","1696.0"
"9936.0","334.0","727.0","3142.0","87.0","7.0","1954.0","1600.0","157.0","1308.0"
"7692.0","218.0","613.0","2684.0","94.0","6.0","1830.0","1268.0","115.0","985.0"
"7618.0","242.0","534.0","2857.0","97.0","5.0","1786.0","1294.0","156.0","1094.0"
"12327.0","353.0","949.0","3591.0","153.0","4.0","2541.0","1744.0","205.0","1698.0"
"12881.0","373.0","953.0","3871.0","169.0","10.0","2352.0","1849.0","194.0","1869.0"
"12809.0","317.0","921.0","3632.0","345.0","6.0","2178.0","1993.0","324.0","1640.0"
"12093.0","313.0","820.0","3763.0","114.0","5.0","2283.0","2084.0","147.0","1746.0"
"11522.0","288.0","773.0","3238.0","93.0","5.0","1986.0","1601.0","115.0","1485.0"
"8758.0","184.0","590.0","2584.0","68.0","6.0","1642.0","1144.0","151.0","980.0"
"8801.0","232.0","567.0","2837.0","97.0","2.0","1705.0","1435.0","140.0","1064.0"
"12467.0","291.0","906.0","3770.0","141.0","4.0","2303.0","1709.0","173.0","1533.0"
"11770.0","369.0","874.0","3815.0","133.0","3.0","2309.0","1909.0","172.0","1562.0"
"9993.0","352.0","829.0","3790.0","85.0","10.0","2088.0","2059.0","123.0","1487.0"
"8562.0","258.0","631.0","3079.0","59.0","2.0","1842.0","1639.0","111.0","1234.0"
"7398.0","245.0","605.0","3019.0","80.0","5.0","1771.0","1456.0","123.0","1135.0"
"6625.0","192.0","636.0","2593.0","57.0","5.0","1617.0","1157.0","117.0","946.0"
"7408.0","223.0","610.0","2965.0","86.0","2.0","1808.0","1283.0","134.0","1039.0"
"12176.0","295.0","1013.0","3671.0","125.0","5.0","2277.0","1648.0","189.0","1384.0"
"13330.0","321.0","1039.0","3684.0","128.0","6.0","2341.0","1780.0","185.0","1586.0"
"10900.0","350.0","833.0","3620.0","108.0","3.0","2192.0","2115.0","180.0","1418.0"
"10788.0","307.0","793.0","3444.0","102.0","2.0","2227.0","2095.0","137.0","1401.0"
"9939.0","243.0","741.0","3097.0","80.0","0.0","1841.0","1685.0","115.0","1138.0"
"7597.0","167.0","585.0","2458.0","63.0","3.0","1593.0","1202.0","105.0","843.0"
"7778.0","195.0","645.0","2785.0","88.0","4.0","1604.0","1096.0","127.0","991.0"
"13513.0","309.0","935.0","3592.0","100.0","8.0","2110.0","1664.0","603.0","1353.0"
"13389.0","301.0","896.0","3652.0","105.0","4.0","2133.0","1715.0","362.0","1548.0"
"12468.0","276.0","819.0","3550.0","119.0","3.0","2180.0","1856.0","204.0","1526.0"
"12875.0","258.0","753.0","3507.0","117.0","4.0","2010.0","1921.0","199.0","1381.0"
"10486.0","286.0","641.0","3008.0","75.0","3.0","1851.0","1507.0","142.0","1174.0"
"7572.0","148.0","479.0","2722.0","72.0","6.0","1568.0","1115.0","113.0","917.0"
"7743.0","212.0","519.0","3141.0","77.0","3.0","1636.0","1449.0","108.0","1075.0"
"10423.0","304.0","746.0","3699.0","89.0","3.0","2210.0","1583.0","159.0","1463.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3698.0","124.0","296.0","1162.0","21.0","5.0","742.0","657.0","59.0","546.0"
"7972.0","228.0","569.0","3019.0","81.0","4.0","1853.0","1693.0","133.0","1294.0"
"7630.0","254.0","545.0","2777.0","52.0","3.0","1759.0","1494.0","118.0","1135.0"
"5858.0","182.0","430.0","2274.0","54.0","2.0","1374.0","1107.0","97.0","851.0"
"6197.0","167.0","465.0","2383.0","59.0","2.0","1461.0","1132.0","89.0","883.0"
"8110.0","272.0","596.0","3300.0","74.0","5.0","1835.0","1562.0","121.0","1338.0"
"7614.0","271.0","604.0","2771.0","55.0","7.0","1900.0","1520.0","74.0","1260.0"
"7944.0","255.0","572.0","2686.0","82.0","5.0","1848.0","1788.0","108.0","1608.0"
"7844.0","231.0","569.0","2768.0","69.0","4.0","1791.0","1641.0","140.0","1311.0"
"7281.0","225.0","518.0","2529.0","42.0","5.0","1664.0","1391.0","87.0","1030.0"
"5401.0","161.0","419.0","2113.0","46.0","0.0","1361.0","1007.0","79.0","796.0"
"5382.0","190.0","382.0","2285.0","49.0","4.0","1471.0","1105.0","88.0","916.0"
"7401.0","259.0","578.0","2828.0","67.0","4.0","2003.0","1521.0","101.0","1282.0"
"7643.0","289.0","608.0","2684.0","55.0","6.0","1868.0","1432.0","86.0","1406.0"
"8121.0","253.0","585.0","2628.0","70.0","2.0","1835.0","1676.0","118.0","1597.0"
"9161.0","371.0","628.0","2430.0","96.0","2.0","1754.0","1568.0","91.0","1315.0"
"6746.0","224.0","454.0","2577.0","65.0","1.0","1630.0","1360.0","96.0","1330.0"
"5441.0","152.0","337.0","2463.0","43.0","6.0","1393.0","1018.0","61.0","996.0"
"5291.0","162.0","424.0","2763.0","51.0","1.0","1682.0","1148.0","79.0","1147.0"
"7755.0","273.0","549.0","3253.0","82.0","2.0","1924.0","1400.0","107.0","1349.0"
"7279.0","298.0","559.0","3408.0","80.0","2.0","1945.0","1536.0","90.0","1344.0"
"6805.0","244.0","528.0","3181.0","56.0","4.0","1846.0","1582.0","76.0","1306.0"
"6364.0","202.0","440.0","2959.0","53.0","3.0","1645.0","1633.0","82.0","1176.0"
"6099.0","241.0","418.0","2861.0","64.0","1.0","1715.0","1450.0","65.0","1161.0"
"5764.0","198.0","331.0","2565.0","53.0","0.0","1437.0","1116.0","70.0","964.0"
"5891.0","201.0","409.0","2700.0","44.0","3.0","1423.0","1137.0","72.0","1426.0"
"13024.0","265.0","944.0","3229.0","98.0","6.0","1858.0","1443.0","118.0","1325.0"
"18242.0","335.0","1151.0","2689.0","132.0","6.0","1540.0","1468.0","129.0","1241.0"
"12131.0","292.0","849.0","2819.0","87.0","4.0","1546.0","1570.0","91.0","1261.0"
"8782.0","251.0","594.0","2889.0","66.0","3.0","1492.0","1499.0","90.0","1245.0"
"7918.0","197.0","549.0","2656.0","54.0","4.0","1381.0","1181.0","64.0","1052.0"
"5815.0","142.0","371.0","2170.0","55.0","3.0","1162.0","971.0","56.0","752.0"
"5515.0","153.0","344.0","2391.0","51.0","6.0","1170.0","997.0","73.0","969.0"
"7483.0","246.0","489.0","2993.0","71.0","5.0","1504.0","1304.0","84.0","1289.0"
"7875.0","214.0","508.0","3153.0","57.0","4.0","1597.0","1372.0","92.0","1249.0"
"7413.0","219.0","495.0","2984.0","57.0","0.0","1679.0","1391.0","75.0","1290.0"
"7725.0","273.0","537.0","3136.0","41.0","2.0","1608.0","1499.0","59.0","1201.0"
"6554.0","194.0","479.0","2926.0","80.0","3.0","1425.0","1374.0","69.0","1039.0"
"4864.0","164.0","359.0","2441.0","51.0","2.0","1338.0","1358.0","64.0","836.0"
"4856.0","157.0","383.0","2559.0","53.0","1.0","1161.0","981.0","52.0","933.0"
"6020.0","219.0","414.0","2946.0","57.0","1.0","1421.0","1152.0","68.0","1062.0"
"7070.0","229.0","478.0","3103.0","58.0","2.0","1437.0","1296.0","86.0","1229.0"
"7376.0","243.0","512.0","3305.0","57.0","7.0","1488.0","1479.0","96.0","1510.0"
"6996.0","253.0","472.0","3220.0","48.0","2.0","1443.0","1598.0","76.0","1357.0"
"5914.0","219.0","384.0","2930.0","58.0","1.0","1343.0","1422.0","78.0","1222.0"
"4732.0","179.0","315.0","2448.0","59.0","3.0","1245.0","978.0","56.0","914.0"
"4913.0","183.0","410.0","2808.0","62.0","5.0","1189.0","1156.0","81.0","1218.0"
"6703.0","245.0","485.0","3256.0","55.0","8.0","1536.0","1329.0","73.0","1367.0"
"6535.0","252.0","472.0","4239.0","35.0","9.0","1681.0","1363.0","68.0","1451.0"
"6693.0","226.0","445.0","3493.0","41.0","3.0","1566.0","1521.0","73.0","1534.0"
"7823.0","245.0","474.0","3562.0","51.0","3.0","1543.0","1595.0","80.0","1698.0"
"6450.0","200.0","402.0","3798.0","45.0","5.0","2260.0","1332.0","67.0","1467.0"
"4268.0","155.0","300.0","3291.0","54.0","4.0","2172.0","950.0","50.0","1057.0"
"4225.0","171.0","336.0","2848.0","49.0","3.0","1191.0","1109.0","72.0","1127.0"
"6213.0","233.0","404.0","3592.0","57.0","3.0","1547.0","1372.0","92.0","1572.0"
"6265.0","246.0","427.0","3570.0","65.0","2.0","1648.0","1338.0","70.0","1604.0"
"6023.0","245.0","404.0","3562.0","54.0","6.0","1530.0","1473.0","59.0","1518.0"
"6513.0","246.0","417.0","3388.0","62.0","4.0","1713.0","1504.0","55.0","1559.0"
"6286.0","203.0","442.0","3259.0","61.0","0.0","1433.0","1371.0","60.0","1510.0"
"3880.0","142.0","260.0","2654.0","34.0","7.0","1102.0","911.0","55.0","1000.0"
"4194.0","173.0","299.0","2907.0","47.0","3.0","1254.0","1052.0","58.0","1338.0"
"5548.0","251.0","440.0","3587.0","70.0","3.0","2125.0","1336.0","73.0","1683.0"
"5908.0","235.0","384.0","3676.0","50.0","1.0","1535.0","1315.0","77.0","1674.0"
"5682.0","217.0","377.0","3644.0","55.0","4.0","1461.0","1407.0","89.0","1610.0"
"5650.0","253.0","393.0","3327.0","59.0","2.0","1447.0","1457.0","82.0","1742.0"
"5121.0","225.0","366.0","3015.0","60.0","2.0","1450.0","1272.0","59.0","4534.0"
"4003.0","160.0","278.0","2590.0","48.0","3.0","1118.0","970.0","67.0","1021.0"
"4110.0","149.0","346.0","2846.0","35.0","3.0","1361.0","971.0","49.0","1230.0"
"5706.0","221.0","378.0","3564.0","46.0","6.0","1632.0","1241.0","65.0","1674.0"
"6470.0","215.0","358.0","3820.0","86.0","4.0","1813.0","1498.0","58.0","1798.0"
"6222.0","217.0","321.0","3738.0","55.0","1.0","1729.0","1655.0","75.0","1889.0"
"5961.0","230.0","305.0","3694.0","48.0","5.0","1714.0","1634.0","63.0","1709.0"
"5517.0","149.0","300.0","3450.0","52.0","1.0","1393.0","1303.0","62.0","1388.0"
"4026.0","160.0","222.0","2852.0","42.0","0.0","1089.0","878.0","27.0","1073.0"
"4123.0","179.0","214.0","3125.0","49.0","1.0","1292.0","1050.0","47.0","1192.0"
"6004.0","225.0","277.0","3841.0","69.0","0.0","1565.0","1371.0","51.0","1621.0"
"6012.0","225.0","330.0","3730.0","64.0","3.0","1619.0","1425.0","59.0","1697.0"
"6404.0","234.0","374.0","3738.0","54.0","3.0","1499.0","1621.0","53.0","1812.0"
"6946.0","240.0","287.0","3487.0","54.0","7.0","1532.0","1559.0","60.0","1811.0"
"7857.0","177.0","278.0","3166.0","62.0","3.0","1518.0","1371.0","80.0","1358.0"
"4284.0","155.0","228.0","2538.0","41.0","3.0","1157.0","939.0","45.0","922.0"
"4426.0","139.0","195.0","2718.0","43.0","1.0","1191.0","1106.0","42.0","1036.0"
"5869.0","218.0","295.0","3308.0","62.0","1.0","1518.0","1392.0","69.0","1415.0"
"6453.0","240.0","344.0","3412.0","69.0","7.0","1578.0","1462.0","44.0","1522.0"
"6334.0","253.0","358.0","3426.0","62.0","0.0","1588.0","1510.0","63.0","1660.0"
"6696.0","236.0","322.0","3600.0","63.0","3.0","1582.0","1617.0","58.0","1661.0"
"5602.0","209.0","277.0","3242.0","77.0","2.0","1508.0","1336.0","46.0","1339.0"
"3680.0","160.0","190.0","2675.0","41.0","4.0","1109.0","891.0","59.0","996.0"
"3894.0","152.0","234.0","2826.0","35.0","3.0","1263.0","1048.0","51.0","1194.0"
"5151.0","223.0","312.0","3631.0","61.0","7.0","1902.0","1540.0","54.0","1730.0"
"6006.0","260.0","251.0","3827.0","81.0","1.0","1604.0","1609.0","66.0","1768.0"
"5977.0","270.0","288.0","3560.0","74.0","7.0","1609.0","1468.0","73.0","1804.0"
"5532.0","227.0","351.0","3478.0","67.0","5.0","1599.0","1426.0","75.0","1786.0"
"5428.0","221.0","298.0","3109.0","47.0","1.0","1481.0","1227.0","53.0","1469.0"
"4015.0","146.0","212.0","2681.0","67.0","3.0","1265.0","901.0","42.0","1044.0"
"4112.0","166.0","223.0","3022.0","33.0","0.0","1348.0","940.0","60.0","1348.0"
"5816.0","239.0","292.0","3611.0","56.0","5.0","1658.0","1270.0","67.0","1691.0"
"5427.0","254.0","271.0","3802.0","87.0","3.0","1740.0","1358.0","57.0","1759.0"
"4772.0","206.0","302.0","3594.0","58.0","9.0","1783.0","1404.0","142.0","1550.0"
"5044.0","227.0","259.0","3286.0","49.0","2.0","1481.0","1303.0","116.0","1509.0"
"4529.0","190.0","281.0","2870.0","43.0","6.0","1236.0","1087.0","82.0","1260.0"
"3309.0","137.0","199.0","2516.0","39.0","1.0","1131.0","901.0","58.0","911.0"
"3736.0","143.0","191.0","2552.0","31.0","4.0","1145.0","962.0","68.0","1131.0"
"4805.0","207.0","267.0","3410.0","58.0","0.0","1507.0","1308.0","102.0","1695.0"
"6148.0","228.0","272.0","3328.0","61.0","2.0","1485.0","1246.0","81.0","1756.0"
"6057.0","239.0","257.0","3607.0","69.0","4.0","1593.0","1440.0","47.0","1813.0"
"7982.0","240.0","281.0","3405.0","65.0","7.0","1579.0","1419.0","54.0","1782.0"
"5804.0","191.0","286.0","2946.0","60.0","2.0","1396.0","1177.0","67.0","1575.0"
"4292.0","151.0","201.0","2493.0","29.0","4.0","1143.0","961.0","53.0","1163.0"
"4237.0","179.0","249.0","2974.0","262.0","2.0","1478.0","1250.0","78.0","1427.0"
"5980.0","249.0","271.0","4444.0","55.0","2.0","1893.0","1560.0","66.0","1802.0"
"13782.0","243.0","328.0","4655.0","60.0","3.0","1884.0","1740.0","75.0","1932.0"
"10242.0","268.0","294.0","5020.0","76.0","4.0","2101.0","1882.0","75.0","2104.0"
"7693.0","266.0","296.0","4468.0","45.0","3.0","1768.0","1845.0","52.0","1918.0"
"7727.0","220.0","286.0","4119.0","60.0","3.0","1526.0","1638.0","66.0","1620.0"
"7050.0","139.0","199.0","3505.0","42.0","2.0","1446.0","1410.0","77.0","1244.0"
"7762.0","168.0","217.0","3783.0","51.0","3.0","1466.0","1460.0","65.0","1430.0"
"7997.0","222.0","289.0","4896.0","69.0","2.0","1930.0","1652.0","51.0","2030.0"
"11656.0","296.0","338.0","4570.0","55.0","1.0","1655.0","1879.0","54.0","2088.0"
"7320.0","280.0","282.0","4406.0","70.0","1.0","1691.0","1957.0","67.0","1921.0"
"6540.0","241.0","263.0","4296.0","71.0","3.0","1755.0","2038.0","61.0","1830.0"
"5398.0","189.0","287.0","3777.0","67.0","1.0","1558.0","1858.0","72.0","1530.0"
"3754.0","160.0","217.0","2775.0","45.0","1.0","1384.0","1309.0","56.0","1086.0"
"3404.0","157.0","235.0","2474.0","50.0","1.0","1360.0","1369.0","101.0","1290.0"
"4370.0","200.0","310.0","3358.0","82.0","1.0","1756.0","1536.0","74.0","1735.0"
"4956.0","190.0","259.0","3330.0","71.0","5.0","1713.0","1439.0","49.0","1727.0"
"4428.0","178.0","245.0","3045.0","56.0","4.0","1708.0","1584.0","72.0","1583.0"
"3413.0","163.0","179.0","2630.0","50.0","3.0","1557.0","1432.0","67.0","1375.0"
"3470.0","148.0","176.0","2345.0","64.0","0.0","1436.0","1377.0","69.0","1306.0"
"3603.0","125.0","177.0","2216.0","55.0","0.0","1411.0","1148.0","72.0","1106.0"
"3525.0","208.0","178.0","2523.0","49.0","2.0","1305.0","1193.0","86.0","1444.0"
"4525.0","210.0","257.0","3449.0","95.0","1.0","1651.0","1584.0","70.0","1928.0"
"5099.0","244.0","225.0","3511.0","68.0","3.0","1748.0","1607.0","86.0","2006.0"
"8444.0","292.0","312.0","3731.0","93.0","7.0","1712.0","2010.0","94.0","1996.0"
"4704.0","259.0","262.0","3302.0","93.0","2.0","1657.0","1957.0","87.0","2140.0"
"4089.0","201.0","270.0","3015.0","66.0","3.0","1458.0","1700.0","53.0","1599.0"
"3170.0","160.0","204.0","2526.0","59.0","4.0","1436.0","1438.0","57.0","1221.0"
"3348.0","163.0","225.0","2886.0","72.0","1.0","1394.0","1388.0","57.0","1362.0"
"4502.0","225.0","297.0","3704.0","95.0","11.0","1582.0","1682.0","69.0","2043.0"
"4540.0","246.0","241.0","3565.0","61.0","3.0","1612.0","1608.0","69.0","1921.0"
"4102.0","201.0","258.0","3450.0","57.0","2.0","1628.0","1798.0","64.0","1922.0"
"4136.0","190.0","191.0","2725.0","73.0","6.0","1308.0","1538.0","52.0","1631.0"
"4269.0","183.0","166.0","2374.0","65.0","3.0","1243.0","1222.0","54.0","1316.0"
"3021.0","117.0","134.0","1951.0","46.0","1.0","888.0","843.0","44.0","888.0"
"3875.0","115.0","137.0","2203.0","35.0","1.0","845.0","739.0","41.0","1042.0"
"4234.0","188.0","164.0","2623.0","35.0","4.0","1097.0","967.0","65.0","1460.0"
"5252.0","203.0","177.0","2520.0","50.0","5.0","1095.0","838.0","51.0","1442.0"
"5171.0","159.0","182.0","2643.0","47.0","3.0","1003.0","958.0","65.0","1361.0"
"3974.0","140.0","168.0","2332.0","61.0","2.0","889.0","919.0","85.0","1302.0"
"3375.0","113.0","156.0","2054.0","45.0","2.0","892.0","720.0","46.0","989.0"
"2930.0","88.0","96.0","1853.0","17.0","1.0","765.0","601.0","36.0","645.0"
"2568.0","95.0","130.0","1969.0","36.0","3.0","709.0","574.0","26.0","624.0"
"3101.0","100.0","131.0","2169.0","58.0","1.0","814.0","738.0","36.0","652.0"
"3103.0","87.0","87.0","1970.0","28.0","3.0","764.0","547.0","26.0","780.0"
"2165.0","60.0","89.0","1706.0","24.0","1.0","668.0","430.0","32.0","496.0"
"3020.0","82.0","109.0","2060.0","40.0","0.0","800.0","528.0","18.0","611.0"
"3754.0","117.0","123.0","2438.0","36.0","4.0","883.0","619.0","25.0","713.0"
"3225.0","102.0","108.0","2288.0","27.0","1.0","803.0","664.0","32.0","619.0"
"2997.0","97.0","106.0","2194.0","29.0","5.0","791.0","741.0","31.0","690.0"
"3485.0","126.0","138.0","2585.0","46.0","4.0","973.0","823.0","35.0","790.0"
"3546.0","88.0","132.0","2242.0","38.0","2.0","883.0","674.0","41.0","778.0"
"2825.0","82.0","92.0","1995.0","26.0","1.0","769.0","671.0","32.0","605.0"
"3642.0","114.0","132.0","2665.0","28.0","3.0","983.0","809.0","37.0","887.0"
"3870.0","119.0","124.0","2797.0","30.0","1.0","975.0","936.0","41.0","1033.0"
"3289.0","124.0","142.0","2420.0","97.0","3.0","882.0","883.0","34.0","939.0"
"821.0","19.0","41.0","594.0","11.0","0.0","202.0","231.0","8.0","145.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5091.0","198.0","197.0","3405.0","47.0","2.0","1139.0","1492.0","62.0","1454.0"
"5081.0","200.0","220.0","3277.0","67.0","4.0","1188.0","1977.0","43.0","1485.0"
"4231.0","188.0","189.0","3067.0","34.0","2.0","1182.0","1853.0","58.0","1685.0"
"4491.0","181.0","190.0","2754.0","93.0","2.0","1103.0","1560.0","56.0","1375.0"
