"Hepatitis_A","Hepatitis_B","Hepatitis_C","Viral_hepatitis","World_Hepatitis_Day","Jaundice","Hepatitis","Picornavirales","Hepatocellular_carcinoma","Hepatitis_C_virus"
"2253.0","4726.0","5791.0","352.0","113.0","3869.0","3038.0","21.0","916.0","323.0"
"2050.0","4687.0","5491.0","339.0","109.0","3847.0","2846.0","13.0","857.0","307.0"
"1886.0","4252.0","5338.0","324.0","111.0","3777.0","2588.0","6.0","868.0","334.0"
"1436.0","3461.0","4133.0","273.0","86.0","3265.0","2323.0","16.0","586.0","209.0"
"1331.0","3074.0","3880.0","244.0","63.0","3316.0","2247.0","10.0","734.0","203.0"
"1957.0","4454.0","5322.0","399.0","100.0","4084.0","2862.0","15.0","874.0","336.0"
"2076.0","4661.0","5599.0","369.0","112.0","4177.0","3052.0","17.0","864.0","384.0"
"2110.0","4694.0","6114.0","435.0","101.0","4052.0","3140.0","24.0","905.0","446.0"
"1992.0","4638.0","6410.0","506.0","126.0","3872.0","3014.0","9.0","878.0","406.0"
"2255.0","4803.0","12478.0","398.0","105.0","3751.0","3009.0","15.0","828.0","368.0"
"1447.0","3437.0","5973.0","283.0","84.0","3150.0","2239.0","6.0","593.0","227.0"
"1463.0","3135.0","4290.0","322.0","81.0","3034.0","2217.0","6.0","539.0","235.0"
"2074.0","4600.0","6063.0","406.0","203.0","3909.0","3106.0","14.0","917.0","327.0"
"2232.0","4843.0","6227.0","465.0","242.0","4055.0","3131.0","9.0","959.0","397.0"
"2378.0","5208.0","8060.0","583.0","281.0","4236.0","3544.0","11.0","1012.0","402.0"
"2470.0","5511.0","9019.0","512.0","418.0","4012.0","3660.0","16.0","903.0","383.0"
"2300.0","5337.0","9181.0","415.0","596.0","3799.0","3747.0","10.0","796.0","410.0"
"1632.0","4323.0","6384.0","290.0","2600.0","3127.0","2991.0","14.0","556.0","277.0"
"2185.0","4558.0","13165.0","447.0","281.0","3319.0","3205.0","7.0","598.0","322.0"
"2378.0","5430.0","13953.0","461.0","152.0","3818.0","3555.0","9.0","844.0","428.0"
"2221.0","4965.0","9501.0","341.0","83.0","3936.0","3141.0","22.0","949.0","346.0"
"2552.0","4790.0","6037.0","396.0","66.0","3928.0","3030.0","10.0","917.0","394.0"
"6474.0","5014.0","6924.0","475.0","51.0","3710.0","3077.0","9.0","878.0","398.0"
"2686.0","4119.0","5895.0","402.0","58.0","3389.0","2892.0","14.0","871.0","295.0"
"1611.0","2998.0","4026.0","355.0","28.0","2881.0","2069.0","8.0","573.0","204.0"
"1524.0","2933.0","3969.0","309.0","29.0","3114.0","2229.0","13.0","562.0","243.0"
"2036.0","3960.0","5055.0","380.0","52.0","3584.0","2612.0","9.0","725.0","292.0"
"2145.0","4549.0","5470.0","425.0","48.0","3789.0","2941.0","13.0","959.0","323.0"
"2236.0","4688.0","5751.0","434.0","37.0","3866.0","2994.0","11.0","1294.0","304.0"
"2243.0","4590.0","5689.0","370.0","52.0","3971.0","2947.0","6.0","1206.0","354.0"
"2021.0","4397.0","5244.0","333.0","38.0","3629.0","2559.0","14.0","853.0","291.0"
"1495.0","3241.0","4074.0","254.0","26.0","3087.0","2273.0","10.0","522.0","202.0"
"1486.0","3069.0","3857.0","304.0","19.0","3094.0","2151.0","4.0","540.0","241.0"
"2259.0","4573.0","5430.0","371.0","43.0","4079.0","2942.0","7.0","876.0","322.0"
"2505.0","5215.0","6172.0","446.0","38.0","4269.0","3431.0","10.0","1266.0","316.0"
"2331.0","4495.0","5587.0","368.0","43.0","3637.0","2773.0","18.0","969.0","296.0"
"2348.0","4568.0","9111.0","371.0","28.0","3576.0","2836.0","13.0","912.0","442.0"
"2669.0","5266.0","16797.0","491.0","25.0","3557.0","2927.0","11.0","847.0","604.0"
"1620.0","3517.0","6173.0","440.0","28.0","3169.0","2208.0","6.0","561.0","250.0"
"1415.0","2939.0","4897.0","333.0","22.0","2897.0","1948.0","11.0","535.0","230.0"
"2118.0","4315.0","6759.0","357.0","20.0","3572.0","2616.0","13.0","922.0","359.0"
"2298.0","4456.0","6188.0","449.0","43.0","4004.0","2699.0","14.0","910.0","295.0"
"2144.0","4474.0","6121.0","453.0","22.0","3809.0","2892.0","14.0","867.0","322.0"
"2278.0","4525.0","6347.0","394.0","36.0","3867.0","2691.0","10.0","894.0","336.0"
"2114.0","4059.0","5599.0","358.0","31.0","3510.0","2514.0","5.0","788.0","349.0"
"1515.0","3231.0","4334.0","284.0","18.0","3110.0","2074.0","7.0","561.0","189.0"
"1462.0","2987.0","3993.0","347.0","17.0","3194.0","2044.0","12.0","569.0","222.0"
"2087.0","4372.0","5858.0","379.0","29.0","3877.0","2754.0","12.0","878.0","388.0"
"2310.0","4625.0","6024.0","391.0","42.0","3985.0","3000.0","13.0","900.0","387.0"
"2293.0","4563.0","5681.0","383.0","22.0","3983.0","3022.0","16.0","862.0","341.0"
"2255.0","4600.0","5757.0","358.0","39.0","3969.0","3011.0","17.0","817.0","378.0"
"2102.0","4152.0","5043.0","409.0","30.0","3521.0","2707.0","12.0","843.0","336.0"
"1484.0","3067.0","4044.0","345.0","17.0","3002.0","1996.0","10.0","555.0","209.0"
"1400.0","3054.0","3618.0","271.0","28.0","3198.0","2014.0","8.0","482.0","203.0"
"1881.0","3915.0","4530.0","357.0","19.0","3788.0","2550.0","16.0","717.0","296.0"
"2253.0","4781.0","5414.0","499.0","14.0","5010.0","2981.0","11.0","990.0","407.0"
"2313.0","5234.0","6091.0","469.0","37.0","4123.0","2775.0","25.0","897.0","420.0"
"2280.0","5069.0","5746.0","423.0","16.0","4046.0","2780.0","13.0","915.0","438.0"
"2264.0","4663.0","5381.0","425.0","37.0","3910.0","3553.0","12.0","874.0","357.0"
"1840.0","3441.0","4409.0","268.0","42.0","3520.0","2580.0","17.0","713.0","257.0"
"1703.0","3466.0","4173.0","367.0","27.0","3486.0","2345.0","13.0","580.0","299.0"
"2490.0","5075.0","5774.0","514.0","38.0","4362.0","3131.0","14.0","943.0","375.0"
"2656.0","5566.0","6203.0","462.0","32.0","4455.0","3411.0","21.0","991.0","467.0"
"2375.0","5060.0","5842.0","432.0","38.0","4206.0","2893.0","20.0","915.0","391.0"
"2278.0","4705.0","5778.0","385.0","23.0","4244.0","3065.0","14.0","1015.0","388.0"
"2185.0","4359.0","5270.0","382.0","30.0","3950.0","2711.0","19.0","770.0","314.0"
"1556.0","3054.0","4150.0","276.0","16.0","3095.0","2092.0","11.0","594.0","252.0"
"1537.0","3235.0","4010.0","305.0","20.0","3396.0","2246.0","16.0","566.0","252.0"
"2225.0","4792.0","5517.0","391.0","38.0","4144.0","2908.0","12.0","871.0","452.0"
"2367.0","5004.0","5683.0","460.0","41.0","4353.0","2943.0","23.0","981.0","429.0"
"2433.0","5158.0","5964.0","442.0","35.0","4201.0","3203.0","8.0","971.0","364.0"
"2462.0","5067.0","5746.0","399.0","32.0","4208.0","3033.0","17.0","905.0","421.0"
"2346.0","4856.0","5570.0","413.0","18.0","3887.0","2850.0","42.0","938.0","376.0"
"1569.0","3336.0","4041.0","301.0","12.0","3071.0","2133.0","18.0","613.0","263.0"
"1584.0","3484.0","4540.0","378.0","36.0","3638.0","2392.0","14.0","677.0","315.0"
"2634.0","5384.0","6520.0","527.0","37.0","4597.0","3348.0","21.0","1091.0","446.0"
"2546.0","5420.0","6975.0","448.0","33.0","4393.0","3156.0","17.0","1053.0","435.0"
"2419.0","5175.0","7007.0","489.0","28.0","4471.0","3299.0","17.0","981.0","390.0"
"2352.0","5275.0","6778.0","469.0","45.0","4422.0","3328.0","18.0","1017.0","429.0"
"2056.0","4524.0","5988.0","486.0","44.0","3863.0","2938.0","20.0","886.0","343.0"
"1526.0","3191.0","4379.0","311.0","23.0","3308.0","2154.0","8.0","571.0","283.0"
"1643.0","3380.0","4590.0","439.0","24.0","3723.0","2463.0","17.0","708.0","331.0"
"2296.0","4702.0","5847.0","477.0","63.0","4486.0","3091.0","14.0","943.0","393.0"
"2540.0","5333.0","6000.0","582.0","50.0","5031.0","3396.0","16.0","999.0","439.0"
"2599.0","5419.0","6279.0","633.0","41.0","5021.0","3515.0","23.0","1065.0","486.0"
"2345.0","5242.0","6074.0","517.0","41.0","4415.0","3821.0","14.0","1001.0","414.0"
"2079.0","4682.0","5553.0","451.0","35.0","3931.0","3927.0","27.0","886.0","412.0"
"1530.0","3607.0","4346.0","315.0","21.0","3521.0","2310.0","15.0","674.0","280.0"
"1482.0","3323.0","3958.0","464.0","43.0","3615.0","2380.0","14.0","657.0","306.0"
"2181.0","5071.0","5567.0","430.0","41.0","4514.0","3236.0","13.0","954.0","437.0"
"2505.0","5556.0","5935.0","567.0","30.0","5132.0","3370.0","26.0","1016.0","437.0"
"2425.0","5579.0","6234.0","493.0","50.0","5098.0","3258.0","27.0","1029.0","556.0"
"2415.0","5448.0","6168.0","477.0","26.0","4515.0","3212.0","19.0","1050.0","491.0"
"2081.0","5173.0","5307.0","485.0","22.0","3987.0","2796.0","9.0","892.0","370.0"
"1560.0","3713.0","4227.0","321.0","30.0","3584.0","2332.0","9.0","588.0","285.0"
"1545.0","4071.0","4132.0","373.0","25.0","3712.0","2496.0","13.0","735.0","314.0"
"2555.0","6027.0","9939.0","560.0","29.0","4888.0","3729.0","10.0","957.0","494.0"
"2554.0","5398.0","6233.0","523.0","39.0","4520.0","3243.0","19.0","1073.0","424.0"
"2513.0","5244.0","5933.0","462.0","30.0","4366.0","3319.0","15.0","979.0","444.0"
"2318.0","5305.0","5908.0","491.0","37.0","4599.0","3189.0","10.0","984.0","485.0"
"2249.0","4897.0","5426.0","437.0","36.0","4303.0","3118.0","13.0","967.0","371.0"
"1556.0","3816.0","4310.0","320.0","15.0","3273.0","2279.0","8.0","614.0","286.0"
"1560.0","3318.0","4386.0","350.0","18.0","3652.0","2532.0","21.0","641.0","370.0"
"2461.0","4914.0","5821.0","543.0","33.0","4821.0","3132.0","12.0","958.0","448.0"
"2741.0","5598.0","8905.0","463.0","26.0","10399.0","3422.0","21.0","1016.0","492.0"
"2665.0","6131.0","6238.0","446.0","30.0","6705.0","3333.0","13.0","1020.0","456.0"
"2430.0","5721.0","6133.0","437.0","31.0","5363.0","3234.0","19.0","1006.0","473.0"
"2004.0","4710.0","4878.0","350.0","17.0","4107.0","2716.0","18.0","821.0","351.0"
"1472.0","3229.0","3826.0","315.0","31.0","3749.0","2226.0","11.0","619.0","258.0"
"1440.0","3137.0","3600.0","331.0","18.0","3824.0","2196.0","14.0","648.0","287.0"
"2219.0","4808.0","11200.0","414.0","25.0","4798.0","3018.0","14.0","985.0","426.0"
"2276.0","5180.0","6415.0","492.0","31.0","4608.0","3179.0","11.0","1056.0","476.0"
"2336.0","5112.0","5514.0","425.0","28.0","4600.0","3282.0","17.0","1001.0","402.0"
"2260.0","4864.0","5592.0","442.0","37.0","4543.0","3047.0","13.0","960.0","475.0"
"2073.0","4366.0","5459.0","438.0","35.0","4066.0","2671.0","9.0","901.0","378.0"
"1590.0","3689.0","4277.0","371.0","27.0","3441.0","2244.0","8.0","625.0","274.0"
"1751.0","3816.0","4467.0","385.0","28.0","4092.0","2687.0","19.0","662.0","379.0"
"2573.0","5415.0","6137.0","527.0","33.0","5137.0","3533.0","19.0","959.0","457.0"
"2664.0","5478.0","6389.0","546.0","36.0","5094.0","3534.0","18.0","1028.0","505.0"
"2480.0","5192.0","5900.0","500.0","33.0","4616.0","3429.0","11.0","947.0","453.0"
"2521.0","5431.0","6154.0","449.0","47.0","4783.0","3647.0","22.0","1013.0","398.0"
"2363.0","5099.0","6880.0","420.0","35.0","4236.0","3161.0","16.0","968.0","381.0"
"1744.0","3573.0","4580.0","395.0","26.0","3702.0","2576.0","26.0","689.0","323.0"
"1763.0","3413.0","4503.0","420.0","28.0","3736.0","2788.0","23.0","710.0","368.0"
"2528.0","5199.0","6144.0","491.0","49.0","4858.0","3825.0","23.0","1065.0","2660.0"
"2635.0","5312.0","6145.0","502.0","24.0","4558.0","3598.0","25.0","998.0","517.0"
"2749.0","5817.0","6471.0","557.0","42.0","4856.0","4021.0","18.0","1036.0","518.0"
"2589.0","5524.0","6189.0","473.0","28.0","4546.0","3658.0","24.0","1042.0","427.0"
"2167.0","4818.0","5288.0","437.0","51.0","4731.0","3084.0","14.0","886.0","415.0"
"1723.0","3663.0","4129.0","405.0","27.0","3484.0","2401.0","11.0","637.0","288.0"
"1731.0","3758.0","4150.0","318.0","29.0","3959.0","2640.0","5.0","702.0","377.0"
"2504.0","4960.0","5720.0","489.0","42.0","4604.0","3470.0","18.0","936.0","493.0"
"2493.0","5513.0","6022.0","504.0","51.0","4858.0","3604.0","20.0","1074.0","417.0"
"2590.0","5056.0","8081.0","611.0","46.0","4330.0","3547.0","16.0","971.0","465.0"
"2182.0","4530.0","4935.0","525.0","53.0","3921.0","3112.0","14.0","776.0","424.0"
"1822.0","3862.0","4619.0","385.0","52.0","3498.0","2805.0","30.0","771.0","338.0"
"1634.0","3190.0","4011.0","413.0","38.0","3265.0","2332.0","14.0","624.0","295.0"
"1709.0","3571.0","4130.0","344.0","47.0","3646.0","2495.0","17.0","624.0","384.0"
"2446.0","5206.0","6324.0","442.0","72.0","4514.0","3534.0","15.0","1084.0","499.0"
"2795.0","5934.0","6949.0","533.0","43.0","4957.0","3870.0","14.0","1095.0","546.0"
"2544.0","5712.0","6548.0","587.0","52.0","4688.0","3767.0","14.0","1066.0","557.0"
"2560.0","5705.0","6430.0","439.0","69.0","4638.0","3654.0","13.0","1129.0","568.0"
"2335.0","5186.0","6049.0","428.0","60.0","4223.0","3328.0","15.0","960.0","463.0"
"1775.0","4072.0","4797.0","322.0","140.0","3538.0","2811.0","10.0","677.0","360.0"
"1718.0","3972.0","4500.0","378.0","61.0","3952.0","2783.0","14.0","694.0","395.0"
"2523.0","5530.0","5960.0","493.0","76.0","8209.0","3590.0","14.0","1030.0","577.0"
"2665.0","5996.0","6561.0","545.0","66.0","12233.0","3741.0","18.0","1034.0","518.0"
"3089.0","6224.0","6879.0","462.0","64.0","5797.0","4086.0","21.0","1210.0","575.0"
"2858.0","5870.0","6306.0","483.0","40.0","4935.0","3643.0","12.0","1223.0","462.0"
"2584.0","5075.0","5438.0","387.0","37.0","4203.0","3142.0","19.0","814.0","421.0"
"2103.0","4081.0","4481.0","341.0","29.0","3537.0","2705.0","11.0","680.0","299.0"
"1911.0","4065.0","4497.0","397.0","37.0","3918.0","2646.0","13.0","737.0","369.0"
"2683.0","5870.0","6468.0","480.0","41.0","4658.0","3744.0","24.0","1031.0","465.0"
"2752.0","6004.0","6435.0","506.0","44.0","4630.0","3610.0","20.0","1032.0","513.0"
"2639.0","5790.0","6142.0","480.0","26.0","4278.0","3385.0","18.0","1029.0","468.0"
"2458.0","5472.0","6125.0","455.0","32.0","4327.0","3324.0","9.0","970.0","490.0"
"2125.0","4799.0","5024.0","446.0","47.0","3646.0","2955.0","13.0","766.0","452.0"
"1610.0","3543.0","3981.0","366.0","30.0","3289.0","2376.0","11.0","568.0","253.0"
"1605.0","3432.0","3901.0","350.0","19.0","3443.0","2497.0","16.0","554.0","276.0"
"2305.0","4969.0","5310.0","436.0","29.0","4401.0","3170.0","12.0","865.0","375.0"
"2269.0","5827.0","5396.0","447.0","29.0","4122.0","3288.0","12.0","874.0","416.0"
"2132.0","5112.0","5579.0","460.0","32.0","3860.0","2961.0","8.0","772.0","359.0"
"2204.0","4733.0","5211.0","417.0","34.0","3514.0","2723.0","15.0","861.0","358.0"
"1800.0","4062.0","4638.0","346.0","47.0","3112.0","2498.0","6.0","654.0","325.0"
"1372.0","3475.0","3844.0","240.0","22.0","2704.0","2062.0","11.0","528.0","214.0"
"1642.0","2998.0","3776.0","274.0","18.0","2889.0","2042.0","6.0","429.0","237.0"
"1415.0","3535.0","4002.0","252.0","20.0","2902.0","2091.0","4.0","520.0","249.0"
"1184.0","3211.0","3419.0","259.0","20.0","2628.0","1864.0","12.0","464.0","186.0"
"1571.0","3641.0","4399.0","297.0","25.0","3520.0","2360.0","6.0","618.0","220.0"
"1798.0","3983.0","5086.0","347.0","22.0","3286.0","2587.0","9.0","689.0","266.0"
"1836.0","3981.0","5076.0","322.0","27.0","3447.0","2606.0","10.0","712.0","323.0"
"1441.0","3265.0","3869.0","285.0","27.0","3064.0","2078.0","4.0","516.0","226.0"
"1279.0","3254.0","3936.0","269.0","15.0","2966.0","2054.0","4.0","502.0","236.0"
"1340.0","3259.0","3938.0","272.0","18.0","3003.0","1989.0","9.0","563.0","196.0"
"1145.0","2690.0","3651.0","269.0","20.0","2899.0","2199.0","11.0","482.0","212.0"
"1920.0","4716.0","5410.0","397.0","22.0","4362.0","2886.0","16.0","834.0","319.0"
"1987.0","4993.0","6800.0","479.0","28.0","3991.0","2840.0","19.0","867.0","354.0"
"1996.0","5037.0","5917.0","439.0","25.0","4579.0","2742.0","6.0","868.0","338.0"
"1523.0","3751.0","4607.0","385.0","21.0","3638.0","2333.0","6.0","651.0","279.0"
"1655.0","3973.0","6034.0","356.0","28.0","3942.0","2539.0","9.0","586.0","284.0"
"2462.0","5869.0","6652.0","531.0","32.0","4645.0","3411.0","26.0","869.0","395.0"
"2609.0","5686.0","6180.0","547.0","33.0","4668.0","3267.0","12.0","980.0","438.0"
"2563.0","5806.0","6103.0","539.0","37.0","4688.0","3304.0","13.0","1024.0","463.0"
"2466.0","5688.0","6047.0","548.0","42.0","4658.0","3268.0","17.0","1054.0","416.0"
"2202.0","4997.0","5751.0","428.0","36.0","4101.0","2821.0","27.0","934.0","373.0"
"1721.0","3680.0","4722.0","454.0","25.0","3480.0","2410.0","17.0","693.0","269.0"
"1734.0","3674.0","4452.0","392.0","29.0","3777.0","2513.0","18.0","639.0","281.0"
"2442.0","5813.0","6640.0","575.0","33.0","4786.0","3346.0","12.0","905.0","408.0"
"2520.0","5782.0","6669.0","488.0","44.0","4795.0","3409.0","26.0","1035.0","453.0"
"2540.0","6108.0","6606.0","557.0","23.0","4743.0","3559.0","14.0","1103.0","452.0"
"2623.0","6006.0","6883.0","666.0","81.0","4730.0","3526.0","21.0","1069.0","564.0"
"2463.0","5321.0","6520.0","543.0","26.0","4309.0","3158.0","7.0","937.0","452.0"
"1700.0","4013.0","4948.0","349.0","22.0","3719.0","2533.0","5.0","662.0","291.0"
"1607.0","3851.0","4728.0","403.0","22.0","3961.0","2708.0","4.0","685.0","299.0"
"2440.0","5655.0","7488.0","533.0","24.0","4834.0","3424.0","16.0","925.0","416.0"
"2761.0","6171.0","7231.0","562.0","27.0","4877.0","3541.0","12.0","1122.0","448.0"
"2845.0","5964.0","6658.0","473.0","30.0","4661.0","3573.0","40.0","1030.0","486.0"
"2498.0","5546.0","6465.0","555.0","28.0","4467.0","3287.0","19.0","1050.0","449.0"
"2447.0","5654.0","6340.0","478.0","29.0","4653.0","2992.0","15.0","948.0","399.0"
"1844.0","4165.0","4582.0","387.0","24.0","3758.0","2348.0","12.0","676.0","237.0"
"1811.0","4359.0","4693.0","395.0","38.0","3927.0","2706.0","7.0","721.0","319.0"
"2589.0","5686.0","6127.0","572.0","28.0","5092.0","3377.0","23.0","1103.0","482.0"
"2966.0","6001.0","6776.0","570.0","31.0","5043.0","3554.0","16.0","1143.0","421.0"
"2992.0","6460.0","7809.0","585.0","32.0","4921.0","3600.0","10.0","1079.0","415.0"
"2776.0","5943.0","6848.0","554.0","30.0","4467.0","3455.0","16.0","1081.0","419.0"
"2726.0","5665.0","6803.0","515.0","37.0","4366.0","3217.0","8.0","1068.0","389.0"
"1948.0","4470.0","4896.0","405.0","16.0","3719.0","2438.0","8.0","771.0","305.0"
"1952.0","4309.0","5950.0","592.0","28.0","3996.0","2735.0","15.0","746.0","297.0"
"2944.0","6049.0","6617.0","597.0","31.0","4887.0","3600.0","22.0","1136.0","456.0"
"3009.0","6001.0","6647.0","667.0","43.0","5070.0","3557.0","11.0","1104.0","487.0"
"3049.0","6261.0","6809.0","551.0","40.0","4960.0","3464.0","12.0","1155.0","483.0"
"2936.0","6254.0","6594.0","560.0","47.0","4901.0","3548.0","15.0","1121.0","453.0"
"2578.0","5287.0","6045.0","533.0","34.0","4287.0","3072.0","19.0","930.0","461.0"
"1904.0","3902.0","4493.0","365.0","16.0","3588.0","2348.0","5.0","670.0","293.0"
"1975.0","3923.0","4579.0","421.0","30.0","3740.0","2713.0","23.0","707.0","314.0"
"3107.0","5655.0","8185.0","567.0","36.0","4655.0","3560.0","21.0","939.0","417.0"
"2996.0","5678.0","7171.0","609.0","79.0","4891.0","3472.0","13.0","1073.0","458.0"
"2912.0","5413.0","6566.0","555.0","72.0","4809.0","3400.0","16.0","966.0","477.0"
"2705.0","5563.0","6199.0","555.0","32.0","4295.0","3479.0","29.0","972.0","443.0"
"2626.0","5196.0","5802.0","517.0","40.0","3919.0","3000.0","15.0","926.0","372.0"
"1996.0","3982.0","4596.0","390.0","28.0","3771.0","2597.0","8.0","661.0","290.0"
"1880.0","3867.0","4619.0","411.0","28.0","4083.0","2738.0","9.0","715.0","296.0"
"2619.0","5510.0","5807.0","549.0","31.0","5212.0","3477.0","23.0","1006.0","468.0"
"3653.0","6295.0","6787.0","681.0","35.0","5122.0","3818.0","28.0","1083.0","530.0"
"4470.0","6459.0","7241.0","656.0","47.0","5075.0","3691.0","19.0","1182.0","490.0"
"3432.0","6119.0","7401.0","512.0","41.0","4711.0","3563.0","13.0","1170.0","530.0"
"2903.0","5511.0","6599.0","491.0","25.0","4197.0","3270.0","13.0","1033.0","480.0"
"2111.0","4212.0","5708.0","400.0","31.0","3643.0","2585.0","8.0","750.0","308.0"
"2161.0","4392.0","4847.0","433.0","31.0","4388.0","2663.0","12.0","774.0","355.0"
"3152.0","6265.0","6593.0","570.0","39.0","4932.0","3565.0","25.0","1106.0","574.0"
"3124.0","6409.0","6970.0","728.0","41.0","5220.0","3762.0","27.0","1206.0","545.0"
"3052.0","6394.0","6738.0","616.0","33.0","5093.0","3781.0","32.0","1216.0","534.0"
"3101.0","10586.0","6995.0","610.0","26.0","4970.0","3752.0","19.0","1092.0","514.0"
"2564.0","5536.0","6124.0","551.0","44.0","4483.0","3201.0","11.0","1042.0","558.0"
"1927.0","4191.0","4742.0","425.0","23.0","3893.0","2514.0","10.0","748.0","297.0"
"1894.0","4352.0","4970.0","449.0","25.0","4335.0","2749.0","18.0","743.0","364.0"
"3046.0","6355.0","6784.0","644.0","23.0","5185.0","3705.0","11.0","1128.0","482.0"
"3011.0","6274.0","6753.0","584.0","34.0","5158.0","3795.0","21.0","1158.0","498.0"
"2855.0","6221.0","6714.0","582.0","34.0","5254.0","3656.0","25.0","1274.0","456.0"
"3201.0","6693.0","9001.0","588.0","40.0","5123.0","3989.0","15.0","1313.0","468.0"
"2911.0","5718.0","6366.0","525.0","40.0","4389.0","3267.0","13.0","987.0","442.0"
"1982.0","4282.0","4745.0","408.0","26.0","3885.0","2606.0","5.0","768.0","317.0"
"1846.0","4195.0","4546.0","467.0","25.0","4142.0","2747.0","7.0","841.0","303.0"
"3033.0","6449.0","6180.0","703.0","56.0","4997.0","3612.0","14.0","1116.0","433.0"
"2952.0","6567.0","6452.0","620.0","36.0","5115.0","3600.0","13.0","1148.0","503.0"
"2975.0","6231.0","6274.0","601.0","32.0","4893.0","3587.0","13.0","1152.0","627.0"
"2803.0","6518.0","6392.0","648.0","42.0","5146.0","3557.0","17.0","1175.0","491.0"
"2544.0","5774.0","6199.0","541.0","33.0","4519.0","3321.0","6.0","968.0","410.0"
"1910.0","4549.0","5083.0","501.0","13.0","4175.0","2771.0","10.0","826.0","343.0"
"1846.0","4264.0","4762.0","459.0","19.0","4200.0","2794.0","14.0","749.0","304.0"
"3174.0","6317.0","6536.0","572.0","45.0","5103.0","4079.0","7.0","1090.0","513.0"
"3118.0","6709.0","7357.0","659.0","38.0","5731.0","4054.0","13.0","1098.0","530.0"
"3130.0","6793.0","7142.0","613.0","50.0","6181.0","3913.0","10.0","1257.0","497.0"
"3017.0","6559.0","7490.0","620.0","43.0","5555.0","3757.0","13.0","1147.0","633.0"
"2580.0","5752.0","6331.0","560.0","32.0","4415.0","3324.0","15.0","1017.0","486.0"
"2421.0","5789.0","6450.0","466.0","36.0","5377.0","3157.0","11.0","882.0","301.0"
"2515.0","5205.0","6170.0","493.0","36.0","5677.0","3325.0","19.0","897.0","386.0"
"3717.0","7576.0","8633.0","671.0","39.0","7457.0","4364.0","12.0","1381.0","524.0"
"3961.0","8045.0","8442.0","682.0","26.0","7249.0","4498.0","16.0","1309.0","497.0"
"3667.0","7934.0","8630.0","617.0","28.0","6670.0","4246.0","9.0","1394.0","506.0"
"3560.0","7884.0","8978.0","620.0","35.0","6371.0","4179.0","15.0","1387.0","467.0"
"3237.0","7978.0","11087.0","566.0","45.0","5820.0","4439.0","8.0","1065.0","434.0"
"2435.0","5767.0","7449.0","434.0","17.0","5020.0","3390.0","5.0","762.0","269.0"
"2520.0","5891.0","7549.0","453.0","28.0","4645.0","3588.0","9.0","767.0","366.0"
"3342.0","7593.0","8388.0","575.0","36.0","5461.0","4262.0","15.0","1180.0","418.0"
"3578.0","8275.0","8346.0","608.0","25.0","5794.0","4596.0","20.0","1432.0","561.0"
"3580.0","7702.0","7796.0","685.0","32.0","9540.0","4770.0","16.0","1529.0","521.0"
"3497.0","6940.0","7418.0","619.0","28.0","6651.0","4167.0","19.0","1375.0","522.0"
"2920.0","5772.0","6783.0","511.0","23.0","5278.0","3419.0","8.0","1181.0","411.0"
"4783.0","4829.0","5410.0","491.0","25.0","4596.0","3160.0","10.0","873.0","378.0"
"4712.0","4763.0","5220.0","479.0","25.0","4930.0","3318.0","16.0","972.0","349.0"
"5644.0","6923.0","7423.0","677.0","31.0","6289.0","4453.0","11.0","1272.0","488.0"
"3905.0","7088.0","7599.0","713.0","30.0","6121.0","4562.0","23.0","1317.0","511.0"
"3501.0","7022.0","7014.0","701.0","36.0","5862.0","4193.0","20.0","1426.0","463.0"
"4480.0","6801.0","7059.0","664.0","32.0","5747.0","4503.0","17.0","1321.0","484.0"
"3093.0","5974.0","6119.0","581.0","47.0","5244.0","3736.0","12.0","1139.0","393.0"
"2288.0","4323.0","4707.0","445.0","26.0","4194.0","2979.0","7.0","794.0","331.0"
"2186.0","4539.0","4758.0","497.0","29.0","4810.0","3093.0","15.0","841.0","351.0"
"3660.0","6786.0","6787.0","686.0","42.0","6261.0","4058.0","13.0","1228.0","613.0"
"3459.0","6869.0","7093.0","687.0","28.0","6619.0","4350.0","14.0","1343.0","562.0"
"3342.0","7060.0","7307.0","626.0","40.0","6300.0","4248.0","7.0","1456.0","505.0"
"3330.0","7410.0","9001.0","712.0","30.0","5941.0","4439.0","20.0","1306.0","564.0"
"3184.0","7382.0","8601.0","570.0","47.0","5144.0","4492.0","17.0","1104.0","458.0"
"1944.0","4225.0","4629.0","436.0","30.0","4294.0","2852.0","1.0","865.0","290.0"
"2155.0","4575.0","5091.0","526.0","22.0","4966.0","3103.0","10.0","894.0","357.0"
"3055.0","6764.0","6908.0","748.0","106.0","6215.0","4225.0","18.0","1411.0","516.0"
"3200.0","6864.0","7207.0","693.0","33.0","5891.0","4302.0","15.0","1317.0","533.0"
"3354.0","7027.0","7742.0","716.0","47.0","6472.0","4456.0","12.0","1377.0","545.0"
"3415.0","7416.0","8690.0","681.0","36.0","6534.0","4394.0","14.0","1341.0","591.0"
"2863.0","6434.0","6624.0","612.0","37.0","5347.0","3770.0","13.0","1290.0","455.0"
"1909.0","4310.0","4663.0","470.0","24.0","4332.0","2830.0","11.0","866.0","336.0"
"2037.0","4698.0","4752.0","421.0","26.0","4875.0","3093.0","8.0","904.0","359.0"
"3473.0","7018.0","7564.0","660.0","32.0","6149.0","4427.0","15.0","1417.0","554.0"
