"Measles","Sneeze","Measles_virus","Measles_vaccine","MMR_vaccine","MMRV_vaccine","Fever","Rhinitis","Conjunctivitis","Airborne_disease"
"2359.0","885.0","12.0","79.0","964.0","36.0","3325.0","870.0","3341.0","144.0"
"2424.0","786.0","24.0","78.0","766.0","37.0","3476.0","1064.0","3512.0","181.0"
"3042.0","888.0","33.0","139.0","1442.0","66.0","4327.0","1333.0","4506.0","222.0"
"2817.0","941.0","21.0","93.0","1483.0","64.0","4223.0","1380.0","4315.0","256.0"
"3028.0","920.0","34.0","141.0","1484.0","68.0","4478.0","1310.0","4329.0","286.0"
"2748.0","915.0","38.0","95.0","1393.0","76.0","4015.0","1435.0","4045.0","244.0"
"2729.0","977.0","28.0","84.0","1263.0","56.0","3712.0","1151.0","3813.0","219.0"
"2225.0","768.0","33.0","97.0","777.0","39.0","3125.0","834.0","3199.0","171.0"
"2630.0","842.0","22.0","118.0","846.0","50.0","3543.0","987.0","3541.0","178.0"
"3048.0","923.0","22.0","127.0","1390.0","74.0","4140.0","1371.0","4380.0","268.0"
"3115.0","951.0","19.0","119.0","1408.0","64.0","3985.0","1253.0","4344.0","247.0"
"2890.0","921.0","26.0","114.0","1367.0","57.0","4062.0","1300.0","4640.0","195.0"
"2805.0","846.0","28.0","96.0","1322.0","62.0","3902.0","1260.0","4930.0","227.0"
"2498.0","795.0","19.0","78.0","1207.0","49.0","3574.0","1123.0","3856.0","164.0"
"2082.0","656.0","18.0","100.0","705.0","44.0","3124.0","826.0","3279.0","148.0"
"2572.0","772.0","24.0","82.0","757.0","36.0","3374.0","919.0","3789.0","181.0"
"2899.0","831.0","30.0","107.0","1229.0","53.0","3673.0","1099.0","4264.0","183.0"
"2854.0","834.0","18.0","107.0","1372.0","80.0","4048.0","1255.0","4385.0","237.0"
"2791.0","925.0","20.0","116.0","1854.0","72.0","4164.0","1349.0","4320.0","212.0"
"2783.0","997.0","25.0","114.0","1511.0","46.0","3958.0","1245.0","4515.0","216.0"
"2657.0","903.0","25.0","120.0","1122.0","52.0","3688.0","1082.0","4081.0","190.0"
"2161.0","740.0","32.0","90.0","757.0","35.0","3126.0","876.0","3476.0","149.0"
"2509.0","786.0","24.0","83.0","742.0","44.0","3394.0","893.0","4154.0","207.0"
"3105.0","983.0","19.0","127.0","1427.0","69.0","4299.0","1272.0","5507.0","214.0"
"3243.0","1009.0","28.0","138.0","1523.0","81.0","4357.0","1365.0","4853.0","208.0"
"3477.0","963.0","18.0","112.0","1370.0","68.0","4178.0","1205.0","4233.0","210.0"
"3060.0","1031.0","27.0","109.0","1268.0","63.0","4091.0","1160.0","3945.0","185.0"
"2707.0","1034.0","29.0","101.0","1358.0","78.0","5154.0","1074.0","3792.0","199.0"
"2280.0","770.0","28.0","76.0","693.0","54.0","3390.0","796.0","3069.0","138.0"
"2432.0","802.0","24.0","72.0","741.0","32.0","3343.0","828.0","3565.0","135.0"
"3000.0","875.0","27.0","107.0","1301.0","52.0","4053.0","1237.0","4406.0","173.0"
"3123.0","1009.0","25.0","120.0","1394.0","57.0","4211.0","1343.0","4205.0","229.0"
"3081.0","1018.0","30.0","150.0","1457.0","66.0","4730.0","1349.0","4116.0","254.0"
"2956.0","1057.0","25.0","100.0","1464.0","72.0","4407.0","1261.0","3951.0","269.0"
"3473.0","959.0","27.0","157.0","1493.0","78.0","3911.0","1218.0","3612.0","198.0"
"3171.0","823.0","30.0","112.0","1011.0","44.0","3413.0","928.0","3080.0","186.0"
"2922.0","830.0","22.0","96.0","832.0","49.0","3430.0","1019.0","3462.0","210.0"
"3491.0","941.0","36.0","131.0","1417.0","77.0","4462.0","1400.0","4216.0","286.0"
"3378.0","931.0","36.0","147.0","1482.0","76.0","4503.0","1470.0","4756.0","317.0"
"3248.0","1001.0","33.0","124.0","1395.0","79.0","4407.0","1431.0","4095.0","303.0"
"3113.0","1027.0","31.0","139.0","1387.0","89.0","4300.0","1499.0","3919.0","328.0"
"2682.0","953.0","33.0","151.0","1178.0","52.0","3802.0","1264.0","3675.0","235.0"
"2194.0","814.0","23.0","70.0","728.0","33.0","3218.0","1018.0","3317.0","230.0"
"2598.0","1091.0","36.0","108.0","853.0","35.0","3641.0","1020.0","3860.0","205.0"
"3000.0","1005.0","37.0","114.0","1103.0","57.0","4449.0","1296.0","4023.0","308.0"
"3204.0","1018.0","37.0","143.0","1537.0","70.0","4560.0","1541.0","4237.0","310.0"
"3305.0","1028.0","28.0","121.0","1675.0","100.0","4645.0","1433.0","4465.0","297.0"
"3448.0","931.0","20.0","130.0","1573.0","88.0","4429.0","1431.0","4052.0","324.0"
"3093.0","1056.0","24.0","170.0","1399.0","73.0","4456.0","1376.0","4390.0","235.0"
"2558.0","853.0","20.0","142.0","861.0","39.0","3752.0","988.0","3457.0","187.0"
"2970.0","943.0","30.0","136.0","880.0","46.0","4034.0","1075.0","3443.0","288.0"
"3634.0","1026.0","37.0","197.0","1594.0","77.0","4833.0","1515.0","4375.0","293.0"
"3517.0","1198.0","42.0","191.0","1660.0","82.0","5233.0","1701.0","4441.0","413.0"
"3387.0","1035.0","29.0","171.0","1568.0","75.0","4977.0","1627.0","4213.0","366.0"
"3329.0","1215.0","33.0","181.0","1521.0","82.0","4610.0","1446.0","4022.0","378.0"
"2819.0","954.0","31.0","163.0","1346.0","68.0","4153.0","1335.0","3770.0","308.0"
"2472.0","892.0","13.0","122.0","839.0","40.0","3492.0","1080.0","3050.0","241.0"
"2755.0","942.0","23.0","126.0","889.0","46.0","3850.0","1100.0","3384.0","369.0"
"3496.0","1152.0","31.0","197.0","1513.0","74.0","5021.0","1534.0","4372.0","322.0"
"3698.0","1210.0","32.0","168.0","1685.0","75.0","5031.0","1520.0","5294.0","352.0"
"3654.0","1111.0","35.0","161.0","1882.0","69.0","4698.0","1559.0","4813.0","399.0"
"3635.0","1191.0","35.0","165.0","1785.0","64.0","4668.0","1623.0","4273.0","322.0"
"3547.0","1110.0","31.0","156.0","1424.0","66.0","4394.0","1439.0","4150.0","307.0"
"2436.0","936.0","39.0","106.0","876.0","38.0","3514.0","1026.0","3267.0","222.0"
"2864.0","1034.0","28.0","122.0","1069.0","37.0","4057.0","1210.0","3825.0","347.0"
"3665.0","1205.0","37.0","194.0","1800.0","65.0","5728.0","1697.0","4934.0","372.0"
"3719.0","1137.0","25.0","164.0","1716.0","63.0","5256.0","1520.0","4457.0","350.0"
"3461.0","1216.0","45.0","156.0","1671.0","55.0","5098.0","1658.0","4271.0","327.0"
"3787.0","1204.0","35.0","158.0","1701.0","80.0","4975.0","1651.0","4257.0","393.0"
"3145.0","1012.0","28.0","182.0","1484.0","53.0","4243.0","1381.0","3841.0","299.0"
"3060.0","921.0","30.0","149.0","1003.0","48.0","3488.0","1052.0","3029.0","207.0"
"3101.0","1109.0","57.0","129.0","1112.0","39.0","4238.0","1235.0","3515.0","252.0"
"3522.0","1089.0","31.0","175.0","1778.0","82.0","5071.0","1576.0","4379.0","295.0"
"3888.0","1044.0","42.0","190.0","1917.0","91.0","5141.0","1559.0","4422.0","405.0"
"3852.0","1164.0","31.0","202.0","2051.0","89.0","5242.0","1567.0","4304.0","364.0"
"4279.0","1071.0","43.0","247.0","1835.0","79.0","4898.0","1683.0","4270.0","318.0"
"3593.0","979.0","31.0","163.0","1548.0","58.0","4421.0","1439.0","4017.0","247.0"
"2772.0","844.0","22.0","140.0","1007.0","39.0","3790.0","1117.0","3456.0","192.0"
"3089.0","987.0","48.0","169.0","1114.0","32.0","3999.0","1208.0","3657.0","238.0"
"3767.0","1136.0","34.0","229.0","1788.0","73.0","5208.0","1559.0","4778.0","293.0"
"3862.0","1177.0","32.0","215.0","1954.0","55.0","5541.0","1695.0","4621.0","332.0"
"3812.0","1175.0","40.0","187.0","1844.0","80.0","5066.0","1616.0","4430.0","345.0"
"3780.0","1126.0","41.0","183.0","1897.0","70.0","4976.0","1562.0","4322.0","348.0"
"3082.0","1039.0","28.0","177.0","1443.0","62.0","4279.0","1384.0","3828.0","267.0"
"2617.0","859.0","35.0","142.0","872.0","47.0","3674.0","1153.0","3374.0","233.0"
"3073.0","989.0","23.0","140.0","1042.0","52.0","4227.0","1141.0","3554.0","298.0"
"3910.0","1119.0","30.0","214.0","1745.0","79.0","5979.0","1663.0","4578.0","373.0"
"3777.0","1113.0","56.0","199.0","1751.0","52.0","5341.0","1749.0","4588.0","358.0"
"3699.0","1157.0","42.0","181.0","1763.0","81.0","5048.0","1586.0","4398.0","375.0"
"3656.0","1163.0","36.0","184.0","1744.0","66.0","4862.0","1534.0","4192.0","320.0"
"3062.0","1119.0","51.0","155.0","1432.0","69.0","4472.0","1438.0","4068.0","332.0"
"2647.0","867.0","33.0","110.0","901.0","37.0","3679.0","1020.0","3312.0","223.0"
"2895.0","930.0","34.0","114.0","997.0","52.0","4109.0","1279.0","3681.0","257.0"
"3483.0","1062.0","48.0","191.0","1659.0","64.0","5251.0","1556.0","4617.0","366.0"
"3658.0","1043.0","37.0","147.0","1798.0","83.0","5292.0","1674.0","4473.0","428.0"
"3471.0","1082.0","36.0","156.0","1654.0","79.0","4904.0","1667.0","4386.0","403.0"
"3409.0","1068.0","37.0","183.0","1510.0","70.0","4889.0","1588.0","4512.0","364.0"
"2765.0","947.0","43.0","133.0","1223.0","57.0","4091.0","1308.0","3733.0","296.0"
"2389.0","845.0","17.0","100.0","780.0","33.0","3575.0","1112.0","3205.0","228.0"
"2640.0","817.0","26.0","84.0","784.0","35.0","3666.0","1137.0","3550.0","257.0"
"3567.0","983.0","37.0","197.0","1365.0","70.0","6657.0","1529.0","4477.0","386.0"
"3581.0","1068.0","38.0","213.0","1377.0","75.0","5108.0","1601.0","4391.0","384.0"
"3295.0","1079.0","44.0","235.0","1278.0","74.0","4943.0","1550.0","4186.0","361.0"
"3269.0","1007.0","33.0","243.0","1337.0","71.0","4761.0","1576.0","4253.0","317.0"
"3022.0","972.0","34.0","195.0","1178.0","58.0","4260.0","1389.0","4079.0","287.0"
"2496.0","796.0","25.0","170.0","835.0","52.0","3563.0","1073.0","3327.0","273.0"
"3052.0","1045.0","26.0","188.0","1124.0","60.0","4130.0","1302.0","4032.0","339.0"
"4067.0","1182.0","33.0","250.0","1765.0","61.0","5273.0","1613.0","5167.0","408.0"
"3993.0","1133.0","40.0","271.0","1852.0","75.0","5235.0","1623.0","4812.0","367.0"
"3535.0","1009.0","34.0","217.0","1748.0","124.0","4762.0","1462.0","4363.0","409.0"
"3587.0","1130.0","57.0","194.0","1823.0","64.0","5204.0","1596.0","4588.0","509.0"
"3021.0","1102.0","26.0","156.0","1477.0","59.0","4589.0","1511.0","4243.0","353.0"
"2524.0","877.0","35.0","134.0","989.0","47.0","3789.0","1273.0","3430.0","290.0"
"2721.0","1001.0","32.0","151.0","947.0","36.0","3906.0","1320.0","3638.0","312.0"
"3768.0","1074.0","48.0","162.0","1568.0","79.0","5267.0","1667.0","5053.0","387.0"
"3791.0","1009.0","59.0","198.0","1699.0","59.0","4652.0","1603.0","4611.0","345.0"
"4029.0","1162.0","55.0","177.0","1781.0","72.0","5258.0","1618.0","4671.0","480.0"
"3856.0","1064.0","37.0","207.0","1666.0","59.0","4790.0","1624.0","4661.0","453.0"
"3073.0","936.0","44.0","171.0","1437.0","58.0","4024.0","1341.0","3964.0","344.0"
"2427.0","875.0","39.0","97.0","948.0","51.0","3521.0","1126.0","3302.0","217.0"
"2919.0","933.0","48.0","129.0","910.0","56.0","4020.0","1137.0","3719.0","300.0"
"3712.0","1071.0","50.0","200.0","1507.0","70.0","5175.0","1653.0","4917.0","425.0"
"3617.0","1072.0","35.0","182.0","1551.0","71.0","4990.0","1627.0","4870.0","409.0"
"3358.0","1036.0","42.0","153.0","1448.0","64.0","4517.0","1550.0","4506.0","385.0"
"2848.0","989.0","23.0","177.0","1246.0","55.0","4181.0","1389.0","3790.0","268.0"
"2565.0","875.0","22.0","122.0","1715.0","46.0","3915.0","1255.0","3534.0","229.0"
"2564.0","901.0","29.0","119.0","753.0","37.0","3621.0","1086.0","3305.0","211.0"
"2860.0","974.0","31.0","131.0","949.0","46.0","4158.0","1151.0","3786.0","306.0"
"3872.0","1222.0","28.0","182.0","1799.0","69.0","5396.0","1827.0","5061.0","409.0"
"4046.0","1199.0","38.0","230.0","2053.0","94.0","5612.0","1781.0","5018.0","456.0"
"3605.0","1096.0","31.0","218.0","1749.0","82.0","5326.0","1693.0","4552.0","411.0"
"3537.0","1127.0","42.0","231.0","1843.0","74.0","5234.0","1751.0","4713.0","381.0"
"3095.0","1007.0","29.0","169.0","1600.0","67.0","4565.0","1376.0","4039.0","315.0"
"2588.0","961.0","42.0","155.0","927.0","39.0","4058.0","1194.0","3609.0","247.0"
"2964.0","915.0","36.0","177.0","1156.0","72.0","4559.0","1207.0","3719.0","300.0"
"3880.0","1147.0","32.0","209.0","1641.0","82.0","5454.0","1653.0","5048.0","392.0"
"3952.0","995.0","32.0","240.0","1795.0","68.0","5749.0","1714.0","5046.0","398.0"
"4127.0","1246.0","29.0","237.0","1996.0","56.0","6157.0","1936.0","5073.0","537.0"
"3545.0","1106.0","51.0","222.0","1461.0","63.0","5288.0","1669.0","4633.0","411.0"
"2996.0","940.0","46.0","168.0","1207.0","71.0","4592.0","1380.0","4002.0","267.0"
"2400.0","849.0","29.0","150.0","777.0","48.0","3948.0","1100.0","3448.0","253.0"
"2959.0","977.0","34.0","151.0","795.0","35.0","4522.0","1185.0","3956.0","235.0"
"4843.0","1003.0","39.0","237.0","1434.0","46.0","5777.0","1670.0","5368.0","363.0"
"3741.0","1056.0","45.0","230.0","1456.0","53.0","5721.0","1794.0","5072.0","400.0"
"4009.0","1041.0","46.0","262.0","1446.0","53.0","5552.0","1552.0","4626.0","398.0"
"3400.0","1133.0","31.0","211.0","1574.0","76.0","5404.0","1586.0","4530.0","397.0"
"2949.0","1028.0","20.0","219.0","1283.0","55.0","4893.0","1186.0","4100.0","286.0"
"2376.0","850.0","17.0","150.0","844.0","40.0","4259.0","1079.0","3428.0","237.0"
"2717.0","899.0","29.0","140.0","858.0","40.0","4547.0","1148.0","3863.0","328.0"
"3358.0","1120.0","30.0","221.0","1384.0","86.0","5891.0","1497.0","5048.0","375.0"
"3103.0","1050.0","38.0","207.0","1377.0","78.0","5799.0","1397.0","4829.0","343.0"
"2934.0","986.0","32.0","198.0","1235.0","54.0","5606.0","1388.0","4491.0","293.0"
"2576.0","1081.0","35.0","183.0","1213.0","58.0","5381.0","1290.0","4313.0","242.0"
"2558.0","883.0","18.0","133.0","953.0","40.0","4352.0","1095.0","3595.0","177.0"
"2041.0","826.0","31.0","101.0","634.0","39.0","4131.0","909.0","3440.0","182.0"
"2145.0","886.0","32.0","106.0","552.0","34.0","4407.0","941.0","3475.0","157.0"
"1984.0","991.0","18.0","89.0","619.0","40.0","4431.0","919.0","3470.0","182.0"
"1973.0","836.0","24.0","87.0","503.0","29.0","3963.0","814.0","2907.0","153.0"
"2393.0","955.0","30.0","115.0","807.0","45.0","5172.0","1164.0","3943.0","234.0"
"2455.0","1045.0","29.0","132.0","869.0","27.0","5895.0","1315.0","4109.0","232.0"
"2488.0","1073.0","21.0","100.0","982.0","31.0","5887.0","1396.0","4296.0","277.0"
"2199.0","1025.0","29.0","106.0","728.0","41.0","4990.0","1101.0","3897.0","187.0"
"2422.0","1028.0","29.0","122.0","654.0","28.0","4976.0","1045.0","3905.0","207.0"
"2262.0","1005.0","24.0","130.0","769.0","27.0","5046.0","1184.0","3933.0","212.0"
"2630.0","832.0","22.0","121.0","771.0","30.0","4659.0","1011.0","3708.0","236.0"
"3658.0","1143.0","26.0","232.0","1443.0","62.0","6398.0","1621.0","5075.0","335.0"
"3214.0","1046.0","39.0","198.0","1311.0","46.0","7397.0","1609.0","5201.0","350.0"
"3074.0","1151.0","19.0","204.0","1340.0","47.0","6274.0","1613.0","4894.0","298.0"
"2590.0","1009.0","27.0","151.0","983.0","31.0","5673.0","1179.0","3821.0","271.0"
"2806.0","1074.0","33.0","151.0","811.0","43.0","5608.0","1219.0","4247.0","362.0"
"3574.0","1167.0","27.0","244.0","1392.0","61.0","6567.0","1851.0","5486.0","443.0"
"4024.0","1193.0","50.0","274.0","1775.0","74.0","6656.0","2128.0","5397.0","426.0"
"4081.0","1302.0","50.0","273.0","1709.0","86.0","6725.0","1763.0","5092.0","423.0"
"3680.0","1202.0","71.0","258.0","1774.0","79.0","6366.0","1626.0","5020.0","382.0"
"3281.0","1146.0","36.0","201.0","1584.0","65.0","6067.0","1585.0","4871.0","370.0"
"3004.0","903.0","28.0","173.0","1062.0","51.0","5025.0","1163.0","4018.0","295.0"
"3509.0","1073.0","30.0","179.0","1041.0","53.0","5457.0","1290.0","4282.0","298.0"
"3838.0","1143.0","41.0","234.0","2107.0","74.0","6682.0","1754.0","5084.0","404.0"
"3993.0","1122.0","28.0","261.0","2118.0","87.0","6891.0","1967.0","5043.0","578.0"
"3891.0","1360.0","45.0","251.0","2196.0","77.0","7078.0","1871.0","5082.0","582.0"
"3712.0","1424.0","33.0","275.0","2115.0","85.0","6624.0","1826.0","5164.0","506.0"
"3228.0","1268.0","22.0","355.0","1898.0","70.0","6141.0","1646.0","4674.0","384.0"
"2478.0","1090.0","25.0","339.0","1333.0","44.0","5087.0","1355.0","4053.0","252.0"
"3179.0","1133.0","28.0","255.0","1164.0","43.0","5609.0","1297.0","4346.0","324.0"
"3597.0","1367.0","29.0","259.0","1825.0","76.0","6898.0","1670.0","5000.0","456.0"
"3794.0","1309.0","38.0","246.0","2117.0","81.0","7300.0","1919.0","5252.0","559.0"
"4016.0","1384.0","35.0","279.0","2073.0","80.0","7251.0","2061.0","5088.0","425.0"
"3668.0","1451.0","53.0","276.0","1898.0","70.0","6595.0","1829.0","4881.0","446.0"
"3311.0","1292.0","28.0","190.0","1762.0","75.0","5764.0","1732.0","4495.0","405.0"
"2963.0","1029.0","33.0","177.0","1059.0","44.0","4891.0","1376.0","3745.0","258.0"
"3331.0","1135.0","21.0","162.0","1242.0","40.0","5610.0","1352.0","4115.0","491.0"
"4099.0","1304.0","49.0","234.0","1870.0","84.0","6896.0","1949.0","5410.0","518.0"
"4483.0","1211.0","44.0","293.0","2042.0","95.0","7013.0","1986.0","5277.0","569.0"
"4082.0","1221.0","66.0","289.0","2071.0","61.0","6853.0","1942.0","4869.0","518.0"
"4104.0","1631.0","41.0","328.0","1892.0","73.0","6319.0","1799.0","4737.0","512.0"
"3639.0","1223.0","41.0","286.0","1691.0","70.0","5556.0","1706.0","4504.0","373.0"
"2773.0","1008.0","17.0","212.0","1235.0","44.0","4767.0","1353.0","3927.0","289.0"
"3258.0","1173.0","30.0","211.0","1232.0","41.0","5151.0","1437.0","4504.0","341.0"
"4407.0","1372.0","39.0","273.0","2543.0","61.0","6839.0","1896.0","5639.0","504.0"
"3828.0","1350.0","46.0","255.0","2210.0","88.0","6751.0","2003.0","5613.0","520.0"
"3818.0","1261.0","32.0","241.0","2160.0","84.0","6468.0","1987.0","5204.0","463.0"
"4018.0","1331.0","22.0","284.0","2188.0","59.0","6234.0","1880.0","5324.0","518.0"
"3843.0","1201.0","28.0","320.0","2019.0","72.0","5254.0","1741.0","4623.0","447.0"
"2965.0","955.0","37.0","216.0","1447.0","40.0","4738.0","1260.0","3875.0","284.0"
"3212.0","1151.0","23.0","177.0","1426.0","43.0","4927.0","1328.0","4663.0","334.0"
"3846.0","1255.0","33.0","285.0","2138.0","56.0","6194.0","1787.0","5419.0","435.0"
"3858.0","1275.0","31.0","265.0","2274.0","50.0","6406.0","1980.0","5354.0","475.0"
"3675.0","1281.0","36.0","214.0","2181.0","54.0","6285.0","1954.0","5104.0","425.0"
"3246.0","1249.0","24.0","179.0","1760.0","63.0","5891.0","1541.0","4458.0","458.0"
"3033.0","1120.0","20.0","191.0","1551.0","63.0","7697.0","1544.0","4683.0","323.0"
"2578.0","1005.0","30.0","147.0","1004.0","37.0","4643.0","1365.0","4079.0","251.0"
"2958.0","1133.0","37.0","166.0","1098.0","48.0","5250.0","1426.0","4789.0","303.0"
"3602.0","1218.0","30.0","212.0","1700.0","75.0","6228.0","1949.0","5382.0","459.0"
"3833.0","1304.0","39.0","257.0","1854.0","72.0","6878.0","2056.0","5507.0","401.0"
"3972.0","1314.0","32.0","271.0","1978.0","81.0","6182.0","2097.0","5185.0","501.0"
"3557.0","1255.0","35.0","282.0","1812.0","67.0","5903.0","1996.0","4997.0","462.0"
"3380.0","1306.0","34.0","180.0","1624.0","103.0","5228.0","1747.0","4582.0","332.0"
"2655.0","1083.0","27.0","165.0","1146.0","43.0","4527.0","1396.0","3901.0","280.0"
"3239.0","1081.0","32.0","178.0","1238.0","38.0","4998.0","1570.0","4295.0","379.0"
"4140.0","1225.0","35.0","241.0","1903.0","74.0","6168.0","2042.0","5748.0","387.0"
"4057.0","1396.0","31.0","236.0","2044.0","72.0","6431.0","2100.0","5411.0","420.0"
"62994.0","1287.0","40.0","261.0","2086.0","68.0","6529.0","1981.0","5205.0","382.0"
"4308.0","1330.0","43.0","265.0","1965.0","74.0","5908.0","1870.0","4997.0","422.0"
"3501.0","1184.0","26.0","205.0","1646.0","71.0","5357.0","1683.0","4543.0","402.0"
"2756.0","957.0","23.0","164.0","1142.0","44.0","4498.0","1410.0","3980.0","270.0"
"3204.0","1098.0","32.0","157.0","1313.0","38.0","4991.0","1424.0","4559.0","308.0"
"4067.0","1305.0","43.0","283.0","2024.0","86.0","6247.0","2007.0","5792.0","505.0"
"4230.0","1315.0","35.0","281.0","1969.0","76.0","6032.0","2061.0","5770.0","511.0"
"4131.0","1356.0","28.0","298.0","1843.0","71.0","6073.0","1984.0","5206.0","384.0"
"3911.0","1308.0","40.0","296.0","1977.0","63.0","5820.0","1944.0","5111.0","441.0"
"3560.0","1162.0","33.0","254.0","1703.0","72.0","4960.0","1681.0","4779.0","356.0"
"2912.0","983.0","25.0","179.0","1242.0","39.0","4334.0","1330.0","4078.0","265.0"
"3227.0","1082.0","31.0","177.0","1167.0","39.0","4813.0","1431.0","4211.0","261.0"
"4311.0","1217.0","21.0","305.0","1991.0","66.0","6054.0","1982.0","5695.0","450.0"
"4150.0","1342.0","21.0","305.0","2054.0","80.0","6047.0","2082.0","5747.0","450.0"
"3901.0","1258.0","19.0","288.0","2020.0","54.0","5789.0","1925.0","5238.0","509.0"
"4069.0","1206.0","31.0","289.0","2023.0","78.0","6491.0","1915.0","5025.0","461.0"
"4289.0","1155.0","27.0","327.0","1959.0","114.0","5029.0","1751.0","4770.0","381.0"
"3403.0","956.0","35.0","288.0","1372.0","185.0","5174.0","1386.0","4189.0","321.0"
"3345.0","1141.0","24.0","207.0","1212.0","42.0","4624.0","1536.0","4675.0","309.0"
"4296.0","1257.0","32.0","289.0","1833.0","71.0","6056.0","2004.0","5742.0","421.0"
"4268.0","1367.0","32.0","286.0","1981.0","82.0","5843.0","2150.0","5823.0","490.0"
"4520.0","2665.0","39.0","307.0","2216.0","79.0","5714.0","2119.0","5898.0","453.0"
"4291.0","1557.0","43.0","351.0","1917.0","83.0","5313.0","1857.0","5583.0","422.0"
"3747.0","1291.0","41.0","287.0","1596.0","64.0","4737.0","1722.0","4987.0","373.0"
"3953.0","1686.0","19.0","174.0","1184.0","40.0","4017.0","1343.0","5687.0","231.0"
"4406.0","1209.0","25.0","202.0","1287.0","42.0","4566.0","1335.0","5923.0","325.0"
"5296.0","1261.0","38.0","271.0","2012.0","75.0","5633.0","1855.0","7702.0","427.0"
"5398.0","1212.0","26.0","315.0","2022.0","83.0","5448.0","2080.0","7393.0","444.0"
"5254.0","1237.0","51.0","264.0","1966.0","52.0","5091.0","1888.0","6870.0","385.0"
"5065.0","1111.0","43.0","282.0","1976.0","138.0","5031.0","1753.0","6511.0","273.0"
"5760.0","1018.0","25.0","240.0","1657.0","62.0","4443.0","1482.0","5961.0","249.0"
"4682.0","885.0","21.0","186.0","1166.0","34.0","3664.0","1192.0","4979.0","225.0"
"3896.0","904.0","27.0","188.0","935.0","54.0","4205.0","1330.0","5533.0","248.0"
"4481.0","931.0","32.0","244.0","1416.0","74.0","5274.0","1724.0","6623.0","316.0"
"4644.0","990.0","37.0","266.0","1904.0","84.0","5535.0","1963.0","6841.0","351.0"
"5722.0","985.0","49.0","331.0","2110.0","97.0","5916.0","1949.0","5630.0","384.0"
"5490.0","1015.0","52.0","286.0","1904.0","75.0","5662.0","1951.0","5458.0","425.0"
"8826.0","925.0","29.0","399.0","2446.0","80.0","4223.0","1642.0","4700.0","302.0"
"9895.0","825.0","25.0","451.0","2567.0","72.0","3244.0","1293.0","3820.0","235.0"
"7153.0","946.0","38.0","389.0","1915.0","68.0","3706.0","1272.0","4409.0","246.0"
"6311.0","1151.0","57.0","415.0","2305.0","124.0","4877.0","1975.0","5940.0","380.0"
"7648.0","1157.0","52.0","466.0","2700.0","94.0","4608.0","1878.0","5839.0","382.0"
"5980.0","1017.0","41.0","381.0","2153.0","82.0","4260.0","1751.0","5362.0","356.0"
"6390.0","1110.0","44.0","368.0","2257.0","90.0","4217.0","1738.0","5721.0","404.0"
"5122.0","977.0","36.0","273.0","1820.0","72.0","3548.0","1489.0","4874.0","331.0"
"8258.0","747.0","20.0","463.0","2650.0","64.0","2986.0","1123.0","3668.0","263.0"
"7122.0","901.0","37.0","368.0","1874.0","60.0","3358.0","1153.0","4282.0","246.0"
"8053.0","1210.0","50.0","573.0","2892.0","104.0","4728.0","1736.0","5711.0","399.0"
"8911.0","1073.0","49.0","625.0","3327.0","87.0","4631.0","1882.0","5736.0","480.0"
"7251.0","1110.0","35.0","493.0","2797.0","97.0","4342.0","1987.0","5486.0","444.0"
"8938.0","1048.0","28.0","535.0","3043.0","92.0","3997.0","1898.0","5132.0","376.0"
"17663.0","938.0","39.0","913.0","4291.0","113.0","3770.0","1474.0","4720.0","344.0"
"13346.0","866.0","45.0","538.0","2471.0","71.0","2999.0","1160.0","3823.0","267.0"
"9625.0","896.0","63.0","435.0","3888.0","56.0","3474.0","1341.0","4399.0","309.0"
"8119.0","1095.0","41.0","506.0","3099.0","90.0","4482.0","1952.0","5920.0","372.0"
"7831.0","1122.0","64.0","526.0","2994.0","97.0","4250.0","1794.0","5541.0","490.0"
"7656.0","1456.0","42.0","542.0","3082.0","93.0","4474.0","1931.0","5407.0","418.0"
"14609.0","1201.0","50.0","1015.0","5306.0","134.0","4179.0","1761.0","5257.0","414.0"
"6807.0","1211.0","31.0","601.0","2986.0","146.0","3721.0","1483.0","4736.0","300.0"
"4881.0","1168.0","36.0","312.0","1916.0","218.0","3097.0","1130.0","3800.0","218.0"
"5556.0","954.0","31.0","458.0","2048.0","233.0","3599.0","1265.0","4344.0","296.0"
"7106.0","1088.0","56.0","615.0","2845.0","131.0","4560.0","1758.0","6040.0","425.0"
"6603.0","1191.0","37.0","555.0","2926.0","97.0","4239.0","1724.0","5595.0","389.0"
"6014.0","1103.0","44.0","372.0","2379.0","69.0","3943.0","1682.0","5091.0","387.0"
"6425.0","1206.0","35.0","395.0","2709.0","85.0","4005.0","1761.0","5815.0","363.0"
"5662.0","1048.0","42.0","351.0","2055.0","70.0","3711.0","1612.0","5162.0","365.0"
"4086.0","948.0","98.0","405.0","1390.0","61.0","2981.0","1250.0","4112.0","234.0"
"4409.0","986.0","60.0","463.0","1483.0","55.0","3259.0","1231.0","4186.0","231.0"
"5334.0","1118.0","78.0","576.0","2130.0","69.0","4059.0","1663.0","5384.0","374.0"
"6208.0","1204.0","56.0","501.0","2620.0","95.0","4048.0","1908.0","5661.0","377.0"
"5598.0","1189.0","56.0","584.0","2707.0","75.0","4336.0","1887.0","6231.0","441.0"
"5215.0","1025.0","71.0","422.0","2576.0","98.0","3971.0","1683.0","5224.0","384.0"
