"Listeriosis","Listeria_monocytogenes","Central_nervous_system","Meningitis","Meningoencephalitis","Brain_abscess","Immunodeficiency","Gastroenteritis","Gentamicin","Listeria"
"14217.0","6498.0","2179.0","6394.0","167.0","324.0","479.0","4416.0","1005.0","99165.0"
"6581.0","3903.0","1886.0","6389.0","128.0","301.0","475.0","4325.0","840.0","65148.0"
"5363.0","3097.0","1464.0","5434.0","147.0","311.0","387.0","3710.0","659.0","53303.0"
"3594.0","2203.0","1744.0","5526.0","116.0","256.0","399.0","3626.0","754.0","36870.0"
"2402.0","1724.0","2346.0","6545.0","197.0","357.0","507.0","4981.0","1002.0","20702.0"
"2200.0","1537.0","2360.0","6870.0","124.0","309.0","594.0","4866.0","1064.0","15856.0"
"2592.0","2025.0","2409.0","7048.0","163.0","354.0","534.0","4910.0","1036.0","20497.0"
"1633.0","1372.0","2222.0","5926.0","146.0","278.0","530.0","4349.0","1004.0","9761.0"
"1535.0","1247.0","2006.0","5841.0","156.0","288.0","450.0","4235.0","894.0","8136.0"
"2650.0","1256.0","1438.0","4759.0","80.0","234.0","322.0","3245.0","625.0","15619.0"
"1765.0","1188.0","1750.0","4793.0","131.0","263.0","393.0","3459.0","712.0","9576.0"
"1781.0","1281.0","2329.0","5881.0","135.0","283.0","512.0","4512.0","997.0","8425.0"
"1113.0","1076.0","2376.0","6563.0","145.0","334.0","565.0","4773.0","1099.0","5204.0"
"1692.0","1201.0","2449.0","6554.0","176.0","566.0","525.0","4975.0","1102.0","4455.0"
"2724.0","1820.0","2589.0","6269.0","205.0","346.0","586.0","4852.0","1106.0","13408.0"
"1655.0","1182.0","2162.0","6200.0","140.0","313.0","485.0","4541.0","1015.0","8728.0"
"846.0","629.0","1326.0","4584.0","132.0","233.0","303.0","3180.0","640.0","5328.0"
"639.0","566.0","1597.0","4540.0","146.0","265.0","400.0","3205.0","755.0","3384.0"
"902.0","930.0","2397.0","6810.0","211.0","314.0","548.0","5156.0","1052.0","3541.0"
"806.0","928.0","2403.0","6893.0","167.0","301.0","605.0","5174.0","1177.0","3084.0"
"1730.0","1279.0","2394.0","6444.0","187.0","310.0","593.0","4865.0","1126.0","10593.0"
"0.0","0.0","2312.0","0.0","0.0","355.0","0.0","0.0","0.0","0.0"
"911.0","864.0","1807.0","5721.0","143.0","290.0","456.0","4258.0","1014.0","3669.0"
"544.0","474.0","1110.0","3920.0","109.0","193.0","301.0","2860.0","600.0","2050.0"
"505.0","532.0","1473.0","4439.0","122.0","260.0","363.0","3525.0","681.0","2174.0"
"665.0","834.0","2193.0","6052.0","153.0","285.0","467.0","4921.0","958.0","2519.0"
"604.0","748.0","2188.0","6168.0","181.0","303.0","568.0","5014.0","1058.0","2299.0"
"1317.0","1160.0","2525.0","7040.0","184.0","334.0","634.0","5655.0","1199.0","5612.0"
"765.0","984.0","2406.0","6924.0","188.0","332.0","596.0","5255.0","1173.0","2642.0"
"543.0","655.0","1833.0","5522.0","132.0","287.0","467.0","4511.0","975.0","1877.0"
"399.0","423.0","1342.0","4267.0","116.0","291.0","353.0","3536.0","704.0","1304.0"
"452.0","488.0","1652.0","4652.0","123.0","253.0","408.0","3917.0","809.0","1274.0"
"593.0","849.0","2308.0","6529.0","145.0","355.0","582.0","5669.0","1190.0","1783.0"
"645.0","819.0","2526.0","6624.0","193.0","332.0","591.0","5788.0","1144.0","2224.0"
"643.0","861.0","2734.0","6991.0","193.0","339.0","657.0","6116.0","1413.0","1909.0"
"1391.0","1001.0","2320.0","6665.0","184.0","336.0","557.0","5407.0","1368.0","6957.0"
"864.0","730.0","1977.0","5633.0","166.0","339.0","573.0","4946.0","1058.0","3363.0"
"396.0","460.0","1392.0","4467.0","96.0","219.0","361.0","3573.0","718.0","1510.0"
"440.0","499.0","1662.0","5258.0","113.0","262.0","429.0","4266.0","863.0","1437.0"
"593.0","881.0","2585.0","6869.0","174.0","355.0","624.0","5798.0","1204.0","1803.0"
"620.0","941.0","2512.0","7140.0","163.0","347.0","685.0","6075.0","1241.0","1738.0"
"554.0","890.0","2612.0","8123.0","205.0","373.0","629.0","6338.0","1252.0","1797.0"
"496.0","786.0","2553.0","7265.0","175.0","300.0","656.0","5730.0","1176.0","1584.0"
"378.0","662.0","1977.0","5836.0","224.0","310.0","542.0","4596.0","1008.0","1167.0"
"329.0","446.0","1474.0","4957.0","176.0","268.0","380.0","3890.0","752.0","931.0"
"422.0","574.0","1896.0","6040.0","224.0","296.0","487.0","4798.0","981.0","1069.0"
"594.0","898.0","2735.0","7486.0","260.0","404.0","638.0","6747.0","1256.0","1563.0"
"494.0","881.0","2739.0","7439.0","256.0","335.0","650.0","6593.0","1195.0","1434.0"
"549.0","911.0","2678.0","7005.0","239.0","327.0","645.0","5795.0","1234.0","1679.0"
"504.0","766.0","2708.0","7594.0","279.0","344.0","683.0","5894.0","1275.0","1501.0"
"375.0","608.0","2030.0","5917.0","252.0","315.0","534.0","4902.0","1003.0","1091.0"
"272.0","485.0","1465.0","5176.0","197.0","278.0","403.0","3995.0","777.0","812.0"
"280.0","527.0","1690.0","5657.0","227.0","265.0","452.0","4259.0","925.0","773.0"
"403.0","825.0","2391.0","7971.0","268.0","340.0","785.0","6302.0","1176.0","1242.0"
"466.0","810.0","2584.0","8300.0","271.0","336.0","745.0","6996.0","1223.0","1258.0"
"346.0","696.0","1959.0","6344.0","214.0","357.0","580.0","5585.0","1102.0","972.0"
"361.0","586.0","1748.0","5618.0","209.0","296.0","487.0","4967.0","987.0","1123.0"
"301.0","441.0","1347.0","4857.0","216.0","251.0","448.0","4435.0","825.0","831.0"
"307.0","441.0","1399.0","4790.0","195.0","260.0","422.0","4226.0","733.0","828.0"
"318.0","519.0","1641.0","5218.0","240.0","281.0","527.0","4720.0","795.0","942.0"
"501.0","885.0","2358.0","7222.0","290.0","388.0","683.0","7068.0","1246.0","1343.0"
"421.0","1019.0","2480.0","7473.0","503.0","358.0","756.0","6596.0","1238.0","1288.0"
"439.0","916.0","2475.0","9127.0","674.0","353.0","690.0","6092.0","1128.0","1164.0"
"386.0","790.0","2681.0","7580.0","360.0","300.0","760.0","6452.0","1182.0","1132.0"
"368.0","646.0","2143.0","6140.0","231.0","316.0","574.0","5363.0","929.0","1083.0"
"268.0","452.0","1864.0","5794.0","169.0","269.0","433.0","4095.0","845.0","759.0"
"348.0","618.0","1891.0","5771.0","213.0","279.0","511.0","5377.0","928.0","891.0"
"467.0","942.0","2825.0","7454.0","289.0","457.0","649.0","6639.0","1313.0","1399.0"
"456.0","915.0","2673.0","6853.0","246.0","402.0","692.0","6324.0","1186.0","1322.0"
"461.0","935.0","2635.0","7159.0","254.0","343.0","700.0","6271.0","1198.0","1254.0"
"418.0","911.0","2606.0","6611.0","250.0","406.0","664.0","6291.0","1291.0","1448.0"
"363.0","740.0","2089.0","5831.0","284.0","337.0","533.0","5288.0","994.0","1792.0"
"332.0","542.0","1726.0","4974.0","156.0","263.0","446.0","4195.0","865.0","1283.0"
"347.0","574.0","1818.0","5162.0","222.0","289.0","498.0","4817.0","734.0","1060.0"
"781.0","919.0","2686.0","6328.0","462.0","326.0","648.0","6415.0","1059.0","2067.0"
"579.0","861.0","2822.0","6831.0","420.0","476.0","716.0","6748.0","1139.0","1647.0"
"428.0","752.0","2445.0","6483.0","454.0","373.0","672.0","6403.0","1035.0","1278.0"
"373.0","636.0","2335.0","6195.0","327.0","397.0","591.0","5934.0","1119.0","1137.0"
"309.0","523.0","1695.0","5445.0","411.0","368.0","491.0","5093.0","886.0","899.0"
"224.0","314.0","1170.0","4767.0","483.0","231.0","342.0","4090.0","614.0","572.0"
"249.0","344.0","1299.0","4805.0","393.0","233.0","374.0","4640.0","623.0","628.0"
"379.0","483.0","1581.0","5811.0","363.0","312.0","555.0","6287.0","805.0","928.0"
"294.0","456.0","1557.0","5465.0","342.0","290.0","502.0","6287.0","821.0","883.0"
"358.0","482.0","1265.0","5059.0","312.0","276.0","489.0","6060.0","782.0","1382.0"
"289.0","364.0","1143.0","4999.0","303.0","250.0","488.0","5594.0","734.0","943.0"
"17.0","14.0","55.0","264.0","16.0","18.0","15.0","306.0","43.0","43.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"96.0","116.0","362.0","1507.0","87.0","84.0","134.0","5209.0","240.0","245.0"
"266.0","353.0","1097.0","5045.0","302.0","289.0","409.0","6933.0","750.0","780.0"
"316.0","290.0","1127.0","5085.0","300.0","270.0","491.0","7068.0","721.0","1064.0"
"280.0","301.0","1157.0","5310.0","301.0","267.0","473.0","6745.0","753.0","859.0"
"256.0","249.0","1106.0","5019.0","259.0","293.0","421.0","5884.0","654.0","871.0"
"248.0","248.0","896.0","4080.0","241.0","213.0","304.0","5012.0","523.0","726.0"
"219.0","242.0","885.0","3708.0","209.0","190.0","273.0","4417.0","488.0","689.0"
"309.0","413.0","1429.0","5975.0","323.0","266.0","431.0","6306.0","663.0","989.0"
"324.0","517.0","1758.0","6434.0","404.0","319.0","583.0","7430.0","888.0","1158.0"
"354.0","486.0","2162.0","6716.0","379.0","338.0","829.0","7642.0","1014.0","1046.0"
"384.0","542.0","2152.0","6599.0","368.0","330.0","623.0","6957.0","916.0","1132.0"
"365.0","427.0","1847.0","6514.0","310.0","267.0","558.0","6106.0","814.0","973.0"
"246.0","297.0","1379.0","6046.0","335.0","244.0","406.0","4790.0","628.0","660.0"
"271.0","359.0","1736.0","7155.0","364.0","293.0","433.0","5228.0","782.0","750.0"
"361.0","590.0","2186.0","7759.0","378.0","323.0","629.0","7489.0","1020.0","962.0"
"349.0","615.0","2343.0","6673.0","313.0","344.0","610.0","8303.0","1034.0","996.0"
"413.0","639.0","2585.0","7800.0","321.0","362.0","663.0","8191.0","1192.0","1240.0"
"396.0","693.0","2376.0","7010.0","311.0","378.0","638.0","8077.0","1045.0","1324.0"
"371.0","527.0","2110.0","6194.0","265.0","359.0","590.0","6632.0","989.0","1101.0"
"291.0","366.0","1366.0","4939.0","282.0","259.0","362.0","4765.0","719.0","696.0"
"349.0","370.0","1700.0","5324.0","301.0","247.0","447.0","5341.0","846.0","821.0"
"361.0","530.0","2037.0","6359.0","305.0","364.0","535.0","7339.0","1043.0","969.0"
"391.0","567.0","2270.0","6702.0","239.0","342.0","625.0","7190.0","1074.0","972.0"
"338.0","498.0","2103.0","6200.0","197.0","343.0","534.0","7129.0","954.0","984.0"
"366.0","547.0","2267.0","6876.0","265.0","304.0","600.0","6439.0","1051.0","954.0"
"343.0","478.0","1979.0","6578.0","210.0","340.0","522.0","6118.0","954.0","868.0"
"325.0","341.0","1443.0","5187.0","219.0","351.0","461.0","5080.0","779.0","708.0"
"286.0","428.0","1617.0","5631.0","273.0","309.0","424.0","5284.0","815.0","712.0"
"396.0","596.0","2352.0","6696.0","240.0","380.0","581.0","7152.0","1064.0","945.0"
"409.0","578.0","2467.0","6961.0","234.0","383.0","638.0","7294.0","1009.0","1013.0"
"434.0","654.0","2666.0","7165.0","246.0","386.0","668.0","7270.0","1155.0","1005.0"
"399.0","602.0","2466.0","7157.0","280.0","359.0","641.0","6985.0","1061.0","1007.0"
"360.0","622.0","2100.0","6483.0","234.0","310.0","579.0","6180.0","1002.0","1064.0"
"290.0","392.0","1467.0","5126.0","229.0","252.0","401.0","4631.0","704.0","654.0"
"340.0","487.0","1853.0","5438.0","230.0","281.0","512.0","5395.0","855.0","775.0"
"425.0","745.0","2885.0","7735.0","266.0","389.0","641.0","7680.0","1163.0","1115.0"
"428.0","704.0","2805.0","7282.0","266.0","342.0","650.0","8875.0","1168.0","979.0"
"348.0","674.0","2653.0","7025.0","258.0","381.0","628.0","7216.0","1131.0","1096.0"
"414.0","821.0","2546.0","6563.0","353.0","328.0","643.0","7312.0","1211.0","1275.0"
"426.0","733.0","2248.0","6512.0","251.0","301.0","560.0","6827.0","1027.0","2153.0"
"415.0","520.0","1538.0","5258.0","241.0","239.0","417.0","4916.0","772.0","2370.0"
"344.0","487.0","1906.0","5582.0","318.0","291.0","446.0","5818.0","869.0","1451.0"
"469.0","810.0","2769.0","7293.0","298.0","353.0","660.0","7785.0","1139.0","1711.0"
"463.0","778.0","2651.0","7235.0","257.0","364.0","700.0","7345.0","1192.0","1325.0"
"390.0","742.0","2678.0","7417.0","262.0","369.0","667.0","7074.0","1133.0","1382.0"
"351.0","761.0","2509.0","7769.0","261.0","482.0","673.0","6891.0","1152.0","1038.0"
"339.0","582.0","2124.0","7233.0","217.0","405.0","606.0","6440.0","1019.0","982.0"
"262.0","405.0","1448.0","6263.0","243.0","229.0","452.0","5516.0","780.0","725.0"
"331.0","418.0","1864.0","6101.0","237.0","364.0","531.0","5708.0","896.0","766.0"
"379.0","678.0","2561.0","7396.0","267.0","315.0","652.0","7299.0","1290.0","1038.0"
"370.0","709.0","2517.0","7347.0","241.0","342.0","588.0","7316.0","1142.0","1065.0"
"363.0","687.0","2632.0","8128.0","222.0","403.0","667.0","7964.0","1217.0","1086.0"
"367.0","712.0","2559.0","7681.0","233.0","347.0","671.0","7749.0","1044.0","1031.0"
"346.0","603.0","2234.0","7568.0","200.0","392.0","633.0","7246.0","1088.0","966.0"
"272.0","395.0","3063.0","5745.0","174.0","238.0","436.0","5403.0","751.0","687.0"
"322.0","462.0","1933.0","6677.0","228.0","291.0","498.0","5932.0","807.0","720.0"
"341.0","656.0","2371.0","7501.0","243.0","429.0","665.0","7780.0","1061.0","948.0"
"369.0","726.0","2498.0","7688.0","251.0","342.0","683.0","7880.0","1149.0","1134.0"
"474.0","758.0","2474.0","8100.0","262.0","388.0","677.0","8148.0","1150.0","1408.0"
"529.0","803.0","2548.0","8571.0","263.0","383.0","716.0","7721.0","1228.0","1720.0"
"398.0","661.0","2098.0","8042.0","304.0","352.0","589.0","6829.0","1108.0","1058.0"
"323.0","440.0","1490.0","6133.0","215.0","275.0","461.0","5466.0","775.0","811.0"
"315.0","546.0","1884.0","6153.0","195.0","272.0","467.0","5809.0","819.0","869.0"
"512.0","751.0","2749.0","8585.0","276.0","386.0","685.0","8175.0","1192.0","1148.0"
"472.0","808.0","2871.0","8337.0","215.0","359.0","738.0","8094.0","1297.0","1233.0"
"437.0","767.0","2728.0","8066.0","221.0","389.0","700.0","7300.0","1288.0","1141.0"
"396.0","735.0","2501.0","9020.0","247.0","327.0","657.0","6852.0","1145.0","1076.0"
"306.0","625.0","2079.0","7110.0","201.0","365.0","582.0","6211.0","1046.0","911.0"
"279.0","443.0","1540.0","5645.0","186.0","315.0","452.0","4992.0","775.0","704.0"
"339.0","550.0","2002.0","6824.0","215.0","304.0","469.0","5641.0","905.0","769.0"
"393.0","749.0","2508.0","7981.0","281.0","397.0","619.0","7473.0","1229.0","1047.0"
"452.0","716.0","2521.0","8040.0","225.0","357.0","648.0","7547.0","1219.0","1061.0"
"381.0","748.0","2725.0","8530.0","233.0","359.0","718.0","7484.0","1338.0","1005.0"
"419.0","748.0","2548.0","7696.0","251.0","361.0","651.0","5296.0","1185.0","1018.0"
"311.0","579.0","2268.0","6947.0","224.0","361.0","585.0","2172.0","1072.0","871.0"
"260.0","368.0","1486.0","5483.0","194.0","234.0","426.0","2052.0","789.0","602.0"
"301.0","534.0","1800.0","5920.0","222.0","251.0","527.0","5376.0","899.0","722.0"
"393.0","644.0","2384.0","7488.0","252.0","336.0","628.0","7334.0","1166.0","1027.0"
"400.0","744.0","2430.0","7901.0","295.0","337.0","731.0","7437.0","1279.0","1062.0"
"423.0","716.0","2397.0","7272.0","299.0","393.0","640.0","7286.0","1220.0","969.0"
"390.0","674.0","2174.0","7594.0","260.0","297.0","654.0","7555.0","1135.0","894.0"
"348.0","566.0","1756.0","6477.0","266.0","256.0","520.0","5788.0","1048.0","847.0"
"247.0","391.0","1371.0","5889.0","199.0","265.0","383.0","4702.0","781.0","506.0"
"319.0","473.0","1570.0","4750.0","200.0","272.0","369.0","4561.0","827.0","576.0"
"393.0","696.0","2341.0","6988.0","266.0","330.0","713.0","5600.0","1181.0","933.0"
"396.0","693.0","2404.0","6932.0","209.0","266.0","628.0","5379.0","1303.0","908.0"
"420.0","723.0","2299.0","6759.0","247.0","290.0","614.0","5050.0","1100.0","838.0"
"352.0","677.0","1895.0","6021.0","239.0","258.0","569.0","7193.0","1089.0","851.0"
"325.0","473.0","1833.0","5384.0","217.0","230.0","496.0","3913.0","916.0","790.0"
"220.0","364.0","1142.0","4009.0","139.0","184.0","331.0","3040.0","653.0","527.0"
"300.0","474.0","1513.0","4977.0","188.0","206.0","407.0","3713.0","853.0","639.0"
"407.0","690.0","2163.0","7272.0","218.0","289.0","578.0","5314.0","1300.0","936.0"
"354.0","679.0","2162.0","7275.0","231.0","288.0","618.0","4866.0","1167.0","909.0"
"359.0","613.0","2079.0","7082.0","227.0","218.0","550.0","4607.0","1218.0","868.0"
"329.0","618.0","2036.0","6473.0","222.0","275.0","564.0","4409.0","1128.0","837.0"
"297.0","546.0","1824.0","5919.0","177.0","286.0","534.0","4026.0","1028.0","756.0"
"252.0","388.0","1320.0","4943.0","175.0","229.0","383.0","3155.0","728.0","429.0"
"226.0","421.0","1488.0","5097.0","153.0","227.0","384.0","3217.0","804.0","549.0"
"369.0","646.0","1937.0","6623.0","224.0","285.0","598.0","4774.0","1309.0","904.0"
"378.0","661.0","1981.0","6883.0","258.0","328.0","607.0","4780.0","1481.0","866.0"
"302.0","598.0","1914.0","6176.0","206.0","283.0","542.0","4810.0","1162.0","858.0"
"281.0","526.0","1864.0","5819.0","184.0","253.0","482.0","4284.0","1068.0","738.0"
"211.0","418.0","1477.0","4993.0","194.0","218.0","465.0","3511.0","819.0","544.0"
"203.0","337.0","1247.0","4272.0","120.0","194.0","345.0","3000.0","707.0","460.0"
"237.0","365.0","1411.0","4520.0","163.0","190.0","399.0","3235.0","794.0","478.0"
"315.0","553.0","1850.0","6002.0","234.0","239.0","546.0","4385.0","1129.0","700.0"
"394.0","676.0","2221.0","6936.0","229.0","300.0","668.0","5203.0","1239.0","927.0"
"357.0","655.0","2122.0","6268.0","166.0","291.0","552.0","4883.0","1210.0","817.0"
"347.0","606.0","2125.0","6327.0","197.0","283.0","616.0","4767.0","1157.0","868.0"
"362.0","613.0","1858.0","5537.0","195.0","263.0","483.0","4306.0","1003.0","1276.0"
"292.0","418.0","1410.0","4826.0","153.0","234.0","385.0","3188.0","788.0","779.0"
"310.0","520.0","1836.0","5248.0","171.0","227.0","463.0","3574.0","815.0","698.0"
"397.0","763.0","2363.0","7064.0","197.0","276.0","599.0","5380.0","1255.0","955.0"
"395.0","846.0","2353.0","7272.0","225.0","290.0","653.0","4963.0","1261.0","958.0"
"335.0","765.0","2473.0","7114.0","231.0","345.0","742.0","4738.0","1274.0","854.0"
"330.0","805.0","2241.0","6989.0","187.0","291.0","637.0","5010.0","1145.0","867.0"
"294.0","633.0","2165.0","7190.0","191.0","281.0","524.0","4241.0","1054.0","755.0"
"267.0","491.0","1328.0","5866.0","122.0","223.0","437.0","3000.0","831.0","582.0"
"296.0","584.0","1623.0","6576.0","165.0","257.0","522.0","3663.0","862.0","921.0"
"438.0","1032.0","2485.0","9220.0","234.0","357.0","766.0","5348.0","1363.0","1294.0"
"416.0","937.0","2374.0","8945.0","220.0","390.0","731.0","4806.0","1183.0","1006.0"
"424.0","842.0","2296.0","8256.0","252.0","381.0","1078.0","5330.0","1220.0","1053.0"
"365.0","784.0","2474.0","8000.0","239.0","328.0","735.0","5219.0","1207.0","1028.0"
"381.0","637.0","2347.0","7309.0","266.0","294.0","626.0","5356.0","1131.0","910.0"
"244.0","484.0","1334.0","5525.0","160.0","250.0","485.0","4206.0","728.0","628.0"
"328.0","546.0","1801.0","6148.0","179.0","233.0","534.0","4827.0","854.0","747.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"399.0","732.0","2922.0","8030.0","216.0","362.0","704.0","6325.0","1323.0","1020.0"
"393.0","721.0","2481.0","8182.0","221.0","363.0","701.0","6119.0","1243.0","1068.0"
"742.0","961.0","2458.0","8308.0","269.0","350.0","652.0","6284.0","1214.0","3048.0"
"400.0","669.0","2015.0","7223.0","210.0","282.0","591.0","5155.0","1017.0","1562.0"
"277.0","513.0","1353.0","5483.0","135.0","248.0","428.0","4208.0","717.0","749.0"
"290.0","507.0","1517.0","6080.0","173.0","240.0","487.0","4340.0","771.0","768.0"
"549.0","930.0","2648.0","8817.0","288.0","345.0","722.0","6403.0","1173.0","1845.0"
"434.0","825.0","2746.0","8643.0","263.0","311.0","730.0","6572.0","1186.0","1092.0"
"451.0","783.0","2622.0","8911.0","264.0","323.0","689.0","6692.0","1204.0","1094.0"
"351.0","748.0","2348.0","9866.0","248.0","306.0","631.0","23077.0","1355.0","1042.0"
"303.0","600.0","2120.0","8929.0","191.0","247.0","592.0","16569.0","1050.0","821.0"
"207.0","342.0","1322.0","7198.0","148.0","241.0","407.0","4423.0","756.0","581.0"
"355.0","446.0","1502.0","6923.0","147.0","305.0","427.0","4374.0","787.0","1158.0"
"385.0","636.0","2475.0","9868.0","215.0","321.0","583.0","6848.0","1145.0","922.0"
"347.0","616.0","2614.0","9213.0","264.0","332.0","676.0","6709.0","1193.0","995.0"
"328.0","608.0","2299.0","7987.0","253.0","327.0","591.0","6032.0","1216.0","951.0"
"345.0","593.0","2153.0","7437.0","204.0","329.0","696.0","5851.0","1088.0","874.0"
"284.0","576.0","1896.0","7442.0","241.0","283.0","558.0","5093.0","998.0","813.0"
"537.0","1386.0","1274.0","5381.0","154.0","221.0","413.0","3963.0","738.0","2081.0"
"683.0","1166.0","1514.0","5661.0","169.0","224.0","476.0","4137.0","820.0","2710.0"
"950.0","1622.0","2143.0","8014.0","227.0","291.0","590.0","6022.0","1183.0","3596.0"
"1025.0","1330.0","2381.0","7711.0","219.0","288.0","636.0","5767.0","1213.0","3935.0"
"759.0","1062.0","2299.0","8114.0","167.0","324.0","687.0","6027.0","1187.0","3023.0"
"482.0","805.0","2248.0","7613.0","204.0","281.0","625.0","6001.0","1360.0","1659.0"
"361.0","640.0","1998.0","6742.0","183.0","264.0","584.0","5268.0","1125.0","1204.0"
"263.0","501.0","1353.0","5234.0","189.0","218.0","400.0","4214.0","907.0","957.0"
"310.0","489.0","1446.0","5804.0","145.0","198.0","439.0","4662.0","1027.0","1022.0"
"405.0","635.0","1871.0","6920.0","200.0","270.0","525.0","5644.0","1106.0","1295.0"
"392.0","642.0","2322.0","8203.0","238.0","278.0","668.0","6909.0","1300.0","1118.0"
"368.0","650.0","2455.0","7486.0","265.0","323.0","631.0","6373.0","1430.0","1042.0"
"366.0","635.0","2135.0","7616.0","292.0","253.0","617.0","5993.0","1337.0","1059.0"
"315.0","449.0","1783.0","6469.0","210.0","269.0","593.0","5757.0","1186.0","773.0"
"279.0","426.0","1271.0","5744.0","159.0","215.0","431.0","4882.0","937.0","649.0"
"295.0","488.0","1651.0","6091.0","168.0","225.0","477.0","4967.0","980.0","932.0"
"333.0","648.0","2115.0","7210.0","241.0","271.0","566.0","6181.0","1228.0","969.0"
"376.0","737.0","2504.0","8373.0","290.0","375.0","735.0","7234.0","1392.0","1294.0"
"303.0","636.0","2067.0","7431.0","241.0","311.0","616.0","6472.0","1313.0","894.0"
"324.0","548.0","1997.0","7164.0","208.0","300.0","600.0","6328.0","1218.0","849.0"
"306.0","564.0","1737.0","6519.0","248.0","355.0","561.0","5962.0","1175.0","865.0"
"245.0","394.0","1246.0","5390.0","158.0","201.0","420.0","4621.0","888.0","735.0"
"258.0","399.0","1457.0","5858.0","185.0","203.0","379.0","5104.0","995.0","654.0"
"318.0","590.0","2116.0","7620.0","256.0","288.0","598.0","6601.0","1381.0","878.0"
"313.0","588.0","2115.0","7552.0","232.0","296.0","613.0","6781.0","1310.0","898.0"
"272.0","625.0","1943.0","7197.0","237.0","317.0","555.0","6349.0","1285.0","924.0"
"247.0","622.0","11223.0","7375.0","237.0","306.0","623.0","6402.0","1378.0","921.0"
"262.0","456.0","1557.0","6803.0","207.0","274.0","490.0","5344.0","1074.0","727.0"
"203.0","347.0","1350.0","5642.0","169.0","226.0","429.0","4567.0","853.0","586.0"
"228.0","371.0","1421.0","6157.0","163.0","214.0","411.0","4881.0","927.0","630.0"
"343.0","575.0","1903.0","8240.0","198.0","299.0","687.0","6690.0","1254.0","900.0"
"308.0","587.0","2307.0","7504.0","246.0","271.0","690.0","7089.0","1233.0","948.0"
"298.0","565.0","1927.0","7300.0","199.0","257.0","652.0","6363.0","1327.0","921.0"
"323.0","532.0","1819.0","6924.0","211.0","267.0","641.0","6083.0","1268.0","825.0"
"241.0","423.0","1533.0","6428.0","194.0","264.0","613.0","5519.0","1121.0","785.0"
"238.0","308.0","1146.0","5163.0","155.0","232.0","396.0","4506.0","970.0","575.0"
"330.0","413.0","1481.0","5377.0","185.0","242.0","398.0","4653.0","890.0","1225.0"
"408.0","668.0","2003.0","7227.0","198.0","284.0","596.0","6602.0","1184.0","1733.0"
"515.0","864.0","2042.0","7260.0","178.0","283.0","607.0","6526.0","1368.0","3200.0"
"377.0","650.0","1883.0","6932.0","230.0","280.0","615.0","6234.0","1226.0","1993.0"
"361.0","541.0","1972.0","7016.0","296.0","292.0","595.0","5881.0","1269.0","1167.0"
"303.0","443.0","1561.0","6189.0","192.0","217.0","472.0","5186.0","1065.0","795.0"
"249.0","455.0","1246.0","5047.0","150.0","209.0","368.0","4161.0","889.0","715.0"
"279.0","549.0","1547.0","5469.0","146.0","192.0","397.0","4556.0","868.0","947.0"
"423.0","831.0","2085.0","6479.0","193.0","232.0","491.0","6407.0","1100.0","2398.0"
"362.0","564.0","2120.0","16826.0","231.0","253.0","562.0","6087.0","1223.0","1442.0"
"310.0","504.0","1855.0","23985.0","194.0","269.0","509.0","5758.0","1201.0","967.0"
"298.0","478.0","1796.0","7870.0","227.0","254.0","531.0","5702.0","1179.0","906.0"
"247.0","431.0","1450.0","6632.0","208.0","227.0","475.0","5377.0","1114.0","954.0"
"209.0","306.0","1262.0","5584.0","162.0","193.0","405.0","4575.0","867.0","703.0"
"374.0","484.0","1499.0","5915.0","169.0","222.0","340.0","4646.0","928.0","1720.0"
"422.0","652.0","1960.0","7748.0","253.0","264.0","569.0","7603.0","1365.0","2029.0"
"390.0","626.0","1843.0","7962.0","265.0","365.0","524.0","6558.0","1211.0","1601.0"
"266.0","608.0","2050.0","7704.0","245.0","411.0","496.0","5968.0","1266.0","1054.0"
"286.0","479.0","1916.0","7168.0","211.0","320.0","552.0","5825.0","1214.0","955.0"
"274.0","410.0","1449.0","6696.0","229.0","254.0","547.0","5575.0","1098.0","1216.0"
"220.0","395.0","1289.0","5916.0","179.0","224.0","403.0","4365.0","901.0","998.0"
"254.0","429.0","1515.0","5965.0","165.0","222.0","382.0","4543.0","938.0","842.0"
"291.0","528.0","2022.0","7487.0","271.0","251.0","625.0","6633.0","1184.0","998.0"
"263.0","530.0","2072.0","7673.0","214.0","259.0","585.0","6434.0","1261.0","953.0"
"527.0","698.0","1856.0","7429.0","216.0","267.0","544.0","6361.0","1319.0","3160.0"
"530.0","755.0","1595.0","7118.0","267.0","232.0","526.0","5745.0","1222.0","3920.0"
"352.0","546.0","1496.0","6471.0","244.0","245.0","477.0","5503.0","1163.0","1503.0"
"205.0","353.0","1208.0","5462.0","198.0","172.0","362.0","4201.0","862.0","819.0"
"238.0","401.0","1286.0","5589.0","376.0","183.0","402.0","4533.0","876.0","698.0"
"312.0","536.0","1902.0","7772.0","346.0","261.0","551.0","6552.0","1212.0","974.0"
"360.0","648.0","1842.0","7565.0","315.0","294.0","545.0","6480.0","1260.0","1069.0"
"297.0","543.0","2004.0","7707.0","361.0","271.0","587.0","6582.0","1253.0","1009.0"
