"Pertussis","Pathogenic_bacteria","Common_cold","Fever","Bordetella_pertussis","Airborne_disease","Pertussis_vaccine","Paroxysmal_attack","Syncope_(medicine)","Lymphocytosis"
"1731.0","567.0","2588.0","3360.0","335.0","299.0","68.0","220.0","2014.0","385.0"
"1313.0","420.0","2037.0","2780.0","224.0","244.0","55.0","187.0","1355.0","294.0"
"1577.0","455.0","2131.0","3129.0","214.0","263.0","53.0","228.0","1931.0","265.0"
"2366.0","616.0","3667.0","4242.0","386.0","395.0","80.0","251.0","2504.0","476.0"
"2286.0","648.0","2870.0","3816.0","338.0","397.0","81.0","272.0","2328.0","522.0"
"2117.0","740.0","2878.0","3858.0","447.0","395.0","109.0","259.0","2236.0","443.0"
"2302.0","677.0","2783.0","3777.0","432.0","373.0","95.0","263.0","2154.0","491.0"
"1946.0","511.0","2583.0","3236.0","344.0","270.0","98.0","237.0","2056.0","429.0"
"2513.0","364.0","1984.0","2709.0","294.0","238.0","73.0","169.0","1754.0","287.0"
"1616.0","469.0","2097.0","3125.0","258.0","273.0","51.0","185.0","1804.0","279.0"
"2100.0","746.0","2728.0","3815.0","343.0","418.0","100.0","267.0","2605.0","520.0"
"2048.0","694.0","2729.0","3754.0","287.0","449.0","101.0","251.0","2369.0","537.0"
"2170.0","758.0","2890.0","3911.0","337.0","430.0","107.0","284.0","2385.0","611.0"
"2124.0","675.0","2564.0","3584.0","302.0","323.0","95.0","243.0","2116.0","454.0"
"2633.0","485.0","2245.0","3348.0","278.0","274.0","76.0","207.0","1954.0","425.0"
"1714.0","387.0","1707.0","3109.0","218.0","257.0","56.0","165.0","1473.0","288.0"
"1484.0","491.0","1987.0","3292.0","285.0","261.0","52.0","203.0","1579.0","276.0"
"2022.0","728.0","2538.0","3799.0","301.0","401.0","94.0","245.0","2586.0","482.0"
"2120.0","692.0","2643.0","3817.0","345.0","424.0","78.0","268.0","2276.0","547.0"
"2102.0","654.0","2596.0","3868.0","476.0","367.0","85.0","226.0","2305.0","527.0"
"2032.0","633.0","2452.0","3513.0","469.0","390.0","72.0","233.0","2210.0","479.0"
"1588.0","503.0","2117.0","3142.0","254.0","338.0","81.0","147.0","1946.0","424.0"
"1163.0","410.0","1757.0","2684.0","204.0","233.0","34.0","135.0","1441.0","365.0"
"1173.0","476.0","1980.0","2857.0","237.0","284.0","43.0","180.0","1424.0","259.0"
"1828.0","604.0","2617.0","3591.0","264.0","420.0","78.0","237.0","2144.0","483.0"
"1841.0","732.0","2988.0","3871.0","315.0","350.0","80.0","242.0","2468.0","558.0"
"1698.0","646.0","2556.0","3632.0","306.0","346.0","96.0","195.0","2329.0","510.0"
"1695.0","641.0","2561.0","3763.0","296.0","362.0","84.0","225.0","2487.0","458.0"
"1501.0","532.0","1963.0","3238.0","201.0","235.0","80.0","190.0","1930.0","353.0"
"1118.0","436.0","1610.0","2584.0","199.0","243.0","38.0","156.0","1393.0","295.0"
"1088.0","456.0","1739.0","2837.0","189.0","257.0","54.0","152.0","1408.0","293.0"
"1532.0","520.0","2348.0","3770.0","268.0","289.0","86.0","194.0","2091.0","388.0"
"1665.0","688.0","2486.0","3815.0","288.0","348.0","86.0","200.0","2197.0","422.0"
"1609.0","557.0","2427.0","3790.0","272.0","291.0","70.0","180.0","2200.0","499.0"
"1372.0","497.0","2102.0","3079.0","195.0","265.0","49.0","151.0","1634.0","363.0"
"1214.0","399.0","1765.0","3019.0","220.0","234.0","73.0","132.0","1590.0","327.0"
"997.0","381.0","1666.0","2593.0","172.0","232.0","53.0","123.0","1278.0","260.0"
"1112.0","443.0","1807.0","2965.0","200.0","278.0","52.0","164.0","1396.0","252.0"
"1512.0","577.0","2379.0","3671.0","285.0","327.0","66.0","209.0","2234.0","434.0"
"1641.0","582.0","2482.0","3684.0","304.0","334.0","85.0","220.0","2234.0","488.0"
"1692.0","550.0","2310.0","3620.0","267.0","364.0","96.0","162.0","2183.0","525.0"
"1824.0","504.0","2217.0","3444.0","272.0","322.0","84.0","193.0","2037.0","422.0"
"1572.0","448.0","2024.0","3097.0","206.0","255.0","190.0","155.0","1761.0","424.0"
"1199.0","346.0","1496.0","2458.0","158.0","207.0","177.0","146.0","1308.0","285.0"
"1247.0","369.0","1733.0","2785.0","177.0","253.0","173.0","136.0","1311.0","221.0"
"1541.0","513.0","2487.0","3592.0","254.0","309.0","69.0","201.0","2188.0","434.0"
"1604.0","505.0","2363.0","3652.0","264.0","316.0","84.0","225.0","2177.0","401.0"
"1672.0","544.0","2440.0","3550.0","273.0","303.0","82.0","193.0","2141.0","406.0"
"1753.0","595.0","2175.0","3507.0","272.0","288.0","63.0","192.0","2046.0","455.0"
"1702.0","390.0","1949.0","3008.0","196.0","241.0","50.0","154.0","1796.0","395.0"
"1154.0","359.0","1413.0","2722.0","165.0","212.0","54.0","118.0","1322.0","296.0"
"1127.0","365.0","1639.0","3141.0","181.0","283.0","39.0","140.0","1369.0","297.0"
"1604.0","547.0","2207.0","3699.0","223.0","351.0","77.0","178.0","2169.0","442.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"593.0","177.0","695.0","1162.0","120.0","92.0","45.0","64.0","825.0","190.0"
"1654.0","443.0","1888.0","3019.0","197.0","266.0","69.0","164.0","1673.0","379.0"
"1404.0","390.0","1663.0","2777.0","231.0","212.0","70.0","150.0","1448.0","387.0"
"1029.0","340.0","1381.0","2274.0","143.0","219.0","44.0","111.0","1071.0","319.0"
"1405.0","417.0","1551.0","2383.0","144.0","227.0","38.0","124.0","1097.0","194.0"
"1478.0","493.0","2047.0","3300.0","269.0","316.0","52.0","199.0","1725.0","391.0"
"1442.0","511.0","2070.0","2771.0","240.0","249.0","63.0","172.0","1719.0","352.0"
"2013.0","491.0","2011.0","2686.0","342.0","245.0","50.0","180.0","1757.0","404.0"
"1706.0","776.0","1831.0","2768.0","215.0","240.0","98.0","171.0","1579.0","381.0"
"1277.0","493.0","1717.0","2529.0","187.0","197.0","88.0","150.0","1529.0","354.0"
"1000.0","322.0","1510.0","2113.0","133.0","176.0","34.0","132.0","1039.0","271.0"
"919.0","351.0","1599.0","2285.0","196.0","262.0","47.0","117.0","1021.0","250.0"
"1387.0","457.0","1997.0","2828.0","227.0","301.0","68.0","137.0","1507.0","356.0"
"1484.0","492.0","2058.0","2684.0","229.0","270.0","87.0","165.0","1582.0","375.0"
"1599.0","517.0","2093.0","2628.0","223.0","320.0","73.0","167.0","1658.0","451.0"
"1317.0","468.0","1874.0","2430.0","220.0","205.0","67.0","191.0","1681.0","427.0"
"1166.0","400.0","1840.0","2577.0","178.0","234.0","62.0","156.0","1599.0","309.0"
"946.0","313.0","1525.0","2463.0","147.0","161.0","34.0","97.0","1109.0","224.0"
"1076.0","355.0","1757.0","2763.0","171.0","229.0","43.0","130.0","1199.0","233.0"
"1384.0","446.0","2048.0","3253.0","241.0","250.0","66.0","184.0","1728.0","363.0"
"1388.0","515.0","2296.0","3408.0","262.0","222.0","75.0","180.0","1957.0","445.0"
"1420.0","440.0","2192.0","3181.0","227.0","251.0","97.0","182.0","1862.0","411.0"
"1487.0","463.0","2085.0","2959.0","239.0","234.0","94.0","184.0","1668.0","400.0"
"1247.0","428.0","1953.0","2861.0","194.0","227.0","58.0","134.0","1628.0","380.0"
"1095.0","313.0","2389.0","2565.0","133.0","195.0","65.0","120.0","1158.0","249.0"
"1184.0","338.0","1705.0","2700.0","143.0","245.0","43.0","1092.0","1143.0","235.0"
"1752.0","533.0","2192.0","3229.0","225.0","270.0","77.0","352.0","1811.0","360.0"
"1587.0","470.0","1850.0","2689.0","324.0","194.0","66.0","252.0","1647.0","396.0"
"1537.0","465.0","2048.0","2819.0","335.0","216.0","89.0","229.0","1806.0","405.0"
"1559.0","449.0","1891.0","2889.0","265.0","261.0","83.0","240.0","1727.0","360.0"
"1413.0","397.0","1790.0","2656.0","271.0","231.0","71.0","169.0","1581.0","319.0"
"889.0","304.0","1418.0","2170.0","137.0","204.0","47.0","152.0","1027.0","258.0"
"950.0","318.0","1708.0","2391.0","121.0","225.0","59.0","122.0","1052.0","211.0"
"1498.0","448.0","2044.0","2993.0","194.0","271.0","60.0","154.0","1637.0","309.0"
"1504.0","498.0","2090.0","3153.0","250.0","295.0","53.0","166.0","1750.0","372.0"
"1365.0","553.0","2162.0","2984.0","290.0","280.0","68.0","175.0","1787.0","449.0"
"1273.0","472.0","2209.0","3136.0","195.0","289.0","60.0","175.0","1613.0","402.0"
"1198.0","397.0","2201.0","2926.0","201.0","214.0","66.0","149.0","1438.0","414.0"
"958.0","291.0","1625.0","2441.0","144.0","186.0","59.0","119.0","1064.0","232.0"
"1103.0","348.0","1779.0","2559.0","277.0","240.0","57.0","104.0","972.0","271.0"
"1940.0","444.0","2098.0","2946.0","289.0","234.0","71.0","155.0","1286.0","354.0"
"2058.0","510.0","2421.0","3103.0","300.0","285.0","68.0","255.0","1664.0","381.0"
"2055.0","554.0","2443.0","3305.0","376.0","341.0","95.0","214.0","1791.0","397.0"
"2203.0","570.0","2379.0","3220.0","418.0","270.0","87.0","195.0","1715.0","395.0"
"1811.0","498.0","2199.0","2930.0","343.0","231.0","73.0","181.0","1479.0","369.0"
"1519.0","384.0","1921.0","2448.0","184.0","184.0","58.0","159.0","1131.0","245.0"
"1158.0","542.0","2123.0","2808.0","214.0","230.0","36.0","174.0","1148.0","261.0"
"1730.0","687.0","2720.0","3256.0","380.0","310.0","80.0","229.0","1806.0","388.0"
"1764.0","615.0","2890.0","4239.0","355.0","355.0","92.0","237.0","1864.0","388.0"
"1989.0","619.0","2744.0","3493.0","351.0","299.0","103.0","200.0","1779.0","417.0"
"2111.0","612.0","2740.0","3562.0","403.0","301.0","91.0","229.0","1831.0","360.0"
"1736.0","533.0","2559.0","3798.0","385.0","277.0","67.0","188.0","1652.0","277.0"
"1286.0","443.0","2173.0","3291.0","360.0","227.0","71.0","145.0","1120.0","249.0"
"1145.0","515.0","2564.0","2848.0","299.0","327.0","64.0","183.0","1176.0","229.0"
"1558.0","658.0","3186.0","3592.0","236.0","360.0","87.0","254.0","1780.0","445.0"
"1697.0","716.0","3425.0","3570.0","366.0","314.0","91.0","237.0","1835.0","422.0"
"1634.0","643.0","3581.0","3562.0","368.0","315.0","82.0","194.0","1856.0","418.0"
"1495.0","660.0","3216.0","3388.0","271.0","386.0","85.0","214.0","1746.0","383.0"
"1540.0","543.0","3093.0","3259.0","282.0","303.0","79.0","221.0","1639.0","368.0"
"1065.0","427.0","2449.0","2654.0","188.0","203.0","48.0","159.0","1046.0","261.0"
"1122.0","480.0","2791.0","2907.0","190.0","880.0","63.0","205.0","1084.0","229.0"
"1627.0","622.0","3456.0","3587.0","300.0","520.0","78.0","227.0","1830.0","374.0"
"1726.0","743.0","3483.0","3676.0","326.0","364.0","84.0","195.0","1946.0","493.0"
"1552.0","604.0","3573.0","3644.0","298.0","381.0","87.0","246.0","1831.0","429.0"
"1626.0","599.0","3263.0","3327.0","327.0","416.0","108.0","230.0","1806.0","388.0"
"1533.0","518.0","2948.0","3015.0","270.0","296.0","88.0","182.0","1683.0","369.0"
"1358.0","405.0","2400.0","2590.0","218.0","234.0","101.0","128.0","2216.0","229.0"
"1175.0","473.0","2685.0","2846.0","273.0","280.0","61.0","199.0","1159.0","244.0"
"1754.0","702.0","3490.0","3564.0","279.0","368.0","102.0","255.0","1833.0","406.0"
"2294.0","774.0","3707.0","3820.0","364.0","390.0","122.0","289.0","1991.0","432.0"
"2213.0","832.0","3518.0","3738.0","381.0","411.0","90.0","256.0","1981.0","447.0"
"1969.0","718.0","3362.0","3694.0","399.0","372.0","112.0","250.0","1951.0","453.0"
"1706.0","612.0","2926.0","3450.0","317.0","285.0","101.0","234.0","1584.0","369.0"
"1116.0","397.0","2294.0","2852.0","194.0","270.0","58.0","171.0","1221.0","285.0"
"1295.0","542.0","2562.0","3125.0","313.0","284.0","56.0","206.0","1316.0","257.0"
"1764.0","678.0","3322.0","3841.0","345.0","388.0","63.0","289.0","2001.0","376.0"
"1773.0","769.0","3432.0","3730.0","353.0","404.0","88.0","280.0","1989.0","458.0"
"1706.0","698.0","3212.0","3738.0","380.0","376.0","86.0","259.0","1959.0","467.0"
"1778.0","644.0","3312.0","3487.0","411.0","423.0","86.0","251.0","1972.0","396.0"
"1329.0","580.0","2601.0","3166.0","309.0","333.0","57.0","200.0","1750.0","363.0"
"985.0","391.0","2053.0","2538.0","199.0","251.0","60.0","184.0","1095.0","278.0"
"1054.0","452.0","2279.0","2718.0","233.0","252.0","41.0","191.0","1273.0","251.0"
"1548.0","608.0","3061.0","3308.0","400.0","378.0","69.0","209.0","1784.0","376.0"
"1585.0","698.0","3060.0","3412.0","357.0","340.0","79.0","282.0","1842.0","411.0"
"1609.0","711.0","3096.0","3426.0","343.0","369.0","101.0","260.0","1919.0","425.0"
"1544.0","664.0","3132.0","3600.0","344.0","368.0","76.0","266.0","2037.0","414.0"
"1370.0","624.0","2813.0","3242.0","294.0","318.0","95.0","224.0","3550.0","378.0"
"1010.0","497.0","2195.0","2675.0","223.0","233.0","51.0","187.0","2447.0","269.0"
"1115.0","495.0","2287.0","2826.0","228.0","317.0","38.0","215.0","1864.0","250.0"
"1692.0","627.0","3289.0","3631.0","380.0","378.0","89.0","239.0","2331.0","423.0"
"1697.0","717.0","3375.0","3827.0","354.0","394.0","97.0","304.0","2423.0","452.0"
"1646.0","713.0","3301.0","3560.0","418.0","368.0","79.0","245.0","2096.0","416.0"
"1738.0","605.0","3303.0","3478.0","347.0","386.0","69.0","274.0","2095.0","449.0"
"1428.0","486.0","3043.0","3109.0","291.0","360.0","68.0","214.0","2411.0","336.0"
"1040.0","382.0","2513.0","2681.0","234.0","260.0","44.0","149.0","1693.0","246.0"
"1070.0","440.0","2603.0","3022.0","236.0","264.0","30.0","211.0","1640.0","272.0"
"1753.0","629.0","3327.0","3611.0","319.0","371.0","62.0","281.0","2312.0","406.0"
"1832.0","664.0","3336.0","3802.0","371.0","377.0","85.0","250.0","2313.0","464.0"
"1673.0","750.0","3401.0","3594.0","334.0","383.0","80.0","243.0","1960.0","422.0"
"1591.0","623.0","2966.0","3286.0","300.0","280.0","84.0","224.0","1934.0","391.0"
"20680.0","463.0","2730.0","2870.0","342.0","297.0","69.0","182.0","2346.0","312.0"
"2138.0","405.0","2209.0","2516.0","229.0","230.0","33.0","159.0","1616.0","268.0"
"1211.0","479.0","2395.0","2552.0","294.0","268.0","44.0","204.0","1604.0","264.0"
"1675.0","712.0","3638.0","3410.0","413.0","481.0","69.0","291.0","2134.0","398.0"
"1917.0","747.0","3522.0","3328.0","378.0","419.0","88.0","267.0","1974.0","430.0"
"1805.0","796.0","3526.0","3607.0","358.0","534.0","68.0","273.0","2253.0","432.0"
"2033.0","738.0","3358.0","3405.0","379.0","447.0","79.0","252.0","2024.0","423.0"
"2084.0","592.0","2766.0","2946.0","306.0","401.0","44.0","249.0","2258.0","415.0"
"1672.0","405.0","2380.0","2493.0","229.0","322.0","39.0","195.0","1487.0","308.0"
"1640.0","540.0","3115.0","2974.0","278.0","365.0","55.0","202.0","1481.0","236.0"
"2172.0","673.0","4130.0","4444.0","405.0","475.0","92.0","292.0","2360.0","443.0"
"2796.0","684.0","4414.0","4655.0","414.0","499.0","123.0","324.0","2305.0","491.0"
"2889.0","708.0","4636.0","5020.0","452.0","490.0","132.0","302.0","2412.0","508.0"
"2735.0","698.0","4464.0","4468.0","438.0","405.0","118.0","265.0","2243.0","481.0"
"2312.0","560.0","4098.0","4119.0","380.0","407.0","99.0","267.0","2309.0","427.0"
"1856.0","468.0","3445.0","3505.0","345.0","292.0","60.0","222.0","1747.0","320.0"
"1669.0","535.0","3450.0","3783.0","338.0","367.0","76.0","235.0","1690.0","321.0"
"2377.0","648.0","4575.0","4896.0","481.0","455.0","106.0","285.0","2292.0","460.0"
"2327.0","664.0","4393.0","4570.0","448.0","523.0","99.0","272.0","2299.0","479.0"
"1861.0","604.0","3601.0","4406.0","516.0","451.0","77.0","270.0","1991.0","420.0"
"1779.0","595.0","3661.0","4296.0","449.0","463.0","146.0","214.0","2005.0","420.0"
"1845.0","468.0","3377.0","3777.0","460.0","321.0","106.0","191.0","1987.0","361.0"
"1258.0","340.0","2392.0","2775.0","275.0","249.0","78.0","161.0","1401.0","258.0"
"1226.0","425.0","2774.0","2474.0","340.0","323.0","75.0","181.0","1299.0","237.0"
"2000.0","611.0","3901.0","3358.0","463.0","373.0","104.0","239.0","2007.0","370.0"
"2189.0","610.0","3692.0","3330.0","470.0","436.0","106.0","222.0","1907.0","399.0"
"1921.0","500.0","3529.0","3045.0","391.0","351.0","113.0","193.0","1685.0","384.0"
"1506.0","435.0","2816.0","2630.0","300.0","300.0","125.0","183.0","1306.0","299.0"
"1333.0","331.0","2850.0","2345.0","304.0","312.0","127.0","134.0","1277.0","302.0"
"1266.0","332.0","2449.0","2216.0","297.0","318.0","118.0","125.0","1165.0","244.0"
"1149.0","415.0","2745.0","2523.0","311.0","366.0","87.0","180.0","1316.0","249.0"
"1621.0","658.0","3706.0","3449.0","522.0","434.0","98.0","233.0","1921.0","407.0"
"1840.0","735.0","3930.0","3511.0","597.0","455.0","158.0","242.0","1969.0","449.0"
"2123.0","845.0","4349.0","3731.0","581.0","480.0","107.0","246.0","2152.0","400.0"
"2086.0","881.0","4212.0","3302.0","606.0","471.0","138.0","235.0","2103.0","401.0"
"1745.0","801.0","3484.0","3015.0","491.0","284.0","121.0","151.0","2198.0","313.0"
"1327.0","666.0","3005.0","2526.0","330.0","309.0","94.0","163.0","1616.0","281.0"
"1289.0","732.0","3411.0","2886.0","351.0","349.0","88.0","175.0","1444.0","251.0"
"2327.0","791.0","4414.0","3704.0","466.0","419.0","104.0","188.0","2309.0","375.0"
"2059.0","822.0","4384.0","3565.0","454.0","498.0","131.0","190.0","2080.0","413.0"
"2268.0","747.0","4380.0","3450.0","514.0","533.0","103.0","178.0","1749.0","325.0"
"2186.0","571.0","3202.0","2725.0","396.0","313.0","100.0","120.0","1738.0","379.0"
"1417.0","453.0","2654.0","2374.0","315.0","285.0","69.0","74.0","2133.0","306.0"
"1061.0","353.0","1935.0","1951.0","236.0","189.0","50.0","82.0","1356.0","189.0"
"972.0","366.0","2290.0","2203.0","260.0","262.0","52.0","99.0","1315.0","181.0"
"1434.0","462.0","3097.0","2623.0","300.0","281.0","73.0","101.0","1752.0","331.0"
"1421.0","457.0","3041.0","2520.0","290.0","302.0","75.0","104.0","1703.0","298.0"
"1346.0","487.0","2901.0","2643.0","277.0","259.0","87.0","119.0","1738.0","324.0"
"1436.0","402.0","2895.0","2332.0","260.0","227.0","92.0","111.0","1535.0","355.0"
"1292.0","290.0","2360.0","2054.0","226.0","199.0","71.0","83.0","1554.0","308.0"
"943.0","204.0","2003.0","1853.0","141.0","169.0","38.0","67.0","997.0","200.0"
"855.0","210.0","2223.0","1969.0","133.0","164.0","36.0","75.0","982.0","176.0"
"1050.0","266.0","2434.0","2169.0","138.0","146.0","64.0","69.0","1197.0","270.0"
"895.0","222.0","2098.0","1970.0","123.0","157.0","47.0","66.0","1085.0","219.0"
"660.0","197.0","1626.0","1706.0","80.0","161.0","28.0","63.0","749.0","143.0"
"939.0","249.0","2443.0","2060.0","132.0","175.0","61.0","71.0","1145.0","200.0"
"961.0","227.0","2646.0","2438.0","134.0","175.0","63.0","81.0","1285.0","254.0"
"882.0","221.0","2691.0","2288.0","114.0","166.0","43.0","61.0","1028.0","175.0"
"827.0","205.0","2693.0","2194.0","126.0","134.0","38.0","69.0","1110.0","132.0"
"1138.0","252.0","3039.0","2585.0","143.0","192.0","61.0","73.0","1296.0","233.0"
"1077.0","220.0","2834.0","2242.0","139.0","194.0","52.0","90.0","1297.0","210.0"
"813.0","234.0","2293.0","1995.0","95.0","152.0","46.0","68.0","966.0","138.0"
"1220.0","274.0","2900.0","2665.0","161.0","233.0","58.0","98.0","1327.0","239.0"
"1279.0","306.0","3435.0","2797.0","199.0","325.0","78.0","92.0","1524.0","286.0"
"1113.0","253.0","2645.0","2420.0","148.0","240.0","53.0","79.0","1116.0","194.0"
"227.0","44.0","619.0","594.0","50.0","26.0","11.0","15.0","255.0","32.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2087.0","531.0","3894.0","3405.0","289.0","353.0","108.0","130.0","1764.0","420.0"
"2162.0","518.0","3670.0","3277.0","283.0","317.0","158.0","129.0","1799.0","373.0"
"1802.0","476.0","3686.0","3067.0","274.0","420.0","103.0","108.0","1839.0","328.0"
"1752.0","453.0","3993.0","2754.0","236.0","291.0","97.0","122.0","1719.0","374.0"
