"Hepatitis","Hepatitis_A#Virology","Jaundice","Hepatitis_B","Hepatitis_C","Hepatitis_A_vaccine","Viral_hepatitis","World_Hepatitis_Day","Picornavirales","Hepatitis_A"
"2961.0","2096.0","3900.0","4496.0","5060.0","266.0","355.0","77.0","12.0","2096.0"
"2853.0","2089.0","3877.0","4515.0","5262.0","266.0","376.0","76.0","14.0","2089.0"
"2779.0","1870.0","3844.0","4314.0","4770.0","241.0","342.0","71.0","17.0","1870.0"
"2865.0","1996.0","3927.0","4472.0","5142.0","258.0","348.0","71.0","10.0","1996.0"
"2596.0","1751.0","3498.0","4075.0","4894.0","213.0","319.0","63.0","11.0","1751.0"
"2214.0","1451.0","3354.0","3128.0","3660.0","158.0","287.0","41.0","12.0","1451.0"
"2226.0","1414.0","3313.0","2996.0","3743.0","141.0","270.0","48.0","6.0","1414.0"
"3015.0","2149.0","4042.0","4721.0","5557.0","269.0","355.0","73.0","15.0","2149.0"
"3248.0","2137.0","3983.0","4640.0","5312.0","288.0","377.0","111.0","20.0","2137.0"
"3038.0","2253.0","3869.0","4726.0","5791.0","271.0","352.0","113.0","21.0","2253.0"
"2846.0","2050.0","3847.0","4687.0","5491.0","250.0","339.0","109.0","13.0","2050.0"
"2588.0","1886.0","3777.0","4252.0","5338.0","228.0","324.0","111.0","6.0","1886.0"
"2323.0","1436.0","3265.0","3461.0","4133.0","186.0","273.0","86.0","16.0","1436.0"
"2247.0","1331.0","3316.0","3074.0","3880.0","152.0","244.0","63.0","10.0","1331.0"
"2862.0","1957.0","4084.0","4454.0","5322.0","277.0","399.0","100.0","15.0","1957.0"
"3052.0","2076.0","4177.0","4661.0","5599.0","273.0","369.0","112.0","17.0","2076.0"
"3140.0","2110.0","4052.0","4694.0","6114.0","234.0","435.0","101.0","24.0","2110.0"
"3014.0","1992.0","3872.0","4638.0","6410.0","274.0","506.0","126.0","9.0","1992.0"
"3009.0","2255.0","3751.0","4803.0","12478.0","255.0","398.0","105.0","15.0","2255.0"
"2239.0","1447.0","3150.0","3437.0","5973.0","148.0","283.0","84.0","6.0","1447.0"
"2217.0","1463.0","3034.0","3135.0","4290.0","128.0","322.0","81.0","6.0","1463.0"
"3106.0","2074.0","3909.0","4600.0","6063.0","274.0","406.0","203.0","14.0","2074.0"
"3131.0","2232.0","4055.0","4843.0","6227.0","315.0","465.0","242.0","9.0","2232.0"
"3544.0","2378.0","4236.0","5208.0","8060.0","250.0","583.0","281.0","11.0","2378.0"
"3660.0","2470.0","4012.0","5511.0","9019.0","279.0","512.0","418.0","16.0","2470.0"
"3747.0","2300.0","3799.0","5337.0","9181.0","249.0","415.0","596.0","10.0","2300.0"
"2991.0","1632.0","3127.0","4323.0","6384.0","153.0","290.0","2600.0","14.0","1632.0"
"3205.0","2185.0","3319.0","4558.0","13165.0","157.0","447.0","281.0","7.0","2185.0"
"3555.0","2378.0","3818.0","5430.0","13953.0","239.0","461.0","152.0","9.0","2378.0"
"3141.0","2221.0","3936.0","4965.0","9501.0","251.0","341.0","83.0","22.0","2221.0"
"3030.0","2552.0","3928.0","4790.0","6037.0","223.0","396.0","66.0","10.0","2552.0"
"3077.0","6474.0","3710.0","5014.0","6924.0","301.0","475.0","51.0","9.0","6474.0"
"2892.0","2686.0","3389.0","4119.0","5895.0","212.0","402.0","58.0","14.0","2686.0"
"2069.0","1611.0","2881.0","2998.0","4026.0","113.0","355.0","28.0","8.0","1611.0"
"2229.0","1524.0","3114.0","2933.0","3969.0","141.0","309.0","29.0","13.0","1524.0"
"2612.0","2036.0","3584.0","3960.0","5055.0","197.0","380.0","52.0","9.0","2036.0"
"2941.0","2145.0","3789.0","4549.0","5470.0","227.0","425.0","48.0","13.0","2145.0"
"2994.0","2236.0","3866.0","4688.0","5751.0","240.0","434.0","37.0","11.0","2236.0"
"2947.0","2243.0","3971.0","4590.0","5689.0","242.0","370.0","52.0","6.0","2243.0"
"2559.0","2021.0","3629.0","4397.0","5244.0","234.0","333.0","38.0","14.0","2021.0"
"2273.0","1495.0","3087.0","3241.0","4074.0","128.0","254.0","26.0","10.0","1495.0"
"2151.0","1486.0","3094.0","3069.0","3857.0","136.0","304.0","19.0","4.0","1486.0"
"2942.0","2259.0","4079.0","4573.0","5430.0","255.0","371.0","43.0","7.0","2259.0"
"3431.0","2505.0","4269.0","5215.0","6172.0","233.0","446.0","38.0","10.0","2505.0"
"2773.0","2331.0","3637.0","4495.0","5587.0","219.0","368.0","43.0","18.0","2331.0"
"2836.0","2348.0","3576.0","4568.0","9111.0","239.0","371.0","28.0","13.0","2348.0"
"2927.0","2669.0","3557.0","5266.0","16797.0","263.0","491.0","25.0","11.0","2669.0"
"2208.0","1620.0","3169.0","3517.0","6173.0","121.0","440.0","28.0","6.0","1620.0"
"1948.0","1415.0","2897.0","2939.0","4897.0","120.0","333.0","22.0","11.0","1415.0"
"2616.0","2118.0","3572.0","4315.0","6759.0","255.0","357.0","20.0","13.0","2118.0"
"2699.0","2298.0","4004.0","4456.0","6188.0","248.0","449.0","43.0","14.0","2298.0"
"2892.0","2144.0","3809.0","4474.0","6121.0","241.0","453.0","22.0","14.0","2144.0"
"2691.0","2278.0","3867.0","4525.0","6347.0","216.0","394.0","36.0","10.0","2278.0"
"2514.0","2114.0","3510.0","4059.0","5599.0","216.0","358.0","31.0","5.0","2114.0"
"2074.0","1515.0","3110.0","3231.0","4334.0","120.0","284.0","18.0","7.0","1515.0"
"2044.0","1462.0","3194.0","2987.0","3993.0","110.0","347.0","17.0","12.0","1462.0"
"2754.0","2087.0","3877.0","4372.0","5858.0","259.0","379.0","29.0","12.0","2087.0"
"3000.0","2310.0","3985.0","4625.0","6024.0","276.0","391.0","42.0","13.0","2310.0"
"3022.0","2293.0","3983.0","4563.0","5681.0","245.0","383.0","22.0","16.0","2293.0"
"3011.0","2255.0","3969.0","4600.0","5757.0","244.0","358.0","39.0","17.0","2255.0"
"2707.0","2102.0","3521.0","4152.0","5043.0","219.0","409.0","30.0","12.0","2102.0"
"1996.0","1484.0","3002.0","3067.0","4044.0","117.0","345.0","17.0","10.0","1484.0"
"2014.0","1400.0","3198.0","3054.0","3618.0","137.0","271.0","28.0","8.0","1400.0"
"2550.0","1881.0","3788.0","3915.0","4530.0","191.0","357.0","19.0","16.0","1881.0"
"2981.0","2253.0","5010.0","4781.0","5414.0","222.0","499.0","14.0","11.0","2253.0"
"2775.0","2313.0","4123.0","5234.0","6091.0","275.0","469.0","37.0","25.0","2313.0"
"2780.0","2280.0","4046.0","5069.0","5746.0","215.0","423.0","16.0","13.0","2280.0"
"3553.0","2264.0","3910.0","4663.0","5381.0","227.0","425.0","37.0","12.0","2264.0"
"2580.0","1840.0","3520.0","3441.0","4409.0","117.0","268.0","42.0","17.0","1840.0"
"2345.0","1703.0","3486.0","3466.0","4173.0","140.0","367.0","27.0","13.0","1703.0"
"3131.0","2490.0","4362.0","5075.0","5774.0","257.0","514.0","38.0","14.0","2490.0"
"3411.0","2656.0","4455.0","5566.0","6203.0","255.0","462.0","32.0","21.0","2656.0"
"2893.0","2375.0","4206.0","5060.0","5842.0","242.0","432.0","38.0","20.0","2375.0"
"3065.0","2278.0","4244.0","4705.0","5778.0","223.0","385.0","23.0","14.0","2278.0"
"2711.0","2185.0","3950.0","4359.0","5270.0","203.0","382.0","30.0","19.0","2185.0"
"2092.0","1556.0","3095.0","3054.0","4150.0","115.0","276.0","16.0","11.0","1556.0"
"2246.0","1537.0","3396.0","3235.0","4010.0","128.0","305.0","20.0","16.0","1537.0"
"2908.0","2225.0","4144.0","4792.0","5517.0","232.0","391.0","38.0","12.0","2225.0"
"2943.0","2367.0","4353.0","5004.0","5683.0","230.0","460.0","41.0","23.0","2367.0"
"3203.0","2433.0","4201.0","5158.0","5964.0","249.0","442.0","35.0","8.0","2433.0"
"3033.0","2462.0","4208.0","5067.0","5746.0","242.0","399.0","32.0","17.0","2462.0"
"2850.0","2346.0","3887.0","4856.0","5570.0","246.0","413.0","18.0","42.0","2346.0"
"2133.0","1569.0","3071.0","3336.0","4041.0","132.0","301.0","12.0","18.0","1569.0"
"2392.0","1584.0","3638.0","3484.0","4540.0","161.0","378.0","36.0","14.0","1584.0"
"3348.0","2634.0","4597.0","5384.0","6520.0","263.0","527.0","37.0","21.0","2634.0"
"3156.0","2546.0","4393.0","5420.0","6975.0","282.0","448.0","33.0","17.0","2546.0"
"3299.0","2419.0","4471.0","5175.0","7007.0","223.0","489.0","28.0","17.0","2419.0"
"3328.0","2352.0","4422.0","5275.0","6778.0","267.0","469.0","45.0","18.0","2352.0"
"2938.0","2056.0","3863.0","4524.0","5988.0","227.0","486.0","44.0","20.0","2056.0"
"2154.0","1526.0","3308.0","3191.0","4379.0","130.0","311.0","23.0","8.0","1526.0"
"2463.0","1643.0","3723.0","3380.0","4590.0","178.0","439.0","24.0","17.0","1643.0"
"3091.0","2296.0","4486.0","4702.0","5847.0","243.0","477.0","63.0","14.0","2296.0"
"3396.0","2540.0","5031.0","5333.0","6000.0","285.0","582.0","50.0","16.0","2540.0"
"3515.0","2599.0","5021.0","5419.0","6279.0","281.0","633.0","41.0","23.0","2599.0"
"3821.0","2345.0","4415.0","5242.0","6074.0","258.0","517.0","41.0","14.0","2345.0"
"3927.0","2079.0","3931.0","4682.0","5553.0","198.0","451.0","35.0","27.0","2079.0"
"2310.0","1530.0","3521.0","3607.0","4346.0","133.0","315.0","21.0","15.0","1530.0"
"2380.0","1482.0","3615.0","3323.0","3958.0","124.0","464.0","43.0","14.0","1482.0"
"3236.0","2181.0","4514.0","5071.0","5567.0","251.0","430.0","41.0","13.0","2181.0"
"3370.0","2505.0","5132.0","5556.0","5935.0","298.0","567.0","30.0","26.0","2505.0"
"3258.0","2425.0","5098.0","5579.0","6234.0","275.0","493.0","50.0","27.0","2425.0"
"3212.0","2415.0","4515.0","5448.0","6168.0","264.0","477.0","26.0","19.0","2415.0"
"2796.0","2081.0","3987.0","5173.0","5307.0","265.0","485.0","22.0","9.0","2081.0"
"2332.0","1560.0","3584.0","3713.0","4227.0","169.0","321.0","30.0","9.0","1560.0"
"2496.0","1545.0","3712.0","4071.0","4132.0","157.0","373.0","25.0","13.0","1545.0"
"3729.0","2555.0","4888.0","6027.0","9939.0","273.0","560.0","29.0","10.0","2555.0"
"3243.0","2554.0","4520.0","5398.0","6233.0","271.0","523.0","39.0","19.0","2554.0"
"3319.0","2513.0","4366.0","5244.0","5933.0","290.0","462.0","30.0","15.0","2513.0"
"3189.0","2318.0","4599.0","5305.0","5908.0","245.0","491.0","37.0","10.0","2318.0"
"3118.0","2249.0","4303.0","4897.0","5426.0","238.0","437.0","36.0","13.0","2249.0"
"2279.0","1556.0","3273.0","3816.0","4310.0","147.0","320.0","15.0","8.0","1556.0"
"2532.0","1560.0","3652.0","3318.0","4386.0","151.0","350.0","18.0","21.0","1560.0"
"3132.0","2461.0","4821.0","4914.0","5821.0","309.0","543.0","33.0","12.0","2461.0"
"3422.0","2741.0","10399.0","5598.0","8905.0","248.0","463.0","26.0","21.0","2741.0"
"3333.0","2665.0","6705.0","6131.0","6238.0","305.0","446.0","30.0","13.0","2665.0"
"3234.0","2430.0","5363.0","5721.0","6133.0","280.0","437.0","31.0","19.0","2430.0"
"2716.0","2004.0","4107.0","4710.0","4878.0","232.0","350.0","17.0","18.0","2004.0"
"2226.0","1472.0","3749.0","3229.0","3826.0","168.0","315.0","31.0","11.0","1472.0"
"2196.0","1440.0","3824.0","3137.0","3600.0","166.0","331.0","18.0","14.0","1440.0"
"3018.0","2219.0","4798.0","4808.0","11200.0","270.0","414.0","25.0","14.0","2219.0"
"3179.0","2276.0","4608.0","5180.0","6415.0","328.0","492.0","31.0","11.0","2276.0"
"3282.0","2336.0","4600.0","5112.0","5514.0","260.0","425.0","28.0","17.0","2336.0"
"3047.0","2260.0","4543.0","4864.0","5592.0","257.0","442.0","37.0","13.0","2260.0"
"2671.0","2073.0","4066.0","4366.0","5459.0","236.0","438.0","35.0","9.0","2073.0"
"2244.0","1590.0","3441.0","3689.0","4277.0","169.0","371.0","27.0","8.0","1590.0"
"2687.0","1751.0","4092.0","3816.0","4467.0","164.0","385.0","28.0","19.0","1751.0"
"3533.0","2573.0","5137.0","5415.0","6137.0","282.0","527.0","33.0","19.0","2573.0"
"3534.0","2664.0","5094.0","5478.0","6389.0","322.0","546.0","36.0","18.0","2664.0"
"3429.0","2480.0","4616.0","5192.0","5900.0","272.0","500.0","33.0","11.0","2480.0"
"3647.0","2521.0","4783.0","5431.0","6154.0","283.0","449.0","47.0","22.0","2521.0"
"3161.0","2363.0","4236.0","5099.0","6880.0","287.0","420.0","35.0","16.0","2363.0"
"2576.0","1744.0","3702.0","3573.0","4580.0","166.0","395.0","26.0","26.0","1744.0"
"2788.0","1763.0","3736.0","3413.0","4503.0","171.0","420.0","28.0","23.0","1763.0"
"3825.0","2528.0","4858.0","5199.0","6144.0","261.0","491.0","49.0","23.0","2528.0"
"3598.0","2635.0","4558.0","5312.0","6145.0","303.0","502.0","24.0","25.0","2635.0"
"4021.0","2749.0","4856.0","5817.0","6471.0","316.0","557.0","42.0","18.0","2749.0"
"3658.0","2589.0","4546.0","5524.0","6189.0","298.0","473.0","28.0","24.0","2589.0"
"3084.0","2167.0","4731.0","4818.0","5288.0","246.0","437.0","51.0","14.0","2167.0"
"2401.0","1723.0","3484.0","3663.0","4129.0","151.0","405.0","27.0","11.0","1723.0"
"2640.0","1731.0","3959.0","3758.0","4150.0","145.0","318.0","29.0","5.0","1731.0"
"3470.0","2504.0","4604.0","4960.0","5720.0","277.0","489.0","42.0","18.0","2504.0"
"3604.0","2493.0","4858.0","5513.0","6022.0","281.0","504.0","51.0","20.0","2493.0"
"3547.0","2590.0","4330.0","5056.0","8081.0","231.0","611.0","46.0","16.0","2590.0"
"3112.0","2182.0","3921.0","4530.0","4935.0","177.0","525.0","53.0","14.0","2182.0"
"2805.0","1822.0","3498.0","3862.0","4619.0","177.0","385.0","52.0","30.0","1822.0"
"2332.0","1634.0","3265.0","3190.0","4011.0","137.0","413.0","38.0","14.0","1634.0"
"2495.0","1709.0","3646.0","3571.0","4130.0","160.0","344.0","47.0","17.0","1709.0"
"3534.0","2446.0","4514.0","5206.0","6324.0","244.0","442.0","72.0","15.0","2446.0"
"3870.0","2795.0","4957.0","5934.0","6949.0","311.0","533.0","43.0","14.0","2795.0"
"3767.0","2544.0","4688.0","5712.0","6548.0","282.0","587.0","52.0","14.0","2544.0"
"3654.0","2560.0","4638.0","5705.0","6430.0","282.0","439.0","69.0","13.0","2560.0"
"3328.0","2335.0","4223.0","5186.0","6049.0","256.0","428.0","60.0","15.0","2335.0"
"2811.0","1775.0","3538.0","4072.0","4797.0","171.0","322.0","140.0","10.0","1775.0"
"2783.0","1718.0","3952.0","3972.0","4500.0","218.0","378.0","61.0","14.0","1718.0"
"3590.0","2523.0","8209.0","5530.0","5960.0","266.0","493.0","76.0","14.0","2523.0"
"3741.0","2665.0","12233.0","5996.0","6561.0","314.0","545.0","66.0","18.0","2665.0"
"4086.0","3089.0","5797.0","6224.0","6879.0","423.0","462.0","64.0","21.0","3089.0"
"3643.0","2858.0","4935.0","5870.0","6306.0","317.0","483.0","40.0","12.0","2858.0"
"3142.0","2584.0","4203.0","5075.0","5438.0","241.0","387.0","37.0","19.0","2584.0"
"2705.0","2103.0","3537.0","4081.0","4481.0","161.0","341.0","29.0","11.0","2103.0"
"2646.0","1911.0","3918.0","4065.0","4497.0","162.0","397.0","37.0","13.0","1911.0"
"3744.0","2683.0","4658.0","5870.0","6468.0","284.0","480.0","41.0","24.0","2683.0"
"3610.0","2752.0","4630.0","6004.0","6435.0","291.0","506.0","44.0","20.0","2752.0"
"3385.0","2639.0","4278.0","5790.0","6142.0","324.0","480.0","26.0","18.0","2639.0"
"3324.0","2458.0","4327.0","5472.0","6125.0","277.0","455.0","32.0","9.0","2458.0"
"2955.0","2125.0","3646.0","4799.0","5024.0","226.0","446.0","47.0","13.0","2125.0"
"2376.0","1610.0","3289.0","3543.0","3981.0","167.0","366.0","30.0","11.0","1610.0"
"2497.0","1605.0","3443.0","3432.0","3901.0","168.0","350.0","19.0","16.0","1605.0"
"3170.0","2305.0","4401.0","4969.0","5310.0","253.0","436.0","29.0","12.0","2305.0"
"3288.0","2269.0","4122.0","5827.0","5396.0","281.0","447.0","29.0","12.0","2269.0"
"2961.0","2132.0","3860.0","5112.0","5579.0","210.0","460.0","32.0","8.0","2132.0"
"2723.0","2204.0","3514.0","4733.0","5211.0","222.0","417.0","34.0","15.0","2204.0"
"2498.0","1800.0","3112.0","4062.0","4638.0","163.0","346.0","47.0","6.0","1800.0"
"2062.0","1372.0","2704.0","3475.0","3844.0","122.0","240.0","22.0","11.0","1372.0"
"2042.0","1642.0","2889.0","2998.0","3776.0","111.0","274.0","18.0","6.0","1642.0"
"2091.0","1415.0","2902.0","3535.0","4002.0","130.0","252.0","20.0","4.0","1415.0"
"1864.0","1184.0","2628.0","3211.0","3419.0","116.0","259.0","20.0","12.0","1184.0"
"2360.0","1571.0","3520.0","3641.0","4399.0","165.0","297.0","25.0","6.0","1571.0"
"2587.0","1798.0","3286.0","3983.0","5086.0","204.0","347.0","22.0","9.0","1798.0"
"2606.0","1836.0","3447.0","3981.0","5076.0","205.0","322.0","27.0","10.0","1836.0"
"2078.0","1441.0","3064.0","3265.0","3869.0","146.0","285.0","27.0","4.0","1441.0"
"2054.0","1279.0","2966.0","3254.0","3936.0","117.0","269.0","15.0","4.0","1279.0"
"1989.0","1340.0","3003.0","3259.0","3938.0","159.0","272.0","18.0","9.0","1340.0"
"2199.0","1145.0","2899.0","2690.0","3651.0","117.0","269.0","20.0","11.0","1145.0"
"2886.0","1920.0","4362.0","4716.0","5410.0","267.0","397.0","22.0","16.0","1920.0"
"2840.0","1987.0","3991.0","4993.0","6800.0","277.0","479.0","28.0","19.0","1987.0"
"2742.0","1996.0","4579.0","5037.0","5917.0","251.0","439.0","25.0","6.0","1996.0"
"2333.0","1523.0","3638.0","3751.0","4607.0","170.0","385.0","21.0","6.0","1523.0"
"2539.0","1655.0","3942.0","3973.0","6034.0","157.0","356.0","28.0","9.0","1655.0"
"3411.0","2462.0","4645.0","5869.0","6652.0","329.0","531.0","32.0","26.0","2462.0"
"3267.0","2609.0","4668.0","5686.0","6180.0","352.0","547.0","33.0","12.0","2609.0"
"3304.0","2563.0","4688.0","5806.0","6103.0","303.0","539.0","37.0","13.0","2563.0"
"3268.0","2466.0","4658.0","5688.0","6047.0","315.0","548.0","42.0","17.0","2466.0"
"2821.0","2202.0","4101.0","4997.0","5751.0","316.0","428.0","36.0","27.0","2202.0"
"2410.0","1721.0","3480.0","3680.0","4722.0","192.0","454.0","25.0","17.0","1721.0"
"2513.0","1734.0","3777.0","3674.0","4452.0","176.0","392.0","29.0","18.0","1734.0"
"3346.0","2442.0","4786.0","5813.0","6640.0","324.0","575.0","33.0","12.0","2442.0"
"3409.0","2520.0","4795.0","5782.0","6669.0","337.0","488.0","44.0","26.0","2520.0"
"3559.0","2540.0","4743.0","6108.0","6606.0","283.0","557.0","23.0","14.0","2540.0"
"3526.0","2623.0","4730.0","6006.0","6883.0","363.0","666.0","81.0","21.0","2623.0"
"3158.0","2463.0","4309.0","5321.0","6520.0","299.0","543.0","26.0","7.0","2463.0"
"2533.0","1700.0","3719.0","4013.0","4948.0","175.0","349.0","22.0","5.0","1700.0"
"2708.0","1607.0","3961.0","3851.0","4728.0","171.0","403.0","22.0","4.0","1607.0"
"3424.0","2440.0","4834.0","5655.0","7488.0","278.0","533.0","24.0","16.0","2440.0"
"3541.0","2761.0","4877.0","6171.0","7231.0","302.0","562.0","27.0","12.0","2761.0"
"3573.0","2845.0","4661.0","5964.0","6658.0","332.0","473.0","30.0","40.0","2845.0"
"3287.0","2498.0","4467.0","5546.0","6465.0","304.0","555.0","28.0","19.0","2498.0"
"2992.0","2447.0","4653.0","5654.0","6340.0","322.0","478.0","29.0","15.0","2447.0"
"2348.0","1844.0","3758.0","4165.0","4582.0","176.0","387.0","24.0","12.0","1844.0"
"2706.0","1811.0","3927.0","4359.0","4693.0","159.0","395.0","38.0","7.0","1811.0"
"3377.0","2589.0","5092.0","5686.0","6127.0","330.0","572.0","28.0","23.0","2589.0"
"3554.0","2966.0","5043.0","6001.0","6776.0","332.0","570.0","31.0","16.0","2966.0"
"3600.0","2992.0","4921.0","6460.0","7809.0","410.0","585.0","32.0","10.0","2992.0"
"3455.0","2776.0","4467.0","5943.0","6848.0","324.0","554.0","30.0","16.0","2776.0"
"3217.0","2726.0","4366.0","5665.0","6803.0","335.0","515.0","37.0","8.0","2726.0"
"2438.0","1948.0","3719.0","4470.0","4896.0","182.0","405.0","16.0","8.0","1948.0"
"2735.0","1952.0","3996.0","4309.0","5950.0","193.0","592.0","28.0","15.0","1952.0"
"3600.0","2944.0","4887.0","6049.0","6617.0","348.0","597.0","31.0","22.0","2944.0"
"3557.0","3009.0","5070.0","6001.0","6647.0","401.0","667.0","43.0","11.0","3009.0"
"3464.0","3049.0","4960.0","6261.0","6809.0","353.0","551.0","40.0","12.0","3049.0"
"3548.0","2936.0","4901.0","6254.0","6594.0","350.0","560.0","47.0","15.0","2936.0"
"3072.0","2578.0","4287.0","5287.0","6045.0","322.0","533.0","34.0","19.0","2578.0"
"2348.0","1904.0","3588.0","3902.0","4493.0","202.0","365.0","16.0","5.0","1904.0"
"2713.0","1975.0","3740.0","3923.0","4579.0","184.0","421.0","30.0","23.0","1975.0"
"3560.0","3107.0","4655.0","5655.0","8185.0","333.0","567.0","36.0","21.0","3107.0"
"3472.0","2996.0","4891.0","5678.0","7171.0","373.0","609.0","79.0","13.0","2996.0"
"3400.0","2912.0","4809.0","5413.0","6566.0","315.0","555.0","72.0","16.0","2912.0"
"3479.0","2705.0","4295.0","5563.0","6199.0","316.0","555.0","32.0","29.0","2705.0"
"3000.0","2626.0","3919.0","5196.0","5802.0","257.0","517.0","40.0","15.0","2626.0"
"2597.0","1996.0","3771.0","3982.0","4596.0","203.0","390.0","28.0","8.0","1996.0"
"2738.0","1880.0","4083.0","3867.0","4619.0","186.0","411.0","28.0","9.0","1880.0"
"3477.0","2619.0","5212.0","5510.0","5807.0","322.0","549.0","31.0","23.0","2619.0"
"3818.0","3653.0","5122.0","6295.0","6787.0","392.0","681.0","35.0","28.0","3653.0"
"3691.0","4470.0","5075.0","6459.0","7241.0","414.0","656.0","47.0","19.0","4470.0"
"3563.0","3432.0","4711.0","6119.0","7401.0","321.0","512.0","41.0","13.0","3432.0"
"3270.0","2903.0","4197.0","5511.0","6599.0","342.0","491.0","25.0","13.0","2903.0"
"2585.0","2111.0","3643.0","4212.0","5708.0","193.0","400.0","31.0","8.0","2111.0"
"2663.0","2161.0","4388.0","4392.0","4847.0","187.0","433.0","31.0","12.0","2161.0"
"3565.0","3152.0","4932.0","6265.0","6593.0","340.0","570.0","39.0","25.0","3152.0"
"3762.0","3124.0","5220.0","6409.0","6970.0","410.0","728.0","41.0","27.0","3124.0"
"3781.0","3052.0","5093.0","6394.0","6738.0","362.0","616.0","33.0","32.0","3052.0"
"3752.0","3101.0","4970.0","10586.0","6995.0","355.0","610.0","26.0","19.0","3101.0"
"3201.0","2564.0","4483.0","5536.0","6124.0","323.0","551.0","44.0","11.0","2564.0"
"2514.0","1927.0","3893.0","4191.0","4742.0","215.0","425.0","23.0","10.0","1927.0"
"2749.0","1894.0","4335.0","4352.0","4970.0","186.0","449.0","25.0","18.0","1894.0"
"3705.0","3046.0","5185.0","6355.0","6784.0","354.0","644.0","23.0","11.0","3046.0"
"3795.0","3011.0","5158.0","6274.0","6753.0","358.0","584.0","34.0","21.0","3011.0"
"3656.0","2855.0","5254.0","6221.0","6714.0","358.0","582.0","34.0","25.0","2855.0"
"3989.0","3201.0","5123.0","6693.0","9001.0","367.0","588.0","40.0","15.0","3201.0"
"3267.0","2911.0","4389.0","5718.0","6366.0","294.0","525.0","40.0","13.0","2911.0"
"2606.0","1982.0","3885.0","4282.0","4745.0","186.0","408.0","26.0","5.0","1982.0"
"2747.0","1846.0","4142.0","4195.0","4546.0","183.0","467.0","25.0","7.0","1846.0"
"3612.0","3033.0","4997.0","6449.0","6180.0","376.0","703.0","56.0","14.0","3033.0"
"3600.0","2952.0","5115.0","6567.0","6452.0","354.0","620.0","36.0","13.0","2952.0"
"3587.0","2975.0","4893.0","6231.0","6274.0","325.0","601.0","32.0","13.0","2975.0"
"3557.0","2803.0","5146.0","6518.0","6392.0","315.0","648.0","42.0","17.0","2803.0"
"3321.0","2544.0","4519.0","5774.0","6199.0","280.0","541.0","33.0","6.0","2544.0"
"2771.0","1910.0","4175.0","4549.0","5083.0","179.0","501.0","13.0","10.0","1910.0"
"2794.0","1846.0","4200.0","4264.0","4762.0","232.0","459.0","19.0","14.0","1846.0"
"4079.0","3174.0","5103.0","6317.0","6536.0","354.0","572.0","45.0","7.0","3174.0"
"4054.0","3118.0","5731.0","6709.0","7357.0","395.0","659.0","38.0","13.0","3118.0"
"3913.0","3130.0","6181.0","6793.0","7142.0","353.0","613.0","50.0","10.0","3130.0"
"3757.0","3017.0","5555.0","6559.0","7490.0","297.0","620.0","43.0","13.0","3017.0"
"3324.0","2580.0","4415.0","5752.0","6331.0","282.0","560.0","32.0","15.0","2580.0"
"3157.0","2421.0","5377.0","5789.0","6450.0","184.0","466.0","36.0","11.0","2421.0"
"3325.0","2515.0","5677.0","5205.0","6170.0","187.0","493.0","36.0","19.0","2515.0"
"4364.0","3717.0","7457.0","7576.0","8633.0","360.0","671.0","39.0","12.0","3717.0"
"4498.0","3961.0","7249.0","8045.0","8442.0","365.0","682.0","26.0","16.0","3961.0"
"4246.0","3667.0","6670.0","7934.0","8630.0","323.0","617.0","28.0","9.0","3667.0"
"4179.0","3560.0","6371.0","7884.0","8978.0","316.0","620.0","35.0","15.0","3560.0"
"4439.0","3237.0","5820.0","7978.0","11087.0","247.0","566.0","45.0","8.0","3237.0"
"3390.0","2435.0","5020.0","5767.0","7449.0","167.0","434.0","17.0","5.0","2435.0"
"3588.0","2520.0","4645.0","5891.0","7549.0","139.0","453.0","28.0","9.0","2520.0"
"4262.0","3342.0","5461.0","7593.0","8388.0","267.0","575.0","36.0","15.0","3342.0"
"4596.0","3578.0","5794.0","8275.0","8346.0","300.0","608.0","25.0","20.0","3578.0"
"4770.0","3580.0","9540.0","7702.0","7796.0","345.0","685.0","32.0","16.0","3580.0"
"4167.0","3497.0","6651.0","6940.0","7418.0","314.0","619.0","28.0","19.0","3497.0"
"3419.0","2920.0","5278.0","5772.0","6783.0","261.0","511.0","23.0","8.0","2920.0"
"3160.0","4783.0","4596.0","4829.0","5410.0","285.0","491.0","25.0","10.0","4783.0"
"3318.0","4712.0","4930.0","4763.0","5220.0","259.0","479.0","25.0","16.0","4712.0"
"4453.0","5644.0","6289.0","6923.0","7423.0","494.0","677.0","31.0","11.0","5644.0"
"4562.0","3905.0","6121.0","7088.0","7599.0","412.0","713.0","30.0","23.0","3905.0"
"4193.0","3501.0","5862.0","7022.0","7014.0","367.0","701.0","36.0","20.0","3501.0"
"4503.0","4480.0","5747.0","6801.0","7059.0","347.0","664.0","32.0","17.0","4480.0"
"3736.0","3093.0","5244.0","5974.0","6119.0","315.0","581.0","47.0","12.0","3093.0"
"2979.0","2288.0","4194.0","4323.0","4707.0","172.0","445.0","26.0","7.0","2288.0"
"3093.0","2186.0","4810.0","4539.0","4758.0","175.0","497.0","29.0","15.0","2186.0"
"4058.0","3660.0","6261.0","6786.0","6787.0","294.0","686.0","42.0","13.0","3660.0"
"4350.0","3459.0","6619.0","6869.0","7093.0","339.0","687.0","28.0","14.0","3459.0"
