Alabama,Alaska,Arizona,Arkansas,Colorado,Delaware,Florida,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Michigan,Missouri,Nebraska,New_Mexico,New_York,North_Carolina,Ohio,Oklahoma,Pennsylvania,Tennessee,Texas,Virginia,Bati_Virginia,Wyoming,Utah
0.1025127863,0.307283987,0.1445514445,0.1247982329,0.1117886179,0.0962069237,0.1597532768,0.1656057391,0.1779476931,0.1370804235,0.106845898,0.0728728318,0.1340047045,0.1817614316,0.0887977084,0.1624552902,0.1808656819,0.125035985,0.1870092791,0.0985893168,0.0967020138,0.1163522013,0.155501591,0.1100406576,0.1187788804,0.171426965,0.1243491577,0.1531020147,0.1447604407,0.1270245951
0.0945074494,0.3145089944,0.1343132286,0.0914960496,0.0888663053,0.0954183424,0.1634541249,0.1623724361,0.1232948128,0.1108357738,0.0687361419,0.0530637381,0.0940899735,0.164178328,0.0857010142,0.1083419868,0.1023703195,0.0811822282,0.2054881434,0.0851957521,0.0887245841,0.0958612295,0.0929911238,0.1021742973,0.0858268313,0.1370741032,0.1107708014,0.1327150624,0.1302843966,0.1040791842
0.0782002817,0.3156885874,0.1059300558,0.0764166171,0.0742999097,0.0891885498,0.1378565921,0.1351924826,0.1049613346,0.0801982428,0.0586197339,0.0420814944,0.0740958542,0.1311449826,0.0894170473,0.1128418138,0.069048437,0.0595912101,0.2117535094,0.0867807893,0.0803580115,0.100223169,0.0595796349,0.1034117023,0.0751458223,0.1189137524,0.1192445125,0.1168851935,0.1227261081,0.0833833233
0.0771625528,0.2919492775,0.1130765332,0.0700875032,0.0694444444,0.0924217333,0.133384734,0.122057189,0.118515944,0.0890966434,0.0615299335,0.0461870061,0.0772566892,0.1353586849,0.0931330804,0.1301488404,0.0903469598,0.0541214855,0.1786818939,0.0899508638,0.0810390116,0.1014404545,0.0640596215,0.108007778,0.0684039088,0.1173957045,0.1172026544,0.1379117365,0.1083781706,0.074685063
0.0841301608,0.3345620761,0.1058286873,0.072848526,0.0676377597,0.1026732907,0.1287586739,0.1113468728,0.1048744461,0.0858301419,0.0566796009,0.0419788566,0.0723316672,0.1375435676,0.0939846714,0.1225337487,0.0944692546,0.0456769984,0.1483860734,0.0803613885,0.0865842981,0.1047879895,0.0736894992,0.0970479053,0.0774941292,0.1179579445,0.1203675345,0.1463863128,0.0988982834,0.0685362927
0.0975465125,0.3678855795,0.1007095793,0.0691954804,0.0632339657,0.1059064743,0.1444872783,0.0938668283,0.1101746459,0.0970939401,0.0583425721,0.0410551165,0.0726992061,0.1444623628,0.0809785554,0.1313026422,0.1087255239,0.0417426351,0.1364898089,0.0733079727,0.0877517268,0.0981943599,0.067199799,0.0974014495,0.0779486403,0.1187450804,0.1180193977,0.1219219699,0.0917243146,0.0548890222
0.0753094656,0.3249778826,0.077141409,0.0607000255,0.0624435411,0.1040927372,0.1512721665,0.0897241588,0.102528456,0.0877449876,0.0512749446,0.04228677,0.0613054984,0.113717942,0.0843075017,0.1196492443,0.0810717966,0.0325304673,0.1085732413,0.0847994928,0.0784122969,0.0981943599,0.0612543962,0.0995227152,0.0599954549,0.1039581693,0.111281266,0.1088903102,0.0791698693,0.0527894421
0.0566303462,0.3155411383,0.0727825646,0.0474895931,0.0475383921,0.0933680309,0.1520431766,0.0836617157,0.090711617,0.0761432755,0.0411585366,0.0344862979,0.064980888,0.1144982573,0.086320353,0.1029191185,0.0805565098,0.025045581,0.0797049726,0.0935171977,0.0802607258,0.0769933049,0.0593284207,0.1033233162,0.0584046663,0.0987293377,0.1173047473,0.0976175248,0.0757109915,0.0440911818
0.0627084723,0.2549395459,0.0727825646,0.0435392065,0.0499096658,0.0764923902,0.1571318427,0.0770940689,0.0881049613,0.079409777,0.0371396896,0.0283280304,0.0624816231,0.1144462363,0.0897267167,0.0906888197,0.0707660598,0.0274445831,0.07074312,0.0830559518,0.0854168693,0.0830797322,0.0556439457,0.0949266396,0.0656010908,0.1035083774,0.1145482389,0.0918612088,0.0707148347,0.0376424715
0.0728633904,0.2385726924,0.061327927,0.0407781837,0.0456187895,0.0690008674,0.1631457209,0.0706274629,0.070901034,0.0563189908,0.0365853659,0.0270963769,0.0590267568,0.1097643448,0.0798947124,0.092188762,0.062349708,0.0234142597,0.0684431755,0.0699001427,0.0796770114,0.0702982349,0.0537598392,0.0889163868,0.0568896296,0.0972675138,0.0956610516,0.074112568,0.0591852421,0.0398920216
0.0580386925,0.1964022412,0.0625443487,0.0375923881,0.0416666667,0.0635596562,0.1523515806,0.0707285036,0.0589104179,0.0643162875,0.0299334812,0.0221697629,0.0479270803,0.085054362,0.0668111791,0.0709588093,0.0486087255,0.0212071778,0.0594020144,0.0554763037,0.0660570094,0.0587340231,0.0481493887,0.0709740145,0.051587001,0.0917013381,0.0793261868,0.0590821874,0.0538047656,0.0446910618
0.0480320213,0.1697139487,0.0492650786,0.0365304562,0.0336495032,0.0585127356,0.1454124904,0.065171264,0.0556955426,0.0460689344,0.0278547672,0.0218618495,0.0424139959,0.0833376684,0.0562824185,0.066228222,0.0559945036,0.0180404952,0.0485367595,0.0435092725,0.0595388656,0.0529519172,0.0393987607,0.0667314831,0.0426482842,0.0820870347,0.0814701378,0.0524464343,0.0507302075,0.0407918416
0.0381735972,0.1475965792,0.0445514445,0.0418401155,0.0261969286,0.0560681334,0.1303006939,0.0589067394,0.0531757755,0.0441540888,0.0224501109,0.0205275582,0.0371214349,0.0602923581,0.0603855384,0.0639206184,0.0542768808,0.0161212935,0.0429851693,0.0433507687,0.0557447222,0.0433150741,0.0383101658,0.0578928761,0.0324217862,0.0730911953,0.0773864216,0.0498081228,0.0456059441,0.0379424115
0.032540212,0.1291654379,0.0313228586,0.0383994563,0.0251806685,0.0569355729,0.1056283732,0.055471355,0.039273612,0.0450551926,0.0139966741,0.0138561018,0.0341811232,0.0664828591,0.0408763645,0.0418830045,0.045860529,0.0139142117,0.0335474661,0.0407354573,0.0463080066,0.0296206127,0.0349187741,0.0449001237,0.0228770548,0.0613966041,0.0601327208,0.044931244,0.04163464,0.0310437912
0.0231265288,0.0987909171,0.0186517993,0.0310508878,0.0144534779,0.0510212128,0.0772552043,0.0422350207,0.02763055,0.0205001126,0.0076219512,0.0117007082,0.0216112908,0.0564428029,0.029496013,0.0219222338,0.021985572,0.0084444871,0.0293441193,0.029957204,0.0330771476,0.0138973423,0.0278010384,0.0295209475,0.0215892735,0.0450354211,0.0367534456,0.0417332907,0.0353574174,0.0229454109
0.0189756134,0.0760837511,0.0138367968,0.0234899329,0.0158084914,0.0468417317,0.0595219738,0.0360715368,0.023807455,0.0188105429,0.0066518847,0.0092374012,0.0142605116,0.0438537169,0.0264767361,0.0234221761,0.0273102027,0.0063333653,0.0196684908,0.0249643367,0.0255861465,0.0075065936,0.0280103835,0.0295209475,0.0169684115,0.0388507815,0.0349157734,0.0346977934,0.0311299001,0.0175464907
0.0154176859,0.0636980242,0.0133806386,0.0191147736,0.0168247516,0.0406907973,0.065073246,0.0301101344,0.0253714484,0.0293985132,0.0084534368,0.0115980704,0.015877683,0.0555064246,0.0224510335,0.0276912426,0.0300583992,0.0055656847,0.0183202474,0.026470122,0.0290884327,0.0173463177,0.0283034668,0.0345589535,0.0206802515,0.0427864613,0.0387953037,0.0275823473,0.027158596,0.0170965807
0.0134163516,0.0502801533,0.0140395337,0.0165661371,0.0137759711,0.0316221118,0.0539707016,0.0218247954,0.0213745764,0.0230907862,0.0067904656,0.0097505902,0.0180829168,0.0552983405,0.0241542154,0.0170762663,0.0202679492,0.0043182036,0.0159409945,0.0229830401,0.02004086,0.0108541286,0.0260425389,0.0271345236,0.0149988637,0.0383447655,0.0368555385,0.023904701,0.0229310787,0.0121475705
0.0128974872,0.0415806547,0.0119107957,0.0144422734,0.016034327,0.0293352259,0.0539707016,0.0158633929,0.0242418976,0.0172336112,0.0074833703,0.0085189367,0.0124963246,0.0526452687,0.0275605791,0.0215760932,0.0249055307,0.0072929661,0.0106273297,0.019020447,0.0219865746,0.0137959018,0.0203483504,0.0246597136,0.0178016817,0.0364893737,0.0335885656,0.0183882315,0.0179349219,0.0088482304
0.0104514121,0.0259510469,0.0135833756,0.0151643871,0.0185185185,0.0239728728,0.0502698535,0.0177831666,0.0260665566,0.0199369227,0.0099778271,0.0070820076,0.012716848,0.0435936118,0.0266315708,0.0212299527,0.0252490553,0.0076768064,0.0109445634,0.0201299731,0.0193598599,0.0154189491,0.0169569586,0.0287254729,0.0164381486,0.0338468458,0.0261357836,0.0144707387,0.0162695363,0.0067486503
0.0133422282,0.0176938956,0.0212366954,0.0129130915,0.0142276423,0.0197933917,0.0444101773,0.0148529858,0.0299765401,0.0313133589,0.0116407982,0.0066714564,0.018009409,0.0428653176,0.0331346288,0.0211145725,0.0238749571,0.0077727665,0.0124514236,0.0198129656,0.0218892888,0.0199837695,0.0137749121,0.0365034471,0.0191652148,0.0387945575,0.0361408882,0.0150303806,0.013579298,0.0083983203
0.0199392187,0.0115010321,0.0263558033,0.012530796,0.022131888,0.0221591357,0.0471858134,0.0130342528,0.0390129464,0.0416760532,0.0137195122,0.0076978343,0.0266833284,0.0597201269,0.0392506,0.0287296642,0.0386465132,0.0103636887,0.0114997224,0.0270248851,0.033660862,0.0288090891,0.0182130296,0.0416298391,0.0270434058,0.0434611492,0.0420622767,0.0204669012,0.0110171663,0.0139472106
0.0354310281,0.0115010321,0.0421186011,0.016863478,0.0306007227,0.021764845,0.0575173477,0.0148529858,0.0525675558,0.0559810768,0.0175997783,0.0107769681,0.0544692737,0.0701243302,0.0351474801,0.046728972,0.0642390931,0.0165051339,0.0194305655,0.0340783008,0.0402762915,0.0261716372,0.0364260593,0.0453420541,0.044617832,0.0529067806,0.0596222563,0.0264630636,0.0074301819,0.0166466707
0.0401749314,0.0117959304,0.0614799797,0.0276951831,0.0379403794,0.0320164025,0.06769468,0.0153581894,0.0589104179,0.0719756702,0.0314578714,0.0246330699,0.0726256983,0.0738698434,0.0458310753,0.0438444675,0.0738577808,0.0197677766,0.0367198033,0.0386749089,0.0505885787,0.0483870968,0.0419527717,0.0537387308,0.0461328687,0.0654447318,0.0589076059,0.0602014711,0.004611837,0.025494901
0.0627825958,0.0378944264,0.0599594526,0.0448135248,0.0446025294,0.0365113161,0.1074787972,0.019096696,0.0726388044,0.0788465871,0.0345066519,0.0334599199,0.0715965892,0.0952504812,0.0604629558,0.0608053536,0.0826176572,0.026197102,0.0638432865,0.0417657315,0.0708240101,0.0732400081,0.0571512309,0.0750397737,0.0599197031,0.0836613066,0.0835119959,0.092260953,0.0048680502,0.0346430714
0.0816840857,0.0660572103,0.0683223517,0.0612522301,0.0466350497,0.051100071,0.1193523516,0.0341517632,0.0834129811,0.0940527146,0.040327051,0.0445448014,0.0725521905,0.1083597774,0.0861655183,0.0923041421,0.1011679835,0.0311870262,0.0819256087,0.059914408,0.0956318708,0.0960641104,0.0677022274,0.1016439809,0.0747670631,0.109636793,0.103726391,0.0993763991,0.0043556239,0.0538392322
0.0847231488,0.0948097906,0.0697415104,0.069280435,0.0495709124,0.0596167495,0.1245952197,0.058704658,0.0967938135,0.1077945483,0.0496119734,0.0414656677,0.0883563658,0.1254226708,0.0956104359,0.1255336333,0.1071796633,0.0326264274,0.0975493695,0.0851957521,0.1124623018,0.1082369649,0.0789231285,0.1194979671,0.0799939399,0.1329135275,0.1314956611,0.0974576271,0.0043556239,0.0406418716
0.0999184642,0.0973164258,0.0697921946,0.0807917764,0.0604110208,0.0887942591,0.1378565921,0.0756794988,0.1080893214,0.1312232485,0.0687361419,0.0492661398,0.1101881799,0.148155855,0.1110164899,0.1541479174,0.1338028169,0.0423183955,0.0970735189,0.1031859249,0.1216071602,0.1209170217,0.0929492547,0.1426551176,0.0999924248,0.1394355111,0.1634507402,0.1127278542,0.006789649,0.050089982
0.1084426655,0.1151577706,0.0823112012,0.0954889134,0.075203252,0.119864364,0.1555898227,0.0971001314,0.1117386393,0.1701959901,0.0910476718,0.0743097609,0.1173184358,0.1659470426,0.1269644654,0.1839160032,0.1578495362,0.0621821322,0.0978666032,0.1066730068,0.1355190194,0.1506390749,0.1145118071,0.1560898002,0.120369669,0.1486562465,0.1725370087,0.1316757275,0.0220343326,0.0793341332
0.1397227781,0.1782659982,0.0846933604,0.1171948008,0.092366757,0.1402097626,0.1636083269,0.152672527,0.132331219,0.2025230908,0.104905765,0.0814944062,0.1432666863,0.1778598554,0.1432995278,0.1983385254,0.1800068705,0.0803185875,0.1127765882,0.1342526549,0.1711255959,0.1646378576,0.143024619,0.1752695775,0.1407469131,0.1637805015,0.19683512,0.1605372562,0.0390725083,0.0782843431
0.1380920614,0.265260985,0.0932083122,0.1191487554,0.0946251129,0.1571642615,0.1776407093,0.1715671416,0.1315492223,0.2526469926,0.0960365854,0.0869342092,0.1231255513,0.1948707278,0.147247813,0.185069805,0.1867055995,0.0864600326,0.1224522167,0.1246631796,0.1783247398,0.1607831203,0.1501423547,0.1740321725,0.1457465344,0.1744630608,0.2183767228,0.1726894787,0.0636689726,0.0917816437
0.1490623379,0.273223238,0.0847947288,0.1409395973,0.1016260163,0.1536156455,0.1760986893,0.1489340204,0.1391085238,0.2209957198,0.1255543237,0.0777994458,0.1449573655,0.217707954,0.1347062011,0.1833391023,0.203538303,0.0733135016,0.1598857959,0.1287050246,0.1958361708,0.1592615135,0.1258583152,0.1597136291,0.1433982274,0.1654109974,0.2083716182,0.1652542373,0.073405073,0.1025794841
0.1715217552,0.3136242996,0.105119108,0.148925325,0.108401084,0.1256998659,0.2041634541,0.1569162372,0.1556173429,0.1845010137,0.1164079823,0.0902186185,0.1728168186,0.2440305884,0.1006425641,0.1977616246,0.22741326,0.0694750984,0.153461813,0.0839277223,0.1975873139,0.156928383,0.1383352872,0.1290436627,0.1628664495,0.2049926909,0.1605921388,0.1611768468,0.0892902895,0.0875824835
0.1813801794,0.3628723091,0.104916371,0.1423838247,0.1114498645,0.1155271666,0.2382420971,0.1659088613,0.1564862282,0.158369002,0.1200110865,0.1116699169,0.1573801823,0.2847110233,0.1464736394,0.1841467636,0.2385778083,0.0660205355,0.1614719645,0.1075447773,0.2220060317,0.1527693244,0.1472952604,0.1546756231,0.1845314749,0.21820533,0.1958141909,0.1791653342,0.0886497566,0.1067786443
0.2281521014,0.3450309643,0.1337050177,0.1692719395,0.1426151762,0.1302736377,0.2951426369,0.1896534303,0.1947171779,0.1803334084,0.1614467849,0.1319921995,0.1979564834,0.3730427093,0.1895176899,0.2197992385,0.2770525593,0.0931772383,0.1947021968,0.1325883658,0.2414631774,0.200446338,0.1614469938,0.1820753049,0.2271797591,0.2596424154,0.221337417,0.1834026223,0.0971047912,0.1439712058
0.295900971,0.4236213506,0.1413076533,0.1648543029,0.1440831075,0.1475435691,0.2971472629,0.3124179044,0.2001042662,0.1957648119,0.1902716186,0.1291183414,0.2378712143,0.4561722936,0.1768986607,0.2286835122,0.2906217795,0.0860761923,0.1902609247,0.14170233,0.2901060414,0.2201257862,0.1734215374,0.1728831536,0.308991743,0.2867423816,0.2500255232,0.1674128558,0.1062003587,0.1529694061
0.3875176043,0.5706281333,0.1547389762,0.1925070088,0.1715221319,0.1681255421,0.3714726291,0.348590482,0.262490225,0.2616580311,0.227827051,0.1669916863,0.3282122905,0.4656921396,0.2263683518,0.2845275182,0.3509103401,0.1179349391,0.2207946705,0.2009034712,0.3787333398,0.2924528302,0.2042790152,0.2138059042,0.4320127263,0.3302597549,0.2808575804,0.2093060441,0.1456571868,0.1630173965
0.4892891557,0.5486582129,0.1915357324,0.2487469204,0.2235772358,0.2225376548,0.4399383192,0.3600080833,0.3638022417,0.3482766389,0.3134700665,0.1255260187,0.3675389591,0.5546480778,0.2912440969,0.3410638052,0.4416008245,0.1622684963,0.2763105718,0.2866539864,0.5628952233,0.3840535606,0.2292748283,0.2519003005,0.6421483221,0.3763634319,0.386115365,0.2866965142,0.2263643351,0.175614877
0.602698095,0.6676496609,0.1894069944,0.2954719225,0.2643405601,0.2636227427,0.4461063994,0.3906234212,0.4587713963,0.3919801757,0.4142184035,0.1914194807,0.4372243458,0.6263330385,0.341797631,0.3845621322,0.4496736517,0.220228385,0.2633832976,0.3618640038,0.6840159549,0.452018665,0.273572266,0.3066112781,0.8105446557,0.405656134,0.5039305768,0.4049408379,0.327568537,0.2042591482
1,0.6877027426,0.2417131272,0.437515929,0.3281391147,0.3618799779,0.5122590594,0.5289481661,0.6050916674,0.5655553052,0.5654101996,0.323514318,0.5440311673,0.785465328,0.4517302779,0.4834429445,0.5549639299,0.3102389406,0.3401538584,0.4969884292,1,0.6003246095,0.3755233629,0.4148842142,0.9443981517,0.5527943326,0.6767738642,0.6216021746,0.7039456828,0.299340132
0.9942924913,0.6245945149,0.3731373543,0.5398861609,0.4936766034,0.4617143758,0.7233616037,0.6775790644,0.7826049179,0.7653750845,0.7013580931,0.4780868316,0.6581152602,0.9049055819,0.5953394751,0.8425060575,0.7234627276,0.4741387583,0.4794194623,0.6790299572,0.9695495671,0.7847433557,0.5378077374,0.5930705321,0.9250056814,0.733835601,0.8287901991,0.7488807163,0.7503202665,0.4539592082
0.8270698985,0.5782954881,0.4975671566,0.6232265738,0.5853658537,0.5121835817,0.8200462606,0.6540365767,0.8077157008,0.8256364046,0.7232538803,0.5767217489,0.6822993237,0.8798834729,0.689866068,0.9372331833,0.7696667812,0.6448517417,0.59727179,0.7688223173,0.7910302559,0.8269425847,0.6444062971,0.7031111897,0.8215286721,0.8144045879,0.888820827,0.7675887432,0.7521137586,0.4715056989
0.9802090282,0.7574461811,0.6404967055,0.936284088,0.8148148148,0.7665799227,0.9720894372,0.8655148025,0.9255365366,0.9471727867,0.935559867,0.9114235862,0.8705527786,0.9601519014,0.9286986142,0.886350525,0.8684300928,0.9872373093,0.7722261876,0.9006181645,0.8863702695,0.9559748428,0.9235471445,0.8940251016,1,0.9660969302,0.9994895355,0.9709785737,1,0.5461907618
0.7460529242,1,0.7797769894,1,1,1,1,0.9334141659,1,0.9621536382,1,1,1,1,1,0.9365409023,1,1,1,1,0.8494016928,1,1,1,0.8045602606,1,1,1,0.9806559057,1
0.5438440442,0.9075493955,1,0.901792541,0.7466124661,0.7195804747,0.866461064,1,0.7013641498,1,0.7232538803,0.5726162373,0.8896648045,0.8514799979,0.6564217698,1,0.9534524218,0.7787160541,0.9195019431,0.7843556824,0.5763206538,0.7675999188,0.8486853123,0.7715220081,0.6248011514,0.8371753064,0.7461970393,0.7687879757,0.6874199334,0.700659868
0.4119042325,0.7745502802,0.6336036493,0.7323506924,0.5261969286,0.5369450359,0.6565921357,0.768111549,0.5149013815,0.7652624465,0.4815687361,0.4994354921,0.6564980888,0.6784580971,0.4991871178,0.7971616476,0.7195121951,0.5715382401,0.6102783726,0.5187034395,0.4310730616,0.5583282613,0.6562133646,0.5608980025,0.5041284751,0.5561677724,0.5737621235,0.5228653662,0.5190878811,0.5050989802
0.3150989549,0.5616337364,0.4316776483,0.5598929573,0.4166666667,0.4607680782,0.5417116423,0.6105890674,0.3978625424,0.5386348277,0.3676552106,0.4351842348,0.4544251691,0.5098059616,0.4014864133,0.6029768086,0.5699072484,0.3562997793,0.4940122135,0.3735140276,0.3551901936,0.427672956,0.4669653324,0.4443167757,0.4184531475,0.4048127741,0.4592138846,0.3525743524,0.4358186011,0.4139172166
0.2825587429,0.4168386907,0.2824632539,0.4105853368,0.299232159,0.3267092501,0.4220508867,0.5138930989,0.3067164828,0.4544942555,0.2717572062,0.3084265627,0.39547192,0.3799094834,0.3363009987,0.5425175955,0.4757815184,0.2484406487,0.4223967008,0.2939451577,0.3170541882,0.3543315074,0.3526210015,0.3901361145,0.3567911522,0.3022602047,0.432057172,0.3383434602,0.3648475532,0.2693461308
0.260173449,0.3829253907,0.2580841358,0.3267776739,0.2620822042,0.3203217412,0.401233616,0.4385167222,0.2706577461,0.4141698581,0.2504157428,0.2347326286,0.4066451044,0.3452114654,0.2946504606,0.4969424253,0.3981449674,0.1801170713,0.4195415973,0.2692978285,0.2983753283,0.3557516738,0.289817451,0.369365388,0.3546701007,0.2741482065,0.4151097499,0.3731212024,0.294260825,0.2117576485
0.2370469202,0.4028310233,0.2191079574,0.2888879449,0.1954607046,0.2762400442,0.334772552,0.4044659998,0.2396385437,0.3710295112,0.2164634146,0.1528276711,0.347103793,0.3174322426,0.2807153364,0.4337140879,0.3242871865,0.135687554,0.3261162662,0.2238865113,0.2926354704,0.3254209779,0.2420030146,0.3213717518,0.3222483145,0.2356347689,0.3953037264,0.3454589063,0.245836536,0.1717156569
0.2589874731,0.3540253613,0.1907247846,0.2517628069,0.1533423668,0.2928002523,0.3452582884,0.2826108922,0.2186115214,0.3696778554,0.1626940133,0.133737042,0.327697736,0.2942308693,0.2725090965,0.3740625361,0.2887323944,0.114288456,0.2577523991,0.209700428,0.2890358984,0.2833231893,0.2124853458,0.2963584939,0.3083857284,0.2228719217,0.3617151608,0.367604733,0.2135536767,0.1379724055
0.2417167,0.3363314656,0.1625443487,0.2566476935,0.1364046974,0.2434350603,0.3145720894,0.2423966859,0.2027109219,0.3302545618,0.1445399113,0.1151596018,0.2906498089,0.2687405712,0.2461871952,0.3556017076,0.2559257987,0.0910661165,0.2062019193,0.1979711523,0.2981807569,0.2403124366,0.1884106515,0.2715220081,0.2814180744,0.1995951872,0.3419091373,0.3568915894,0.1662823469,0.1307738452
0.2179230598,0.3383957535,0.1303091738,0.1681250531,0.1141598916,0.222064506,0.2865073246,0.2166313024,0.1848987749,0.2711196215,0.1164079823,0.0938109412,0.2380917377,0.2257712116,0.2006657893,0.3111803392,0.2205427688,0.080990308,0.1691648822,0.1815660168,0.2787236112,0.2199229053,0.1352788478,0.2420010606,0.2475570033,0.1778365006,0.2822868811,0.2976495043,0.1336151678,0.1019796041
0.2010970276,0.2978472427,0.1086670046,0.1428510747,0.0977868112,0.2047945746,0.2491904395,0.1979387693,0.1725606047,0.2517458887,0.1218126386,0.08457354,0.2130255807,0.2084482131,0.1875822559,0.2736817815,0.1782892477,0.0735054217,0.1557617575,0.165319385,0.2650063236,0.1989247312,0.110701725,0.2197277709,0.2026361639,0.1496120544,0.2493108729,0.2647905341,0.1155521394,0.1036292741
0.1681120747,0.2484517841,0.0936137861,0.1180868235,0.0866079494,0.1685198328,0.2365458751,0.1700515308,0.1524024676,0.2125478711,0.0938192905,0.0774915324,0.183622464,0.1921656349,0.1606410157,0.2587977385,0.161971831,0.0718741004,0.1550479816,0.1425741005,0.2365988909,0.1857374721,0.1071847262,0.2102704614,0.1877888039,0.1388170471,0.2442062277,0.2365685961,0.1014604151,0.0871325735
0.1151137796,0.2659982306,0.0834262544,0.0968057089,0.0780261969,0.145098967,0.1944487278,0.1374153784,0.1292032323,0.1640009011,0.0898004435,0.0633275172,0.1156277565,0.1409249337,0.1285902299,0.2102226837,0.1236688423,0.0472123597,0.1206281228,0.1132509114,0.1643155949,0.138161899,0.0992296098,0.1579459077,0.1297628968,0.1298774317,0.1827462991,0.156779661,0.0872405842,0.0838332334
0.0840560374,0.2633441463,0.0738976178,0.0765015717,0.0666214995,0.1164734642,0.1449498843,0.1149843387,0.0951429316,0.1199594503,0.0625,0.0518320846,0.0790208762,0.123029704,0.0964620268,0.1409945771,0.1004809344,0.0387678726,0.1046078198,0.0804406404,0.1030255861,0.1006289308,0.080807235,0.1222379353,0.0865843497,0.109580569,0.1259826442,0.1103293892,0.0798104023,0.0605878824
0.0747164777,0.2674727219,0.070299037,0.0748449579,0.0685411021,0.1077202113,0.1287586739,0.1057896332,0.0894951777,0.1190583465,0.0731707317,0.0478292107,0.0668185828,0.123081725,0.0924363242,0.1306103611,0.1035726554,0.0443335572,0.1019906416,0.0748137581,0.0935888705,0.0876445526,0.0878831017,0.1056213541,0.0725702598,0.1073316091,0.125165901,0.0985769108,0.0739174994,0.0572885423
0.0598176562,0.2440283102,0.0644196655,0.0787103899,0.0549909666,0.0929737402,0.1073245952,0.1053854703,0.0736814667,0.0844784861,0.0550166297,0.0470081084,0.0677006763,0.1142381522,0.0918169854,0.1063805238,0.0827894194,0.0409749544,0.1036561186,0.066254557,0.0863897266,0.0715155204,0.075908558,0.089181545,0.0649950761,0.0907455302,0.113323124,0.0856251999,0.0707148347,0.0602879424
0.0594470388,0.197286936,0.0593005575,0.0635035256,0.0505871725,0.096916647,0.099768697,0.0831565121,0.0651663915,0.0763685515,0.0439301552,0.0469054706,0.0611584828,0.1087759455,0.0868622745,0.0883812161,0.0735142563,0.0313789464,0.1027837259,0.055872563,0.0734507248,0.0641103672,0.0697538101,0.0742442991,0.0676463904,0.0844484426,0.1105666156,0.0768308283,0.0585447092,0.0568386323
0.0452894522,0.1764966087,0.0523061328,0.0516948433,0.0412149955,0.0845359199,0.0888203547,0.0729513994,0.0548266574,0.0751295337,0.0349223947,0.0383865339,0.0471920024,0.0891640223,0.0639467369,0.0736125534,0.0671590519,0.0256213415,0.0782774209,0.0464415914,0.0593442942,0.0548792859,0.0532155418,0.0669082553,0.0528747822,0.0704486675,0.1018887187,0.0701950752,0.0491929285,0.0385422915
0.0584834334,0.1537894426,0.0424227065,0.0398861609,0.0329719964,0.0637173724,0.0798766384,0.0589067394,0.0437918151,0.0645415634,0.0307649667,0.0292517705,0.0382240517,0.0593039588,0.0548114887,0.0573439483,0.0462040536,0.0241819403,0.058212388,0.03574259,0.0514641502,0.0458510854,0.0416596885,0.0509987626,0.0445420801,0.0560553244,0.0744257274,0.0647585545,0.0435562388,0.024145171
0.0455859462,0.1372751401,0.0401419159,0.0277801376,0.0344399277,0.0581184449,0.0727833462,0.062645246,0.0441393692,0.048659608,0.0257760532,0.0278148414,0.0330049985,0.0638297872,0.0523341333,0.0563055267,0.0486087255,0.0170808943,0.0471885161,0.0384371533,0.0384278626,0.0341854332,0.0491123765,0.0558599965,0.0321187789,0.0509951647,0.0763654926,0.0526862808,0.0367665898,0.0388422316
0.028759914,0.1245945149,0.0305119108,0.0251465466,0.0248419151,0.0487343269,0.06615266,0.0547640699,0.04526892,0.0558684388,0.0194013304,0.0221697629,0.0307997648,0.0487957135,0.047921344,0.0505365178,0.0424252834,0.0141061318,0.0426679356,0.0291646854,0.0324934332,0.0263745182,0.0392312845,0.0497613576,0.0280281797,0.0437422692,0.0586013272,0.0541253598,0.0335639252,0.0269946011
0.0268327033,0.0987909171,0.0255955398,0.0315181378,0.0229223126,0.0418736693,0.0644564379,0.0475901788,0.0379702841,0.0411128633,0.0199556541,0.0188853536,0.0247721258,0.0452062633,0.0412634513,0.049382716,0.0336654071,0.0135303714,0.0406059164,0.0286891742,0.0307422901,0.0232298641,0.0436694021,0.0460491427,0.020907507,0.0422804453,0.0528841246,0.045410937,0.0285677684,0.026244751
0.025424357,0.0738720142,0.0251900659,0.0294367513,0.0214543812,0.031148963,0.0569005397,0.0426391836,0.0317143105,0.0359315161,0.0192627494,0.0172431489,0.019773596,0.0417208552,0.044902067,0.0469597323,0.0338371694,0.0152576528,0.0380680466,0.0263908702,0.0276291468,0.0282004463,0.0401105342,0.0390666431,0.0208317552,0.0366580457,0.0520673813,0.0397345699,0.0226748655,0.0271445711
0.0230524053,0.0597168977,0.0224024328,0.0280350013,0.0193089431,0.0313066793,0.0565921357,0.0393048399,0.0284125467,0.0355936022,0.0139966741,0.0175510623,0.0179359012,0.0397440566,0.0347603933,0.0369216569,0.0355547922,0.0124748105,0.0311682132,0.0228245364,0.0217920031,0.0224183404,0.0390219394,0.0387130988,0.0214377699,0.0395254695,0.045941807,0.0350175887,0.0198565206,0.024145171
