0.1016441006,0.1277013752,0.5297891842,0.5857539783,0.3070452156,0.0579545455,0.0804289544,0.1062271062,0.2498373455,0.2454308094
0.1040135397,0.1277013752,0.6168652612,0.6404395049,0.3438485804,0.0784090909,0.0857908847,0.0815018315,0.2526566905,0.2428198433
0.1323017408,0.1394891945,0.7784906813,0.7744379894,0.4900105152,0.0852272727,0.1528150134,0.1346153846,0.3237909347,0.3237597911
0.1487427466,0.1748526523,0.8055300947,0.7831523112,0.4416403785,0.0988636364,0.144772118,0.1108058608,0.3248752982,0.3211488251
0.1459381044,0.1394891945,0.7285365108,0.7573882294,0.4090431125,0.0840909091,0.1152815013,0.1135531136,0.2999349382,0.3080939948
0.1369922631,0.1250818599,0.693553315,0.7099014903,0.3238696109,0.0965909091,0.1420911528,0.0824175824,0.2895250488,0.3255004352
0.1156189555,0.1106745252,0.5957836847,0.6298307653,0.247108307,0.0715909091,0.0697050938,0.0549450549,0.2550422902,0.2428198433
0.0908123791,0.0838244925,0.5218454018,0.5623894923,0.1829652997,0.0590909091,0.0643431635,0.0769230769,0.2108002602,0.1610095735
0.0824951644,0.1100196464,0.5629391995,0.6304622379,0.159831756,0.0704545455,0.0348525469,0.0567765568,0.1910648449,0.1583986075
0.1218568665,0.1106745252,0.7545065689,0.7783531195,0.229232387,0.0863636364,0.0482573727,0.0769230769,0.2741270874,0.2436901654
0.1290135397,0.1041257367,0.8049190345,0.7840363728,0.2439537329,0.0670454545,0.0750670241,0.0915750916,0.2823682498,0.2819843342
0.1263539652,0.1146037983,0.7769630309,0.7338974489,0.1787592008,0.0829545455,0.072386059,0.0805860806,0.2849707222,0.2515230635
0.1135396518,0.1198428291,0.6655973113,0.6360191968,0.1713985279,0.0727272727,0.0697050938,0.0769230769,0.2461505097,0.2193211488
0.0834622824,0.0766208251,0.4996944699,0.4895175549,0.134595163,0.0670454545,0.0455764075,0.0476190476,0.1721969204,0.1296779809
0.0549323017,0.0491159136,0.3826764436,0.4248547613,0.0841219769,0.0602272727,0.0482573727,0.0320512821,0.1409672522,0.0957354221
0.0723887814,0.0700720367,0.5320806599,0.5801970194,0.1156677182,0.0477272727,0.0670241287,0.0549450549,0.2055953155,0.1122715405
0.0931334623,0.0779305828,0.6472655057,0.6934832028,0.1934805468,0.0511363636,0.0589812332,0.0732600733,0.2507048363,0.1697127937
0.1012088975,0.0674525213,0.7254812099,0.7192472847,0.1892744479,0.0738636364,0.0509383378,0.0705128205,0.2912600304,0.2306353351
0.123549323,0.1001964637,0.9165902841,0.7696387977,0.2060988433,0.075,0.0563002681,0.0741758242,0.2717414877,0.2445604874
0.105754352,0.077275704,0.7062328139,0.6955039151,0.1976866456,0.0761363636,0.0509383378,0.0732600733,0.2613315984,0.2471714534
0.0868471954,0.0497707924,0.5705774519,0.6127810053,0.1661409043,0.0556818182,0.0831099196,0.0567765568,0.208848406,0.1758050479
0.0698259188,0.055664702,0.4859456156,0.5449608487,0.1167192429,0.0727272727,0.0455764075,0.043040293,0.176751247,0.1401218451
0.0897001934,0.0635232482,0.6597922395,0.6942409699,0.2103049422,0.0761363636,0.0589812332,0.0686813187,0.2502710909,0.1436031332
0.1280947776,0.1041257367,0.751604033,0.7965395302,0.2271293375,0.0852272727,0.0884718499,0.0833333333,0.3001518109,0.228024369
0.1608317215,0.0923379175,0.7957531317,0.8401111392,0.334384858,0.1011363636,0.1286863271,0.1117216117,0.3352851876,0.2480417755
0.1590909091,0.1146037983,0.8638863428,0.875852488,0.2818086225,0.1034090909,0.1286863271,0.1071428571,0.3233571893,0.2959094865
0.1890232108,0.1139489194,0.8376107547,0.8620863855,0.3133543638,0.1022727273,0.1501340483,0.108974359,0.3428757319,0.2584856397
0.1739361702,0.1362148003,0.7428964253,0.7751957565,0.3228180862,0.1147727273,0.1474530831,0.0970695971,0.3253090436,0.2793733681
0.1137814313,0.115913556,0.5649251451,0.6339984845,0.2628811777,0.0761363636,0.0938337802,0.065018315,0.238776838,0.1897302002
0.1101547389,0.0929927963,0.6316834708,0.6843899975,0.2891692955,0.0840909091,0.1152815013,0.0677655678,0.2762958144,0.1923411662
0.1445357834,0.1473477407,0.7656584174,0.7999494822,0.3438485804,0.1545454545,0.1126005362,0.1144688645,0.3309477337,0.2837249782
0.1438104449,0.1447282253,0.7230369691,0.8438999747,0.3238696109,0.1738636364,0.144772118,0.108974359,0.325742789,0.3472584856
0.122582205,0.146037983,0.6691109074,0.8181358929,0.3732912723,0.1409090909,0.1152815013,0.1108058608,0.325742789,0.315926893
