0.0223797917,0.058808554,0.092296685,0.3162650602,0.0170316302,0.3017104643,0.4583602324,0.3996458087,0.5121846943,0.176088044
0.0239308664,0.0560081466,0.1266396375,0.3102409639,0.0218978102,0.2131864363,0.4930062406,0.4846517119,0.5134672937,0.2096048024
0.0385552847,0.0812118126,0.1667064155,0.4111445783,0.0267639903,0.2879495863,0.5440068862,0.5448642267,0.6391620351,0.2889171859
0.0343452249,0.0931771894,0.1643214882,0.4051204819,0.0437956204,0.290135894,0.5108672262,0.6251475797,0.6528430953,0.2778207285
0.0290272546,0.0842668024,0.1552587646,0.4548192771,0.0389294404,0.2870922107,0.5298041747,0.5407319953,0.6075245832,0.2606303152
0.0292488367,0.0870672098,0.1659909373,0.3795180723,0.0072992701,0.2798902559,0.5181837745,0.5489964581,0.5848653271,0.2406203102
0.0265898515,0.0677189409,0.1123300739,0.2861445783,0.0364963504,0.2143010246,0.4531956101,0.4380165289,0.4510474562,0.1934603665
0.0155107467,0.0486252546,0.0705938469,0.1852409639,0.0145985401,0.1869936126,0.4217774909,0.2804014168,0.3813595554,0.1411160126
0.0146244183,0.0470977597,0.0777486287,0.1731927711,0.0145985401,0.2245037939,0.4202711427,0.2904368359,0.4005985464,0.1503479012
0.0281409262,0.0697556008,0.1221082757,0.2515060241,0.0072992701,0.278904274,0.5087153002,0.4167650531,0.5955536554,0.194006094
0.0239308664,0.0618635438,0.1132840448,0.2168674699,0.00486618,0.2969091611,0.5123735743,0.3931523022,0.5040615648,0.1763609077
0.0186128961,0.0644093686,0.1116145958,0.2424698795,0.0364963504,0.2784755862,0.4669679363,0.386068477,0.4835399743,0.1780435672
0.0170618214,0.0616089613,0.0891962795,0.1506024096,0.00486618,0.2645432332,0.4566386916,0.3512396694,0.3971782813,0.15271272
0.0095280301,0.0463340122,0.0584307179,0.1069277108,0.0121654501,0.181292065,0.3492575855,0.2532467532,0.3026934587,0.1241984629
0.0110791048,0.0297861507,0.0395897925,0.0828313253,0.00243309,0.1325931324,0.2722186357,0.207201889,0.2312954254,0.1124653236
