0.0453535257,0.3610613123,0.1111111111,0.042364532,0.1794123015,0.1630901288,0.5857539783,0.2212408445,0.6299662425,0.0579545455
0.0561799536,0.4108999641,0.162037037,0.0266009852,0.1848877532,0.1330472103,0.6404395049,0.2225333908,0.656972215,0.0784090909
0.0620376544,0.4521333811,0.2222222222,0.0482758621,0.323781712,0.3175965665,0.7744379894,0.2906074968,0.8318618541,0.0852272727
0.0590214941,0.4775905342,0.2592592593,0.0433497537,0.3035225406,0.1502145923,0.7831523112,0.2871607066,0.835367437,0.0988636364
0.0558148395,0.4381498745,0.1388888889,0.0502463054,0.3100930827,0.2789699571,0.7573882294,0.2798362775,0.7731757985,0.0840909091
0.0582277677,0.441735389,0.1805555556,0.0492610837,0.2903814565,0.2789699571,0.7099014903,0.292977165,0.7478576993,0.0965909091
0.0448772899,0.3958408032,0.1157407407,0.0325123153,0.2024091988,0.1931330472,0.6298307653,0.2380439466,0.6594391067,0.0715909091
0.0393053307,0.3872355683,0.1296296296,0.0187192118,0.1392589889,0.1158798283,0.5623894923,0.1828953037,0.5702414957,0.0590909091
0.0434803315,0.3696665471,0.1342592593,0.0275862069,0.1379813835,0.1244635193,0.6304622379,0.1934510987,0.6180212932,0.0704545455
0.0587516271,0.4446038006,0.1805555556,0.0344827586,0.2109874065,0.2660944206,0.7783531195,0.2671262387,0.8256297066,0.0863636364
0.0497666444,0.4704195052,0.1342592593,0.0354679803,0.219200584,0.2618025751,0.7840363728,0.2638948729,0.7764217086,0.0670454545
0.0439089437,0.4550017928,0.1203703704,0.0275862069,0.196933747,0.2188841202,0.7338974489,0.2447221025,0.7450012984,0.0829545455
0.0408292853,0.4105414127,0.1296296296,0.0206896552,0.1640810367,0.2231759657,0.6360191968,0.2429987075,0.6461957933,0.0727272727
0.0367971553,0.3205449982,0.1018518519,0.0236453202,0.1171746669,0.1244635193,0.4895175549,0.1742783283,0.4938976889,0.0670454545
0.0302568499,0.2724991036,0.0509259259,0.0088669951,0.0757437489,0.0944206009,0.4248547613,0.126669539,0.3862633082,0.0602272727
0.0379718703,0.3237719613,0.1064814815,0.0246305419,0.101660887,0.1416309013,0.5801970194,0.1839724257,0.4896130875,0.0477272727
0.0405117948,0.397275009,0.1064814815,0.0147783251,0.1525825881,0.1802575107,0.6934832028,0.2225333908,0.5907556479,0.0511363636
0.0455440201,0.4370742202,0.0925925926,0.0236453202,0.1708340938,0.1802575107,0.7192472847,0.2632485997,0.6502207219,0.0738636364
0.0517668349,0.4406597347,0.0787037037,0.0236453202,0.1963862019,0.2188841202,0.7696387977,0.2703576045,0.6981303558,0.075
0.046353621,0.4137683758,0.1064814815,0.0216748768,0.1894506297,0.1716738197,0.6955039151,0.2445066782,0.6415216827,0.0761363636
0.0384481062,0.3650053783,0.0324074074,0.0216748768,0.1255703596,0.1673819742,0.6127810053,0.194743645,0.5592054012,0.0556818182
0.0350827063,0.3169594837,0.087962963,0.0147783251,0.1087789743,0.0901287554,0.5449608487,0.1626454115,0.5453129057,0.0727272727
0.0465441153,0.4446038006,0.0462962963,0.0236453202,0.1476546815,0.0858369099,0.6942409699,0.2279190004,0.6667099455,0.0761363636
0.0542273867,0.4374327716,0.1018518519,0.0334975369,0.2148202227,0.2360515021,0.7965395302,0.2813442482,0.7682420151,0.0852272727
