,Measles,Measles_virus,Measles_vaccine,Conjunctivitis,Pneumonia,Morbillivirus,Q_fever,Typhoid-fever,Pertussis,Meningococcal,Listeriosis,Malaria,Lyme,Legionnaires,Hepatitis A,Hepatitis B,Hepatitis C,Haemophilus
7/14/12,1.0863607807,1.0760840159,1.1958632538,3.3407068127,1.2303512627,0.6401031589,2.0345482192,2.2308875686,5.3418999184,2.158154915,0.7381504304,2.1311053777,2.2272385647,0.6787344554,0.8519101779,2.6443867892,3.7021491446,2.0836109894
7/21/12,1.0601595383,1.0195732086,1.1416664353,3.2056705868,1.5880486755,0.6301894259,1.966372508,2.3264270395,6.067871991,2.180947463,0.6620361112,2.1544819106,1.9798396194,0.7778128919,0.9369247066,3.0238150434,4.3458823546,2.1614424066
7/28/12,1.065034188,0.8877146583,1.1987157179,3.367619627,1.4192601006,0.6078835266,1.8750657519,2.2761104131,4.2108757821,2.1618653298,0.7409636907,2.1130777126,1.8756219008,0.8957344667,1.342909581,3.2110394838,6.067871991,1.8345504544
8/4/12,1.0213908395,0.8312038511,1.1944370217,3.3271717132,1.278729933,0.6215149095,1.4526198271,2.1906342674,2.850677452,2.2445545738,0.6742269056,2.0994083841,1.8798748086,0.7620089695,0.898326561,2.3672016691,2.5495802726,1.7340771704
8/11/12,1.1450850769,0.937946487,1.2144042706,3.5360214472,1.3989320552,0.616558043,1.7654976446,2.162680586,2.7102035691,2.162395389,0.8964744661,2.2270878367,1.7424500428,0.6939305346,0.9882715098,2.7509453803,4.6382483706,1.7121428619
8/18/12,1.1514068883,0.9944572943,1.2457813761,3.0582009555,1.4191908398,0.5855776273,1.7618453743,3.223305376,2.9085420326,2.0722853154,0.7506538093,2.2666100257,1.7546073447,0.8902638782,0.9103708728,2.3954181184,3.4576968369,1.9661563053
8/25/12,1.2778431161,1.2142215448,1.4140767599,3.1021113366,1.4612321467,0.6723227913,1.8677612114,2.5122879609,2.7395165474,1.9111473015,0.6873554535,2.4596645277,1.6749619819,1.6895776453,0.912976952,2.4360830013,2.745722891,2.5314954174
9/1/12,1.1892615902,1.1137578874,1.351322549,3.2816874832,1.5337482066,0.6140796097,1.7642802212,2.7818856878,3.1401906986,3.6158178704,0.6803223029,2.5894240955,1.8117423677,1.2519305637,0.9024822008,2.6440548309,2.4994226716,2.6418745181
9/8/12,1.2937618942,1.2205005234,1.8148479704,3.1836367038,1.7237652174,0.6871933908,2.1855087226,3.1266477578,3.1609381962,2.5318466908,0.7819122567,2.8597400196,1.9080127334,0.8240089728,1.0188401141,2.957589377,2.8459060992,3.3579235562
9/15/12,1.3732034518,1.0823629945,1.6921920127,3.4378132829,1.8870821889,0.7776562047,2.0844625792,3.0752129841,2.8910303832,1.9212184273,0.8078567679,2.8532025147,1.7358344086,0.7680874012,0.9765089362,2.8736039454,2.7391232066,3.5142939489
9/22/12,1.3594934994,1.3146852021,1.6736509959,3.3616390016,1.8853852993,0.7541110887,1.9712422016,3.185412608,4.7495493442,2.0166290935,0.7547174075,2.914714493,1.5534748805,0.6647540625,0.9929906261,3.1112860364,3.4266783205,3.717363192
9/29/12,1.5284305797,1.4904966025,1.9203891433,3.2174744527,1.9874757217,0.746675789,1.9834164358,3.246289514,3.6910462776,2.323533403,0.853494101,3.0591339204,1.5299335327,0.7869305395,0.9836932626,3.0035655915,3.0139340623,3.9359987184
10/6/12,1.4422863787,1.3649170308,1.9845695862,3.3994113725,2.0120633065,0.8792719682,2.456994144,3.7088297616,3.4692955003,3.0910592064,0.7719095535,3.1815635584,1.3770436479,0.7200677909,0.9548855225,3.3036558293,2.8546176825,4.1864743701
10/13/12,1.4141048098,1.5407284312,1.8633398606,3.3459005137,2.0163574762,0.8755543183,2.377861622,3.6070783614,3.0476835074,2.5843225572,0.7717532613,3.278140336,1.41716704,0.7073030843,1.0024288588,3.4527050735,3.4199466425,4.0852935278
10/20/12,1.302444864,1.5093335383,1.6051918567,3.3399198883,2.0026438374,0.7801346379,2.1197678582,3.1859095623,3.3925868623,1.999137138,0.7619068504,3.2162321453,1.5923524713,0.6750873964,1.0110923112,3.3785124096,3.2711897576,4.0980295778
10/27/12,1.2594108467,1.2644533734,1.9375039281,3.2497383528,1.9817963359,0.7615463885,2.0321133723,3.0389353177,2.9810631022,1.9901261307,0.6704758919,2.9718681347,1.3123908588,0.7109501433,0.9166395498,2.7955937619,3.3946038547,3.6897684168
11/3/12,1.4108296545,1.3398011165,2.1927994679,3.6260455978,2.0868996032,0.8520092024,2.7942204297,3.0716100652,2.6892657274,2.0563835377,0.6796971339,3.4873404942,1.3149683786,0.7000089663,1.0480704616,3.3639062476,3.209548706,4.5614802893
11/10/12,1.411667485,1.7730506388,1.8419463797,3.546723619,2.2001063844,0.8705974518,2.6736955117,2.874940387,2.9435653313,2.1337721892,0.7018906315,3.4706995725,1.4645074876,0.7474207335,1.0644817169,3.2868919388,3.0928662869,4.7999274492
11/17/12,1.2352660972,1.452822731,1.6422738904,3.3279586376,1.9903846754,0.7937660208,2.0284611021,2.8913398801,2.6926919197,2.1512641447,0.7043913073,3.0320924227,1.2019870926,0.6495579833,0.9848906503,2.9028162694,2.8732287923,3.9027434765
11/24/12,1.3977290333,1.2581743949,1.9560449449,3.6169172749,6.067871991,0.8036797539,2.5763016386,2.8811523162,3.8332332567,1.9895960714,0.7325239099,3.3902684511,1.3937975268,0.7431658313,1.0537756619,3.4276422273,3.2408312097,4.7808233741
12/1/12,1.4337557416,1.5093335383,2.1386026494,3.7201617553,2.3832665758,0.93007985,2.6785652054,2.9448867097,3.7947837657,2.1268814189,0.7625320193,3.381650831,1.3824564396,0.8926952508,1.1375223683,3.7986055467,3.2408312097,5.2888502608
