0.1063829787,0.2105263158,0.0144927536
0.1170212766,0.3157894737,0.0144927536
0.1808510638,0.5263157895,0.2173913043
0.170212766,0.5789473684,0.1304347826
0.2234042553,0.6315789474,0.2028985507
0.2978723404,0.7236842105,0.1739130435
0.2872340426,0.7894736842,0.1304347826
0.329787234,0.8026315789,0.1739130435
0.3723404255,0.7105263158,0.1594202899
0.3404255319,0.7894736842,0.1594202899
0.3085106383,0.7236842105,0.1739130435
0.2553191489,0.7368421053,0.2028985507
0.2021276596,0.6447368421,0.1884057971
0.170212766,0.8289473684,0.1594202899
0.1382978723,0.5921052632,0.2173913043
0.1276595745,0.7763157895,0.231884058
0.1170212766,0.8947368421,0.2173913043
0.085106383,0.9078947368,0.1884057971
0.085106383,0.9736842105,0.2463768116
0.0744680851,1,0.2173913043
0.0638297872,0.8684210526,0.2173913043
0.0638297872,0.5921052632,0.2028985507
0.0319148936,0.8157894737,0.2028985507
0.0319148936,0.4605263158,0.1594202899
0.0319148936,0.6578947368,0.1884057971
0.0212765957,0.5263157895,0.1594202899
0.0106382979,0.5131578947,0.1739130435
0.0212765957,0.4736842105,0.1594202899
0.0106382979,0.5657894737,0.115942029
0.0106382979,0.5921052632,0.1739130435
0.0212765957,0.4210526316,0.1739130435
0.0106382979,0.5526315789,0.231884058
0.0106382979,0.4605263158,0.1594202899
0.0212765957,0.5394736842,0.2028985507
0.0212765957,0.3815789474,0.1594202899
0.0319148936,0.4605263158,0.1304347826
0.0638297872,0.5,0.1449275362
0.0744680851,0.4605263158,0.1014492754
0.1170212766,0.6315789474,0.1884057971
0.1276595745,0.6842105263,0.2463768116
0.1276595745,0.5657894737,0.2028985507
0.1382978723,0.6578947368,0.1884057971
0.1382978723,0.6447368421,0.2028985507
0.1276595745,0.7894736842,0.2173913043
0.1382978723,0.7236842105,0.231884058
0.1382978723,0.7894736842,0.2463768116
0.1276595745,0.8289473684,0.231884058
0.1276595745,0.6842105263,0.2173913043
0.085106383,0.5,0.0869565217
0.1276595745,0.8815789474,0.1884057971
0.1170212766,0.8289473684,0.1594202899
0.085106383,0.7763157895,0.1304347826
0.0638297872,0.4342105263,0.0724637681
0.0425531915,0.3026315789,0.0434782609
0.0638297872,0.4605263158,0.1014492754
0.085106383,0.5394736842,0.1884057971
0.085106383,0.6052631579,0.2028985507
0.1063829787,0.6315789474,0.2028985507
0.1382978723,0.8684210526,0.1884057971
0.1276595745,0.7894736842,0.2173913043
0.1914893617,0.7236842105,0.1739130435
0.1914893617,0.75,0.3623188406
0.2021276596,0.6973684211,0.231884058
0.2234042553,0.7631578947,0.231884058
0.2127659574,0.7631578947,0.2028985507
0.1914893617,0.6842105263,0.1884057971
0.1595744681,0.6578947368,0.2463768116
0.1170212766,0.5657894737,0.1884057971
0.1276595745,0.6578947368,0.2173913043
0.1170212766,0.9868421053,0.231884058
0.1063829787,0.8421052632,0.2173913043
0.1063829787,0.8026315789,0.2173913043
0.0957446809,0.5131578947,0.2173913043
0.0744680851,0.5394736842,0.3188405797
0.0531914894,0.4078947368,0.2753623188
0.0425531915,0.3684210526,0.2028985507
0.0319148936,0.5,0.1884057971
0.0319148936,0.5526315789,0.2028985507
0.0319148936,0.3421052632,0.231884058
0.0212765957,0.4342105263,0.1739130435
0,0.3421052632,0.115942029
0.0106382979,0.4342105263,0.1739130435
0.0106382979,0.4605263158,0.2608695652
0.0106382979,0.5394736842,0.3623188406
0.0212765957,0.4210526316,0.3333333333
0.0212765957,0.3026315789,0.1739130435
0.0319148936,0.3157894737,0.5652173913
0.0425531915,0.3421052632,0.3188405797
0.0425531915,0.4210526316,0.2028985507
0.0744680851,0.4605263158,0.1884057971
0.0957446809,0.4605263158,0.2028985507
0.1170212766,0.5921052632,0.1884057971
0.1382978723,0.6184210526,0.2173913043
0.1276595745,0.5657894737,0.2173913043
0.1276595745,0.7763157895,0.1739130435
0.1382978723,0.6578947368,0.2173913043
0.1382978723,0.4078947368,0.1884057971
0.1170212766,0.5131578947,0.1304347826
0.1276595745,0.5789473684,0.1014492754
0.1595744681,0.7368421053,0.1739130435
0.1170212766,0.4605263158,0.0724637681
0.1914893617,0.7368421053,0.1594202899
0.2872340426,0.75,0.1739130435
0.2872340426,0.6842105263,0.1304347826
0.3617021277,0.3421052632,0.0724637681
0.3936170213,0,0
0.5106382979,0.3157894737,0.0434782609
1,0.4210526316,0.1304347826
0.7978723404,0.5921052632,0.1594202899
0.5531914894,0.5921052632,0.1304347826
0.4361702128,0.5657894737,0.1594202899
0.329787234,0.7105263158,0.1594202899
0.2765957447,0.5657894737,0.1449275362
0.2340425532,0.6842105263,0.1739130435
0.2234042553,0.7105263158,0.1449275362
0.2021276596,0.5131578947,0.1449275362
0.1808510638,0.5,0.1449275362
