0.0430107527,0,0.0144927536,0.1063829787
0.0537634409,0,0.0289855072,0.1170212766
0.0537634409,0,0.2173913043,0.1808510638
0.0215053763,0,0.1304347826,0.170212766
0.0537634409,0.31,0.1884057971,0.2234042553
0.0215053763,0.25,0.1739130435,0.2978723404
0.0107526882,0.25,0.1304347826,0.2872340426
0.0967741935,0.25,0.1594202899,0.329787234
0.0215053763,0.25,0.1594202899,0.3723404255
0.0322580645,0.26,0.1594202899,0.3404255319
0.0322580645,0.27,0.1739130435,0.3085106383
0.0537634409,0.28,0.2028985507,0.2553191489
0.064516129,0.29,0.1739130435,0.2021276596
0.0430107527,0.3,0.1594202899,0.170212766
0.0215053763,0.26,0.2173913043,0.1489361702
0.0430107527,0.24,0.231884058,0.1276595745
0.0322580645,0.24,0.231884058,0.1170212766
0.0322580645,0.26,0.1884057971,0.085106383
0.0430107527,0.3,0.231884058,0.085106383
0.0430107527,0.31,0.2173913043,0.0744680851
0.0537634409,0.28,0.2173913043,0.0638297872
0.0322580645,0.28,0.2028985507,0.0638297872
0.0322580645,0.25,0.2028985507,0.0319148936
0.0322580645,0.25,0.1594202899,0.0319148936
0.0215053763,0.25,0.1739130435,0.0319148936
0.0215053763,0,0.1594202899,0.0212765957
0.064516129,0,0.1739130435,0.0106382979
0.0430107527,0,0.1594202899,0.0212765957
0.0537634409,0,0.1014492754,0.0106382979
0.0322580645,0,0.1594202899,0.0106382979
0.0430107527,0,0.1739130435,0.0212765957
0.0107526882,0,0.231884058,0.0106382979
0.0430107527,0,0.1739130435,0.0106382979
0.0860215054,0.24,0.1884057971,0.0212765957
0.0430107527,0.25,0.1449275362,0.0212765957
0.0430107527,0.25,0.1304347826,0.0319148936
0.0430107527,0.27,0.1449275362,0.0638297872
0.0322580645,0.3,0.1014492754,0.0744680851
0.0967741935,0.33,0.2028985507,0.1170212766
0.064516129,0.36,0.2463768116,0.1276595745
0.0752688172,0.25,0.2173913043,0.1276595745
0.0537634409,0.27,0.1884057971,0.1382978723
0.0537634409,0.23,0.2028985507,0.1382978723
0.0430107527,0.27,0.2028985507,0.1276595745
0.0537634409,0.3,0.2173913043,0.1382978723
0.0537634409,0.23,0.2463768116,0.1382978723
0.0537634409,0.23,0.231884058,0.1276595745
