0.2352941176,0.06,0.0520833333
0.3529411765,0.06,0.0520833333
0.5098039216,0.06,0.0520833333
0.3921568627,0.06,0.0520833333
0.5882352941,0.07,0.0520833333
0.4901960784,0.08,0.0729166667
0.5490196078,0.08,0.0416666667
1,0.08,0.0416666667
0.6862745098,0.06,0.03125
0.6862745098,0.08,0.0416666667
0.5882352941,0.07,0.0625
0.568627451,0.07,0.0416666667
0.4705882353,0.07,0.0416666667
0.7647058824,0.07,0.0416666667
0.6470588235,0.07,0.0416666667
0.7058823529,0.06,0.0416666667
0.8823529412,0.06,0.0729166667
0.7647058824,0.08,0.0520833333
0.7254901961,0.08,0.0625
0.8235294118,0.08,0.0625
0.4901960784,0.08,0.0416666667
0.4705882353,0.06,0.03125
0.3725490196,0.06,0.03125
0.5294117647,0.06,0.0416666667
0.568627451,0.07,0.03125
0.5882352941,0.07,0.0416666667
0.568627451,0.07,0.0520833333
0.6274509804,0.07,0.0520833333
0.4705882353,0.06,0.0520833333
0.3529411765,0.06,0.03125
0.568627451,0.06,0.03125
0.5294117647,0.06,0.03125
0.5490196078,0.06,0.03125
0.3333333333,0.06,0.0416666667
0.5490196078,0.06,0.0520833333
0.4509803922,0.06,0.0833333333
0.6078431373,0.07,0.03125
0.6862745098,0.09,0.0416666667
0.7450980392,0.59,0.4166666667
0.9411764706,0.32,0.2395833333
0.862745098,1,1
0.6666666667,0.4,0.3333333333
0.8823529412,0.22,0.2395833333
0.7058823529,0.16,0.125
0.7450980392,0.12,0.0833333333
0.862745098,0.13,0.0625
0.7058823529,0.1,0.0625
0.7058823529,0.07,0.0416666667
0.2156862745,0.06,0.0416666667
0.862745098,0.08,0.0520833333
0.5882352941,0.08,0.0625
0.5098039216,0.05,0.0520833333
0.3137254902,0.06,0.0208333333
0.137254902,0.06,0.0208333333
0.4117647059,0.06,0.0208333333
0.5882352941,0.05,0.0208333333
0.568627451,0.06,0.0208333333
0.568627451,0.06,0.0416666667
0.8823529412,0.07,0.0520833333
0.6470588235,0.07,0.0520833333
0.568627451,0.07,0.0416666667
0.8039215686,0.06,0.03125
0.7450980392,0.05,0.0520833333
0.5882352941,0.07,0.03125
0.7058823529,0.06,0.0416666667
0.8039215686,0.05,0.0416666667
0.6862745098,0.06,0.0416666667
0.5294117647,0.07,0.03125
0.7254901961,0.07,0.0520833333
0.6470588235,0.07,0.0416666667
0.7843137255,0.05,0.0520833333
0.5490196078,0.06,0.0625
0.5490196078,0.06,0.0208333333
0.5882352941,0.06,0.0625
0.6862745098,0.07,0.1354166667
0.4901960784,0.06,0.0208333333
0.6274509804,0.06,0.0208333333
0.4117647059,0.06,0.03125
0.4901960784,0.05,0.0208333333
0.3921568627,0.06,0.0416666667
0.1960784314,0.08,0.0520833333
0.1960784314,0.05,0.0416666667
0.3137254902,0.06,0.0416666667
0.5882352941,0.04,0.03125
0.4509803922,0.04,0.1145833333
0.5294117647,0.07,0.09375
0.5490196078,0.07,0.1041666667
0.6862745098,0.05,0.0520833333
0.7647058824,0.07,0.03125
0.8431372549,0.08,0.0208333333
0.9803921569,0.07,0.0833333333
0.7843137255,0.07,0.0729166667
0.9607843137,0.06,0.0416666667
0.8431372549,0.07,0.1041666667
0.7254901961,0.05,0.0625
0.7450980392,0.06,0.0520833333
0.8823529412,0.07,0.03125
0.5490196078,0.05,0.03125
0.6078431373,0.05,0.03125
0.5490196078,0.05,0.0416666667
0.4117647059,0.04,0.0208333333
0.7254901961,0.06,0.03125
0.568627451,0.06,0.0520833333
0.6078431373,0.05,0.03125
0.2941176471,0.04,0.03125
0,0.04,0.03125
0.137254902,0.05,0.03125
0.5490196078,0.05,0.03125
0.5882352941,0.05,0
0.4901960784,0.05,0.0208333333
0.7843137255,0.04,0.0416666667
0.6078431373,0.06,0.0416666667
0.6274509804,0.07,0.0520833333
0.5882352941,0.06,0.0520833333
0.7647058824,0.06,0.0416666667
0.4705882353,0.06,0.0104166667
0.4705882353,0.05,0.03125
0.5098039216,0.06,0.0416666667
0.4901960784,0.06,0.0208333333
0.6470588235,0.05,0.03125
0.6078431373,0.07,0.0625
0.6862745098,0.1,0.1041666667
0.568627451,0.08,0.0416666667
0.6078431373,0.07,0.0625
0.4509803922,0.05,0.03125
0.431372549,0.04,0.0104166667
0.4117647059,0.05,0
0.4509803922,0.06,0
0.5294117647,0.06,0.0208333333
0.4705882353,0.05,0.0208333333
0.6078431373,0.05,0.0104166667
0.4509803922,0.05,0.0208333333
0.3333333333,0.05,0.0625
0.5294117647,0.06,0.0416666667
0.5294117647,0.05,0
0.6666666667,0.05,0.0208333333
0.4509803922,0.05,0.0104166667
0.4705882353,0.05,0.0104166667
0.4509803922,0.05,0.0104166667
0.4705882353,0.04,0.03125
0.5882352941,0.06,0.0208333333
0.6274509804,0.06,0.0208333333
0.7450980392,0.07,0.0520833333
0.9215686275,0.05,0.0208333333
0.6078431373,0.04,0.0520833333
0.7450980392,0.05,0.0520833333
0.8039215686,0.06,0.0416666667
0.7647058824,0.05,0.03125
0.9411764706,0.07,0.1354166667
0.7058823529,0.07,0.1145833333
0.6862745098,0.04,0.0625
0.862745098,0.06,0.0625
0.5490196078,0.07,0.0625
0.2941176471,0.06,0.0208333333
0.6274509804,0.06,0.03125
0.5098039216,0.05,0.0416666667
0.2549019608,0.05,0.0104166667
0.0392156863,0.04,0.0104166667
0.137254902,0.04,0.0104166667
0.4117647059,0.04,0.0104166667
