1/1/11,2.63283665
1/8/11,3.08417798
1/15/11,3.68956021
1/22/11,4.34077248
1/29/11,3.62307829
2/5/11,3.82480038
2/12/11,4.44881555
2/19/11,3.89708765
2/26/11,3.16181358
3/5/11,2.61571661
3/12/11,2.06307345
3/19/11,1.45381298
3/26/11,1.23890034
4/2/11,1.26074508
4/9/11,0.98729125
4/16/11,0.9441389
4/23/11,1.05981445
4/30/11,1.0437387
5/7/11,0.95969943
5/14/11,0.85259929
5/21/11,0.74941103
5/28/11,0.91053551
6/4/11,0.82804806
6/11/11,0.92409632
6/18/11,0.87393994
6/25/11,0.85168786
7/2/11,0.86582194
7/9/11,0.83718382
7/16/11,0.7882356
7/23/11,0.81878786
7/30/11,0.99407419
8/6/11,1.00421163
8/13/11,1.20362034
8/20/11,1.45618676
8/27/11,1.26429674
9/3/11,1.48015095
9/10/11,1.19933644
9/17/11,1.28799606
9/24/11,1.058876
10/1/11,1.30877555
10/8/11,1.41421647
10/15/11,1.17742336
10/22/11,1.67534064
10/29/11,1.53192461
11/5/11,1.29046085
11/12/11,1.82852013
11/19/11,1.70411442
11/26/11,1.91104671
12/3/11,2.15526079
12/10/11,2.07510105
12/17/11,2.34174299
12/24/11,2.54692774
12/31/11,2.55827113
1/7/12,2.78487106
1/14/12,2.25958956
1/21/12,2.31390174
1/28/12,1.7565935
2/4/12,1.62698597
2/11/12,1.46269222
2/18/12,1.50882639
2/25/12,1.54336988
3/3/12,1.36858022
3/10/12,1.37723927
3/17/12,1.37133072
3/24/12,1.27683428
3/31/12,1.13106821
4/7/12,1.14379264
4/14/12,1.02762198
4/21/12,1.22244929
4/28/12,0.97630633
5/5/12,1.14292285
5/12/12,0.89080018
5/19/12,1.18959377
5/26/12,0.97952045
6/2/12,1.10510037
6/9/12,1.16559388
6/16/12,1.42324374
6/23/12,1.17204421
6/30/12,1.32365818
7/7/12,1.52817171
7/14/12,1.50282804
7/21/12,1.44570389
7/28/12,1.51154591
8/4/12,1.27603407
8/11/12,1.21064159
8/18/12,1.34486618
8/25/12,1.34980483
9/1/12,1.43318644
9/8/12,1.90222393
9/15/12,1.99427504
9/22/12,2.59593604
9/29/12,3.02566627
10/6/12,3.96983593
10/13/12,4.76464196
10/20/12,5.38717543
10/27/12,5.49480086
11/3/12,4.62766361
11/10/12,3.81096477
11/17/12,3.90172504
11/24/12,3.5918334
12/1/12,2.76116327
12/8/12,2.84672025
12/15/12,2.33510887
12/22/12,2.19418025
12/29/12,1.93140943
1/5/13,2.12872439
1/12/13,2.45983562
1/19/13,1.99356052
1/26/13,1.94415246
2/2/13,1.83715289
2/9/13,1.60539584
2/16/13,1.08679996
2/23/13,1.0321635
3/2/13,1.16079242
3/9/13,1.4241457
3/16/13,1.38430827
3/23/13,1.18702142
3/30/13,0.89760729
4/6/13,0.79224896
4/13/13,0.81357245
4/20/13,0.79556418
4/27/13,1.10581903
5/4/13,0.78229061
5/11/13,0.76957616
5/18/13,0.79357808
5/25/13,0.88986371
6/1/13,0.70459777
6/8/13,0.81716433
6/15/13,0.94943092
6/22/13,1.18801886
6/29/13,1.15702184
7/6/13,1.39223325
7/13/13,1.23071727
7/20/13,1.21515264
7/27/13,1.04607256
8/3/13,1.10260371
8/10/13,1.68331694
8/17/13,1.45101812
8/24/13,1.24934092
8/31/13,1.75932862
9/7/13,2.79397797
9/14/13,3.75715686
9/21/13,4.83766966
9/28/13,1.98405329
10/5/13,1.5977426
10/12/13,1.09169854
10/19/13,0.89697343
10/26/13,1.31400854
11/2/13,1.75121989
11/9/13,1.51652348
11/16/13,2.23866077
11/23/13,1.12763133
11/30/13,1.25673082
12/7/13,2.08746553
12/14/13,0.87733984
12/21/13,1.10579569
12/28/13,1.61960551
1/4/14,2.2850662
