"0,0","[0.88685008531366794, 0.93160476986122387, 0.92764233289909603, 0.90372960148951298, 0.87450212381038517, 0.95235621698123551, 0.93329124429931498, 0.91306055899528848, 0.9342609009160745, 0.91880707477868917]","[0.60655284264807841, 0.4866144571749379, 0.51880318568440231, 0.21606631275935217, 0.64687385437901757, 0.58954812938098788, 0.37479780702048737, 0.27475466752622357, 0.57433918139518991, 0.65973132009964242]","[0.0048308510151747752, 0.017365695328632524, 0.35016093777121982, 0.13604734945606489, 0.34649093924841368, 0.19799463247380777, 0.33637144620655302, -0.054160649676149752, 0.34942786096505107, 0.40846801595132209]","[-0.082508360695064065, 0.023630090439888729, 0.17904315193027587, 0.3314070364506766, 0.20109909158496153, -0.050047461436692808, 0.20627751033491759, 0.05664062882248877, 0.16299864384994955, 0.27490783036355482]","[0.53154478037814457, 0.61108458144099398, 0.70467211208596015, 0.58597377263009387, 0.5033123907093815, 0.53552165153516262, 0.5842011272198977, 0.5073991179726125, 0.59354106052864319, 0.54968983403774918]",0.917610490934,0.494808175807,0.209299707874,0.130344816164,0.570694042854,"[0.1721497093790226, 0.056992611956458661, 0.094562994811143317, 0.10414383067077708, 0.13380714509390876, 0.056023731069238608, 0.061270971419767818, 0.08215891612606091, 0.07738567772652967, 0.062031427749127899]","[0.49143962420250736, 0.46741792135701615, 0.74108053067329072, 0.66268342185035312, 0.54266105929701314, 0.57902559790529418, 0.81479720979374637, 0.88590217933169502, 0.78447256777375163, 0.51181152226003768]","[0.63985539082572185, 0.5958183896938567, 0.48467027762760773, 0.42765485516440283, 0.54424071183355371, 1.0015694649211953, 0.49936356533373732, 0.6073296383084289, 0.71781474003810641, 0.6170816820893642]","[1.2372335302651083, 0.89237856071785926, 1.1069278199756358, 0.99081511439271219, 0.60438750337175662, 1.2361696757152858, 1.0658042763431606, 0.75553273715390323, 1.1534757534944335, 1.0006104834523144]","[0.76061675348384616, 0.48252547468958573, 0.29690079741087189, 0.66933019442535135, 0.34967137437799733, 0.43532468096324933, 0.55840596438362144, 0.72883215544710866, 0.6192646105526779, 0.30886277902066056]",0.0900527016002,0.648129163444,0.613539871584,1.00433354549,0.520973478475
"0,-1","[0.90998893877432996, 0.92003545053995839, 0.92210530289398007, 0.93040281224772048, 0.91435559678638378, 0.94553107003770642, 0.92676311698962255, 0.90648004692867035, 0.90685056564846533, 0.94595739160388115]","[0.6017465509911103, 0.53523289934087193, 0.62089580973284564, 0.22943606180218401, 0.63067689052765663, 0.64620851808338187, 0.5582791403358951, 0.37306215815358401, 0.62747147660778357, 0.63814035464295449]","[0.014793980555089181, 0.022650275009046816, 0.4434336398554074, 0.17602787973841005, 0.5043946577491899, 0.28641075835093399, 0.4539503166703025, -0.031826250759012797, 0.26381532637097294, 0.44579433241142086]","[0.072623767220313051, 0.13546032556824472, 0.22637665600529044, 0.34839368123646641, 0.30030258758795292, 0.021401014184983413, 0.21400602713851713, -0.064112270791325754, 0.13744867350925971, 0.29008978294512811]","[0.56708895867423681, 0.60650344629609609, 0.7201811837471126, 0.63353240422076418, 0.60182567139899468, 0.60147038242179263, 0.63627346040162847, 0.55785163676041616, 0.59892191109090365, 0.66667692992081495]",0.922847029245,0.546114986022,0.257944491595,0.16819902446,0.619032598493,"[0.13694555646685139, 0.066633134041688344, 0.10179924441151757, 0.075289163113271204, 0.091314956358073365, 0.064049336355907691, 0.067266956468738912, 0.088377586647746351, 0.1096521279966705, 0.041288574699835608]","[0.49744297718542213, 0.42315268737367262, 0.5838499469354117, 0.65138155896425853, 0.56755148916172471, 0.49909462963739015, 0.57567444260996326, 0.76581754549565739, 0.68655228421616743, 0.54428734372173482]","[0.63344948269230317, 0.5926140951354183, 0.41510458199340916, 0.40786457166156537, 0.41273888987076018, 0.89115263297615677, 0.41088846337034829, 0.59446220446867393, 0.81227611576626424, 0.5781431516826937]","[1.0599280449245223, 0.79016842161848544, 1.0431062286206736, 0.96564191438289926, 0.52933770352367648, 1.1520568692153257, 1.0554264851550312, 0.85224325019053959, 1.1886862953578858, 0.97965973877662049]","[0.70290473242311757, 0.48820926685858562, 0.2813091247929484, 0.59244514216331989, 0.28031737075704749, 0.37351531928247161, 0.48847431393533508, 0.65418466828770416, 0.61106656148967975, 0.2286226195146254]",0.084261663656,0.57948049053,0.574869418962,0.961625495177,0.47010491195
"0,-2","[0.89305605233106855, 0.93440279772285617, 0.89763573481589942, 0.94458668750084829, 0.89485355992186388, 0.93733981263063215, 0.9399407837546262, 0.94554501387863532, 0.94557836476322821, 0.91222442925872926]","[0.64527958439055988, 0.49605213066930764, 0.6712730996480637, 0.29916759582590424, 0.68360117172994705, 0.70016833463454975, 0.60000239149061363, 0.43062119949006505, 0.65793527706167421, 0.66073913320774857]","[-0.05848960325937913, 0.018631259192310012, 0.33060610181041195, 0.096161461961356332, 0.32074097827655201, 0.17306824513698149, 0.35360247488683638, -0.14266586181450536, 0.33108399021281776, 0.29065899623761027]","[0.032933377421732302, 0.021738994972243519, 0.23003379964070092, 0.36596324027231908, 0.12342807789553101, -0.046053957846753146, 0.19869910824054415, -0.093479487845184339, 0.176139768629337, 0.29177801719174679]","[0.61144272539530775, 0.67145565626428094, 0.76776689159082023, 0.6450629147593776, 0.60494394315531785, 0.58818153107227955, 0.66634821968843516, 0.60703800362710381, 0.65641725234196446, 0.65184308665656199]",0.924516323658,0.584483991815,0.171339804264,0.130118093857,0.647050022455,"[0.16270776307775528, 0.054661061703059254, 0.13377810348628111, 0.059945265866847529, 0.11210823155593301, 0.073681333922349879, 0.055163471172737899, 0.051460678671128718, 0.064063170692483073, 0.067060571592098342]","[0.44306754919094615, 0.45882528023410923, 0.50626500116358386, 0.59243533388192204, 0.4862209310710372, 0.42297336603033192, 0.52129845192065627, 0.69550798557570381, 0.63040895431199317, 0.51029563087337104]","[0.6805680013989468, 0.59505101751915612, 0.49925488530197742, 0.44739829067433973, 0.56568521494862123, 1.0326983194628678, 0.48639765561365572, 0.65831981565275621, 0.73805461817804563, 0.73997915849066398]","[1.1052914646181733, 0.89410697638806125, 1.0381751606343343, 0.93960487003004811, 0.66314746916180767, 1.2314683186633018, 1.075980494687987, 0.87576333655550498, 1.1353659037369728, 0.97733001442373313]","[0.63088884566366765, 0.40762337478169181, 0.23346997657044855, 0.57380449007308776, 0.27812208673883954, 0.38597007630874614, 0.44808477451482753, 0.58141052782226521, 0.52346895530899296, 0.23879698909467648]",0.0834629651741,0.526729848425,0.644340697724,0.99362340089,0.430164009688
"-2,0","[0.89095566592239961, 0.92901954060764536, 0.92353494455791751, 0.87480090916884679, 0.87587781410686738, 0.95762462466220777, 0.93059608938381388, 0.89855240801473502, 0.91593739988598444, 0.92207069580536682]","[0.5985759394732233, 0.48270909078544455, 0.53337064381334387, 0.27431950642576786, 0.66527878239837268, 0.61580249141207144, 0.44473027978878377, 0.31691944058447774, 0.60538214340833862, 0.69644176410342029]","[0.021941452862290545, 0.032080638115028592, 0.35309630920013546, 0.086493813788356078, 0.4427536252220603, 0.19196233024876819, 0.3640261622904748, -0.12430231830804761, 0.3003730542839198, 0.45929817754508651]","[-0.096743060038188666, 0.037181148938574604, 0.16890773889546151, 0.29928946864894734, 0.18927307839015295, -0.091928875439948099, 0.19089931677957173, 0.033654097041713515, 0.10612126530292898, 0.25155671773024413]","[0.53500138207312953, 0.6058626582352562, 0.67866119326567387, 0.58094491895018208, 0.50760680589969343, 0.50614761195631508, 0.59448937736631047, 0.48815593383337963, 0.58891876279152444, 0.53010642734795299]",0.911897009212,0.523353008219,0.212772324525,0.108821089625,0.561589507172,"[0.16590335461521566, 0.0591468406558684, 0.09993087022720093, 0.13543844335737851, 0.13234036974523639, 0.049828676092902008, 0.063746429971872381, 0.095869309772264835, 0.098955437052346426, 0.059538019963103851]","[0.50140326538099511, 0.47097360823878825, 0.71864551182115743, 0.61344019332109945, 0.51437757516783622, 0.54198849621114464, 0.7236574404112478, 0.83439703662926423, 0.72726187076485704, 0.45659389766432867]","[0.62885393359272979, 0.58689601290144466, 0.48248098589664706, 0.45218375742023359, 0.46407338763906641, 1.0091027931960568, 0.47855409662866161, 0.64774009591149639, 0.77193981117575039, 0.56405604279515298]","[1.2535028247666753, 0.87999321991530532, 1.1205937887553092, 1.0384114448215449, 0.61333416310685684, 1.2854746222708118, 1.0864539929218557, 0.77394255827257885, 1.2318587532282492, 1.0328344807310075]","[0.75500437251507702, 0.48900428949969815, 0.32305024978287489, 0.67746002627850288, 0.34664807757401467, 0.46285501569365645, 0.54458913942107312, 0.7573035851289639, 0.62630695881978282, 0.32229482179939112]",0.0960697751453,0.610273889561,0.608588091716,1.03163998488,0.530451653651
"-2,-1","[0.8815798326970069, 0.91154453456329909, 0.90972727156908118, 0.90927473847407947, 0.91679479487474347, 0.94576804117191582, 0.84829629346013435, 0.89556771938677848, 0.94927192407713001, 0.94886571652908913]","[0.61197050287233257, 0.54112096845195601, 0.62365723838037546, 0.22380917394627997, 0.65474791228190532, 0.61528625275499238, 0.56191493482798927, 0.35788620497542234, 0.65052616082607762, 0.64702998395613487]","[-0.14672709086038926, 0.020308150069571096, 0.35277350492360415, 0.086302647950740496, 0.53962488668370989, 0.25384440616570558, 0.3241740206307584, -0.077259025724068175, 0.42677350239454126, 0.42149970767202749]","[-0.028028751022940446, 0.13195156695321331, 0.21974707582598219, 0.31953297831295091, 0.28247145002848861, -0.0078115433789986977, 0.1896307126162422, -0.078768870233681731, 0.13187525206878803, 0.27692741199965154]","[0.54479634190721549, 0.59625762216072786, 0.70598064800167293, 0.61703670408790301, 0.6143002548587766, 0.56164450228477425, 0.6108855072194197, 0.55029675141732781, 0.64233447805468513, 0.62754636113249207]",0.91166908668,0.548794933327,0.220131470991,0.143752728317,0.607107917112,"[0.18016803143279803, 0.073708473629416238, 0.1179758813713065, 0.098145187099107953, 0.088714257904588853, 0.063770684950562984, 0.13933753328247897, 0.098689879812891179, 0.059715246934590883, 0.039066613279215762]","[0.48467263439227737, 0.41779182541880616, 0.5795971319818497, 0.6561381415163412, 0.53056072445765146, 0.54271675552356102, 0.57093607918000833, 0.78435528630139417, 0.64406360182529598, 0.53091610217097351]","[0.73730130364411617, 0.5940342380138689, 0.48272174341249907, 0.45227838413217941, 0.38339924329978387, 0.93182251531522875, 0.508541817065982, 0.62063721943944905, 0.63247471675007017, 0.60348712006341454]","[1.1749670367677025, 0.79337534240960117, 1.0520451475815058, 1.0084117642431385, 0.54282738240415684, 1.1864473888221949, 1.0881574645506287, 0.86398166190550407, 1.1963670553092922, 0.99782350733825798]","[0.739100588679514, 0.50092121120068045, 0.29558529226315294, 0.61911270437851684, 0.27153518118440073, 0.4108414694077247, 0.52256960713718792, 0.66536256822587903, 0.54492490789760106, 0.25546184530646254]",0.0959291789697,0.574174828277,0.594669830114,0.990440375133,0.482541537568
"-2,-2","[0.86533005863191415, 0.92147452478351699, 0.88779835141856389, 0.92620952842559112, 0.89450914284621919, 0.93636683881095728, 0.93699605332090208, 0.93711579039201998, 0.95055921905060192, 0.91421425854155414]","[0.63146352606000611, 0.48542356711762491, 0.68156736862427358, 0.25813542704334769, 0.65976771145959245, 0.68838214854478241, 0.54843283586342328, 0.39565621007345608, 0.65052220623162016, 0.6619003503641846]","[-0.1360230674137437, -0.012043558795289178, 0.30480789026105581, 0.022916189705739942, 0.46164136403825573, 0.18720597385010251, 0.32364606166703191, -0.18133099511906825, 0.37642977811664247, 0.3213651280250116]","[0.072344053339593706, 0.058815551048804093, 0.2317906950507751, 0.36480004653926557, 0.15195810636767704, -0.033218268491748137, 0.2211211428360158, -0.087378169005687845, 0.16401978726818667, 0.29450552779719119]","[0.60424158771765213, 0.67545058772120226, 0.76448697546578748, 0.63526731940849801, 0.61849563740160196, 0.57911191736812651, 0.66730434459882082, 0.60122305067755777, 0.66703722122412579, 0.6478296254293674]",0.917057376622,0.566125135138,0.166861476434,0.143875847275,0.646044826701,"[0.20489093016882701, 0.065433977320185258, 0.14663441122019713, 0.079825392806750328, 0.11247545263578601, 0.074825441718941246, 0.057868161019647792, 0.059426405819145732, 0.058199890086927053, 0.065540341214214967]","[0.4603246531934897, 0.46850218125278736, 0.4904110260564673, 0.62712109679444084, 0.52284662689506056, 0.43960017159795778, 0.58850667752698416, 0.73821844359247912, 0.64407088995409001, 0.50854899841609036]","[0.73041902929623503, 0.61365063343999038, 0.51849599757220322, 0.48365455573496757, 0.44834372597771127, 1.0150426802916759, 0.5089390927241334, 0.68059581450759998, 0.68802192694676867, 0.70794675455514311]","[1.0602477388914904, 0.86021989791092679, 1.0358062707093996, 0.94132865414760458, 0.64156382531088918, 1.2163574874577776, 1.0458723641167444, 0.87087681476551149, 1.1520685106445596, 0.97356611264707571]","[0.64258111790729855, 0.40266688268696954, 0.23676736145286245, 0.58964041375929066, 0.26858160402171199, 0.39447042235344282, 0.44680072617413491, 0.59001409482076184, 0.50728879476818467, 0.24154977790963503]",0.0925120404011,0.548815076528,0.639511021105,0.97979076766,0.432036119585
"-4,0","[0.89580279863722112, 0.92941247385500947, 0.92585127348536689, 0.86883551380793378, 0.88730161883431702, 0.95741634876018289, 0.93360596569634957, 0.89200958628330107, 0.92324305879290836, 0.92198966141138328]","[0.5799513201295603, 0.43867262946009233, 0.55199776596999839, 0.23792844221026821, 0.64981260959426845, 0.60718969169467019, 0.44086775108557119, 0.33892268196380626, 0.62077083235483144, 0.72025805526047881]","[0.099126404861904049, 0.045986236837455285, 0.33205867329087968, 0.083232913968483202, 0.45384150274217105, 0.22792551125153615, 0.35554503347740041, -0.010379910737336573, 0.33432617386607788, 0.42091281127758029]","[-0.094109859318626921, 0.0070361083615266828, 0.13507312411284378, 0.29903194472409911, 0.18448573227802689, -0.060965241921375091, 0.16846137468441291, 0.018360959783169872, 0.10307967928146688, 0.23189158210413752]","[0.55491214195949423, 0.60076692539957377, 0.62178319943480731, 0.59373338173394563, 0.52311353052159726, 0.52220372663239933, 0.58417197559764045, 0.50669984153598602, 0.62297187049292346, 0.46407464090874295]",0.913546829956,0.518637177972,0.234257535084,0.099234540409,0.559443123422,"[0.1585287800033722, 0.058819415891796761, 0.096903699657400089, 0.14189171595168984, 0.12016018994378071, 0.050073585132107502, 0.060981904632052365, 0.10205236243108644, 0.090355480958798348, 0.059599930272923075]","[0.52466655693142206, 0.51106712373466312, 0.68995829452857549, 0.64420268682228798, 0.53814497336596923, 0.55413859677832134, 0.72869129609100403, 0.80751962202554706, 0.69890125168768835, 0.42077087617656822]","[0.57922698557293106, 0.57846438030004055, 0.49817151210446964, 0.45379789638872375, 0.4548394309631969, 0.96419084445822001, 0.48493592980618594, 0.58210640468388231, 0.73447732509003705, 0.60409936593356817]","[1.2504932551961749, 0.9075450603187516, 1.16621430640992, 1.03879308000314, 0.61695590409376422, 1.2490226463255996, 1.1165834839577611, 0.78619077057177444, 1.2360503781308201, 1.0599719146876585]","[0.7226758661609628, 0.49532654052934183, 0.38023117449266808, 0.65678572181273698, 0.33573124049328612, 0.44780668669839246, 0.55844511417647935, 0.72986677631595931, 0.57442500364309923, 0.36758529624322783]",0.0939367064875,0.611806127814,0.59343100753,1.04278207997,0.526887942057
"-4,-1","[0.88169299156216241, 0.91137030330933833, 0.91110618428800783, 0.90747855653239173, 0.9174488045819913, 0.94423665780599553, 0.93427945553621439, 0.88927618609619952, 0.93393042639947521, 0.95038210600106532]","[0.55081740909550814, 0.51567648764849061, 0.62955397784357259, 0.22403977571646727, 0.64794788520111823, 0.63517218624389304, 0.53793141328774197, 0.37180192779094123, 0.63044687139438349, 0.67793505986265812]","[0.011614242344119341, 0.033422153013928479, 0.2755037933441612, 0.048031428274239008, 0.49868054794148586, 0.27424377344611217, 0.3939032660948929, -0.018552594798549649, 0.28734722943223456, 0.385704864245212]","[-0.074519500072688594, 0.11820609858360731, 0.18070760723959278, 0.32026359979738306, 0.30517996841378481, 0.0039588545231097338, 0.1930128086923415, -0.093045490860303337, 0.14437947322161071, 0.26560525303881155]","[0.55907590539782415, 0.59770490208341764, 0.66250043777676793, 0.61984660675747061, 0.62694923749248366, 0.56793935536365381, 0.62690857315540272, 0.55879494454552314, 0.66588825528596596, 0.57127947357331765]",0.918120167211,0.542132299408,0.218989870334,0.136374867258,0.605688769143,"[0.17999586810590393, 0.073853657646306387, 0.11617380397565134, 0.10008826899014905, 0.088016945930493584, 0.065571419577837062, 0.060363314519009108, 0.10463546158741603, 0.077774700314224968, 0.037908091108545865]","[0.56105659819258547, 0.44095805301009788, 0.57051569444813788, 0.65594320669897122, 0.54101055929618802, 0.51466361372413305, 0.60219269768112438, 0.76735694295846779, 0.6810687736688843, 0.48443056036350668]","[0.63549393175684565, 0.586082587965013, 0.54035190869522132, 0.47122256226209763, 0.41749758623170025, 0.90634714544982631, 0.45607233783100726, 0.58681490263097469, 0.78631197456652246, 0.64082802940996142]","[1.2281028051922129, 0.80593836914768258, 1.1046835706081801, 1.0073290265400188, 0.52564784913839846, 1.1725906733002303, 1.0836160127109169, 0.87541575011080341, 1.1791349256237968, 1.0134478257710584]","[0.71591528778317526, 0.49912557801572693, 0.33929707708153795, 0.6145701112387405, 0.26263021343549958, 0.40494172205172668, 0.50105108899753725, 0.65278898859781009, 0.50903931339414565, 0.29405468324791489]",0.0904381531756,0.581919670004,0.60270229668,0.999590680814,0.479341406384
"-4,-2","[0.89788322849194002, 0.91825124754666099, 0.8864901063183277, 0.92255694817325307, 0.88948576981193606, 0.93125661627435086, 0.89997853636329228, 0.93639186501869132, 0.93700551207256111, 0.91183358529220238]","[0.58105168700338439, 0.49345937801763362, 0.69481790751047856, 0.30563629736912623, 0.64395648233888814, 0.66112246761228899, 0.50300225014225153, 0.40817066564741034, 0.6540341277794699, 0.66402950867567867]","[-0.063623805815761214, -0.032944919174797471, 0.18324523958785888, -0.017359421846264711, 0.29925198324897717, 0.21015492867986985, 0.062560602056326409, -0.15879780722434589, 0.23046798215433062, 0.24989109453928704]","[0.069549357640095066, 0.078743320135818196, 0.20682914636143312, 0.35993621482402494, 0.12434864304113047, -0.0067331250660553899, 0.10062681536864648, -0.091920645417009172, 0.15975906941718576, 0.27630959800590282]","[0.61956352098799194, 0.68336213789691169, 0.74635029139998788, 0.64381571823305839, 0.63852280885687951, 0.57084775347330985, 0.62000920613429855, 0.61263804913660191, 0.69127854132831978, 0.6199078773344604]",0.913113341536,0.56092807721,0.0962845876205,0.127744839431,0.644629590478,"[0.15536355097190424, 0.068119880831519, 0.14834413431633867, 0.083776697727021163, 0.11783142538104248, 0.08083448875414502, 0.091868183950928273, 0.060110524825910561, 0.074154821243854765, 0.067359176540801868]","[0.52329213123574136, 0.46118588245981568, 0.47000416529313843, 0.58696714015155738, 0.54714428496945999, 0.47805547946837929, 0.64771426652870623, 0.72293177717809509, 0.63759858619944376, 0.5053464475470022]","[0.68386909567688292, 0.62632413244620977, 0.60916122081817647, 0.50359090388331373, 0.58358119627892535, 0.98638330550438669, 0.70539924384743602, 0.66761385311657129, 0.849070214043111, 0.78250792453146178]","[1.063441886255015, 0.84200639734923965, 1.0694628907118704, 0.94853656425144395, 0.66245103977465913, 1.1851778195263722, 1.2076711932566428, 0.87451486590631777, 1.1579402272164614, 0.99867607641134348]","[0.6177033523215304, 0.39285106073213633, 0.25500064107829457, 0.57582075435361613, 0.2544823423596938, 0.40221587383213847, 0.51031674108864744, 0.57312492909882973, 0.47035568739667283, 0.2607009971437812]",0.0947762884543,0.558024016103,0.699750109015,1.00098789607,0.431257237941
"-6,0","[0.89555847283351719, 0.93455916299350883, 0.92772058359274689, 0.87429595028698681, 0.88525331514783789, 0.95575796842523775, 0.93221817899766235, 0.89754749232916087, 0.92604068462277833, 0.9179981314824267]","[0.61254590192401537, 0.41499059328403609, 0.55742216629964036, 0.22044373775560955, 0.66332950632672993, 0.63782953302042555, 0.4641870718443426, 0.40114833854199405, 0.65267081357076107, 0.7399643589774092]","[0.14511283690238463, 0.099754945222962799, 0.33701521794203393, 0.10158497245229359, 0.44429971881007124, 0.2402289281949328, 0.34097633157636908, 0.050238253125294619, 0.36652949723333783, 0.41370455146578022]","[-0.053664035461482351, -0.012096722504539414, 0.1753667513924424, 0.30631829738318739, 0.2354427027281274, -0.0097738176980697311, 0.18147572454121541, 0.034844840480182326, 0.092218787079110243, 0.18511803974041918]","[0.56797841478385114, 0.58996457022224236, 0.64524110090512599, 0.57874033872926689, 0.54673101274801894, 0.51941863094614349, 0.5807842648413386, 0.54488231950343669, 0.61503961699462661, 0.48861908920948804]",0.914694994071,0.536453202154,0.253944525293,0.113525056768,0.567739935888,"[0.15890050468578165, 0.054530765114018019, 0.094460730320949801, 0.13598470007908928, 0.12234411270721453, 0.052023653913566205, 0.062256565480675076, 0.096818968322753773, 0.087062217529779565, 0.062649460755063724]","[0.48395392569546364, 0.53262871283201296, 0.68160429600804706, 0.65898304894556858, 0.5173730945623003, 0.51091488721984668, 0.69830029986307662, 0.73150969503307584, 0.6401111092018984, 0.39112984866138739]","[0.54965948292681477, 0.5458618290824887, 0.49447476623033076, 0.44471366369620141, 0.46278580476464909, 0.94882595137438697, 0.49589850650967077, 0.54718268831776407, 0.69894549271627016, 0.6116189679323617]","[1.2042664256840916, 0.92503200650947415, 1.1118848527871286, 1.0279951375523328, 0.57840574621395269, 1.1887574786969435, 1.0991079179862602, 0.77298889662803349, 1.2510178279738633, 1.1245183251954478]","[0.70146054909433053, 0.50872897023763208, 0.35664833678195906, 0.68102403263931999, 0.319104376212827, 0.45041697175275214, 0.56299471258995559, 0.67337354065061683, 0.58651026834367803, 0.35075052970959258]",0.0927031678909,0.584650891802,0.579996715355,1.02839746152,0.519101228801
