2012-06-10,1.16559388,0.68888732,0.84845569,1.107816068,1.01137351
2012-06-17,1.42324374,0.86730327,1.04450505,1.095590381,1.22508593
2012-06-24,1.17204421,0.83576347,1.09859979,1.110308286,1.19906789
2012-07-01,1.32365818,1.0309552,1.22070807,1.106161219,1.33800001
2012-07-08,1.52817171,1.14043671,1.24976257,1.108158905,1.50620637
2012-07-15,1.50282804,1.20783318,1.22892264,0.999443977,1.74079466
2012-07-22,1.44570389,1.28520121,1.29393261,0.924198584,1.26620536
2012-07-29,1.51154591,1.48652946,1.21996022,0.949256676,1.26329457
2012-08-05,1.27603407,1.69444121,1.34868549,0.978902812,1.47198447
2012-08-12,1.21064159,1.85883114,1.33677111,0.925024122,1.27190069
2012-08-19,1.34486618,1.53886565,1.3785206,0.848455695,1.77139072
2012-08-26,1.34980483,1.81988371,1.48518575,1.04450505,1.93112176
2012-09-02,1.43318644,1.76829857,1.65042151,1.098599787,2.07897277
2012-09-09,1.90222393,1.71992571,1.76775321,1.220708068,2.97464034
2012-09-16,1.99427504,2.38685807,2.30727596,1.249762568,3.72627575
2012-09-23,2.59593604,2.63662992,2.15937978,1.228922639,4.06709373
2012-09-30,3.02566627,2.67386106,2.84148665,1.293932615,5.91135929
2012-10-07,3.96983593,3.12139555,3.42648806,1.21996022,4.83672152
2012-10-14,4.76464196,4.88431245,4.31507366,1.348685492,4.45049041
2012-10-21,5.38717543,5.56801865,6.06787199,1.336771111,4.58626538
2012-10-28,5.49480086,4.67978572,4.64961895,1.3785206,3.85692106
2012-11-04,4.62766361,4.49492452,4.32782712,1.485185747,3.84271955
2012-11-11,3.81096477,4.55096235,4.50920062,1.650421507,3.581741
2012-11-18,3.90172504,4.64391836,4.21518751,1.767753206,2.89764135
2012-11-25,3.5918334,3.69036183,3.78732132,2.307275962,2.88722572
2012-12-02,2.76116327,2.78923028,3.25643664,2.159379784,2.38736698
2012-12-09,2.84672025,2.88931197,3.02135768,2.841486652,2.50116448
2012-12-16,2.33510887,2.77419989,2.48393126,3.42648806,2.18102658
2012-12-23,2.19418025,2.39936606,2.5202844,4.315073659,2.05867177
2012-12-30,1.93140943,2.15330586,2.39337701,6.067871991,1.68974152
2013-01-06,2.12872439,2.19106711,2.06720079,4.649618948,1.45830115
2013-01-13,2.45983562,2.0823061,1.90301456,4.32782712,1.64614251
2013-01-20,1.99356052,2.18082828,1.65853018,4.509200615,1.57158626
2013-01-27,1.94415246,1.81042767,1.43326714,4.215187505,1.34565419
2013-02-03,1.83715289,1.3968492,1.27624445,3.787321316,1.39738537
2013-02-10,1.60539584,1.34784219,1.19496505,3.256436636,1.19302623
2013-02-17,1.08679996,1.25719164,1.09059174,3.021357684,0.97362408
2013-02-24,1.0321635,1.21638838,1.06723823,2.713774695,0.9913724
2013-03-03,1.16079242,1.1414769,1.07188072,2.483931256,0.93574156
2013-03-10,1.4241457,1.11713825,1.00094655,2.520284395,0.86192138
2013-03-17,1.38430827,1.18152918,1.04827718,2.393377013,0.82139442
2013-03-24,1.18702142,1.03633207,0.9221075,2.067200787,0.72796808
2013-03-31,0.89760729,1.02985131,0.91711434,1.903014557,0.72541232
2013-04-07,0.79224896,0.99949343,0.90368323,1.658530184,0.81970989
2013-04-14,0.81357245,0.96092801,0.82995389,1.433267141,0.73632439
2013-04-21,0.79556418,0.97864201,0.86789731,1.276244446,0.83474384
2013-04-28,1.10581903,0.93340834,0.74074727,1.194965053,0.7758848
2013-05-05,0.78229061,0.86514875,0.735503,1.090591736,0.76395223
2013-05-12,0.76957616,0.91048419,0.74039694,1.06723823,0.83271857
2013-05-19,0.79357808,1.02304183,0.72783976,1.071880715,0.93988579
2013-05-26,0.88986371,1.00854519,0.75859629,1.000946551,1.29722964
2013-06-02,0.70459777,1.23025605,0.7621577,1.048277179,1.1316896
2013-06-09,0.81716433,1.04354148,0.77722344,0.922107504,0.81974869
2013-06-16,0.94943092,1.03266604,1.00657364,0.917114342,1.28067657
2013-06-23,1.18801886,1.24756841,1.05549341,0.903683232,1.33493877
2013-06-30,1.15702184,1.52723269,1.0966978,0.829953893,1.23871395
2013-07-07,1.39223325,1.35466452,1.24708997,0.867897309,1.26556734
2013-07-14,1.23071727,1.17285541,1.16417831,0.740747271,1.44134059
2013-07-21,1.21515264,1.27350815,1.32761253,0.735502996,1.41472541
2013-07-28,1.04607256,1.21022729,1.38229131,0.740396937,1.57282337
2013-08-04,1.10260371,1.46651993,1.48790296,0.727839761,1.37269854
2013-08-11,1.68331694,1.70353941,1.60780391,0.758596287,1.74928225
2013-08-18,1.45101812,1.83282746,1.63584728,0.762157699,1.52732493
2013-08-25,1.24934092,1.34337037,1.73853505,0.777223439,2.06820192
2013-09-01,1.75932862,1.90683754,2.17692532,0.898546391,2.71897847
2013-09-08,2.79397797,3.30149141,3.25781995,1.006573641,3.11944258
2013-09-15,3.75715686,4.82509811,4.65870503,1.055493415,4.46676624
2013-09-22,4.83766966,4.24869164,4.35779975,1.096697795,4.35017033
2013-09-29,1.98405329,2.37262942,2.61541908,1.247089973,2.39452817
2013-10-06,1.5977426,1.71167618,2.09064821,1.164178307,1.057156
2013-10-13,1.09169854,1.24205672,1.33820459,1.282076117,0.98609647
2013-10-20,0.89697343,0.6829323,0.64408935,1.32761253,0.95244616
2013-10-27,1.31400854,1.17256635,1.29193862,1.382291314,0.71650112
2013-11-03,1.75121989,1.27096656,1.5654789,1.487902955,0.82631751
2013-11-10,1.51652348,1.47780011,1.48138647,1.607803913,2.01559116
2013-11-17,2.23866077,2.01756613,1.92728192,1.635847281,1.76320817
2013-11-24,1.12763133,1.2392254,1.10781607,1.738535047,1.94018408
2013-12-01,1.25673082,0.73701953,0.94925668,2.086402099,1.39689237
2013-12-08,2.08746553,2.81919019,2.7137747,2.176925321,0.77631085
2013-12-15,0.87733984,1.00748115,0.89854639,2.378964896,1.11470488
2013-12-22,1.10579569,1.41554403,1.28207612,3.257819949,2.11229116
2013-12-29,1.61960551,1.75770016,2.0864021,4.658705027,0.98310747
2014-01-05,2.2850662,2.28688517,2.3789649,4.357799752,1.71069653
