"date","Pertussis","Pathogenic_bacteria","Common_cold","Fever","Bordetella_pertussis","Airborne_disease","Pertussis_vaccine","Paroxysmal_attack","Syncope_(medicine)","Lymphocytosis"
"2013-02-04","2348.0","1023.0","4716.0","6839.0","412.0","504.0","99.0","338.0","2828.0","528.0"
"2013-02-05","2454.0","1034.0","4776.0","6751.0","443.0","520.0","122.0","354.0","2863.0","528.0"
"2013-02-06","2354.0","1011.0","4794.0","6468.0","486.0","463.0","203.0","425.0","3017.0","539.0"
"2013-02-07","2960.0","963.0","4694.0","6234.0","572.0","518.0","137.0","389.0","2935.0","542.0"
"2013-02-08","2312.0","776.0","3986.0","5254.0","479.0","447.0","106.0","300.0","2570.0","441.0"
"2013-02-09","1715.0","551.0","3361.0","4738.0","340.0","284.0","77.0","239.0","1715.0","338.0"
"2013-02-10","1750.0","644.0","3754.0","4927.0","345.0","334.0","74.0","315.0","1939.0","296.0"
"2013-02-11","3040.0","936.0","4775.0","6194.0","608.0","435.0","126.0","394.0","2890.0","457.0"
"2013-02-12","2486.0","1022.0","4870.0","6406.0","538.0","475.0","124.0","381.0","2995.0","496.0"
"2013-02-13","2118.0","962.0","4680.0","6285.0","533.0","425.0","104.0","373.0","2908.0","566.0"
"2013-02-14","1976.0","873.0","4243.0","5891.0","502.0","458.0","129.0","324.0","2635.0","530.0"
"2013-02-15","1815.0","697.0","3982.0","7697.0","356.0","323.0","80.0","306.0","2297.0","486.0"
"2013-02-16","1342.0","537.0","3290.0","4643.0","263.0","251.0","60.0","240.0","1786.0","348.0"
"2013-02-17","1423.0","748.0","3772.0","5250.0","334.0","303.0","72.0","268.0","1961.0","319.0"
"2013-02-18","1928.0","948.0","4424.0","6228.0","417.0","459.0","109.0","366.0","2778.0","474.0"
"2013-02-19","2061.0","942.0","5010.0","6878.0","447.0","401.0","98.0","368.0","3003.0","540.0"
"2013-02-20","2384.0","1049.0","4846.0","6182.0","482.0","501.0","113.0","429.0","2958.0","542.0"
"2013-02-21","2438.0","963.0","4459.0","5903.0","493.0","462.0","123.0","380.0","2699.0","532.0"
"2013-02-22","1947.0","810.0","3950.0","5228.0","349.0","332.0","125.0","323.0","2592.0","473.0"
"2013-02-23","1582.0","546.0","3342.0","4527.0","294.0","280.0","76.0","263.0","1927.0","368.0"
"2013-02-24","1553.0","767.0","3557.0","4998.0","349.0","379.0","62.0","343.0","2152.0","318.0"
"2013-02-25","2228.0","1069.0","4644.0","6168.0","498.0","387.0","137.0","411.0","3057.0","545.0"
"2013-02-26","2294.0","1188.0","4683.0","6431.0","492.0","420.0","96.0","435.0","3128.0","563.0"
"2013-02-27","2360.0","1171.0","4557.0","6529.0","633.0","382.0","118.0","347.0","3053.0","548.0"
"2013-02-28","2286.0","1167.0","4403.0","5908.0","558.0","422.0","111.0","369.0","2888.0","509.0"
"2013-03-01","1894.0","891.0","3702.0","5357.0","415.0","402.0","90.0","357.0","2635.0","488.0"
"2013-03-02","1434.0","599.0","3089.0","4498.0","310.0","270.0","73.0","277.0","1978.0","385.0"
"2013-03-03","1510.0","926.0","3605.0","4991.0","348.0","308.0","65.0","308.0","2060.0","322.0"
"2013-03-04","2021.0","1203.0","4637.0","6247.0","447.0","505.0","124.0","407.0","2942.0","551.0"
"2013-03-05","2084.0","1226.0","4348.0","6032.0","501.0","511.0","118.0","351.0","3065.0","619.0"
"2013-03-06","2065.0","1314.0","4403.0","6073.0","518.0","384.0","98.0","407.0","2762.0","543.0"
"2013-03-07","2074.0","1063.0","4222.0","5820.0","512.0","441.0","105.0","353.0","2999.0","526.0"
"2013-03-08","1802.0","887.0","3614.0","4960.0","446.0","356.0","91.0","299.0","2580.0","529.0"
"2013-03-09","1327.0","570.0","2906.0","4334.0","268.0","265.0","70.0","262.0","1905.0","343.0"
"2013-03-10","1435.0","652.0","3268.0","4813.0","296.0","261.0","75.0","295.0","1935.0","366.0"
"2013-03-11","2096.0","1044.0","4277.0","6054.0","446.0","450.0","128.0","398.0","2804.0","563.0"
"2013-03-12","2363.0","1062.0","4059.0","6047.0","469.0","450.0","222.0","379.0","2969.0","638.0"
"2013-03-13","2178.0","1002.0","4098.0","5789.0","574.0","509.0","150.0","393.0","2712.0","530.0"
"2013-03-14","2163.0","1051.0","3859.0","6491.0","532.0","461.0","134.0","357.0","2806.0","560.0"
"2013-03-15","1803.0","809.0","3496.0","5029.0","420.0","381.0","82.0","303.0","2429.0","496.0"
"2013-03-16","1339.0","521.0","2769.0","5174.0","251.0","321.0","72.0","238.0","1795.0","338.0"
"2013-03-17","1481.0","681.0","3097.0","4624.0","339.0","309.0","70.0","293.0","1919.0","345.0"
"2013-03-18","2063.0","1049.0","4025.0","6056.0","437.0","421.0","108.0","401.0","2821.0","547.0"
"2013-03-19","2102.0","1041.0","4178.0","5843.0","504.0","490.0","111.0","417.0","2803.0","563.0"
"2013-03-20","2282.0","970.0","4007.0","5714.0","519.0","453.0","108.0","356.0","2842.0","558.0"
"2013-03-21","2067.0","1040.0","3950.0","5313.0","560.0","422.0","130.0","329.0","2825.0","565.0"
"2013-03-22","1854.0","741.0","3435.0","4737.0","316.0","373.0","112.0","304.0","2482.0","447.0"
"2013-03-23","1801.0","475.0","3180.0","4017.0","253.0","231.0","76.0","261.0","1797.0","328.0"
"2013-03-24","1987.0","579.0","3667.0","4566.0","368.0","325.0","71.0","276.0","2054.0","318.0"
"2013-03-25","2576.0","848.0","4779.0","5633.0","466.0","427.0","122.0","357.0","2969.0","539.0"
"2013-03-26","2519.0","788.0","4449.0","5448.0","447.0","444.0","94.0","336.0","2784.0","564.0"
"2013-03-27","2436.0","753.0","4226.0","5091.0","461.0","385.0","105.0","341.0","2810.0","520.0"
"2013-03-28","2312.0","677.0","4069.0","5031.0","471.0","273.0","116.0","326.0","2588.0","560.0"
"2013-03-29","2013.0","494.0","3364.0","4443.0","270.0","249.0","88.0","261.0","2070.0","390.0"
"2013-03-30","1633.0","414.0","2815.0","3664.0","258.0","225.0","76.0","230.0","1511.0","294.0"
"2013-03-31","1811.0","436.0","2927.0","4205.0","248.0","248.0","54.0","284.0","1752.0","327.0"
"2013-04-01","2213.0","591.0","3396.0","5274.0","388.0","316.0","76.0","369.0","2741.0","422.0"
"2013-04-02","2717.0","744.0","3636.0","5535.0","513.0","351.0","132.0","318.0","2839.0","450.0"
"2013-04-03","2168.0","821.0","3810.0","5916.0","469.0","384.0","135.0","332.0","2971.0","517.0"
"2013-04-04","1630.0","750.0","3773.0","5662.0","686.0","425.0","109.0","301.0","2765.0","483.0"
"2013-04-05","1028.0","512.0","3197.0","4223.0","309.0","302.0","76.0","269.0","2318.0","415.0"
"2013-04-06","597.0","414.0","2561.0","3244.0","239.0","235.0","75.0","216.0","1624.0","367.0"
"2013-04-07","426.0","543.0","3200.0","3706.0","271.0","246.0","63.0","258.0","1728.0","320.0"
"2013-04-08","559.0","807.0","3816.0","4877.0","535.0","380.0","106.0","326.0","2514.0","466.0"
"2013-04-09","508.0","899.0","3612.0","4608.0","459.0","382.0","105.0","357.0","2539.0","542.0"
"2013-04-10","557.0","810.0","3417.0","4260.0","414.0","356.0","102.0","331.0","2378.0","512.0"
"2013-04-11","565.0","749.0","3298.0","4217.0","483.0","404.0","116.0","345.0","2561.0","525.0"
"2013-04-12","525.0","802.0","2852.0","3548.0","456.0","331.0","91.0","281.0","2029.0","438.0"
"2013-04-13","341.0","565.0","2223.0","2986.0","259.0","263.0","65.0","247.0","1731.0","323.0"
"2013-04-14","391.0","657.0","2677.0","3358.0","340.0","246.0","66.0","281.0","1979.0","302.0"
"2013-04-15","592.0","930.0","3664.0","4728.0","497.0","399.0","114.0","318.0","2441.0","509.0"
"2013-04-16","522.0","1155.0","3519.0","4631.0","601.0","480.0","83.0","362.0","2880.0","555.0"
"2013-04-17","717.0","856.0","3413.0","4342.0","510.0","444.0","101.0","364.0","2545.0","492.0"
"2013-04-18","534.0","817.0","3185.0","3997.0","529.0","376.0","89.0","326.0","2552.0","546.0"
"2013-04-19","496.0","695.0","2857.0","3770.0","384.0","344.0","61.0","253.0","2181.0","433.0"
"2013-04-20","381.0","464.0","2127.0","2999.0","248.0","267.0","49.0","275.0","1492.0","316.0"
"2013-04-21","465.0","625.0","2518.0","3474.0","374.0","309.0","68.0","268.0","1734.0","398.0"
"2013-04-22","594.0","833.0","3448.0","4482.0","531.0","372.0","98.0","372.0","2493.0","519.0"
"2013-04-23","517.0","914.0","3400.0","4250.0","535.0","490.0","86.0","355.0","2414.0","549.0"
"2013-04-24","577.0","926.0","3710.0","4474.0","504.0","418.0","128.0","344.0","2482.0","604.0"
"2013-04-25","662.0","833.0","3585.0","4179.0","631.0","414.0","110.0","349.0","2488.0","488.0"
"2013-04-26","559.0","631.0","3010.0","3721.0","449.0","300.0","102.0","273.0","2130.0","425.0"
"2013-04-27","381.0","450.0","2256.0","3097.0","366.0","218.0","64.0","245.0","1474.0","298.0"
"2013-04-28","420.0","582.0","2730.0","3599.0","463.0","296.0","85.0","300.0","1605.0","332.0"
"2013-04-29","602.0","923.0","3617.0","4560.0","507.0","425.0","106.0","379.0","2766.0","577.0"
"2013-04-30","596.0","954.0","3610.0","4239.0","471.0","389.0","105.0","357.0","2387.0","552.0"
"2013-05-01","579.0","733.0","3152.0","3943.0","397.0","387.0","98.0","318.0","2381.0","487.0"
"2013-05-02","576.0","874.0","3486.0","4005.0","421.0","363.0","90.0","280.0","2641.0","537.0"
"2013-05-03","555.0","700.0","3057.0","3711.0","359.0","365.0","86.0","293.0","2094.0","427.0"
"2013-05-04","412.0","495.0","2365.0","2981.0","320.0","234.0","54.0","228.0","1511.0","354.0"
"2013-05-05","388.0","533.0","2490.0","3259.0","339.0","231.0","56.0","219.0","1651.0","275.0"
"2013-05-06","576.0","837.0","3259.0","4059.0","438.0","374.0","92.0","284.0","2369.0","427.0"
"2013-05-07","508.0","775.0","3420.0","4048.0","419.0","377.0","82.0","332.0","2358.0","455.0"
"2013-05-08","692.0","784.0","3321.0","4336.0","482.0","441.0","138.0","320.0","2531.0","498.0"
"2013-05-09","455.0","832.0","3317.0","3971.0","438.0","384.0","88.0","303.0","2278.0","471.0"
"2013-05-10","447.0","591.0","2801.0","3552.0","405.0","267.0","90.0","289.0","1998.0","390.0"
