"date","Haemophilus","Haemophilus_influenzae","Gram-negative_bacteria","Facultative_anaerobic_organism","Epiglottitis","Cellulitis","Meningitis","Pathogenic_bacteria","Hib_vaccine","Osteomyelitis"
"2012-12-25","89.0","472.0","5615.0","128.0","221.0","1927.0","4490.0","249.0","231.0","698.0"
"2012-12-26","122.0","773.0","3739.0","243.0","311.0","2611.0","5666.0","358.0","398.0","867.0"
"2012-12-27","91.0","943.0","2770.0","237.0","354.0","2984.0","6234.0","373.0","402.0","1018.0"
"2012-12-28","133.0","905.0","2046.0","253.0","340.0","3079.0","6599.0","410.0","391.0","1069.0"
"2012-12-29","100.0","689.0","1377.0","205.0","317.0","2407.0","5362.0","342.0","277.0","751.0"
"2012-12-30","128.0","608.0","1287.0","182.0","309.0","2393.0","5621.0","389.0","286.0","778.0"
"2012-12-31","102.0","720.0","1356.0","260.0","293.0","2557.0","5648.0","394.0","317.0","802.0"
"2013-01-01","102.0","672.0","1201.0","187.0","277.0","2236.0","5189.0","330.0","260.0","735.0"
"2013-01-02","143.0","1136.0","2106.0","317.0","378.0","3376.0","7345.0","521.0","520.0","1185.0"
"2013-01-03","153.0","1061.0","2037.0","347.0","413.0","3301.0","7037.0","509.0","533.0","1323.0"
"2013-01-04","168.0","1148.0","1916.0","339.0","454.0","3166.0","7254.0","528.0","519.0","1196.0"
"2013-01-05","91.0","890.0","1479.0","260.0","342.0","2632.0","6277.0","439.0","387.0","981.0"
"2013-01-06","117.0","931.0","1669.0","306.0","376.0","2559.0","6379.0","503.0","390.0","946.0"
"2013-01-07","195.0","1306.0","2137.0","370.0","408.0","3399.0","7887.0","668.0","622.0","1249.0"
"2013-01-08","184.0","1419.0","2419.0","454.0","431.0","3567.0","8270.0","781.0","669.0","1507.0"
"2013-01-09","185.0","1387.0","2320.0","438.0","439.0","3410.0","8057.0","729.0","718.0","1469.0"
"2013-01-10","199.0","1586.0","2408.0","508.0","493.0","3189.0","8033.0","844.0","717.0","1415.0"
"2013-01-11","187.0","1255.0","2077.0","459.0","386.0","3160.0","7201.0","672.0","658.0","1417.0"
"2013-01-12","101.0","997.0","1419.0","266.0","326.0","2452.0","5710.0","515.0","408.0","1066.0"
"2013-01-13","143.0","994.0","1701.0","426.0","303.0","2682.0","6194.0","579.0","456.0","1165.0"
"2013-01-14","201.0","1553.0","2362.0","532.0","457.0","3307.0","7917.0","859.0","667.0","1523.0"
"2013-01-15","195.0","1541.0","2536.0","551.0","453.0","3341.0","8248.0","906.0","795.0","1470.0"
"2013-01-16","212.0","1624.0","2545.0","541.0","553.0","3235.0","7916.0","817.0","810.0","1552.0"
"2013-01-17","222.0","1642.0","2479.0","547.0","444.0","3255.0","8165.0","875.0","784.0","1564.0"
"2013-01-18","178.0","1382.0","2299.0","416.0","414.0","3145.0","7434.0","713.0","758.0","1396.0"
"2013-01-19","110.0","1057.0","1473.0","372.0","287.0","2531.0","6446.0","487.0","434.0","1078.0"
"2013-01-20","138.0","1128.0","1707.0","367.0","661.0","2626.0","6680.0","553.0","492.0","1084.0"
"2013-01-21","233.0","1548.0","2466.0","461.0","473.0","3228.0","7390.0","772.0","694.0","1440.0"
"2013-01-22","191.0","1722.0","2674.0","574.0","527.0","3446.0","8992.0","966.0","782.0","1666.0"
"2013-01-23","240.0","1590.0","2786.0","611.0","473.0","3372.0","8381.0","909.0","751.0","1549.0"
"2013-01-24","264.0","1731.0","2651.0","609.0","465.0","3418.0","8054.0","794.0","717.0","1597.0"
"2013-01-25","178.0","1457.0","2339.0","504.0","501.0","3331.0","7439.0","743.0","725.0","1455.0"
"2013-01-26","148.0","955.0","1548.0","345.0","348.0","2535.0","5761.0","458.0","497.0","1014.0"
"2013-01-27","149.0","1166.0","2006.0","454.0","392.0","2605.0","6208.0","590.0","416.0","1114.0"
"2013-01-28","227.0","1720.0","2933.0","632.0","519.0","3479.0","7929.0","962.0","704.0","1544.0"
"2013-01-29","229.0","1684.0","3086.0","680.0","489.0","3513.0","8658.0","879.0","793.0","1649.0"
"2013-01-30","188.0","1591.0","3229.0","700.0","450.0","3404.0","8185.0","1016.0","820.0","1544.0"
"2013-01-31","242.0","1594.0","2970.0","672.0","462.0","3210.0","7997.0","894.0","737.0","1492.0"
"2013-02-01","206.0","1433.0","2548.0","587.0","457.0","2997.0","6856.0","795.0","698.0","1398.0"
"2013-02-02","155.0","1098.0","1822.0","381.0","399.0","2538.0","5906.0","554.0","442.0","1148.0"
"2013-02-03","140.0","1225.0","2069.0","520.0","418.0","2626.0","6612.0","679.0","508.0","1184.0"
"2013-02-04","224.0","1716.0","3357.0","745.0","524.0","3563.0","9123.0","1023.0","834.0","1553.0"
"2013-02-05","241.0","1722.0","3452.0","723.0","520.0","3561.0","8835.0","1034.0","856.0","1729.0"
"2013-02-06","209.0","1630.0","3391.0","692.0","580.0","3466.0","9334.0","1011.0","814.0","1697.0"
"2013-02-07","222.0","1686.0","3455.0","710.0","565.0","3506.0","9997.0","963.0","817.0","1638.0"
"2013-02-08","180.0","1337.0","2562.0","547.0","467.0","3180.0","8947.0","776.0","692.0","1455.0"
"2013-02-09","123.0","1047.0","1663.0","377.0","414.0","2447.0","6018.0","551.0","462.0","1041.0"
"2013-02-10","110.0","990.0","1987.0","516.0","439.0","2540.0","6221.0","644.0","509.0","1187.0"
"2013-02-11","255.0","1625.0","3029.0","773.0","554.0","3386.0","8184.0","936.0","776.0","1552.0"
"2013-02-12","237.0","1708.0","3284.0","752.0","539.0","3406.0","8490.0","1022.0","925.0","1564.0"
"2013-02-13","234.0","1609.0","3343.0","793.0","471.0","3351.0","8276.0","962.0","801.0","1659.0"
"2013-02-14","237.0","1511.0","3090.0","761.0","443.0","3190.0","9424.0","873.0","672.0","1604.0"
"2013-02-15","213.0","1321.0","2513.0","647.0","415.0","3032.0","8432.0","697.0","590.0","1367.0"
"2013-02-16","96.0","905.0","1544.0","362.0","355.0","2485.0","5854.0","537.0","459.0","991.0"
"2013-02-17","139.0","1224.0","1884.0","425.0","449.0","2475.0","6395.0","748.0","530.0","1128.0"
"2013-02-18","213.0","1555.0","2825.0","642.0","912.0","3240.0","7872.0","948.0","736.0","1509.0"
"2013-02-19","223.0","1712.0","3181.0","767.0","527.0","3381.0","8727.0","942.0","807.0","1670.0"
"2013-02-20","264.0","1932.0","3289.0","873.0","577.0","3696.0","8716.0","1049.0","817.0","1721.0"
"2013-02-21","200.0","1793.0","3052.0","761.0","464.0","3388.0","8271.0","963.0","827.0","1685.0"
"2013-02-22","194.0","1436.0","2532.0","579.0","482.0","3095.0","7845.0","810.0","727.0","1473.0"
"2013-02-23","121.0","1194.0","1776.0","423.0","386.0","2533.0","6376.0","546.0","540.0","1122.0"
"2013-02-24","154.0","1204.0","2152.0","514.0","812.0","2772.0","7064.0","767.0","554.0","1231.0"
"2013-02-25","201.0","1732.0","3232.0","833.0","565.0","3401.0","8485.0","1069.0","780.0","1695.0"
"2013-02-26","200.0","1799.0","3348.0","952.0","618.0","3711.0","8471.0","1188.0","800.0","1988.0"
"2013-02-27","176.0","1815.0","3199.0","987.0","534.0","3360.0","8279.0","1171.0","794.0","1886.0"
"2013-02-28","237.0","1643.0","3338.0","917.0","495.0","3395.0","8518.0","1167.0","802.0","1764.0"
"2013-03-01","151.0","1423.0","2712.0","694.0","422.0","3125.0","7433.0","891.0","655.0","1406.0"
"2013-03-02","136.0","1065.0","1808.0","565.0","406.0","2627.0","6139.0","599.0","469.0","1178.0"
"2013-03-03","124.0","1274.0","2145.0","634.0","420.0","2822.0","6677.0","926.0","494.0","1426.0"
"2013-03-04","214.0","1981.0","3016.0","1039.0","522.0","3699.0","8353.0","1203.0","821.0","1702.0"
"2013-03-05","218.0","1874.0","3178.0","1021.0","554.0","3575.0","8016.0","1226.0","786.0","1748.0"
"2013-03-06","209.0","1830.0","3278.0","996.0","496.0","3548.0","8086.0","1314.0","779.0","1831.0"
"2013-03-07","241.0","1912.0","3223.0","998.0","578.0","3626.0","8890.0","1063.0","739.0","1853.0"
"2013-03-08","191.0","1469.0","2457.0","689.0","434.0","3201.0","7396.0","887.0","667.0","1581.0"
"2013-03-09","129.0","1029.0","1567.0","476.0","390.0","2695.0","5795.0","570.0","447.0","1246.0"
"2013-03-10","144.0","1196.0","1846.0","577.0","378.0","2721.0","6006.0","652.0","468.0","1195.0"
"2013-03-11","233.0","1798.0","3452.0","879.0","450.0","3889.0","8174.0","1044.0","835.0","1730.0"
"2013-03-12","231.0","1736.0","2916.0","926.0","523.0","3704.0","8329.0","1062.0","827.0","1823.0"
"2013-03-13","194.0","1641.0","2719.0","900.0","544.0","3448.0","7998.0","1002.0","750.0","1660.0"
"2013-03-14","291.0","1766.0","2814.0","782.0","483.0","3382.0","7944.0","1051.0","751.0","1728.0"
"2013-03-15","185.0","1409.0","2192.0","585.0","427.0","3179.0","6951.0","809.0","871.0","1536.0"
"2013-03-16","112.0","1017.0","1598.0","413.0","401.0","2824.0","5984.0","521.0","492.0","1272.0"
"2013-03-17","131.0","1128.0","2006.0","583.0","388.0","2864.0","6383.0","681.0","498.0","1260.0"
"2013-03-18","198.0","1689.0","2694.0","834.0","476.0","3891.0","8201.0","1049.0","789.0","1847.0"
"2013-03-19","198.0","1697.0","2981.0","871.0","518.0","3786.0","8531.0","1041.0","794.0","1885.0"
"2013-03-20","217.0","1758.0","3025.0","838.0","501.0","3773.0","10969.0","970.0","888.0","1885.0"
"2013-03-21","196.0","1564.0","2822.0","839.0","518.0","3714.0","11848.0","1040.0","778.0","1820.0"
"2013-03-22","186.0","1461.0","2025.0","586.0","439.0","3388.0","11649.0","741.0","684.0","1501.0"
"2013-03-23","106.0","1038.0","1493.0","410.0","488.0","4083.0","13853.0","475.0","457.0","1691.0"
"2013-03-24","141.0","1154.0","1843.0","595.0","539.0","4479.0","15855.0","579.0","466.0","1903.0"
"2013-03-25","212.0","1749.0","2506.0","744.0","634.0","5705.0","25925.0","848.0","788.0","2908.0"
"2013-03-26","190.0","1751.0","2601.0","764.0","666.0","5457.0","16209.0","788.0","810.0","2678.0"
"2013-03-27","226.0","1724.0","2426.0","715.0","683.0","5315.0","16046.0","753.0","706.0","2688.0"
"2013-03-28","190.0","1705.0","2349.0","673.0","559.0","5212.0","16337.0","677.0","704.0","2556.0"
"2013-03-29","141.0","1187.0","1778.0","450.0","557.0","4504.0","13408.0","494.0","610.0","2028.0"
"2013-03-30","111.0","929.0","1317.0","356.0","463.0","3686.0","12213.0","414.0","431.0","1492.0"
"2013-03-31","123.0","1029.0","1477.0","428.0","481.0","4081.0","11697.0","436.0","392.0","1630.0"
"2013-04-01","169.0","1513.0","2262.0","601.0","567.0","5245.0","14497.0","591.0","675.0","2443.0"
"2013-04-02","192.0","1632.0","2627.0","796.0","545.0","5515.0","14029.0","744.0","751.0","2827.0"
"2013-04-03","196.0","1878.0","2774.0","859.0","550.0","5207.0","13224.0","821.0","786.0","2924.0"
"2013-04-04","213.0","1813.0","2660.0","789.0","627.0","4660.0","13426.0","750.0","796.0","2596.0"
"2013-04-05","164.0","1583.0","2093.0","573.0","512.0","4154.0","12077.0","512.0","674.0","2122.0"
"2013-04-06","128.0","1231.0","1485.0","447.0","415.0","3384.0","10786.0","414.0","459.0","1549.0"
"2013-04-07","150.0","1101.0","1796.0","577.0","473.0","6186.0","10229.0","543.0","478.0","1858.0"
"2013-04-08","245.0","1740.0","2890.0","824.0","606.0","5843.0","12919.0","807.0","761.0","2652.0"
"2013-04-09","222.0","1766.0","3143.0","921.0","668.0","4950.0","13307.0","899.0","819.0","2701.0"
"2013-04-10","231.0","1647.0","2717.0","792.0","569.0","4709.0","12445.0","810.0","794.0","2573.0"
"2013-04-11","202.0","1737.0","2834.0","726.0","565.0","4689.0","13780.0","749.0","794.0","2495.0"
"2013-04-12","208.0","1480.0","2255.0","572.0","517.0","4248.0","12651.0","802.0","614.0","2219.0"
"2013-04-13","145.0","1004.0","1433.0","437.0","375.0","3411.0","18325.0","565.0","437.0","1502.0"
"2013-04-14","154.0","1108.0","1754.0","480.0","439.0","3642.0","15337.0","657.0","477.0","1731.0"
"2013-04-15","223.0","1727.0","2629.0","817.0","601.0","5026.0","20534.0","930.0","780.0","2577.0"
"2013-04-16","263.0","1884.0","2784.0","837.0","651.0","5068.0","17306.0","1155.0","849.0","2813.0"
"2013-04-17","267.0","1751.0","2697.0","747.0","639.0","4737.0","18788.0","856.0","794.0","2675.0"
"2013-04-18","226.0","1610.0","2605.0","699.0","526.0","4412.0","16672.0","817.0","752.0","2564.0"
"2013-04-19","227.0","1341.0","2390.0","531.0","445.0","4344.0","13593.0","695.0","601.0","2080.0"
"2013-04-20","130.0","1092.0","1561.0","434.0","439.0","3289.0","9932.0","464.0","404.0","1477.0"
"2013-04-21","154.0","1122.0","1949.0","572.0","497.0","4241.0","11778.0","625.0","466.0","1823.0"
"2013-04-22","214.0","1746.0","2770.0","753.0","644.0","4892.0","14299.0","833.0","778.0","2575.0"
"2013-04-23","225.0","1801.0","2742.0","859.0","558.0","4678.0","14168.0","914.0","792.0","2561.0"
"2013-04-24","205.0","1809.0","2802.0","810.0","613.0","4912.0","14824.0","926.0","851.0","2689.0"
"2013-04-25","239.0","1793.0","2882.0","748.0","655.0","4539.0","14823.0","833.0","754.0","2535.0"
"2013-04-26","165.0","1471.0","2189.0","555.0","512.0","4844.0","12545.0","631.0","639.0","2100.0"
"2013-04-27","164.0","1041.0","1572.0","398.0","417.0","3329.0","9800.0","450.0","336.0","1593.0"
"2013-04-28","151.0","1222.0","2001.0","478.0","509.0","3745.0","10516.0","582.0","369.0","1772.0"
"2013-04-29","216.0","1847.0","2908.0","830.0","636.0","5259.0","13826.0","923.0","784.0","2789.0"
"2013-04-30","248.0","1675.0","2822.0","747.0","631.0","4942.0","14478.0","954.0","767.0","2406.0"
"2013-05-01","206.0","1575.0","2528.0","670.0","562.0","4605.0","12315.0","733.0","760.0","2422.0"
"2013-05-02","231.0","1608.0","2562.0","698.0","622.0","4918.0","13169.0","874.0","711.0","2524.0"
"2013-05-03","179.0","1279.0","2063.0","497.0","547.0","4815.0","14051.0","700.0","617.0","2143.0"
"2013-05-04","149.0","975.0","1567.0","389.0","450.0","3627.0","12338.0","495.0","434.0","1512.0"
"2013-05-05","140.0","1014.0","1773.0","454.0","555.0","3700.0","10971.0","533.0","404.0","1563.0"
"2013-05-06","178.0","1480.0","2575.0","636.0","614.0","4796.0","13682.0","837.0","567.0","2234.0"
"2013-05-07","196.0","1624.0","2653.0","713.0","596.0","5199.0","15342.0","775.0","659.0","2435.0"
"2013-05-08","207.0","1627.0","2519.0","633.0","634.0","5509.0","18910.0","784.0","675.0","2466.0"
"2013-05-09","195.0","1445.0","2384.0","589.0","560.0","4907.0","15883.0","832.0","667.0","2487.0"
"2013-05-10","187.0","1307.0","2152.0","577.0","467.0","4741.0","13705.0","591.0","579.0","2334.0"
"2013-05-11","128.0","860.0","1434.0","373.0","370.0","3626.0","9803.0","427.0","331.0","1497.0"
"2013-05-12","167.0","1108.0","1720.0","462.0","494.0","3856.0","9668.0","502.0","395.0","1656.0"
"2013-05-13","211.0","1788.0","2336.0","607.0","663.0","5377.0","12423.0","970.0","652.0","2488.0"
"2013-05-14","215.0","1677.0","2333.0","781.0","605.0","5235.0","11016.0","764.0","648.0","2581.0"
"2013-05-15","216.0","1519.0","2250.0","621.0","570.0","5004.0","9663.0","838.0","723.0","2673.0"
"2013-05-16","232.0","1483.0","2363.0","604.0","806.0","5054.0","9645.0","768.0","587.0","2535.0"
"2013-05-17","155.0","1136.0","1887.0","461.0","499.0","4290.0","7990.0","593.0","448.0","2083.0"
"2013-05-18","122.0","862.0","1328.0","329.0","339.0","3369.0","6438.0","422.0","364.0","1462.0"
"2013-05-19","109.0","899.0","1528.0","381.0","475.0","3499.0","6937.0","513.0","337.0","1640.0"
"2013-05-20","172.0","1222.0","2049.0","503.0","533.0","4597.0","9697.0","777.0","522.0","2157.0"
"2013-05-21","197.0","1348.0","2257.0","605.0","609.0","5169.0","10174.0","876.0","673.0","2498.0"
"2013-05-22","209.0","1357.0","2280.0","553.0","521.0","5271.0","9357.0","862.0","671.0","2503.0"
"2013-05-23","170.0","1377.0","2091.0","447.0","557.0","4799.0","9103.0","794.0","638.0","2409.0"
"2013-05-24","158.0","1267.0","1690.0","411.0","531.0","4417.0","8739.0","645.0","547.0","2108.0"
"2013-05-25","100.0","895.0","1263.0","281.0","417.0","3402.0","6340.0","438.0","367.0","1372.0"
"2013-05-26","124.0","783.0","1211.0","349.0","380.0","3517.0","7852.0","467.0","331.0","1410.0"
"2013-05-27","137.0","1073.0","1581.0","464.0","452.0","4408.0","9147.0","604.0","497.0","1670.0"
"2013-05-28","184.0","1387.0","2153.0","598.0","543.0","5552.0","9133.0","700.0","693.0","2213.0"
"2013-05-29","175.0","1273.0","1978.0","590.0","486.0","5370.0","9468.0","670.0","651.0","2435.0"
"2013-05-30","150.0","1309.0","2108.0","578.0","477.0","5442.0","9099.0","704.0","662.0","2322.0"
"2013-05-31","170.0","1116.0","1724.0","461.0","400.0","5168.0","8193.0","567.0","526.0","1971.0"
"2013-06-01","114.0","828.0","1244.0","385.0","362.0","4222.0","6101.0","420.0","334.0","1489.0"
"2013-06-02","112.0","1028.0","1461.0","422.0","528.0","4646.0","6584.0","455.0","432.0","1474.0"
"2013-06-03","170.0","1395.0","2026.0","598.0","548.0","6262.0","10092.0","616.0","619.0","2338.0"
"2013-06-04","202.0","1253.0","2065.0","571.0","521.0","6228.0","10059.0","648.0","702.0","2291.0"
"2013-06-05","176.0","1229.0","2073.0","545.0","515.0","6689.0","9957.0","740.0","730.0","2293.0"
"2013-06-06","173.0","1236.0","2065.0","551.0","525.0","6559.0","8917.0","677.0","571.0","2379.0"
"2013-06-07","168.0","1171.0","1663.0","459.0","482.0","6081.0","7671.0","511.0","588.0","2016.0"
"2013-06-08","126.0","754.0","1245.0","343.0","344.0","5065.0","6099.0","364.0","357.0","1416.0"
"2013-06-09","137.0","854.0","1448.0","437.0","394.0","5086.0","6354.0","469.0","420.0","1456.0"
"2013-06-10","165.0","1218.0","1909.0","632.0","545.0","7619.0","8716.0","746.0","703.0","2365.0"
"2013-06-11","166.0","1301.0","1937.0","550.0","553.0","7654.0","8799.0","694.0","715.0","3091.0"
"2013-06-12","159.0","1241.0","2080.0","634.0","503.0","7809.0","9634.0","758.0","726.0","2746.0"
"2013-06-13","141.0","1261.0","1940.0","575.0","531.0","7563.0","8441.0","675.0","628.0","2695.0"
"2013-06-14","167.0","1111.0","1746.0","457.0","476.0","6809.0","7764.0","485.0","511.0","2275.0"
"2013-06-15","95.0","760.0","1178.0","348.0","412.0","5183.0","6110.0","387.0","369.0","1432.0"
"2013-06-16","106.0","771.0","1357.0","383.0","380.0","5694.0","5923.0","491.0","367.0","1387.0"
"2013-06-17","171.0","1242.0","2040.0","595.0","509.0","8661.0","8423.0","728.0","707.0","2177.0"
"2013-06-18","192.0","1213.0","2022.0","563.0","523.0","8252.0","9094.0","692.0","682.0","2410.0"
"2013-06-19","158.0","1182.0","2029.0","597.0","525.0","7382.0","8844.0","654.0","650.0","2385.0"
"2013-06-20","150.0","1134.0","2116.0","528.0","525.0","6886.0","8596.0","633.0","574.0","2103.0"
"2013-06-21","130.0","941.0","1575.0","363.0","420.0","6164.0","7601.0","503.0","530.0","1937.0"
"2013-06-22","84.0","650.0","1091.0","282.0","381.0","4842.0","5845.0","410.0","339.0","1323.0"
"2013-06-23","80.0","744.0","1289.0","332.0","382.0","4700.0","6491.0","476.0","404.0","1391.0"
"2013-06-24","159.0","1083.0","1762.0","522.0","502.0","6914.0","8325.0","604.0","632.0","2067.0"
"2013-06-25","176.0","1227.0","2069.0","477.0","500.0","7075.0","8803.0","732.0","695.0","2283.0"
"2013-06-26","174.0","1138.0","1872.0","509.0","484.0","6686.0","8567.0","646.0","651.0","2130.0"
"2013-06-27","140.0","1210.0","1933.0","532.0","511.0","6533.0","8614.0","641.0","685.0","2332.0"
"2013-06-28","126.0","798.0","1370.0","368.0","444.0","6417.0","7071.0","532.0","501.0","1755.0"
"2013-06-29","66.0","612.0","1047.0","239.0","334.0","4926.0","5447.0","436.0","417.0","1212.0"
"2013-06-30","85.0","727.0","1155.0","330.0","404.0","5367.0","5495.0","456.0","346.0","1200.0"
"2013-07-01","172.0","1052.0","1659.0","443.0","441.0","7944.0","7414.0","520.0","607.0","2039.0"
"2013-07-02","142.0","1123.0","1667.0","468.0","469.0","7165.0","8082.0","688.0","602.0","2100.0"
"2013-07-03","124.0","1166.0","1644.0","430.0","485.0","5420.0","7515.0","557.0","614.0","1988.0"
"2013-07-04","125.0","854.0","1283.0","319.0","419.0","4449.0","6185.0","497.0","353.0","1610.0"
"2013-07-05","104.0","806.0","1163.0","323.0","474.0","4475.0","5907.0","399.0","441.0","1443.0"
"2013-07-06","71.0","635.0","1023.0","242.0","381.0","3804.0","5278.0","381.0","329.0","1086.0"
"2013-07-07","80.0","690.0","1276.0","333.0","421.0","4036.0","5664.0","443.0","382.0","1304.0"
"2013-07-08","132.0","1103.0","1585.0","424.0","456.0","5894.0","7688.0","577.0","679.0","1970.0"
"2013-07-09","146.0","1055.0","1620.0","584.0","518.0","6250.0","8475.0","582.0","690.0","2121.0"
"2013-07-10","145.0","908.0","1594.0","489.0","509.0","5329.0","7678.0","550.0","621.0","2135.0"
"2013-07-11","139.0","911.0","1573.0","448.0","405.0","5667.0","8135.0","504.0","639.0","2008.0"
"2013-07-12","133.0","909.0","1272.0","334.0","398.0","4721.0","7310.0","448.0","510.0","1825.0"
"2013-07-13","65.0","559.0","946.0","254.0","345.0","3842.0","5615.0","346.0","346.0","1160.0"
"2013-07-14","82.0","643.0","973.0","291.0","328.0","3839.0","5810.0","369.0","287.0","1173.0"
"2013-07-15","110.0","988.0","1524.0","451.0","481.0","5891.0","8423.0","513.0","621.0","1869.0"
"2013-07-16","140.0","1014.0","1561.0","434.0","464.0","5879.0","12298.0","505.0","673.0","2023.0"
"2013-07-17","127.0","1010.0","1509.0","448.0","487.0","5376.0","9232.0","544.0","768.0","1943.0"
"2013-07-18","128.0","1021.0","1588.0","420.0","447.0","5529.0","8384.0","595.0","678.0","1901.0"
"2013-07-19","93.0","800.0","1277.0","358.0","389.0","4783.0","7115.0","390.0","505.0","1641.0"
"2013-07-20","83.0","570.0","910.0","236.0","378.0","3888.0","5759.0","359.0","345.0","1233.0"
"2013-07-21","83.0","624.0","1074.0","353.0","541.0","4028.0","6927.0","365.0","390.0","1314.0"
"2013-07-22","146.0","961.0","1549.0","423.0","465.0","5470.0","8040.0","547.0","590.0","1812.0"
"2013-07-23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2013-07-24","58.0","373.0","578.0","167.0","196.0","2034.0","3638.0","177.0","273.0","836.0"
"2013-07-25","131.0","871.0","1374.0","370.0","560.0","4395.0","7215.0","443.0","529.0","1678.0"
"2013-07-26","103.0","843.0","1256.0","302.0","424.0","4132.0","6611.0","390.0","483.0","1531.0"
"2013-07-27","78.0","547.0","843.0","288.0","330.0","3369.0","6228.0","340.0","318.0","1163.0"
"2013-07-28","79.0","571.0","900.0","247.0","368.0","3418.0","6080.0","417.0","281.0","1128.0"
"2013-07-29","108.0","862.0","1371.0","355.0","438.0","4584.0","7610.0","493.0","508.0","1756.0"
"2013-07-30","114.0","847.0","1400.0","391.0","392.0","4636.0","8195.0","511.0","558.0","1839.0"
"2013-07-31","141.0","826.0","1331.0","330.0","430.0","4359.0","7967.0","491.0","522.0","1885.0"
"2013-08-01","114.0","757.0","1326.0","328.0","349.0","4239.0","6930.0","776.0","526.0","1730.0"
"2013-08-02","114.0","781.0","1248.0","299.0","321.0","4149.0","6318.0","493.0","408.0","1577.0"
"2013-08-03","60.0","484.0","865.0","234.0","320.0","3273.0","5154.0","322.0","333.0","1113.0"
"2013-08-04","77.0","546.0","950.0","247.0","315.0","3331.0","5010.0","351.0","298.0","1072.0"
"2013-08-05","98.0","751.0","1358.0","338.0","358.0","4397.0","6990.0","457.0","506.0","1574.0"
"2013-08-06","98.0","865.0","1402.0","338.0","435.0","4193.0","7047.0","492.0","518.0","1683.0"
"2013-08-07","117.0","836.0","1507.0","350.0","397.0","4373.0","7319.0","517.0","512.0","1857.0"
"2013-08-08","115.0","721.0","1298.0","302.0","391.0","4538.0","7101.0","468.0","466.0","1566.0"
"2013-08-09","97.0","889.0","1187.0","236.0","324.0","3946.0","6445.0","400.0","454.0","1545.0"
"2013-08-10","68.0","501.0","818.0","174.0","278.0","3204.0","5112.0","313.0","266.0","1034.0"
"2013-08-11","78.0","519.0","992.0","211.0","347.0","3600.0","5298.0","355.0","278.0","1041.0"
"2013-08-12","125.0","796.0","1363.0","332.0","399.0","4442.0","7263.0","446.0","478.0","1735.0"
"2013-08-13","128.0","825.0","1520.0","343.0","375.0","4530.0","7620.0","515.0","511.0","1827.0"
"2013-08-14","123.0","849.0","1462.0","316.0","410.0","4586.0","7346.0","440.0","533.0","1779.0"
"2013-08-15","125.0","790.0","1358.0","269.0","365.0","4121.0","6711.0","463.0","486.0","1681.0"
"2013-08-16","78.0","697.0","1266.0","304.0","339.0","3928.0","6577.0","428.0","501.0","1495.0"
"2013-08-17","83.0","471.0","873.0","195.0","347.0","2879.0","5215.0","313.0","382.0","1137.0"
"2013-08-18","73.0","545.0","1011.0","253.0","315.0","2825.0","4871.0","338.0","331.0","1149.0"
"2013-08-19","115.0","835.0","1352.0","308.0","381.0","4079.0","6973.0","533.0","551.0","1690.0"
"2013-08-20","123.0","735.0","1345.0","287.0","425.0","3557.0","5771.0","470.0","486.0","1598.0"
"2013-08-21","123.0","748.0","1352.0","283.0","415.0","3737.0","5993.0","465.0","482.0","1655.0"
"2013-08-22","120.0","811.0","1422.0","303.0","381.0","3662.0","5876.0","449.0","429.0","1508.0"
"2013-08-23","108.0","688.0","1359.0","273.0","409.0","3419.0","5131.0","397.0","398.0","1474.0"
"2013-08-24","65.0","466.0","873.0","184.0","350.0","2664.0","3827.0","304.0","257.0","1043.0"
"2013-08-25","75.0","505.0","971.0","206.0","302.0","2578.0","4107.0","318.0","299.0","1031.0"
"2013-08-26","119.0","744.0","1460.0","356.0","388.0","3395.0","5528.0","448.0","421.0","1848.0"
"2013-08-27","129.0","822.0","1565.0","396.0","407.0","3497.0","5741.0","498.0","513.0","1850.0"
"2013-08-28","132.0","891.0","1568.0","352.0","370.0","3324.0","5555.0","553.0","484.0","1867.0"
"2013-08-29","139.0","912.0","1566.0","332.0","341.0","3410.0","5400.0","472.0","468.0","1638.0"
"2013-08-30","115.0","774.0","1460.0","277.0","374.0","3210.0","5147.0","397.0","414.0","1402.0"
"2013-08-31","51.0","424.0","1033.0","234.0","329.0","2333.0","3951.0","291.0","274.0","959.0"
"2013-09-01","61.0","495.0","1086.0","243.0","503.0","2424.0","3750.0","348.0","234.0","1005.0"
"2013-09-02","104.0","783.0","1340.0","318.0","370.0","3151.0","4480.0","444.0","360.0","1218.0"
"2013-09-03","151.0","966.0","1618.0","418.0","404.0","3473.0","5580.0","510.0","533.0","1545.0"
"2013-09-04","135.0","870.0","1846.0","446.0","428.0","3479.0","5977.0","554.0","478.0","1801.0"
"2013-09-05","140.0","892.0","1729.0","364.0","438.0","3222.0","5608.0","570.0","521.0","1724.0"
"2013-09-06","113.0","819.0","1503.0","311.0","382.0","2963.0","5247.0","498.0","396.0","1403.0"
"2013-09-07","79.0","581.0","1089.0","256.0","334.0","2393.0","4186.0","384.0","258.0","1081.0"
"2013-09-08","117.0","677.0","1332.0","312.0","344.0","2822.0","4234.0","542.0","307.0","1095.0"
"2013-09-09","128.0","966.0","1925.0","473.0","403.0","3612.0","6172.0","687.0","457.0","1646.0"
