"date","Haemophilus","Haemophilus_influenzae","Gram-negative_bacteria","Facultative_anaerobic_organism","Epiglottitis","Cellulitis","Meningitis","Pathogenic_bacteria","Hib_vaccine","Osteomyelitis"
"2010-01-01","41.0","318.0","446.0","95.0","87.0","2175.0","3165.0","129.0","91.0","576.0"
"2010-01-02","34.0","346.0","554.0","145.0","113.0","2169.0","3593.0","200.0","70.0","800.0"
"2010-01-03","113.0","384.0","550.0","152.0","158.0","2051.0","3785.0","247.0","85.0","667.0"
"2010-01-04","48.0","518.0","769.0","181.0","142.0","2546.0","4307.0","255.0","180.0","822.0"
"2010-01-05","56.0","628.0","918.0","235.0","133.0","2721.0","4871.0","343.0","157.0","968.0"
"2010-01-06","59.0","757.0","8243.0","252.0","162.0","3079.0","4721.0","336.0","194.0","1176.0"
"2010-01-07","104.0","777.0","1321.0","300.0","170.0","3126.0","5167.0","346.0","233.0","1169.0"
"2010-01-08","68.0","729.0","1181.0","308.0","142.0","2768.0","4777.0","302.0","159.0","1029.0"
"2010-01-09","70.0","513.0","792.0","223.0","107.0","2440.0","3953.0","381.0","138.0","791.0"
"2010-01-10","52.0","537.0","866.0","240.0","136.0","2251.0","3569.0","236.0","163.0","742.0"
"2010-01-11","68.0","723.0","1471.0","348.0","177.0","3102.0","5083.0","341.0","199.0","1131.0"
"2010-01-12","94.0","785.0","1430.0","328.0","161.0","3134.0","5212.0","461.0","237.0","1184.0"
"2010-01-13","84.0","822.0","1443.0","359.0","195.0","3263.0","5106.0","351.0","173.0","1234.0"
"2010-01-14","67.0","741.0","1411.0","308.0","168.0","3012.0","5322.0","381.0","186.0","1170.0"
"2010-01-15","47.0","707.0","1429.0","259.0","189.0","3022.0","5090.0","374.0","176.0","1060.0"
"2010-01-16","52.0","565.0","901.0","240.0","156.0","2535.0","3846.0","234.0","130.0","845.0"
"2010-01-17","70.0","610.0","1034.0","271.0","164.0","2429.0","4043.0","233.0","105.0","940.0"
"2010-01-18","75.0","748.0","1409.0","300.0","199.0","3291.0","5000.0","338.0","178.0","1195.0"
"2010-01-19","84.0","822.0","1609.0","383.0","195.0","3300.0","5693.0","426.0","211.0","1332.0"
"2010-01-20","73.0","786.0","1604.0","388.0","222.0","3255.0","5215.0","389.0","230.0","1381.0"
"2010-01-21","79.0","896.0","1712.0","364.0","181.0","3065.0","5029.0","456.0","192.0","1294.0"
"2010-01-22","83.0","808.0","1563.0","327.0","189.0","3110.0","4973.0","382.0","154.0","1706.0"
"2010-01-23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-01-24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-01-25","83.0","863.0","1738.0","451.0","196.0","3581.0","5682.0","355.0","214.0","1338.0"
"2010-01-26","97.0","860.0","1763.0","472.0","184.0","3377.0","5317.0","442.0","199.0","1430.0"
"2010-01-27","92.0","963.0","1961.0","459.0","198.0","3218.0","5411.0","375.0","228.0","1339.0"
"2010-01-28","90.0","849.0","1821.0","489.0","187.0","3061.0","5249.0","452.0","239.0","1302.0"
"2010-01-29","69.0","759.0","1472.0","435.0","170.0","2927.0","4718.0","323.0","203.0","1237.0"
"2010-01-30","63.0","618.0","1086.0","285.0","134.0","2378.0","4115.0","255.0","144.0","940.0"
"2010-01-31","56.0","574.0","1397.0","336.0","205.0","2568.0","4198.0","310.0","144.0","1047.0"
"2010-02-01","87.0","929.0","2109.0","489.0","227.0","3182.0","5519.0","410.0","224.0","1385.0"
"2010-02-02","93.0","986.0","2091.0","603.0","213.0","3489.0","5996.0","493.0","240.0","1542.0"
"2010-02-03","98.0","913.0","2285.0","520.0","236.0","3194.0","5873.0","529.0","276.0","1513.0"
"2010-02-04","117.0","991.0","2297.0","572.0","227.0","3309.0","6582.0","533.0","243.0","1441.0"
"2010-02-05","97.0","971.0","1766.0","460.0","223.0","3044.0","5377.0","404.0","211.0","1268.0"
"2010-02-06","61.0","630.0","1278.0","295.0","152.0","2488.0","4166.0","299.0","200.0","950.0"
"2010-02-07","59.0","669.0","1469.0","396.0","194.0","2399.0","4454.0","275.0","175.0","1046.0"
"2010-02-08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-02-09","88.0","971.0","2125.0","577.0","241.0","3133.0","5769.0","476.0","212.0","1348.0"
"2010-02-10","74.0","908.0","1968.0","574.0","253.0","2940.0","5506.0","509.0","219.0","1265.0"
"2010-02-11","95.0","894.0","2029.0","628.0","229.0","2994.0","5439.0","446.0","227.0","1414.0"
"2010-02-12","77.0","758.0","1524.0","480.0","171.0","2846.0","5104.0","339.0","188.0","1116.0"
"2010-02-13","35.0","472.0","1025.0","289.0","123.0","2144.0","4134.0","264.0","111.0","897.0"
"2010-02-14","69.0","564.0","1070.0","340.0","163.0","2074.0","4163.0","257.0","120.0","744.0"
"2010-02-15","94.0","868.0","1664.0","500.0","189.0","2967.0","5512.0","352.0","175.0","1144.0"
"2010-02-16","81.0","848.0","1933.0","588.0","202.0","3224.0","5731.0","430.0","199.0","1365.0"
"2010-02-17","88.0","846.0","1937.0","590.0","191.0","3129.0","5516.0","480.0","172.0","1456.0"
"2010-02-18","173.0","890.0","1942.0","529.0","198.0","3229.0","6261.0","449.0","210.0","1505.0"
"2010-02-19","65.0","767.0","1566.0","483.0","157.0","2822.0","5329.0","407.0","177.0","1188.0"
"2010-02-20","62.0","668.0","1186.0","303.0","143.0","2387.0","4481.0","279.0","127.0","931.0"
"2010-02-21","67.0","743.0","1488.0","449.0","204.0","2540.0","4841.0","423.0","161.0","1028.0"
"2010-02-22","114.0","999.0","2077.0","681.0","211.0","3343.0","6153.0","630.0","266.0","1448.0"
"2010-02-23","110.0","968.0","2187.0","703.0","240.0","3345.0","0.0","0.0","223.0","0.0"
"2010-02-24","122.0","881.0","2044.0","684.0","226.0","3147.0","5512.0","461.0","213.0","1340.0"
"2010-02-25","88.0","832.0","1749.0","538.0","228.0","2786.0","5079.0","375.0","193.0","1168.0"
"2010-02-26","84.0","784.0","1523.0","485.0","190.0","2776.0","5085.0","393.0","181.0","1124.0"
"2010-02-27","72.0","671.0","1490.0","368.0","182.0","2550.0","4566.0","289.0","138.0","945.0"
"2010-02-28","71.0","612.0","1587.0","448.0","207.0","2436.0","4059.0","369.0","140.0","967.0"
"2010-03-01","94.0","907.0","2719.0","622.0","212.0","2927.0","5229.0","411.0","182.0","1277.0"
"2010-03-02","93.0","1060.0","3611.0","701.0","191.0","3158.0","5840.0","496.0","218.0","1423.0"
"2010-03-03","111.0","916.0","2197.0","584.0","220.0","3123.0","5583.0","444.0","198.0","1344.0"
"2010-03-04","116.0","943.0","2158.0","666.0","239.0","3392.0","5755.0","445.0","241.0","1422.0"
"2010-03-05","108.0","967.0","1690.0","456.0","212.0","3205.0","5913.0","426.0","219.0","1280.0"
"2010-03-06","80.0","622.0","1148.0","340.0","150.0","2454.0","4105.0","236.0","125.0","1011.0"
"2010-03-07","71.0","635.0","1251.0","436.0","167.0","2448.0","4140.0","301.0","126.0","884.0"
"2010-03-08","102.0","912.0","1825.0","615.0","177.0","3084.0","5272.0","411.0","200.0","1214.0"
"2010-03-09","98.0","907.0","2726.0","638.0","237.0","3307.0","5688.0","402.0","227.0","1235.0"
"2010-03-10","118.0","934.0","1840.0","674.0","224.0","3119.0","5487.0","420.0","240.0","1345.0"
"2010-03-11","116.0","1019.0","1872.0","633.0","201.0","3049.0","6441.0","476.0","206.0","1251.0"
"2010-03-12","107.0","836.0","1683.0","450.0","222.0","2950.0","7809.0","342.0","181.0","1166.0"
"2010-03-13","71.0","578.0","1079.0","377.0","175.0","2676.0","5426.0","306.0","170.0","932.0"
"2010-03-14","78.0","604.0","1285.0","330.0","178.0","2436.0","4727.0","312.0","167.0","973.0"
"2010-03-15","85.0","935.0","1689.0","496.0","188.0","3047.0","5729.0","353.0","200.0","1280.0"
"2010-03-16","102.0","926.0","1831.0","568.0","232.0","3125.0","6247.0","415.0","199.0","1385.0"
"2010-03-17","111.0","957.0","1847.0","557.0","230.0","3267.0","5789.0","467.0","227.0","1332.0"
"2010-03-18","119.0","1019.0","1686.0","546.0","179.0","3296.0","5694.0","439.0","223.0","1386.0"
"2010-03-19","89.0","897.0","1547.0","448.0","188.0","3045.0","5160.0","420.0","208.0","1320.0"
"2010-03-20","45.0","655.0","1044.0","299.0","142.0","2446.0","4213.0","256.0","155.0","1002.0"
"2010-03-21","63.0","648.0","1257.0","376.0","147.0","2564.0","4585.0","267.0","138.0","998.0"
"2010-03-22","86.0","871.0","1810.0","563.0","203.0","3089.0","5675.0","497.0","246.0","1139.0"
"2010-03-23","101.0","1006.0","1918.0","629.0","216.0","3407.0","5961.0","511.0","241.0","1273.0"
"2010-03-24","89.0","929.0","1826.0","566.0","237.0","3231.0","5903.0","519.0","271.0","1324.0"
"2010-03-25","99.0","997.0","1835.0","501.0","218.0","3206.0","5666.0","362.0","224.0","1272.0"
"2010-03-26","85.0","860.0","1565.0","472.0","227.0","3215.0","5343.0","373.0","201.0","1206.0"
"2010-03-27","96.0","574.0","1009.0","328.0","161.0","2789.0","4045.0","294.0","124.0","864.0"
"2010-03-28","68.0","635.0","1152.0","400.0","198.0","2616.0","4097.0","334.0","143.0","856.0"
"2010-03-29","103.0","920.0","1530.0","512.0","203.0","3287.0","5144.0","465.0","180.0","1209.0"
"2010-03-30","87.0","1022.0","1676.0","552.0","215.0","3245.0","5444.0","513.0","214.0","1338.0"
"2010-03-31","90.0","944.0","1685.0","591.0","210.0","3412.0","5480.0","412.0","191.0","1321.0"
"2010-04-01","93.0","944.0","1421.0","462.0","198.0","3152.0","5116.0","400.0","174.0","1201.0"
"2010-04-02","59.0","687.0","1137.0","320.0","183.0","2707.0","4427.0","263.0","136.0","1032.0"
"2010-04-03","63.0","601.0","877.0","296.0","149.0","2932.0","4177.0","305.0","133.0","827.0"
"2010-04-04","63.0","570.0","979.0","297.0","165.0","2985.0","3793.0","298.0","136.0","914.0"
"2010-04-05","84.0","817.0","1441.0","499.0","210.0","3410.0","4690.0","362.0","208.0","1154.0"
"2010-04-06","84.0","896.0","1992.0","584.0","194.0","3267.0","5948.0","422.0","178.0","1133.0"
"2010-04-07","95.0","982.0","2254.0","552.0","203.0","3306.0","5550.0","420.0","213.0","1171.0"
"2010-04-08","112.0","976.0","1974.0","541.0","214.0","3390.0","5829.0","518.0","218.0","1357.0"
"2010-04-09","114.0","895.0","1629.0","402.0","192.0","3336.0","5649.0","536.0","191.0","1215.0"
"2010-04-10","44.0","625.0","1084.0","273.0","194.0","2381.0","4249.0","289.0","149.0","794.0"
"2010-04-11","72.0","708.0","1338.0","396.0","184.0","2627.0","4564.0","343.0","162.0","1007.0"
"2010-04-12","114.0","1063.0","1673.0","534.0","230.0","3165.0","5547.0","511.0","215.0","1271.0"
"2010-04-13","140.0","1135.0","1960.0","616.0","225.0","3476.0","6071.0","894.0","232.0","1384.0"
"2010-04-14","108.0","1076.0","1780.0","576.0","193.0","3143.0","5454.0","648.0","251.0","1318.0"
"2010-04-15","116.0","1138.0","1934.0","515.0","220.0","3367.0","5514.0","550.0","250.0","1355.0"
"2010-04-16","115.0","1128.0","1814.0","473.0","233.0","3285.0","5162.0","487.0","272.0","1264.0"
"2010-04-17","109.0","700.0","1203.0","370.0","150.0","2776.0","4166.0","335.0","180.0","1116.0"
"2010-04-18","77.0","758.0","1220.0","390.0","225.0","2455.0","4121.0","376.0","174.0","1088.0"
"2010-04-19","95.0","1083.0","1877.0","564.0","196.0","3343.0","5198.0","536.0","233.0","1350.0"
"2010-04-20","115.0","1051.0","2047.0","536.0","235.0","3549.0","5360.0","521.0","245.0","1313.0"
"2010-04-21","108.0","1017.0","1982.0","587.0","225.0","3359.0","5538.0","550.0","272.0","1350.0"
"2010-04-22","126.0","1048.0","1886.0","562.0","251.0","3071.0","5412.0","536.0","263.0","1289.0"
"2010-04-23","121.0","943.0","1773.0","489.0","192.0","3314.0","6070.0","537.0","245.0","1245.0"
"2010-04-24","69.0","662.0","1224.0","352.0","223.0","2843.0","4874.0","416.0","197.0","983.0"
"2010-04-25","112.0","805.0","1490.0","438.0","227.0","3055.0","4647.0","379.0","196.0","947.0"
"2010-04-26","120.0","1081.0","1917.0","626.0","245.0","3578.0","6209.0","567.0","278.0","1423.0"
"2010-04-27","153.0","1244.0","2142.0","596.0","252.0","3744.0","6207.0","567.0","338.0","1498.0"
"2010-04-28","149.0","1080.0","2016.0","579.0","284.0","3352.0","6110.0","531.0","273.0","1435.0"
"2010-04-29","116.0","976.0","1917.0","539.0","223.0","3374.0","5969.0","509.0","256.0","1331.0"
"2010-04-30","122.0","976.0","1549.0","498.0","252.0","3328.0","5533.0","464.0","259.0","1334.0"
"2010-05-01","75.0","653.0","1112.0","317.0","204.0","2591.0","4144.0","348.0","179.0","1000.0"
"2010-05-02","98.0","751.0","1267.0","411.0","203.0","2805.0","4512.0","367.0","162.0","1099.0"
"2010-05-03","93.0","1026.0","1981.0","616.0","238.0","3540.0","5833.0","510.0","272.0","1363.0"
"2010-05-04","115.0","1230.0","2195.0","627.0","251.0","3765.0","5975.0","573.0","324.0","1398.0"
"2010-05-05","106.0","1051.0","1988.0","556.0","215.0","3305.0","5414.0","535.0","244.0","1398.0"
"2010-05-06","103.0","1102.0","1905.0","527.0","254.0","3619.0","5397.0","543.0","240.0","1450.0"
"2010-05-07","111.0","984.0","1616.0","416.0","258.0","3294.0","5178.0","440.0","257.0","1201.0"
"2010-05-08","98.0","724.0","1093.0","325.0","201.0","2561.0","4055.0","324.0","187.0","934.0"
"2010-05-09","81.0","788.0","1141.0","332.0","218.0","2512.0","4067.0","364.0","184.0","941.0"
"2010-05-10","94.0","996.0","1681.0","524.0","235.0","3630.0","5557.0","504.0","266.0","1359.0"
"2010-05-11","109.0","1019.0","1446.0","487.0","210.0","3349.0","6283.0","468.0","274.0","1343.0"
"2010-05-12","103.0","996.0","1543.0","489.0","228.0","3341.0","5197.0","511.0","307.0","1279.0"
"2010-05-13","66.0","755.0","1348.0","400.0","222.0","2620.0","4888.0","373.0","194.0","1177.0"
"2010-05-14","68.0","811.0","1256.0","326.0","191.0","2934.0","5750.0","346.0","225.0","1101.0"
"2010-05-15","80.0","716.0","1129.0","314.0","211.0","2706.0","4641.0","267.0","173.0","1002.0"
"2010-05-16","84.0","703.0","1023.0","318.0","187.0","2675.0","4109.0","321.0","168.0","1034.0"
"2010-05-17","98.0","899.0","1391.0","392.0","206.0","3353.0","5065.0","395.0","263.0","1332.0"
"2010-05-18","73.0","780.0","1241.0","346.0","196.0","2845.0","4574.0","313.0","235.0","1077.0"
"2010-05-19","85.0","698.0","1138.0","344.0","176.0","2734.0","4191.0","357.0","214.0","1107.0"
"2010-05-20","100.0","910.0","1412.0","426.0","218.0","3340.0","5378.0","444.0","282.0","1218.0"
"2010-05-21","98.0","758.0","1323.0","326.0","202.0","3320.0","5138.0","343.0","229.0","1158.0"
"2010-05-22","69.0","654.0","952.0","267.0","163.0","2983.0","4675.0","284.0","190.0","927.0"
"2010-05-23","85.0","654.0","987.0","267.0","200.0","2935.0","4233.0","261.0","160.0","941.0"
"2010-05-24","80.0","788.0","1381.0","368.0","216.0","3761.0","5074.0","327.0","223.0","1195.0"
"2010-05-25","111.0","895.0","1453.0","407.0","219.0","4038.0","5458.0","448.0","248.0","1391.0"
"2010-05-26","79.0","845.0","1593.0","375.0","205.0","3969.0","7635.0","421.0","303.0","1330.0"
"2010-05-27","91.0","785.0","1210.0","315.0","202.0","3435.0","6465.0","385.0","262.0","1234.0"
"2010-05-28","77.0","621.0","931.0","227.0","190.0","2981.0","4547.0","307.0","194.0","1066.0"
"2010-05-29","66.0","561.0","920.0","247.0","184.0","2814.0","4259.0","246.0","156.0","1005.0"
"2010-05-30","66.0","541.0","801.0","225.0","178.0","2900.0","3891.0","284.0","161.0","855.0"
"2010-05-31","71.0","703.0","1073.0","316.0","199.0","3225.0","4835.0","300.0","177.0","1057.0"
"2010-06-01","102.0","827.0","1245.0","350.0","208.0","3803.0","5077.0","424.0","281.0","1151.0"
"2010-06-02","79.0","821.0","1448.0","419.0","228.0","3904.0","5130.0","436.0","309.0","1232.0"
"2010-06-03","88.0","789.0","1450.0","378.0","226.0","3842.0","5072.0","427.0","239.0","1170.0"
"2010-06-04","101.0","823.0","1301.0","306.0","225.0","3830.0","4921.0","347.0","273.0","1262.0"
"2010-06-05","52.0","596.0","916.0","281.0","198.0","3173.0","4528.0","302.0","197.0","963.0"
"2010-06-06","66.0","658.0","951.0","330.0","198.0","3092.0","4350.0","300.0","167.0","947.0"
"2010-06-07","89.0","876.0","1406.0","377.0","212.0","4037.0","5320.0","466.0","275.0","1195.0"
"2010-06-08","95.0","820.0","1468.0","381.0","258.0","3970.0","4995.0","407.0","284.0","1235.0"
"2010-06-09","78.0","730.0","1428.0","339.0","219.0","3646.0","5247.0","415.0","293.0","1166.0"
"2010-06-10","93.0","693.0","1332.0","396.0","206.0","3656.0","5594.0","328.0","234.0","1157.0"
"2010-06-11","32.0","428.0","757.0","182.0","129.0","2091.0","3352.0","219.0","142.0","721.0"
"2010-06-12","10.0","119.0","167.0","49.0","41.0","616.0","991.0","74.0","36.0","164.0"
"2010-06-13","8.0","82.0","161.0","39.0","32.0","513.0","696.0","54.0","28.0","144.0"
"2010-06-14","16.0","169.0","299.0","59.0","43.0","732.0","926.0","69.0","47.0","233.0"
"2010-06-15","43.0","376.0","664.0","156.0","120.0","1924.0","2249.0","210.0","151.0","537.0"
"2010-06-16","59.0","506.0","1000.0","269.0","163.0","2551.0","3274.0","276.0","149.0","863.0"
"2010-06-17","67.0","716.0","1353.0","346.0","230.0","3646.0","5249.0","436.0","246.0","1166.0"
"2010-06-18","68.0","687.0","1138.0","285.0","173.0","3460.0","4726.0","306.0","244.0","1055.0"
"2010-06-19","42.0","476.0","887.0","276.0","199.0","3139.0","4679.0","327.0","125.0","958.0"
"2010-06-20","67.0","473.0","927.0","260.0","363.0","3113.0","4053.0","351.0","164.0","919.0"
"2010-06-21","96.0","804.0","1326.0","372.0","215.0","4265.0","5291.0","419.0","271.0","1178.0"
"2010-06-22","69.0","664.0","1238.0","336.0","374.0","3870.0","5420.0","394.0","248.0","1147.0"
"2010-06-23","86.0","725.0","1296.0","363.0","305.0","3828.0","6044.0","456.0","294.0","1230.0"
"2010-06-24","65.0","689.0","1082.0","304.0","212.0","3194.0","4988.0","400.0","255.0","1036.0"
"2010-06-25","53.0","574.0","906.0","247.0","191.0","3342.0","4043.0","342.0","223.0","908.0"
"2010-06-26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-06-27","12.0","136.0","274.0","73.0","73.0","1123.0","1406.0","89.0","64.0","276.0"
"2010-06-28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-06-29","83.0","706.0","1133.0","290.0","218.0","4556.0","4932.0","363.0","259.0","1102.0"
"2010-06-30","74.0","698.0","1168.0","273.0","185.0","3896.0","4689.0","370.0","262.0","1127.0"
"2010-07-01","69.0","624.0","1076.0","248.0","192.0","3884.0","4625.0","351.0","248.0","1005.0"
"2010-07-02","64.0","593.0","950.0","234.0","166.0","3939.0","4522.0","268.0","188.0","993.0"
"2010-07-03","37.0","403.0","645.0","164.0","136.0","3086.0","3435.0","273.0","155.0","672.0"
"2010-07-04","51.0","329.0","668.0","145.0","174.0","2810.0","3226.0","260.0","110.0","673.0"
"2010-07-05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-06","67.0","586.0","1080.0","252.0","174.0","3860.0","4425.0","405.0","180.0","1039.0"
"2010-07-07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-11","50.0","360.0","740.0","161.0","143.0","2970.0","3475.0","271.0","137.0","732.0"
"2010-07-12","57.0","513.0","1101.0","193.0","178.0","3627.0","4234.0","334.0","179.0","956.0"
"2010-07-13","63.0","566.0","1088.0","248.0","168.0","3918.0","4374.0","328.0","204.0","1027.0"
"2010-07-14","60.0","511.0","1030.0","265.0","167.0","3681.0","4356.0","312.0","207.0","1016.0"
"2010-07-15","62.0","520.0","1039.0","228.0","177.0","3568.0","4244.0","295.0","229.0","1169.0"
"2010-07-16","45.0","496.0","876.0","164.0","167.0","3565.0","4471.0","292.0","207.0","938.0"
"2010-07-17","41.0","431.0","669.0","141.0","175.0","3063.0","4024.0","209.0","152.0","683.0"
"2010-07-18","55.0","373.0","813.0","165.0","163.0","3066.0","3677.0","300.0","143.0","762.0"
"2010-07-19","51.0","588.0","954.0","261.0","177.0","3734.0","4641.0","280.0","195.0","979.0"
"2010-07-20","60.0","522.0","1025.0","237.0","168.0","3957.0","4608.0","327.0","240.0","1018.0"
"2010-07-21","71.0","603.0","1116.0","257.0","179.0","3851.0","4560.0","342.0","245.0","1038.0"
"2010-07-22","73.0","691.0","1329.0","327.0","224.0","5199.0","5461.0","416.0","307.0","1387.0"
"2010-07-23","87.0","721.0","1322.0","281.0","216.0","5021.0","5968.0","416.0","303.0","1454.0"
"2010-07-24","44.0","546.0","917.0","259.0","205.0","3948.0","4656.0","355.0","128.0","869.0"
"2010-07-25","70.0","564.0","1003.0","264.0","187.0","3928.0","5000.0","424.0","160.0","954.0"
"2010-07-26","119.0","988.0","1548.0","390.0","281.0","5992.0","7270.0","529.0","316.0","1570.0"
"2010-07-27","105.0","862.0","1721.0","403.0","237.0","5985.0","7150.0","459.0","412.0","1777.0"
"2010-07-28","207.0","1024.0","1566.0","383.0","279.0","5492.0","6948.0","455.0","327.0","1588.0"
"2010-07-29","200.0","954.0","1587.0","377.0","237.0","5612.0","6645.0","603.0","326.0","1752.0"
"2010-07-30","90.0","680.0","1274.0","273.0","228.0","4811.0","6009.0","439.0","290.0","1315.0"
"2010-07-31","64.0","509.0","900.0","205.0","170.0","4073.0","4855.0","347.0","221.0","902.0"
"2010-08-01","76.0","539.0","1064.0","251.0","208.0","3975.0","4841.0","362.0","184.0","888.0"
"2010-08-02","78.0","830.0","1428.0","327.0","226.0","5453.0","6920.0","566.0","320.0","1352.0"
"2010-08-03","104.0","891.0","2076.0","379.0","246.0","5871.0","7741.0","544.0","353.0","1545.0"
"2010-08-04","92.0","864.0","1933.0","386.0","292.0","5696.0","7415.0","513.0","364.0","1689.0"
"2010-08-05","105.0","797.0","1770.0","367.0","243.0","5574.0","6816.0","515.0","358.0","1506.0"
"2010-08-06","75.0","743.0","1400.0","272.0","196.0","4951.0","6020.0","401.0","319.0","1354.0"
"2010-08-07","54.0","478.0","889.0","212.0","131.0","3680.0","4806.0","331.0","175.0","877.0"
"2010-08-08","60.0","511.0","1053.0","217.0","172.0","4083.0","5465.0","389.0","186.0","967.0"
"2010-08-09","97.0","784.0","1463.0","291.0","235.0","5944.0","7627.0","455.0","343.0","1439.0"
"2010-08-10","126.0","861.0","1536.0","394.0","270.0","5886.0","7436.0","492.0","347.0","1555.0"
"2010-08-11","111.0","723.0","2658.0","314.0","264.0","5311.0","6802.0","527.0","277.0","1399.0"
"2010-08-12","72.0","751.0","2173.0","381.0","286.0","4964.0","6678.0","524.0","306.0","1456.0"
"2010-08-13","85.0","729.0","1644.0","293.0","219.0","4746.0","6519.0","423.0","274.0","1386.0"
"2010-08-14","66.0","523.0","1113.0","213.0","180.0","3690.0","5117.0","400.0","171.0","838.0"
"2010-08-15","100.0","567.0","1281.0","255.0","197.0","4088.0","5477.0","374.0","226.0","980.0"
"2010-08-16","86.0","807.0","1538.0","328.0","244.0","5505.0","7093.0","506.0","349.0","1346.0"
"2010-08-17","101.0","930.0","1722.0","369.0","248.0","6019.0","8064.0","575.0","415.0","1617.0"
"2010-08-18","75.0","866.0","1640.0","374.0","388.0","5483.0","8513.0","472.0","339.0","1542.0"
"2010-08-19","92.0","850.0","1569.0","386.0","350.0","5361.0","7558.0","432.0","374.0","1478.0"
"2010-08-20","78.0","669.0","1353.0","285.0","243.0","4858.0","7032.0","408.0","320.0","1365.0"
"2010-08-21","62.0","488.0","1081.0","213.0","181.0","4038.0","5510.0","307.0","211.0","1002.0"
"2010-08-22","70.0","534.0","1228.0","246.0","269.0","4416.0","6012.0","359.0","204.0","1055.0"
"2010-08-23","89.0","812.0","1524.0","435.0","260.0","5678.0","7366.0","474.0","354.0","1556.0"
"2010-08-24","88.0","988.0","1709.0","438.0","314.0","5623.0","8063.0","498.0","437.0","1692.0"
"2010-08-25","104.0","934.0","1579.0","406.0","277.0","5174.0","7586.0","463.0","395.0","1528.0"
"2010-08-26","106.0","943.0","1700.0","384.0","277.0","5331.0","7516.0","529.0","383.0","1664.0"
"2010-08-27","102.0","805.0","1410.0","311.0","230.0","4586.0","6185.0","445.0","330.0","1347.0"
"2010-08-28","56.0","522.0","1046.0","216.0","191.0","3849.0","5332.0","370.0","218.0","1047.0"
"2010-08-29","91.0","612.0","1099.0","269.0","167.0","3958.0","5461.0","322.0","215.0","965.0"
"2010-08-30","87.0","950.0","2055.0","404.0","247.0","5266.0","7189.0","494.0","344.0","1435.0"
"2010-08-31","103.0","914.0","1873.0","430.0","212.0","5332.0","7264.0","531.0","465.0","1546.0"
"2010-09-01","138.0","999.0","1929.0","472.0","224.0","5480.0","7351.0","602.0","379.0","1601.0"
"2010-09-02","138.0","993.0","2016.0","461.0","221.0","5381.0","7423.0","537.0","398.0","1568.0"
"2010-09-03","108.0","833.0","1620.0","344.0","210.0","4928.0","7036.0","465.0","342.0","1435.0"
"2010-09-04","55.0","618.0","1038.0","291.0","188.0","3785.0","5204.0","338.0","194.0","925.0"
"2010-09-05","77.0","659.0","1228.0","309.0","204.0","3895.0","5475.0","455.0","199.0","978.0"
"2010-09-06","85.0","895.0","1506.0","373.0","275.0","4859.0","6877.0","583.0","311.0","1351.0"
"2010-09-07","85.0","975.0","1832.0","458.0","231.0","5476.0","7353.0","594.0","367.0","1559.0"
"2010-09-08","100.0","1049.0","2267.0","482.0","271.0","5811.0","7677.0","659.0","412.0","1741.0"
"2010-09-09","113.0","955.0","2006.0","464.0","278.0","5339.0","6737.0","561.0","355.0","1551.0"
"2010-09-10","96.0","807.0","1675.0","392.0","227.0","4711.0","6117.0","699.0","304.0","1359.0"
"2010-09-11","78.0","706.0","1211.0","256.0","171.0","3545.0","4794.0","412.0","211.0","965.0"
"2010-09-12","89.0","772.0","1486.0","352.0","214.0","3879.0","5766.0","541.0","228.0","1067.0"
"2010-09-13","116.0","1173.0","2484.0","498.0","268.0","5703.0","8079.0","701.0","477.0","1664.0"
"2010-09-14","107.0","1325.0","2526.0","606.0","284.0","5940.0","8227.0","612.0","459.0","1775.0"
"2010-09-15","130.0","1266.0","2563.0","497.0","296.0","5472.0","8181.0","698.0","474.0","1826.0"
"2010-09-16","115.0","1082.0","2368.0","507.0","258.0","5175.0","7864.0","698.0","417.0","1703.0"
"2010-09-17","114.0","967.0","1964.0","467.0","249.0","4922.0","7340.0","598.0","330.0","1559.0"
"2010-09-18","64.0","708.0","1331.0","370.0","198.0","3758.0","5825.0","410.0","246.0","1113.0"
"2010-09-19","73.0","788.0","1668.0","456.0","238.0","4026.0","6600.0","548.0","246.0","1382.0"
"2010-09-20","102.0","1096.0","2381.0","551.0","355.0","5406.0","7968.0","752.0","391.0","1689.0"
"2010-09-21","120.0","1211.0","2502.0","665.0","284.0","5717.0","8671.0","753.0","425.0","1865.0"
