"date","Hepatitis","Hepatitis_A#Virology","Jaundice","Hepatitis_B","Hepatitis_C","Hepatitis_A_vaccine","Viral_hepatitis","World_Hepatitis_Day","Picornavirales","Hepatitis_A"
"2011-04-14","4027.0","29373.0","4853.0","5661.0","6942.0","303.0","523.0","58.0","13.0","29373.0"
"2011-04-15","3436.0","2414.0","4292.0","4776.0","6181.0","215.0","403.0","54.0","10.0","2414.0"
"2011-04-16","2931.0","1818.0","3557.0","3585.0","5627.0","137.0","303.0","47.0","12.0","1818.0"
"2011-04-17","2819.0","1766.0","3798.0","3456.0","4838.0","154.0","298.0","40.0","7.0","1766.0"
"2011-04-18","3965.0","2765.0","4755.0","5248.0","6570.0","303.0","440.0","81.0","16.0","2765.0"
"2011-04-19","3971.0","2764.0","4538.0","5415.0","6475.0","341.0","412.0","121.0","6.0","2764.0"
"2011-04-20","3944.0","2857.0","5142.0","5228.0","6361.0","330.0","396.0","68.0","14.0","2857.0"
"2011-04-21","3618.0","2529.0","4447.0","4824.0","6892.0","275.0","377.0","68.0","14.0","2529.0"
"2011-04-22","3083.0","2078.0","3744.0","3869.0","6089.0","191.0","337.0","62.0","8.0","2078.0"
"2011-04-23","2582.0","1554.0","3515.0","3191.0","5005.0","157.0","268.0","32.0","7.0","1554.0"
"2011-04-24","2526.0","1473.0","3522.0","2939.0","4671.0","110.0","246.0","45.0","13.0","1473.0"
"2011-04-25","3701.0","2506.0","4472.0","4529.0","7605.0","237.0","363.0","58.0","9.0","2506.0"
"2011-04-26","4598.0","5614.0","4974.0","5752.0","7089.0","328.0","449.0","79.0","8.0","5614.0"
"2011-04-27","4041.0","3019.0","4767.0","5317.0","6788.0","314.0","356.0","70.0","14.0","3019.0"
"2011-04-28","4344.0","2962.0","4802.0","5485.0","7138.0","278.0","460.0","77.0","12.0","2962.0"
"2011-04-29","3216.0","2159.0","4276.0","4249.0","5573.0","234.0","325.0","65.0","15.0","2159.0"
"2011-04-30","2490.0","1680.0","3368.0","3109.0","4129.0","117.0","270.0","58.0","15.0","1680.0"
"2011-05-01","2655.0","1769.0","3710.0","3384.0","4374.0","126.0","308.0","42.0","14.0","1769.0"
"2011-05-02","3580.0","2460.0","4412.0","5327.0","5817.0","234.0","417.0","69.0","18.0","2460.0"
"2011-05-03","4095.0","2779.0","4889.0","5592.0","6793.0","278.0","407.0","85.0","12.0","2779.0"
"2011-05-04","3994.0","2868.0","4767.0","5730.0","6534.0","316.0","416.0","83.0","12.0","2868.0"
"2011-05-05","3972.0","2660.0","4621.0","5560.0","6462.0","288.0","477.0","80.0","27.0","2660.0"
"2011-05-06","3669.0","2528.0","4350.0","5012.0","6101.0","230.0","383.0","71.0","8.0","2528.0"
"2011-05-07","2683.0","1741.0","3589.0","3472.0","4822.0","148.0","337.0","44.0","8.0","1741.0"
"2011-05-08","2958.0","1764.0","3661.0","3455.0","4750.0","134.0","320.0","61.0","13.0","1764.0"
"2011-05-09","4219.0","2626.0","4854.0","5829.0","6214.0","270.0","477.0","70.0","11.0","2626.0"
"2011-05-10","4196.0","2843.0","4863.0","5898.0","6854.0","279.0","477.0","104.0","19.0","2843.0"
"2011-05-11","3978.0","2759.0","4833.0","5666.0","6712.0","272.0","412.0","109.0","17.0","2759.0"
"2011-05-12","3732.0","2692.0","4516.0","5339.0","6946.0","244.0","470.0","105.0","27.0","2692.0"
"2011-05-13","3298.0","2359.0","3947.0","4778.0","6425.0","235.0","364.0","103.0","33.0","2359.0"
"2011-05-14","2547.0","1666.0","3570.0","3457.0","4965.0","147.0","287.0","63.0","3.0","1666.0"
"2011-05-15","2765.0","1717.0","3907.0","3697.0","4968.0","146.0","277.0","65.0","13.0","1717.0"
"2011-05-16","3859.0","2726.0","4789.0","5436.0","7089.0","264.0","404.0","191.0","12.0","2726.0"
"2011-05-17","4067.0","3054.0","4642.0","5880.0","8484.0","292.0","392.0","135.0","7.0","3054.0"
"2011-05-18","4123.0","2898.0","4737.0","5877.0","7469.0","283.0","446.0","332.0","14.0","2898.0"
"2011-05-19","4025.0","2883.0","4505.0","5803.0","7344.0","263.0","463.0","413.0","12.0","2883.0"
"2011-05-20","3431.0","2355.0","4177.0","4924.0","6293.0","225.0","388.0","94.0","8.0","2355.0"
"2011-05-21","2514.0","1599.0","3249.0","3461.0","4582.0","136.0","296.0","35.0","9.0","1599.0"
"2011-05-22","2711.0","1784.0","3759.0","3645.0","4685.0","128.0","334.0","60.0","9.0","1784.0"
"2011-05-23","3889.0","2596.0","4842.0","5368.0","6927.0","255.0","438.0","70.0","17.0","2596.0"
"2011-05-24","4011.0","2823.0","4419.0","5406.0","7915.0","259.0","408.0","72.0","8.0","2823.0"
"2011-05-25","3785.0","2662.0","4311.0","5358.0","7123.0","272.0","384.0","65.0","10.0","2662.0"
"2011-05-26","5837.0","2947.0","4657.0","5269.0","7971.0","257.0","477.0","79.0","31.0","2947.0"
"2011-05-27","3152.0","2420.0","3805.0","4590.0","7508.0","214.0","371.0","39.0","9.0","2420.0"
"2011-05-28","2329.0","1526.0","3190.0","3223.0","4341.0","145.0","277.0","37.0","5.0","1526.0"
"2011-05-29","2607.0","1577.0","3642.0","3242.0","4597.0","147.0","274.0","34.0","8.0","1577.0"
"2011-05-30","3090.0","2084.0","4084.0","4159.0","5416.0","199.0","311.0","52.0","12.0","2084.0"
"2011-05-31","3904.0","2594.0","4734.0","5333.0","6307.0","280.0","472.0","58.0","11.0","2594.0"
"2011-06-01","3569.0","2670.0","4330.0","5166.0","6048.0","290.0","364.0","51.0","22.0","2670.0"
"2011-06-02","3741.0","2464.0","4123.0","4824.0","6284.0","277.0","382.0","70.0","13.0","2464.0"
"2011-06-03","3543.0","2465.0","3892.0","4638.0","6687.0","224.0","358.0","61.0","10.0","2465.0"
"2011-06-04","2525.0","1734.0","3408.0","3238.0","4980.0","148.0","293.0","27.0","12.0","1734.0"
"2011-06-05","2479.0","1641.0","3385.0","3152.0","4465.0","158.0","282.0","36.0","10.0","1641.0"
"2011-06-06","3305.0","2448.0","4101.0","4483.0","5756.0","263.0","423.0","70.0","12.0","2448.0"
"2011-06-07","3491.0","2509.0","5142.0","4900.0","6062.0","289.0","433.0","58.0","14.0","2509.0"
"2011-06-08","3400.0","2696.0","4272.0","4868.0","6195.0","335.0","403.0","51.0","16.0","2696.0"
"2011-06-09","3637.0","2474.0","4185.0","4742.0","5912.0","290.0","370.0","45.0","12.0","2474.0"
"2011-06-10","3158.0","2173.0","4076.0","4280.0","5414.0","242.0","332.0","73.0","6.0","2173.0"
"2011-06-11","2402.0","1569.0","3242.0","3190.0","4154.0","177.0","285.0","30.0","0.0","1569.0"
"2011-06-12","2447.0","1500.0","3349.0","3209.0","4006.0","125.0","272.0","35.0","7.0","1500.0"
"2011-06-13","3462.0","2303.0","4412.0","4651.0","5767.0","301.0","383.0","51.0","11.0","2303.0"
"2011-06-14","3195.0","2202.0","4158.0","4301.0","5383.0","301.0","373.0","54.0","14.0","2202.0"
"2011-06-15","3812.0","2705.0","4719.0","5088.0","6388.0","299.0","454.0","73.0","9.0","2705.0"
"2011-06-16","3531.0","2357.0","4143.0","4582.0","5779.0","283.0","396.0","56.0","13.0","2357.0"
"2011-06-17","3276.0","2161.0","3984.0","4442.0","5672.0","261.0","327.0","56.0","9.0","2161.0"
"2011-06-18","2425.0","1549.0","3219.0","3239.0","4334.0","150.0","277.0","31.0","6.0","1549.0"
"2011-06-19","2755.0","1687.0","3571.0","3222.0","4237.0","170.0","310.0","40.0","17.0","1687.0"
"2011-06-20","3396.0","2273.0","4298.0","4707.0","5936.0","290.0","393.0","71.0","7.0","2273.0"
"2011-06-21","3546.0","2511.0","4454.0","4932.0","6377.0","296.0","389.0","60.0","9.0","2511.0"
"2011-06-22","3842.0","2612.0","4558.0","5180.0","6712.0","356.0","354.0","68.0","6.0","2612.0"
"2011-06-23","3635.0","2490.0","4646.0","5113.0","6758.0","325.0","406.0","59.0","10.0","2490.0"
"2011-06-24","3075.0","2084.0","3800.0","4360.0","6051.0","275.0","361.0","48.0","18.0","2084.0"
"2011-06-25","2349.0","1478.0","3083.0","3129.0","4223.0","144.0","274.0","39.0","4.0","1478.0"
"2011-06-26","2490.0","1541.0","3530.0","3106.0","4401.0","154.0","288.0","52.0","7.0","1541.0"
"2011-06-27","3282.0","2191.0","4076.0","4483.0","6173.0","308.0","374.0","63.0","12.0","2191.0"
"2011-06-28","3622.0","2521.0","4233.0","5734.0","6151.0","286.0","386.0","94.0","11.0","2521.0"
"2011-06-29","3491.0","2419.0","4084.0","4771.0","6400.0","311.0","410.0","67.0","7.0","2419.0"
"2011-06-30","3121.0","2156.0","3687.0","4390.0","6045.0","289.0","328.0","58.0","6.0","2156.0"
"2011-07-01","2895.0","1884.0","3690.0","3911.0","5301.0","214.0","301.0","51.0","4.0","1884.0"
"2011-07-02","2286.0","1409.0","3231.0","3002.0","4000.0","139.0","263.0","40.0","8.0","1409.0"
"2011-07-03","2189.0","1335.0","3017.0","2745.0","3867.0","124.0","248.0","38.0","10.0","1335.0"
"2011-07-04","2932.0","1832.0","3693.0","3726.0","4769.0","199.0","342.0","65.0","9.0","1832.0"
"2011-07-05","3072.0","2209.0","3879.0","4443.0","5608.0","273.0","344.0","92.0","14.0","2209.0"
"2011-07-06","3302.0","2209.0","4561.0","4584.0","6013.0","284.0","390.0","91.0","7.0","2209.0"
"2011-07-07","3232.0","2327.0","4164.0","4665.0","5866.0","306.0","400.0","69.0","13.0","2327.0"
"2011-07-08","3067.0","1970.0","3871.0","4055.0","5303.0","253.0","299.0","78.0","8.0","1970.0"
"2011-07-09","2338.0","1374.0","3154.0","3174.0","4079.0","145.0","262.0","56.0","9.0","1374.0"
"2011-07-10","2205.0","1379.0","3238.0","2906.0","4004.0","138.0","263.0","38.0","9.0","1379.0"
"2011-07-11","3250.0","2134.0","4091.0","4538.0","5853.0","307.0","365.0","101.0","11.0","2134.0"
"2011-07-12","4028.0","2320.0","4545.0","5062.0","6281.0","277.0","565.0","107.0","7.0","2320.0"
"2011-07-13","3117.0","2247.0","3984.0","4574.0","5876.0","261.0","338.0","95.0","9.0","2247.0"
"2011-07-14","3252.0","2567.0","3826.0","4651.0","6013.0","252.0","369.0","100.0","9.0","2567.0"
"2011-07-15","2873.0","2074.0","3615.0","4265.0","5626.0","199.0","330.0","86.0","8.0","2074.0"
"2011-07-16","2486.0","1533.0","3061.0","3364.0","4082.0","150.0","262.0","77.0","6.0","1533.0"
"2011-07-17","2469.0","1570.0","3231.0","3453.0","4204.0","136.0","297.0","60.0","8.0","1570.0"
"2011-07-18","3455.0","2432.0","4336.0","4945.0","6003.0","259.0","393.0","110.0","4.0","2432.0"
"2011-07-19","3377.0","2377.0","4256.0","4951.0","5924.0","261.0","374.0","120.0","17.0","2377.0"
"2011-07-20","3763.0","2422.0","4076.0","5435.0","6299.0","248.0","414.0","138.0","12.0","2422.0"
"2011-07-21","3288.0","2299.0","3842.0","4888.0","6607.0","255.0","377.0","110.0","6.0","2299.0"
"2011-07-22","3143.0","2093.0","3798.0","4518.0","6106.0","213.0","315.0","119.0","11.0","2093.0"
"2011-07-23","2556.0","1641.0","3030.0","3422.0","4653.0","175.0","309.0","101.0","13.0","1641.0"
"2011-07-24","2437.0","1523.0","3491.0","3113.0","4251.0","126.0","287.0","79.0","3.0","1523.0"
"2011-07-25","3721.0","2707.0","4157.0","6060.0","9879.0","280.0","376.0","534.0","6.0","2707.0"
"2011-07-26","4098.0","2677.0","4399.0","5516.0","7374.0","310.0","410.0","357.0","4.0","2677.0"
"2011-07-27","4468.0","2952.0","4243.0","6094.0","7386.0","285.0","446.0","640.0","4.0","2952.0"
"2011-07-28","6062.0","3347.0","4488.0","7746.0","9538.0","303.0","443.0","6592.0","14.0","3347.0"
"2011-07-29","3928.0","2401.0","3810.0","5259.0","6699.0","249.0","386.0","535.0","9.0","2401.0"
"2011-07-30","2874.0","1655.0","3258.0","3642.0","4779.0","178.0","315.0","155.0","6.0","1655.0"
"2011-07-31","2612.0","1580.0","3145.0","3391.0","4579.0","165.0","309.0","116.0","12.0","1580.0"
"2011-08-01","3456.0","2313.0","4294.0","4498.0","5924.0","227.0","358.0","109.0","8.0","2313.0"
"2011-08-02","3538.0","2801.0","4296.0","4972.0","6715.0","261.0","404.0","76.0","7.0","2801.0"
"2011-08-03","3495.0","2627.0","4405.0","5108.0","6294.0","305.0","361.0","63.0","5.0","2627.0"
"2011-08-04","3559.0","2541.0","4385.0","4967.0","6331.0","257.0","371.0","73.0","9.0","2541.0"
"2011-08-05","3222.0","2342.0","3855.0","4373.0","5658.0","276.0","385.0","50.0","23.0","2342.0"
"2011-08-06","2576.0","1955.0","3297.0","3544.0","4581.0","164.0","267.0","48.0","9.0","1955.0"
"2011-08-07","2567.0","1724.0","3292.0","3191.0","4431.0","132.0","275.0","35.0","7.0","1724.0"
"2011-08-08","3379.0","2222.0","4112.0","4327.0","5926.0","279.0","368.0","63.0","8.0","2222.0"
"2011-08-09","3366.0","4207.0","3927.0","4799.0","6235.0","379.0","364.0","60.0","7.0","4207.0"
"2011-08-10","3581.0","3887.0","4038.0","4951.0","6666.0","327.0","349.0","43.0","10.0","3887.0"
"2011-08-11","3440.0","3111.0","3781.0","4776.0","6069.0","305.0","283.0","44.0","13.0","3111.0"
"2011-08-12","2868.0","2390.0","3186.0","3959.0","5230.0","224.0","282.0","49.0","13.0","2390.0"
"2011-08-13","2452.0","1760.0","3296.0","3155.0","4275.0","169.0","219.0","39.0","6.0","1760.0"
"2011-08-14","2394.0","1604.0","3116.0","3034.0","4152.0","123.0","242.0","44.0","7.0","1604.0"
"2011-08-15","2833.0","2120.0","3889.0","3928.0","5215.0","243.0","280.0","44.0","12.0","2120.0"
"2011-08-16","3263.0","2297.0","4054.0","4462.0","5780.0","279.0","309.0","74.0","13.0","2297.0"
"2011-08-17","3175.0","2238.0","3796.0","4431.0","5549.0","253.0","322.0","36.0","9.0","2238.0"
"2011-08-18","2710.0","2032.0","3411.0","3927.0","5052.0","233.0","273.0","31.0","6.0","2032.0"
"2011-08-19","2926.0","2138.0","3615.0","4045.0","5147.0","195.0","270.0","47.0","21.0","2138.0"
"2011-08-20","2299.0","1664.0","3165.0","3111.0","4005.0","141.0","230.0","27.0","6.0","1664.0"
"2011-08-21","2199.0","1439.0","3051.0","2844.0","3909.0","130.0","220.0","28.0","8.0","1439.0"
"2011-08-22","2880.0","2131.0","3706.0","4045.0","5229.0","218.0","290.0","41.0","5.0","2131.0"
"2011-08-23","2973.0","2262.0","3965.0","4210.0","5426.0","257.0","312.0","44.0","6.0","2262.0"
"2011-08-24","3017.0","2051.0","3451.0","4121.0","4999.0","225.0","306.0","47.0","6.0","2051.0"
"2011-08-25","2827.0","2159.0","4184.0","3992.0","5171.0","253.0","288.0","40.0","5.0","2159.0"
"2011-08-26","2873.0","1963.0","3631.0","3966.0","4873.0","183.0","297.0","38.0","15.0","1963.0"
"2011-08-27","2332.0","1506.0","13006.0","3053.0","3906.0","174.0","198.0","41.0","6.0","1506.0"
"2011-08-28","2037.0","1330.0","4348.0","2760.0","3508.0","142.0","230.0","30.0","10.0","1330.0"
"2011-08-29","2525.0","1820.0","3320.0","3548.0","4214.0","232.0","243.0","29.0","16.0","1820.0"
"2011-08-30","2903.0","2118.0","3693.0","3839.0","4993.0","239.0","264.0","38.0","9.0","2118.0"
"2011-08-31","2779.0","2051.0","3584.0","4097.0","5039.0","198.0","341.0","41.0","3.0","2051.0"
"2011-09-01","2805.0","2032.0","3507.0","4037.0","4874.0","210.0","260.0","24.0","3.0","2032.0"
"2011-09-02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-09-03","2029.0","1317.0","2886.0","2829.0","3737.0","126.0","276.0","32.0","10.0","1317.0"
"2011-09-04","2193.0","1417.0","3132.0","2679.0","3505.0","129.0","230.0","25.0","5.0","1417.0"
"2011-09-05","2365.0","1696.0","3406.0","3147.0","3837.0","156.0","258.0","39.0","3.0","1696.0"
"2011-09-06","2574.0","1924.0","3226.0","3770.0","4738.0","211.0","318.0","37.0","14.0","1924.0"
"2011-09-07","2606.0","1949.0","3142.0","3796.0","4853.0","197.0","317.0","44.0","14.0","1949.0"
"2011-09-08","2842.0","2014.0","3110.0","4212.0","5271.0","228.0","314.0","51.0","23.0","2014.0"
"2011-09-09","2894.0","2008.0","3088.0","4183.0","5708.0","222.0","265.0","42.0","19.0","2008.0"
"2011-09-10","2459.0","1604.0","2866.0","3232.0","4417.0","134.0","278.0","33.0","6.0","1604.0"
"2011-09-11","2227.0","1512.0","2759.0","2808.0","3883.0","120.0","271.0","44.0","10.0","1512.0"
"2011-09-12","2652.0","1964.0","3319.0","3975.0","4985.0","183.0","332.0","32.0","7.0","1964.0"
"2011-09-13","2871.0","2110.0","3325.0","4074.0","5623.0","207.0","331.0","24.0","13.0","2110.0"
"2011-09-14","2935.0","1976.0","3361.0","4412.0","5086.0","218.0","337.0","44.0","8.0","1976.0"
"2011-09-15","3018.0","2843.0","3480.0","4545.0","5434.0","258.0","337.0","35.0","8.0","2843.0"
"2011-09-16","2807.0","2306.0","3115.0","3981.0","4969.0","272.0","296.0","38.0","7.0","2306.0"
"2011-09-17","2363.0","1726.0","3196.0","3295.0","4219.0","159.0","260.0","51.0","12.0","1726.0"
"2011-09-18","2665.0","1556.0","3524.0","3503.0","4168.0","120.0","238.0","38.0","5.0","1556.0"
"2011-09-19","2823.0","2247.0","3815.0","5595.0","4969.0","262.0","331.0","60.0","13.0","2247.0"
"2011-09-20","3140.0","2188.0","3500.0","4509.0","5688.0","267.0","289.0","33.0","6.0","2188.0"
"2011-09-21","3068.0","2117.0","3354.0","4298.0","6333.0","213.0","294.0","43.0","12.0","2117.0"
"2011-09-22","3000.0","2197.0","3354.0","4459.0","5715.0","233.0","353.0","37.0","14.0","2197.0"
"2011-09-23","2661.0","1909.0","3026.0","3846.0","4889.0","188.0","280.0","35.0","6.0","1909.0"
"2011-09-24","2637.0","1597.0","3022.0","3679.0","4524.0","122.0","257.0","43.0","6.0","1597.0"
"2011-09-25","2695.0","1585.0","3054.0","3475.0","4360.0","113.0","244.0","34.0","13.0","1585.0"
"2011-09-26","2713.0","1960.0","3751.0","3945.0","4685.0","246.0","318.0","41.0","13.0","1960.0"
"2011-09-27","2868.0","2139.0","3384.0","4194.0","4906.0","217.0","359.0","48.0","8.0","2139.0"
"2011-09-28","2790.0","2069.0","3781.0","4174.0","4626.0","234.0","325.0","38.0","13.0","2069.0"
"2011-09-29","3086.0","2126.0","3711.0","4506.0","5425.0","223.0","345.0","36.0","21.0","2126.0"
"2011-09-30","2901.0","2063.0","3451.0","4171.0","5437.0","187.0","330.0","41.0","7.0","2063.0"
"2011-10-01","2526.0","1648.0","3291.0","3488.0","4374.0","204.0","310.0","39.0","13.0","1648.0"
"2011-10-02","2545.0","1658.0","3371.0","3205.0","4116.0","165.0","294.0","35.0","13.0","1658.0"
"2011-10-03","3262.0","2315.0","3972.0","4379.0","5385.0","279.0","378.0","45.0","27.0","2315.0"
"2011-10-04","3333.0","2368.0","3864.0","4749.0","5965.0","308.0","383.0","55.0","7.0","2368.0"
"2011-10-05","3933.0","2416.0","4173.0","4892.0","5912.0","271.0","409.0","54.0","13.0","2416.0"
"2011-10-06","3338.0","2156.0","5726.0","4563.0","5734.0","234.0","395.0","57.0","6.0","2156.0"
"2011-10-07","3060.0","2252.0","4514.0","4390.0","5512.0","252.0","317.0","45.0","18.0","2252.0"
"2011-10-08","2529.0","1732.0","3413.0","3364.0","4123.0","139.0","281.0","29.0","12.0","1732.0"
"2011-10-09","2543.0","1711.0","3725.0","3236.0","4118.0","175.0","289.0","29.0","22.0","1711.0"
"2011-10-10","2969.0","2198.0","4005.0","4234.0","5058.0","249.0","348.0","47.0","7.0","2198.0"
"2011-10-11","3406.0","2328.0","4706.0","4829.0","6275.0","285.0","358.0","52.0","11.0","2328.0"
"2011-10-12","3358.0","2482.0","4382.0","4861.0","6010.0","258.0","378.0","35.0","19.0","2482.0"
"2011-10-13","3401.0","2649.0","3966.0","5105.0","6216.0","297.0","399.0","58.0","13.0","2649.0"
"2011-10-14","3302.0","2358.0","4234.0","4770.0","5881.0","276.0","387.0","38.0","16.0","2358.0"
"2011-10-15","2295.0","1583.0","3139.0","3416.0","4230.0","160.0","263.0","26.0","11.0","1583.0"
"2011-10-16","2372.0","1468.0","3145.0","3251.0","4079.0","142.0","327.0","31.0","9.0","1468.0"
"2011-10-17","3173.0","2438.0","4218.0","4771.0","5768.0","286.0","440.0","44.0","14.0","2438.0"
"2011-10-18","3708.0","2553.0","4498.0","5151.0","6735.0","320.0","460.0","50.0","17.0","2553.0"
"2011-10-19","3390.0","2451.0","4221.0","5238.0","6247.0","285.0","415.0","41.0","6.0","2451.0"
"2011-10-20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-10-21","2976.0","2040.0","3618.0","4558.0","5465.0","298.0","374.0","51.0","13.0","2040.0"
"2011-10-22","2159.0","1320.0","2736.0","2982.0","3973.0","140.0","258.0","23.0","7.0","1320.0"
"2011-10-23","2191.0","1399.0","3167.0","2896.0","3815.0","170.0","0.0","0.0","7.0","1399.0"
"2011-10-24","2994.0","2156.0","3887.0","4398.0","5286.0","272.0","350.0","41.0","9.0","2156.0"
"2011-10-25","3105.0","2353.0","3801.0","4730.0","5751.0","322.0","387.0","37.0","4.0","2353.0"
"2011-10-26","3583.0","2650.0","4377.0","5244.0","7115.0","340.0","380.0","50.0","13.0","2650.0"
"2011-10-27","3527.0","2880.0","4471.0","5386.0","7199.0","299.0","414.0","44.0","15.0","2880.0"
"2011-10-28","3285.0","2447.0","3628.0","4541.0","7260.0","229.0","323.0","60.0","13.0","2447.0"
"2011-10-29","2469.0","1753.0","3232.0","3385.0","5071.0","136.0","298.0","37.0","4.0","1753.0"
"2011-10-30","2496.0","1713.0","3460.0","3361.0","4703.0","190.0","285.0","38.0","8.0","1713.0"
"2011-10-31","3505.0","2482.0","4432.0","5186.0","6176.0","318.0","419.0","55.0","19.0","2482.0"
"2011-11-01","3931.0","2710.0","4379.0","5812.0","9737.0","310.0","424.0","56.0","12.0","2710.0"
"2011-11-02","3944.0","2824.0","4773.0","5757.0","8497.0","323.0","496.0","55.0","15.0","2824.0"
"2011-11-03","3745.0","2634.0","4666.0","5297.0","7182.0","339.0","487.0","60.0","15.0","2634.0"
"2011-11-04","3110.0","2338.0","3901.0","4861.0","6512.0","236.0","429.0","51.0","13.0","2338.0"
"2011-11-05","2483.0","1739.0","3312.0","3345.0","4747.0","203.0","282.0","34.0","14.0","1739.0"
"2011-11-06","2760.0","1841.0","3567.0","3570.0","5082.0","180.0","351.0","39.0","6.0","1841.0"
"2011-11-07","3823.0","2691.0","4357.0","5175.0","6538.0","321.0","540.0","38.0","18.0","2691.0"
"2011-11-08","3668.0","2779.0","4878.0","5578.0","6939.0","364.0","493.0","43.0","19.0","2779.0"
"2011-11-09","4054.0","3118.0","4825.0","5903.0","7623.0","335.0","494.0","61.0","16.0","3118.0"
"2011-11-10","4176.0","3678.0","4669.0","5864.0","7188.0","355.0","460.0","62.0","10.0","3678.0"
"2011-11-11","3223.0","2480.0","3775.0","4468.0","6098.0","281.0","345.0","39.0","15.0","2480.0"
"2011-11-12","2521.0","1985.0","3450.0","3451.0","4758.0","161.0","287.0","38.0","37.0","1985.0"
"2011-11-13","2861.0","1933.0","3765.0","3722.0","4927.0","172.0","338.0","51.0","11.0","1933.0"
"2011-11-14","3885.0","2965.0","5139.0","5466.0","6619.0","335.0","486.0","54.0","7.0","2965.0"
"2011-11-15","3882.0","2959.0","4760.0","5525.0","7352.0","311.0","485.0","59.0","22.0","2959.0"
"2011-11-16","3800.0","3109.0","4548.0","5532.0","7397.0","324.0","511.0","75.0","41.0","3109.0"
"2011-11-17","4083.0","2928.0","4884.0","5645.0","8336.0","339.0","483.0","64.0","25.0","2928.0"
"2011-11-18","3057.0","2262.0","3819.0","4679.0","5925.0","272.0","430.0","51.0","12.0","2262.0"
"2011-11-19","2640.0","1810.0","3485.0","3580.0","4889.0","210.0","346.0","38.0","15.0","1810.0"
"2011-11-20","2566.0","1774.0","3454.0","3626.0","4531.0","161.0","310.0","33.0","28.0","1774.0"
"2011-11-21","3517.0","2621.0","4246.0","5180.0","6435.0","306.0","395.0","48.0","21.0","2621.0"
"2011-11-22","3748.0","2586.0","4604.0","5324.0","6650.0","306.0","450.0","54.0","18.0","2586.0"
"2011-11-23","3652.0","2379.0","4282.0","5030.0","6050.0","274.0","479.0","45.0","20.0","2379.0"
"2011-11-24","3314.0","2014.0","3627.0","4531.0","4905.0","234.0","374.0","51.0","24.0","2014.0"
"2011-11-25","2721.0","1729.0","3260.0","3685.0","4708.0","204.0","398.0","39.0","30.0","1729.0"
"2011-11-26","2483.0","1598.0","3252.0","3271.0","4269.0","150.0","315.0","45.0","23.0","1598.0"
"2011-11-27","2720.0","1686.0","3437.0","3609.0","4628.0","172.0","345.0","49.0","12.0","1686.0"
"2011-11-28","3791.0","2812.0","4455.0","5128.0","6290.0","335.0","425.0","51.0","15.0","2812.0"
"2011-11-29","3905.0","2791.0","4561.0","5467.0","6561.0","291.0","363.0","57.0","8.0","2791.0"
"2011-11-30","4160.0","2883.0","4322.0","5391.0","6582.0","299.0","457.0","78.0","10.0","2883.0"
"2011-12-01","4066.0","2658.0","4253.0","5462.0","6976.0","279.0","463.0","276.0","15.0","2658.0"
"2011-12-02","3521.0","2309.0","3859.0","4692.0","5537.0","247.0","409.0","79.0","12.0","2309.0"
"2011-12-03","2669.0","1786.0","3270.0","3721.0","4783.0","165.0","290.0","43.0","13.0","1786.0"
"2011-12-04","2796.0","1806.0","3854.0","3814.0","5090.0","208.0","345.0","67.0","28.0","1806.0"
"2011-12-05","3687.0","2592.0","4326.0","5259.0","6067.0","304.0","431.0","50.0","17.0","2592.0"
"2011-12-06","3621.0","2594.0","4482.0","5236.0","5949.0","311.0","485.0","48.0","23.0","2594.0"
"2011-12-07","3914.0","2672.0","4548.0","5484.0","6327.0","297.0","496.0","67.0","19.0","2672.0"
"2011-12-08","3608.0","2627.0","4420.0","5529.0","6042.0","318.0","444.0","55.0","19.0","2627.0"
"2011-12-09","3279.0","2278.0","3709.0","4870.0","6923.0","230.0","384.0","44.0","19.0","2278.0"
"2011-12-10","2353.0","1772.0","3364.0","3593.0","4422.0","162.0","377.0","33.0","19.0","1772.0"
"2011-12-11","2783.0","1743.0","3640.0","3680.0","4119.0","153.0","281.0","47.0","16.0","1743.0"
"2011-12-12","3390.0","2464.0","4440.0","4828.0","5293.0","284.0","419.0","63.0","12.0","2464.0"
"2011-12-13","3751.0","2783.0","4540.0","5565.0","6705.0","302.0","469.0","46.0","13.0","2783.0"
"2011-12-14","3544.0","2461.0","4094.0","5082.0","5772.0","264.0","486.0","56.0","16.0","2461.0"
"2011-12-15","4969.0","2377.0","4197.0","5069.0","5630.0","274.0","406.0","47.0","26.0","2377.0"
"2011-12-16","3892.0","1822.0","3273.0","4149.0","4839.0","242.0","342.0","42.0","8.0","1822.0"
"2011-12-17","2345.0","1355.0","2814.0","3243.0","4374.0","155.0","260.0","27.0","11.0","1355.0"
"2011-12-18","2255.0","1355.0","2997.0","3069.0","4050.0","126.0","233.0","35.0","12.0","1355.0"
"2011-12-19","3052.0","1882.0","3596.0","4087.0","5143.0","217.0","296.0","33.0","10.0","1882.0"
"2011-12-20","2865.0","1923.0","3614.0","4129.0","5121.0","300.0","350.0","32.0","31.0","1923.0"
"2011-12-21","2732.0","1893.0","3346.0","3958.0","5067.0","227.0","302.0","34.0","15.0","1893.0"
