"date","Meningococcal_disease","Saliva","Neisseria_meningitidis","Meningitis","Meningococcal_vaccine","Common_cold","Gram-negative_bacteria","Disseminated_intravascular_coagulation","Sepsis","Rash"
"2013-01-02","634.0","1079.0","512.0","7345.0","286.0","6085.0","2106.0","2213.0","4626.0","2059.0"
"2013-01-03","548.0","1047.0","575.0","7037.0","254.0","5691.0","2037.0","1697.0","4601.0","1868.0"
"2013-01-04","617.0","1009.0","519.0","7254.0","244.0","5667.0","1916.0","1723.0","4742.0","1938.0"
"2013-01-05","545.0","880.0","415.0","6277.0","156.0","4680.0","1479.0","1357.0","5736.0","1737.0"
"2013-01-06","656.0","992.0","538.0","6379.0","173.0","4987.0","1669.0","1443.0","5143.0","1720.0"
"2013-01-07","708.0","1132.0","713.0","7887.0","310.0","5987.0","2137.0","1651.0","5148.0","1985.0"
"2013-01-08","700.0","1147.0","765.0","8270.0","362.0","5757.0","2419.0","1666.0","5203.0","1952.0"
"2013-01-09","712.0","1317.0","692.0","8057.0","325.0","6025.0","2320.0","1794.0","5006.0","1911.0"
"2013-01-10","843.0","1313.0","786.0","8033.0","338.0","5897.0","2408.0","1926.0","4937.0","1696.0"
"2013-01-11","718.0","1183.0","683.0","7201.0","291.0","5038.0","2077.0","1732.0","4611.0","1579.0"
"2013-01-12","501.0","998.0","499.0","5710.0","190.0","4081.0","1419.0","1321.0","3631.0","1514.0"
"2013-01-13","542.0","1205.0","548.0","6194.0","182.0","4403.0","1701.0","1499.0","3848.0","1662.0"
"2013-01-14","708.0","1187.0","809.0","7917.0","349.0","5191.0","2362.0","1882.0","4901.0","1969.0"
"2013-01-15","759.0","1373.0","742.0","8248.0","336.0","5201.0","2536.0","1877.0","4913.0","1911.0"
"2013-01-16","809.0","1407.0","870.0","7916.0","344.0","5169.0","2545.0","2079.0","4616.0","1923.0"
"2013-01-17","783.0","1453.0","849.0","8165.0","291.0","5288.0","2479.0","2159.0","4935.0","2139.0"
"2013-01-18","677.0","1212.0","753.0","7434.0","260.0","4520.0","2299.0","1880.0","4317.0","1808.0"
"2013-01-19","537.0","1004.0","501.0","6446.0","179.0","3801.0","1473.0","1345.0","3700.0","1691.0"
"2013-01-20","584.0","1134.0","650.0","6680.0","193.0","4072.0","1707.0","1806.0","4348.0","1688.0"
"2013-01-21","720.0","1382.0","760.0","7390.0","289.0","4932.0","2466.0","2166.0","4706.0","2025.0"
"2013-01-22","887.0","1745.0","974.0","8992.0","512.0","5504.0","2674.0","2250.0","4931.0","2109.0"
"2013-01-23","726.0","1447.0","850.0","8381.0","544.0","5426.0","2786.0","2274.0","4907.0","1884.0"
"2013-01-24","871.0","1371.0","846.0","8054.0","412.0","5091.0","2651.0","2152.0","4687.0","1419.0"
"2013-01-25","1061.0","1317.0","719.0","7439.0","357.0","4607.0","2339.0","1691.0","4482.0","1437.0"
"2013-01-26","549.0","1071.0","513.0","5761.0","184.0","3846.0","1548.0","1333.0","3769.0","1326.0"
"2013-01-27","531.0","1337.0","648.0","6208.0","170.0","4279.0","2006.0","1577.0","3857.0","1479.0"
"2013-01-28","926.0","1468.0","769.0","7929.0","304.0","5187.0","2933.0","1972.0","4880.0","1634.0"
"2013-01-29","5791.0","1504.0","1069.0","8658.0","469.0","4963.0","3086.0","1956.0","5266.0","1588.0"
"2013-01-30","2361.0","1451.0","1099.0","8185.0","371.0","4710.0","3229.0","2213.0","5403.0","1585.0"
"2013-01-31","1362.0","1386.0","851.0","7997.0","378.0","4531.0","2970.0","2025.0","4914.0","1501.0"
"2013-02-01","1065.0","1278.0","727.0","6856.0","325.0","4160.0","2548.0","2008.0","4882.0","1361.0"
"2013-02-02","710.0","1082.0","544.0","5906.0","219.0","3573.0","1822.0","1598.0","3834.0","1365.0"
"2013-02-03","716.0","1374.0","685.0","6612.0","219.0","4603.0","2069.0","2068.0","3991.0","1302.0"
"2013-02-04","1045.0","1551.0","1068.0","9123.0","377.0","4716.0","3357.0","2523.0","5019.0","1559.0"
"2013-02-05","917.0","1539.0","948.0","8835.0","348.0","4776.0","3452.0","2401.0","4975.0","1500.0"
"2013-02-06","949.0","1476.0","1033.0","9334.0","388.0","4794.0","3391.0","2314.0","4837.0","1621.0"
"2013-02-07","998.0","1417.0","941.0","9997.0","460.0","4694.0","3455.0","2162.0","5137.0","1618.0"
"2013-02-08","876.0","1328.0","869.0","8947.0","340.0","3986.0","2562.0","1882.0","4586.0","1309.0"
"2013-02-09","575.0","1011.0","586.0","6018.0","181.0","3361.0","1663.0","1383.0","3572.0","1221.0"
"2013-02-10","794.0","1289.0","615.0","6221.0","201.0","3754.0","1987.0","1646.0","3873.0","1271.0"
"2013-02-11","922.0","1498.0","987.0","8184.0","282.0","4775.0","3029.0","2059.0","5167.0","1543.0"
"2013-02-12","837.0","1504.0","944.0","8490.0","344.0","4870.0","3284.0","2145.0","5494.0","1546.0"
"2013-02-13","818.0","1522.0","903.0","8276.0","322.0","4680.0","3343.0","2194.0","5018.0","1470.0"
"2013-02-14","924.0","1303.0","925.0","9424.0","262.0","4243.0","3090.0","2060.0","4580.0","1444.0"
"2013-02-15","922.0","1146.0","924.0","8432.0","268.0","3982.0","2513.0","1751.0","4868.0","1337.0"
"2013-02-16","639.0","1061.0","666.0","5854.0","147.0","3290.0","1544.0","1404.0","3793.0","1262.0"
"2013-02-17","712.0","1103.0","781.0","6395.0","224.0","3772.0","1884.0","1718.0","4206.0","1420.0"
"2013-02-18","884.0","1382.0","868.0","7872.0","344.0","4424.0","2825.0","2017.0","4821.0","1532.0"
"2013-02-19","993.0","1538.0","939.0","8727.0","439.0","5010.0","3181.0","2166.0","5499.0","1749.0"
"2013-02-20","902.0","1506.0","961.0","8716.0","410.0","4846.0","3289.0","2226.0","5404.0","1557.0"
"2013-02-21","998.0","1454.0","1018.0","8271.0","317.0","4459.0","3052.0","2296.0","6176.0","1431.0"
"2013-02-22","961.0","1339.0","815.0","7845.0","305.0","3950.0","2532.0","2060.0","4932.0","1466.0"
"2013-02-23","652.0","1214.0","617.0","6376.0","198.0","3342.0","1776.0","1605.0","3969.0","1313.0"
"2013-02-24","755.0","1288.0","722.0","7064.0","196.0","3557.0","2152.0","1693.0","3940.0","1356.0"
"2013-02-25","1581.0","1577.0","968.0","8485.0","348.0","4644.0","3232.0","2285.0","5219.0","1589.0"
"2013-02-26","1434.0","1515.0","981.0","8471.0","422.0","4683.0","3348.0","2434.0","5713.0","1749.0"
"2013-02-27","1023.0","1378.0","897.0","8279.0","317.0","4557.0","3199.0","2289.0","5433.0","1698.0"
"2013-02-28","961.0","1516.0","1081.0","8518.0","348.0","4403.0","3338.0","2303.0","4893.0","1627.0"
"2013-03-01","849.0","1196.0","819.0","7433.0","292.0","3702.0","2712.0","1943.0","4498.0","1624.0"
"2013-03-02","613.0","1023.0","510.0","6139.0","206.0","3089.0","1808.0","1534.0","3556.0","1358.0"
"2013-03-03","730.0","1251.0","696.0","6677.0","183.0","3605.0","2145.0","1839.0","3978.0","1420.0"
"2013-03-04","1065.0","1480.0","980.0","8353.0","351.0","4637.0","3016.0","2265.0","5094.0","1885.0"
"2013-03-05","903.0","1403.0","999.0","8016.0","353.0","4348.0","3178.0","2302.0","5204.0","1669.0"
"2013-03-06","960.0","1456.0","1091.0","8086.0","358.0","4403.0","3278.0","2309.0","5141.0","1624.0"
"2013-03-07","1116.0","1503.0","1100.0","8890.0","364.0","4222.0","3223.0","2356.0","5042.0","1693.0"
"2013-03-08","793.0","1241.0","899.0","7396.0","330.0","3614.0","2457.0","1937.0","4490.0","1482.0"
"2013-03-09","586.0","1085.0","607.0","5795.0","204.0","2906.0","1567.0","1559.0","3607.0","1569.0"
"2013-03-10","600.0","1240.0","656.0","6006.0","207.0","3268.0","1846.0","1693.0","3975.0","1553.0"
"2013-03-11","887.0","1376.0","993.0","8174.0","308.0","4277.0","3452.0","2252.0","5293.0","1733.0"
"2013-03-12","901.0","1523.0","1011.0","8329.0","344.0","4059.0","2916.0","2193.0","5067.0","1737.0"
"2013-03-13","957.0","1440.0","904.0","7998.0","340.0","4098.0","2719.0","2240.0","4805.0","1601.0"
"2013-03-14","862.0","1396.0","896.0","7944.0","323.0","3859.0","2814.0","2240.0","4961.0","1600.0"
"2013-03-15","696.0","1251.0","701.0","6951.0","297.0","3496.0","2192.0","1876.0","4203.0","1374.0"
"2013-03-16","604.0","1098.0","559.0","5984.0","200.0","2769.0","1598.0","1451.0","3757.0","1320.0"
"2013-03-17","629.0","1236.0","615.0","6383.0","215.0","3097.0","2006.0","1658.0","3923.0","1396.0"
"2013-03-18","979.0","1477.0","860.0","8201.0","342.0","4025.0","2694.0","2166.0","5171.0","1675.0"
"2013-03-19","1015.0","1379.0","935.0","8531.0","403.0","4178.0","2981.0","2319.0","6407.0","1707.0"
"2013-03-20","1780.0","1465.0","981.0","10969.0","354.0","4007.0","3025.0","2301.0","5712.0","1767.0"
"2013-03-21","944.0","1360.0","885.0","11848.0","367.0","3950.0","2822.0","2093.0","5456.0","1613.0"
"2013-03-22","1836.0","1183.0","804.0","11649.0","347.0","3435.0","2025.0","1681.0","4840.0","1500.0"
"2013-03-23","1222.0","877.0","622.0","13853.0","289.0","3180.0","1493.0","1549.0","5603.0","1372.0"
"2013-03-24","1119.0","1146.0","718.0","15855.0","277.0","3667.0","1843.0","1842.0","6258.0","1513.0"
"2013-03-25","1124.0","1465.0","1008.0","25925.0","433.0","4779.0","2506.0","2647.0","7357.0","1696.0"
"2013-03-26","1008.0","1362.0","1026.0","16209.0","377.0","4449.0","2601.0","2637.0","7015.0","1653.0"
"2013-03-27","1103.0","1207.0","952.0","16046.0","369.0","4226.0","2426.0","2468.0","6926.0","1705.0"
"2013-03-28","992.0","1210.0","839.0","16337.0","338.0","4069.0","2349.0","2347.0","6665.0","1612.0"
"2013-03-29","2019.0","1055.0","609.0","13408.0","397.0","3364.0","1778.0","2005.0","5812.0","1526.0"
"2013-03-30","2674.0","834.0","577.0","12213.0","311.0","2815.0","1317.0","1544.0","4539.0","1403.0"
"2013-03-31","1063.0","1008.0","551.0","11697.0","225.0","2927.0","1477.0","1784.0","4471.0","1443.0"
"2013-04-01","985.0","1129.0","879.0","14497.0","364.0","3396.0","2262.0","2414.0","5596.0","1845.0"
"2013-04-02","993.0","1342.0","896.0","14029.0","363.0","3636.0","2627.0","2565.0","5744.0","1617.0"
"2013-04-03","1042.0","1563.0","992.0","13224.0","381.0","3810.0","2774.0","2638.0","6318.0","1556.0"
"2013-04-04","1056.0","1404.0","1080.0","13426.0","373.0","3773.0","2660.0","2281.0","5988.0","1497.0"
"2013-04-05","752.0","1226.0","719.0","12077.0","326.0","3197.0","2093.0","2009.0","5260.0","1332.0"
"2013-04-06","611.0","1072.0","608.0","10786.0","210.0","2561.0","1485.0","1706.0","4288.0","1237.0"
"2013-04-07","674.0","1302.0","664.0","10229.0","215.0","3200.0","1796.0","1820.0","4456.0","1296.0"
"2013-04-08","934.0","1664.0","1001.0","12919.0","370.0","3816.0","2890.0","2375.0","6270.0","1557.0"
"2013-04-09","932.0","1622.0","1202.0","13307.0","432.0","3612.0","3143.0","2482.0","6733.0","1543.0"
"2013-04-10","986.0","1449.0","1019.0","12445.0","347.0","3417.0","2717.0","2425.0","5944.0","1401.0"
"2013-04-11","1112.0","1523.0","1137.0","13780.0","377.0","3298.0","2834.0","2474.0","6444.0","1430.0"
"2013-04-12","1016.0","1281.0","894.0","12651.0","340.0","2852.0","2255.0","2023.0","5525.0","1265.0"
"2013-04-13","2026.0","1019.0","831.0","18325.0","389.0","2223.0","1433.0","1645.0","4811.0","1064.0"
"2013-04-14","1423.0","1150.0","864.0","15337.0","454.0","2677.0","1754.0","2037.0","5461.0","1227.0"
"2013-04-15","1344.0","1435.0","1226.0","20534.0","637.0","3664.0","2629.0","2562.0","7126.0","1415.0"
"2013-04-16","1218.0","1713.0","1153.0","17306.0","550.0","3519.0","2784.0","2740.0","6797.0","1552.0"
"2013-04-17","1291.0","1440.0","1016.0","18788.0","549.0","3413.0","2697.0","2572.0","6834.0","1413.0"
"2013-04-18","1473.0","1373.0","1077.0","16672.0","494.0","3185.0","2605.0","2356.0","6544.0","1448.0"
"2013-04-19","1170.0","1332.0","910.0","13593.0","347.0","2857.0","2390.0","2116.0","9946.0","1217.0"
"2013-04-20","689.0","994.0","597.0","9932.0","235.0","2127.0","1561.0","1675.0","5598.0","1201.0"
"2013-04-21","778.0","1227.0","922.0","11778.0","283.0","2518.0","1949.0","2041.0","5278.0","1407.0"
"2013-04-22","1315.0","1453.0","1337.0","14299.0","479.0","3448.0","2770.0","2652.0","7976.0","1555.0"
"2013-04-23","1361.0","1554.0","1176.0","14168.0","448.0","3400.0","2742.0","2428.0","6940.0","1463.0"
"2013-04-24","1212.0","1511.0","1043.0","14824.0","531.0","3710.0","2802.0","2548.0","6966.0","1451.0"
"2013-04-25","1086.0","1469.0","1075.0","14823.0","464.0","3585.0","2882.0","2467.0","6610.0","1496.0"
"2013-04-26","1063.0","1238.0","845.0","12545.0","399.0","3010.0","2189.0","2058.0","6122.0","1261.0"
"2013-04-27","850.0","1076.0","674.0","9800.0","248.0","2256.0","1572.0","1555.0","4323.0","1218.0"
"2013-04-28","851.0","1238.0","732.0","10516.0","287.0","2730.0","2001.0","1845.0","4945.0","1363.0"
"2013-04-29","1076.0","1601.0","1098.0","13826.0","507.0","3617.0","2908.0","2440.0","6558.0","1580.0"
"2013-04-30","1127.0","1561.0","987.0","14478.0","481.0","3610.0","2822.0","2405.0","6369.0","1723.0"
"2013-05-01","931.0","1491.0","914.0","12315.0","455.0","3152.0","2528.0","2313.0","5897.0","1391.0"
"2013-05-02","1050.0","1471.0","955.0","13169.0","413.0","3486.0","2562.0","2292.0","6486.0","1655.0"
"2013-05-03","930.0","1511.0","781.0","14051.0","353.0","3057.0","2063.0","2013.0","5765.0","1348.0"
"2013-05-04","669.0","1361.0","669.0","12338.0","222.0","2365.0","1567.0","1622.0","4197.0","1260.0"
"2013-05-05","744.0","1450.0","708.0","10971.0","258.0","2490.0","1773.0","1844.0","4451.0","1329.0"
"2013-05-06","1029.0","1920.0","1076.0","13682.0","417.0","3259.0","2575.0","2363.0","5835.0","1655.0"
"2013-05-07","966.0","2379.0","908.0","15342.0","416.0","3420.0","2653.0","2422.0","5869.0","1587.0"
"2013-05-08","998.0","1663.0","950.0","18910.0","472.0","3321.0","2519.0","2439.0","5867.0","1492.0"
"2013-05-09","926.0","1499.0","892.0","15883.0","427.0","3317.0","2384.0","2248.0","5441.0","1498.0"
"2013-05-10","991.0","1429.0","798.0","13705.0","441.0","2801.0","2152.0","1923.0","5176.0","1399.0"
"2013-05-11","609.0","1157.0","557.0","9803.0","228.0","2059.0","1434.0","1535.0","3955.0","1153.0"
"2013-05-12","712.0","1247.0","677.0","9668.0","268.0","2421.0","1720.0","1729.0","4220.0","1317.0"
"2013-05-13","1012.0","1765.0","1012.0","12423.0","427.0","3529.0","2336.0","2307.0","5849.0","1635.0"
"2013-05-14","1116.0","1605.0","985.0","11016.0","412.0","3650.0","2333.0","2593.0","5805.0","1613.0"
"2013-05-15","1025.0","1515.0","840.0","9663.0","447.0","3453.0","2250.0","2189.0","5462.0","1502.0"
"2013-05-16","1104.0","1485.0","938.0","9645.0","443.0","3566.0","2363.0","2244.0","5708.0","1541.0"
"2013-05-17","950.0","1197.0","673.0","7990.0","346.0","2805.0","1887.0","5145.0","4846.0","1356.0"
"2013-05-18","673.0","1057.0","568.0","6438.0","247.0","2116.0","1328.0","2846.0","3549.0","1236.0"
"2013-05-19","609.0","1124.0","587.0","6937.0","276.0","2255.0","1528.0","2366.0","3723.0","1334.0"
"2013-05-20","871.0","1512.0","782.0","9697.0","415.0","3116.0","2049.0","2622.0","5427.0","1504.0"
"2013-05-21","871.0","1599.0","948.0","10174.0","517.0","3312.0","2257.0","2793.0","6348.0","1538.0"
"2013-05-22","864.0","1619.0","840.0","9357.0","499.0","3245.0","2280.0","2592.0","6357.0","1493.0"
"2013-05-23","820.0","1351.0","967.0","9103.0","449.0","2906.0","2091.0","2361.0","5482.0","1481.0"
"2013-05-24","654.0","1205.0","652.0","8739.0","397.0","2709.0","1690.0","2002.0","4729.0","1203.0"
"2013-05-25","533.0","992.0","518.0","6340.0","249.0","1978.0","1263.0","1501.0","3717.0","1097.0"
"2013-05-26","628.0","1021.0","529.0","7852.0","229.0","2175.0","1211.0","1583.0","4006.0","1217.0"
"2013-05-27","726.0","1617.0","617.0","9147.0","327.0","3443.0","1581.0","2053.0","5293.0","1645.0"
"2013-05-28","907.0","1313.0","861.0","9133.0","468.0","3126.0","2153.0","2228.0","5560.0","1627.0"
"2013-05-29","931.0","1313.0","772.0","9468.0","490.0","3193.0","1978.0","2478.0","5472.0","1530.0"
"2013-05-30","772.0","1310.0","734.0","9099.0","486.0","2998.0","2108.0","2219.0","5397.0","1558.0"
"2013-05-31","722.0","1104.0","662.0","8193.0","382.0","2588.0","1724.0","1969.0","5160.0","1395.0"
"2013-06-01","895.0","968.0","490.0","6101.0","249.0","2037.0","1244.0","1549.0","4313.0","1090.0"
"2013-06-02","666.0","1152.0","544.0","6584.0","247.0","2131.0","1461.0","1815.0","4511.0","1296.0"
"2013-06-03","798.0","1289.0","721.0","10092.0","416.0","3667.0","2026.0","2183.0","5651.0","1526.0"
"2013-06-04","828.0","1388.0","763.0","10059.0","500.0","2870.0","2065.0","2217.0","7434.0","1537.0"
"2013-06-05","834.0","1286.0","672.0","9957.0","478.0","2878.0","2073.0","2201.0","5843.0","1484.0"
"2013-06-06","823.0","1313.0","734.0","8917.0","388.0","2783.0","2065.0","2086.0","5694.0","1180.0"
"2013-06-07","733.0","1075.0","586.0","7671.0","400.0","2583.0","1663.0","1779.0","5050.0","1211.0"
"2013-06-08","489.0","989.0","438.0","6099.0","205.0","1984.0","1245.0","1379.0","3902.0","1065.0"
"2013-06-09","550.0","1041.0","558.0","6354.0","276.0","2097.0","1448.0","1560.0","4333.0","1140.0"
"2013-06-10","778.0","1348.0","721.0","8716.0","516.0","2728.0","1909.0","2147.0","6315.0","1368.0"
"2013-06-11","876.0","1327.0","710.0","8799.0","557.0","2729.0","1937.0","2090.0","7534.0","1437.0"
"2013-06-12","863.0","1213.0","801.0","9634.0","574.0","2890.0","2080.0","2203.0","7199.0","1417.0"
"2013-06-13","799.0","1338.0","653.0","8441.0","449.0","2564.0","1940.0","2052.0","5817.0","1235.0"
"2013-06-14","681.0","1070.0","582.0","7764.0","370.0","2245.0","1746.0","1868.0","6824.0","1143.0"
"2013-06-15","588.0","952.0","451.0","6110.0","228.0","1707.0","1178.0","1378.0","4802.0","900.0"
"2013-06-16","783.0","1001.0","495.0","5923.0","237.0","1987.0","1357.0","1414.0","4615.0","1008.0"
"2013-06-17","904.0","1227.0","705.0","8423.0","500.0","2538.0","2040.0","1905.0","6107.0","1370.0"
"2013-06-18","1029.0","1273.0","699.0","9094.0","488.0","2643.0","2022.0","2006.0","6699.0","1420.0"
"2013-06-19","879.0","1239.0","603.0","8844.0","449.0","2596.0","2029.0","2065.0","5775.0","1430.0"
"2013-06-20","823.0","1284.0","639.0","8596.0","393.0","2452.0","2116.0","1868.0","6124.0","1361.0"
"2013-06-21","705.0","1170.0","578.0","7601.0","352.0","2117.0","1575.0","1545.0","5069.0","1148.0"
"2013-06-22","581.0","1016.0","409.0","5845.0","205.0","1757.0","1091.0","1254.0","3876.0","1036.0"
"2013-06-23","648.0","1423.0","458.0","6491.0","207.0","1980.0","1289.0","1503.0","4154.0","1122.0"
"2013-06-24","779.0","1330.0","582.0","8325.0","439.0","2617.0","1762.0","1867.0","5386.0","1378.0"
"2013-06-25","1067.0","1261.0","565.0","8803.0","472.0","2988.0","2069.0","2032.0","5552.0","1466.0"
"2013-06-26","892.0","1153.0","645.0","8567.0","510.0","2556.0","1872.0","2030.0","5145.0","1651.0"
"2013-06-27","840.0","1116.0","540.0","8614.0","453.0","2561.0","1933.0","1943.0","6078.0","1550.0"
"2013-06-28","745.0","1047.0","455.0","7071.0","313.0","1963.0","1370.0","1558.0","4962.0","1419.0"
"2013-06-29","486.0","816.0","353.0","5447.0","229.0","1610.0","1047.0","1193.0","3833.0","1245.0"
"2013-06-30","494.0","948.0","373.0","5495.0","242.0","1739.0","1155.0","1455.0","3853.0","1285.0"
"2013-07-01","819.0","1141.0","528.0","7414.0","493.0","2348.0","1659.0","1747.0","4965.0","1768.0"
"2013-07-02","1131.0","1060.0","487.0","8082.0","474.0","2486.0","1667.0","1711.0","6304.0","1529.0"
"2013-07-03","883.0","1079.0","519.0","7515.0","431.0","2427.0","1644.0","1859.0","5211.0","1454.0"
"2013-07-04","607.0","981.0","443.0","6185.0","350.0","2102.0","1283.0","1419.0","3974.0","1170.0"
"2013-07-05","519.0","852.0","372.0","5907.0","278.0","1765.0","1163.0","1413.0","3851.0","945.0"
"2013-07-06","465.0","829.0","298.0","5278.0","204.0","1666.0","1023.0","1178.0","3399.0","1044.0"
"2013-07-07","676.0","915.0","405.0","5664.0","176.0","1807.0","1276.0","1312.0","3739.0","1050.0"
"2013-07-08","717.0","1127.0","491.0","7688.0","393.0","2379.0","1585.0","1583.0","5026.0","1190.0"
"2013-07-09","739.0","1257.0","565.0","8475.0","393.0","2482.0","1620.0","1695.0","5414.0","1277.0"
"2013-07-10","741.0","1108.0","511.0","7678.0","374.0","2310.0","1594.0","1701.0","4984.0","1182.0"
"2013-07-11","859.0","1083.0","514.0","8135.0","322.0","2217.0","1573.0","1686.0","4844.0","1138.0"
"2013-07-12","600.0","839.0","414.0","7310.0","345.0","2024.0","1272.0","1407.0","4835.0","1075.0"
"2013-07-13","442.0","793.0","304.0","5615.0","202.0","1496.0","946.0","1060.0","3214.0","980.0"
"2013-07-14","438.0","807.0","326.0","5810.0","168.0","1733.0","973.0","1198.0","3413.0","866.0"
"2013-07-15","646.0","1253.0","498.0","8423.0","398.0","2487.0","1524.0","2169.0","4994.0","1200.0"
"2013-07-16","707.0","1151.0","508.0","12298.0","512.0","2363.0","1561.0","2115.0","5337.0","1189.0"
"2013-07-17","683.0","1109.0","528.0","9232.0","437.0","2440.0","1509.0","1813.0","4906.0","1198.0"
"2013-07-18","700.0","1016.0","547.0","8384.0","424.0","2175.0","1588.0","1790.0","4781.0","1174.0"
"2013-07-19","585.0","903.0","434.0","7115.0","326.0","1949.0","1277.0","1414.0","4463.0","1003.0"
"2013-07-20","396.0","697.0","352.0","5759.0","192.0","1413.0","910.0","1158.0","3261.0","982.0"
"2013-07-21","434.0","871.0","392.0","6927.0","240.0","1639.0","1074.0","1328.0","3321.0","926.0"
"2013-07-22","628.0","1232.0","539.0","8040.0","357.0","2207.0","1549.0","1726.0","4920.0","1202.0"
"2013-07-23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2013-07-24","247.0","318.0","204.0","3638.0","208.0","695.0","578.0","672.0","2237.0","386.0"
"2013-07-25","544.0","887.0","420.0","7215.0","313.0","1888.0","1374.0","1445.0","4534.0","849.0"
"2013-07-26","520.0","802.0","395.0","6611.0","281.0","1663.0","1256.0","1298.0","4310.0","900.0"
"2013-07-27","402.0","701.0","316.0","6228.0","158.0","1381.0","843.0","990.0","3298.0","836.0"
"2013-07-28","366.0","789.0","331.0","6080.0","145.0","1551.0","900.0","1032.0","3144.0","866.0"
"2013-07-29","507.0","923.0","426.0","7610.0","314.0","2047.0","1371.0","1390.0","4447.0","911.0"
"2013-07-30","584.0","1081.0","470.0","8195.0","327.0","2070.0","1400.0","1420.0","4611.0","987.0"
"2013-07-31","608.0","918.0","443.0","7967.0","358.0","2011.0","1331.0","1537.0","4683.0","934.0"
"2013-08-01","564.0","889.0","391.0","6930.0","312.0","1831.0","1326.0","1359.0","4117.0","976.0"
"2013-08-02","524.0","857.0","394.0","6318.0","304.0","1717.0","1248.0","1239.0","3880.0","922.0"
"2013-08-03","391.0","783.0","286.0","5154.0","238.0","1510.0","865.0","941.0","4565.0","811.0"
"2013-08-04","372.0","794.0","287.0","5010.0","170.0","1599.0","950.0","1073.0","4047.0","953.0"
"2013-08-05","594.0","917.0","378.0","6990.0","349.0","1997.0","1358.0","1353.0","4413.0","1015.0"
"2013-08-06","596.0","970.0","445.0","7047.0","333.0","2058.0","1402.0","1443.0","4390.0","946.0"
"2013-08-07","950.0","957.0","533.0","7319.0","367.0","2093.0","1507.0","1466.0","4411.0","926.0"
"2013-08-08","3253.0","836.0","551.0","7101.0","401.0","1874.0","1298.0","1293.0","3920.0","876.0"
"2013-08-09","1692.0","792.0","425.0","6445.0","333.0","1840.0","1187.0","1297.0","3629.0","841.0"
"2013-08-10","916.0","693.0","345.0","5112.0","186.0","1525.0","818.0","900.0","3286.0","722.0"
"2013-08-11","587.0","796.0","328.0","5298.0","198.0","1757.0","992.0","1086.0","3132.0","772.0"
"2013-08-12","865.0","839.0","479.0","7263.0","332.0","2048.0","1363.0","1413.0","4291.0","1011.0"
"2013-08-13","845.0","979.0","547.0","7620.0","427.0","2296.0","1520.0","1481.0","4202.0","962.0"
"2013-08-14","708.0","920.0","495.0","7346.0","376.0","2192.0","1462.0","1613.0","4206.0","892.0"
"2013-08-15","665.0","827.0","493.0","6711.0","346.0","2085.0","1358.0","1525.0","4040.0","873.0"
"2013-08-16","605.0","837.0","500.0","6577.0","340.0","1953.0","1266.0","1725.0","3817.0","887.0"
"2013-08-17","414.0","750.0","312.0","5215.0","177.0","2389.0","873.0","1397.0","3021.0","763.0"
"2013-08-18","484.0","769.0","323.0","4871.0","161.0","1705.0","1011.0","1350.0","3383.0","747.0"
"2013-08-19","732.0","822.0","561.0","6973.0","358.0","2192.0","1352.0","1790.0","4172.0","962.0"
"2013-08-20","653.0","746.0","442.0","5771.0","313.0","1850.0","1345.0","1739.0","3999.0","891.0"
"2013-08-21","617.0","872.0","477.0","5993.0","412.0","2048.0","1352.0","1854.0","4241.0","860.0"
"2013-08-22","646.0","897.0","533.0","5876.0","342.0","1891.0","1422.0","1796.0","4383.0","903.0"
"2013-08-23","540.0","786.0","452.0","5131.0","306.0","1790.0","1359.0","1607.0","3961.0","794.0"
"2013-08-24","571.0","653.0","321.0","3827.0","217.0","1418.0","873.0","1127.0","2814.0","689.0"
"2013-08-25","504.0","704.0","410.0","4107.0","155.0","1708.0","971.0","1283.0","5478.0","684.0"
"2013-08-26","586.0","782.0","453.0","5528.0","287.0","2044.0","1460.0","1749.0","4124.0","915.0"
"2013-08-27","651.0","839.0","544.0","5741.0","319.0","2090.0","1565.0","1831.0","4165.0","814.0"
"2013-08-28","554.0","867.0","528.0","5555.0","284.0","2162.0","1568.0","1818.0","4128.0","916.0"
"2013-08-29","507.0","829.0","580.0","5400.0","303.0","2209.0","1566.0","1787.0","3836.0","864.0"
"2013-08-30","664.0","801.0","456.0","5147.0","236.0","2201.0","1460.0","1678.0","3656.0","786.0"
"2013-08-31","443.0","607.0","300.0","3951.0","156.0","1625.0","1033.0","1186.0","2700.0","650.0"
"2013-09-01","422.0","719.0","347.0","3750.0","134.0","1779.0","1086.0","1285.0","2789.0","637.0"
"2013-09-02","524.0","829.0","389.0","4480.0","243.0","2098.0","1340.0","1495.0","3598.0","774.0"
"2013-09-03","629.0","991.0","569.0","5580.0","397.0","2421.0","1618.0","1761.0","4052.0","880.0"
"2013-09-04","648.0","928.0","586.0","5977.0","305.0","2443.0","1846.0","1889.0","4242.0","824.0"
"2013-09-05","609.0","929.0","625.0","5608.0","291.0","2379.0","1729.0","1895.0","4104.0","859.0"
"2013-09-06","505.0","843.0","525.0","5247.0","272.0","2199.0","1503.0","1694.0","3905.0","718.0"
"2013-09-07","417.0","721.0","360.0","4186.0","169.0","1921.0","1089.0","1320.0","4242.0","699.0"
