"date","Hepatitis_A","Hepatitis_B","Hepatitis_C","Viral_hepatitis","World_Hepatitis_Day","Jaundice","Hepatitis","Picornavirales","Hepatocellular_carcinoma","Hepatitis_C_virus"
"2010-01-01","1127.0","1857.0","2552.0","138.0","20.0","2360.0","1902.0","1.0","424.0","112.0"
"2010-01-02","1090.0","2227.0","2791.0","216.0","20.0","2644.0","2265.0","8.0","426.0","161.0"
"2010-01-03","1141.0","2266.0","2993.0","176.0","18.0","2445.0","2275.0","7.0","426.0","128.0"
"2010-01-04","1604.0","3009.0","3506.0","251.0","30.0","2760.0","2585.0","4.0","560.0","170.0"
"2010-01-05","1793.0","3588.0","3988.0","259.0","16.0","3069.0","3020.0","3.0","597.0","221.0"
"2010-01-06","2063.0","4051.0","4536.0","306.0","33.0","3290.0","3722.0","7.0","681.0","242.0"
"2010-01-07","2234.0","4213.0","4781.0","323.0","46.0","3617.0","3978.0","9.0","795.0","301.0"
"2010-01-08","1929.0","3929.0","4308.0","283.0","32.0","3108.0","3222.0","11.0","656.0","230.0"
"2010-01-09","1461.0","3076.0","3750.0","226.0","21.0","2893.0","2677.0","13.0","666.0","190.0"
"2010-01-10","1395.0","2976.0","3167.0","247.0","13.0","2778.0","2624.0","5.0","507.0","193.0"
"2010-01-11","1997.0","4035.0","4467.0","327.0","44.0","3563.0","3578.0","4.0","763.0","238.0"
"2010-01-12","2238.0","4578.0","4685.0","321.0","44.0","3397.0","3682.0","11.0","715.0","225.0"
"2010-01-13","2175.0","4371.0","4499.0","296.0","32.0","3461.0","3643.0","13.0","717.0","266.0"
"2010-01-14","2141.0","4417.0","4734.0","329.0","38.0","3361.0","3575.0","9.0","723.0","307.0"
"2010-01-15","2050.0","4253.0","4632.0","356.0","36.0","3196.0","3838.0","7.0","715.0","203.0"
"2010-01-16","1535.0","3417.0","3609.0","235.0","33.0","2824.0","2759.0","5.0","541.0","196.0"
"2010-01-17","1547.0","3083.0","3490.0","289.0","37.0","2886.0","2928.0","3.0","485.0","211.0"
"2010-01-18","2183.0","4450.0","6231.0","358.0","45.0","3436.0","3713.0","11.0","718.0","236.0"
"2010-01-19","2605.0","4843.0","6339.0","339.0","44.0","3911.0","3810.0","8.0","834.0","313.0"
"2010-01-20","2376.0","4465.0","5088.0","322.0","39.0","3799.0","3654.0","4.0","831.0","288.0"
"2010-01-21","2316.0","4534.0","4972.0","363.0","38.0","3723.0","3666.0","7.0","728.0","283.0"
"2010-01-22","2357.0","4395.0","5049.0","342.0","30.0","3470.0","3476.0","9.0","718.0","275.0"
"2010-01-23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-01-24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-01-25","2301.0","4507.0","5378.0","376.0","37.0","3811.0","3418.0","8.0","707.0","257.0"
"2010-01-26","2454.0","4657.0","5378.0","366.0","33.0","3749.0","3728.0","6.0","753.0","316.0"
"2010-01-27","2369.0","4813.0","5502.0","308.0","45.0","3802.0","3814.0","9.0","799.0","313.0"
"2010-01-28","2224.0","4582.0","5150.0","301.0","45.0","3655.0","3666.0","9.0","779.0","298.0"
"2010-01-29","2048.0","4179.0","5557.0","331.0","41.0","3498.0","3368.0","6.0","600.0","236.0"
"2010-01-30","1792.0","3236.0","4234.0","260.0","24.0","3020.0","2634.0","7.0","545.0","210.0"
"2010-01-31","1705.0","3319.0","4169.0","299.0","33.0","3107.0","2822.0","9.0","536.0","202.0"
"2010-02-01","2411.0","4582.0","5226.0","377.0","32.0","3651.0","3786.0","11.0","780.0","301.0"
"2010-02-02","2390.0","5024.0","5411.0","362.0","40.0","3893.0","3721.0","15.0","699.0","256.0"
"2010-02-03","2425.0","5231.0","5324.0","385.0","44.0","3998.0","3687.0","13.0","851.0","300.0"
"2010-02-04","2553.0","5025.0","5543.0","414.0","52.0","4524.0","3987.0","6.0","884.0","284.0"
"2010-02-05","2252.0","4487.0","4958.0","339.0","42.0","3732.0","3486.0","6.0","796.0","270.0"
"2010-02-06","1590.0","3421.0","3865.0","263.0","53.0","3096.0","2678.0","7.0","572.0","216.0"
"2010-02-07","1519.0","3123.0","3560.0","275.0","28.0","3295.0","2729.0","5.0","610.0","184.0"
"2010-02-08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-02-09","2211.0","4232.0","4421.0","347.0","32.0","3847.0","3374.0","16.0","771.0","253.0"
"2010-02-10","2280.0","4581.0","4629.0","276.0","37.0","3760.0","3669.0","8.0","736.0","236.0"
"2010-02-11","2328.0","4382.0","4368.0","330.0","25.0","3649.0","3335.0","6.0","906.0","240.0"
"2010-02-12","2176.0","4702.0","4359.0","303.0","45.0","3330.0","3179.0","10.0","618.0","210.0"
"2010-02-13","1424.0","3059.0","3142.0","215.0","34.0","2722.0","2285.0","9.0","515.0","166.0"
"2010-02-14","1401.0","3051.0","3186.0","218.0","24.0","2741.0","2222.0","6.0","525.0","175.0"
"2010-02-15","1944.0","3853.0","4221.0","294.0","30.0","3455.0","3064.0","6.0","644.0","267.0"
"2010-02-16","2427.0","4467.0","5701.0","349.0","39.0","3775.0","3697.0","9.0","729.0","256.0"
"2010-02-17","2151.0","4495.0","4662.0","348.0","36.0","3763.0","3448.0","15.0","760.0","253.0"
"2010-02-18","2414.0","4626.0","5179.0","385.0","31.0","3959.0","3765.0","14.0","782.0","297.0"
"2010-02-19","2029.0","4084.0","5127.0","328.0","32.0","3582.0","3196.0","15.0","659.0","249.0"
"2010-02-20","1586.0","3387.0","3949.0","266.0","35.0","3050.0","2667.0","1.0","523.0","186.0"
"2010-02-21","1726.0","3309.0","3910.0","301.0","36.0","3255.0","2699.0","6.0","581.0","212.0"
"2010-02-22","2529.0","4775.0","5049.0","398.0","42.0","4101.0","3592.0","14.0","774.0","276.0"
"2010-02-23","2439.0","4578.0","4853.0","0.0","0.0","0.0","3650.0","0.0","789.0","291.0"
"2010-02-24","2165.0","4392.0","4702.0","354.0","39.0","3711.0","3470.0","11.0","770.0","314.0"
"2010-02-25","1792.0","3892.0","4334.0","305.0","52.0","3433.0","3068.0","7.0","766.0","285.0"
"2010-02-26","2003.0","3767.0","4387.0","337.0","45.0","3239.0","3148.0","10.0","672.0","234.0"
"2010-02-27","1563.0","3165.0","3737.0","248.0","39.0","3130.0","2576.0","11.0","518.0","240.0"
"2010-02-28","1430.0","2840.0","3326.0","250.0","35.0","2933.0","2465.0","5.0","604.0","200.0"
"2010-03-01","1993.0","3866.0","4255.0","351.0","34.0","3447.0","3041.0","12.0","623.0","260.0"
"2010-03-02","2179.0","4337.0","4741.0","387.0","41.0","3676.0","3518.0","6.0","816.0","319.0"
"2010-03-03","2252.0","4477.0","4931.0","354.0","28.0","3817.0","3464.0","11.0","789.0","267.0"
"2010-03-04","2233.0","4496.0","5154.0","362.0","36.0","3987.0","3760.0","10.0","821.0","262.0"
"2010-03-05","2237.0","4446.0","4890.0","298.0","34.0","3618.0","3608.0","13.0","799.0","284.0"
"2010-03-06","1502.0","2916.0","3470.0","285.0","28.0","3096.0","2505.0","6.0","548.0","202.0"
"2010-03-07","1959.0","3013.0","3290.0","314.0","35.0","3211.0","2610.0","13.0","544.0","189.0"
"2010-03-08","3048.0","4423.0","4359.0","278.0","53.0","3940.0","3571.0","9.0","706.0","259.0"
"2010-03-09","2959.0","4482.0","4916.0","416.0","45.0","3911.0","3711.0","14.0","760.0","293.0"
"2010-03-10","2505.0","4403.0","4762.0","344.0","42.0","4008.0","3508.0","12.0","709.0","303.0"
"2010-03-11","2151.0","4355.0","4645.0","363.0","38.0","3608.0","3221.0","24.0","721.0","278.0"
"2010-03-12","2121.0","4141.0","4799.0","431.0","29.0","3759.0","3302.0","23.0","789.0","294.0"
"2010-03-13","1509.0","3081.0","3937.0","349.0","35.0","3410.0","2662.0","16.0","623.0","230.0"
"2010-03-14","1311.0","2735.0","3151.0","329.0","28.0","3188.0","2458.0","23.0","594.0","176.0"
"2010-03-15","1986.0","3854.0","4263.0","345.0","24.0","3838.0","3069.0","12.0","793.0","238.0"
"2010-03-16","2037.0","4286.0","4570.0","415.0","42.0","4049.0","3540.0","16.0","776.0","323.0"
"2010-03-17","1998.0","4176.0","4570.0","377.0","39.0","3798.0","3224.0","10.0","835.0","255.0"
"2010-03-18","1837.0","4294.0","4509.0","420.0","41.0","3764.0","3277.0","25.0","866.0","289.0"
"2010-03-19","1870.0","4028.0","4347.0","375.0","37.0","3608.0","3154.0","19.0","782.0","266.0"
"2010-03-20","1378.0","2955.0","3478.0","307.0","45.0","2994.0","2372.0","12.0","571.0","230.0"
"2010-03-21","1378.0","2938.0","3206.0","283.0","30.0","3274.0","2275.0","8.0","612.0","222.0"
"2010-03-22","1887.0","3932.0","4344.0","399.0","43.0","3789.0","3077.0","19.0","737.0","296.0"
"2010-03-23","1988.0","4222.0","5691.0","381.0","46.0","3648.0","3312.0","17.0","795.0","279.0"
"2010-03-24","1970.0","4215.0","4587.0","382.0","167.0","3730.0","3356.0","31.0","818.0","317.0"
"2010-03-25","2004.0","4162.0","4865.0","422.0","47.0","3754.0","3022.0","17.0","905.0","284.0"
"2010-03-26","1871.0","3953.0","4509.0","344.0","46.0","3281.0","3098.0","25.0","772.0","230.0"
"2010-03-27","1334.0","3038.0","3608.0","278.0","28.0","3078.0","2373.0","10.0","573.0","218.0"
"2010-03-28","1284.0","2574.0","3384.0","264.0","29.0","2942.0","2252.0","16.0","604.0","216.0"
"2010-03-29","1800.0","3944.0","4225.0","324.0","33.0","3561.0","2999.0","12.0","768.0","264.0"
"2010-03-30","1911.0","4083.0","5514.0","320.0","40.0","3608.0","3343.0","16.0","811.0","316.0"
"2010-03-31","1977.0","4000.0","4541.0","374.0","46.0","3732.0","3250.0","19.0","819.0","326.0"
"2010-04-01","1800.0","3835.0","5500.0","348.0","35.0","3406.0","3042.0","12.0","746.0","251.0"
"2010-04-02","1426.0","3031.0","5515.0","273.0","38.0","3021.0","2497.0","7.0","648.0","192.0"
"2010-04-03","1239.0","2735.0","3850.0","282.0","29.0","2932.0","2252.0","16.0","578.0","181.0"
"2010-04-04","1289.0","2600.0","3981.0","284.0","24.0","3003.0","2252.0","14.0","553.0","211.0"
"2010-04-05","1625.0","3781.0","4491.0","275.0","32.0","3491.0","2786.0","13.0","713.0","268.0"
"2010-04-06","1862.0","3977.0","4861.0","355.0","30.0","3609.0","3107.0","16.0","759.0","209.0"
"2010-04-07","1794.0","4107.0","4490.0","344.0","37.0","3791.0","3175.0","16.0","856.0","278.0"
"2010-04-08","2044.0","4204.0","4792.0","409.0","29.0","3676.0","3278.0","10.0","805.0","260.0"
"2010-04-09","1960.0","4207.0","5564.0","341.0","34.0","3206.0","3041.0","8.0","832.0","232.0"
"2010-04-10","1337.0","2948.0","3647.0","284.0","28.0","2923.0","2323.0","14.0","572.0","186.0"
"2010-04-11","1346.0","2873.0","3601.0","295.0","24.0","3125.0","2477.0","7.0","614.0","200.0"
"2010-04-12","1891.0","4015.0","4380.0","332.0","29.0","3828.0","3177.0","13.0","775.0","251.0"
"2010-04-13","2164.0","4447.0","5725.0","344.0","56.0","4143.0","3614.0","22.0","794.0","321.0"
"2010-04-14","1953.0","4051.0","4896.0","400.0","34.0","3779.0","3203.0","16.0","808.0","296.0"
"2010-04-15","2164.0","4580.0","5621.0","385.0","44.0","3969.0","2974.0","21.0","814.0","260.0"
"2010-04-16","2338.0","4388.0","5122.0","398.0","50.0","3879.0","3086.0","25.0","764.0","269.0"
"2010-04-17","1788.0","3294.0","4083.0","279.0","49.0","3380.0","2426.0","17.0","631.0","209.0"
"2010-04-18","1427.0","2950.0","3643.0","255.0","38.0","3155.0","2451.0","13.0","624.0","264.0"
"2010-04-19","2076.0","4220.0","4651.0","376.0","41.0","3849.0","3526.0","10.0","783.0","262.0"
"2010-04-20","2145.0","4463.0","5012.0","384.0","51.0","3673.0","3187.0","11.0","865.0","279.0"
"2010-04-21","2185.0","4335.0","4711.0","382.0","40.0","3811.0","3042.0","25.0","879.0","278.0"
"2010-04-22","2077.0","4633.0","5353.0","361.0","67.0","3646.0","3108.0","10.0","810.0","304.0"
"2010-04-23","2211.0","4619.0","4923.0","365.0","53.0","3737.0","3066.0","27.0","885.0","245.0"
"2010-04-24","1487.0","3287.0","3839.0","261.0","38.0","3321.0","2343.0","16.0","604.0","231.0"
"2010-04-25","1574.0","3602.0","4096.0","295.0","33.0","3277.0","2535.0","11.0","647.0","210.0"
"2010-04-26","1996.0","4704.0","5005.0","404.0","47.0","4050.0","3227.0","17.0","914.0","279.0"
"2010-04-27","2326.0","5031.0","5600.0","385.0","38.0","4351.0","3582.0","20.0","914.0","328.0"
"2010-04-28","2235.0","5447.0","5107.0","370.0","41.0","4075.0","3385.0","18.0","888.0","338.0"
"2010-04-29","2108.0","4762.0","5129.0","371.0","50.0","3866.0","3299.0","20.0","879.0","342.0"
"2010-04-30","2038.0","4489.0","4743.0","359.0","32.0","3592.0","3043.0","14.0","876.0","323.0"
"2010-05-01","1450.0","3200.0","4038.0","306.0","54.0","3001.0","2328.0","13.0","587.0","214.0"
"2010-05-02","1479.0","3367.0","4010.0","307.0","36.0","3103.0","2643.0","19.0","543.0","218.0"
"2010-05-03","2146.0","4706.0","4725.0","389.0","66.0","4278.0","3376.0","23.0","848.0","290.0"
"2010-05-04","2384.0","5006.0","5498.0","425.0","80.0","4005.0","3732.0","21.0","974.0","364.0"
"2010-05-05","2111.0","4540.0","5106.0","373.0","62.0","3630.0","3413.0","15.0","789.0","362.0"
"2010-05-06","2192.0","4875.0","5166.0","416.0","83.0","3793.0","3556.0","38.0","847.0","291.0"
"2010-05-07","1964.0","4475.0","4810.0","383.0","51.0","3658.0","3073.0","19.0","850.0","252.0"
"2010-05-08","1421.0","3239.0","3581.0","282.0","39.0","2997.0","2357.0","9.0","619.0","242.0"
"2010-05-09","1440.0","3099.0","3837.0","287.0","33.0","3064.0","2328.0","18.0","589.0","231.0"
"2010-05-10","2066.0","4491.0","4774.0","377.0","67.0","3986.0","3303.0","13.0","864.0","303.0"
"2010-05-11","2266.0","4545.0","4701.0","408.0","78.0","3638.0","3268.0","11.0","849.0","357.0"
"2010-05-12","2060.0","4356.0","5065.0","468.0","95.0","3696.0","3312.0","22.0","936.0","320.0"
"2010-05-13","1738.0","3573.0","3859.0","370.0","68.0","3151.0","2741.0","17.0","685.0","236.0"
"2010-05-14","1775.0","3902.0","4206.0","319.0","97.0","3033.0","2929.0","14.0","685.0","242.0"
"2010-05-15","1419.0","3183.0","3620.0","305.0","79.0","3074.0","2520.0","16.0","654.0","216.0"
"2010-05-16","1386.0","3093.0","3161.0","280.0","88.0","2988.0","2309.0","22.0","576.0","175.0"
"2010-05-17","1969.0","4453.0","4421.0","367.0","153.0","3389.0","3192.0","22.0","744.0","299.0"
"2010-05-18","1765.0","3843.0","3889.0","295.0","360.0","3024.0","2886.0","12.0","611.0","217.0"
"2010-05-19","1761.0","8716.0","4056.0","0.0","0.0","2898.0","2999.0","19.0","597.0","245.0"
"2010-05-20","2044.0","8388.0","4905.0","352.0","197.0","3554.0","3406.0","13.0","785.0","249.0"
"2010-05-21","1860.0","4217.0","4758.0","332.0","62.0","3381.0","3288.0","22.0","804.0","211.0"
"2010-05-22","1523.0","3374.0","3632.0","275.0","42.0","2997.0","2552.0","22.0","606.0","180.0"
"2010-05-23","1388.0","3241.0","3376.0","306.0","33.0","3123.0","2538.0","15.0","618.0","194.0"
"2010-05-24","1849.0","4253.0","4037.0","358.0","47.0","3375.0","3011.0","17.0","767.0","248.0"
"2010-05-25","2107.0","4889.0","5062.0","390.0","44.0","3550.0","3333.0","15.0","844.0","249.0"
"2010-05-26","2194.0","4808.0","5086.0","359.0","53.0","3829.0","3588.0","27.0","869.0","230.0"
"2010-05-27","1829.0","4216.0","4300.0","344.0","41.0","3272.0","3002.0","12.0","671.0","257.0"
"2010-05-28","1479.0","3255.0","3848.0","282.0","39.0","2670.0","2506.0","8.0","569.0","162.0"
"2010-05-29","1293.0","2962.0","4826.0","251.0","33.0","2861.0","2386.0","18.0","507.0","172.0"
"2010-05-30","1170.0","2801.0","4450.0","252.0","22.0","2879.0","2149.0","15.0","553.0","171.0"
"2010-05-31","1537.0","3480.0","4640.0","253.0","23.0","3098.0","2578.0","18.0","617.0","265.0"
"2010-06-01","1939.0","3924.0","4869.0","310.0","40.0","3393.0","2909.0","17.0","683.0","234.0"
"2010-06-02","2083.0","4345.0","5353.0","394.0","38.0","3641.0","3132.0","15.0","817.0","235.0"
"2010-06-03","2014.0","4269.0","4724.0","344.0","35.0","3396.0","2962.0","21.0","793.0","218.0"
"2010-06-04","2056.0","5291.0","4785.0","323.0","49.0","3425.0","3145.0","26.0","787.0","216.0"
"2010-06-05","1493.0","3649.0","3796.0","296.0","35.0","3052.0","2468.0","9.0","585.0","195.0"
"2010-06-06","1335.0","2906.0","3378.0","289.0","26.0","2903.0","2338.0","15.0","568.0","167.0"
"2010-06-07","2005.0","4333.0","4529.0","334.0","26.0","3361.0","3117.0","10.0","761.0","230.0"
"2010-06-08","1992.0","4242.0","4653.0","331.0","40.0","3360.0","3029.0","18.0","712.0","237.0"
"2010-06-09","1781.0","3993.0","4289.0","286.0","25.0","3235.0","2972.0","14.0","714.0","212.0"
"2010-06-10","1809.0","3885.0","4442.0","294.0","43.0","3252.0","2935.0","18.0","710.0","217.0"
"2010-06-11","1117.0","2306.0","2648.0","182.0","9.0","1881.0","1695.0","10.0","387.0","113.0"
"2010-06-12","290.0","618.0","746.0","41.0","3.0","622.0","496.0","6.0","102.0","34.0"
"2010-06-13","229.0","479.0","579.0","43.0","7.0","450.0","418.0","3.0","89.0","28.0"
"2010-06-14","306.0","721.0","890.0","43.0","11.0","652.0","544.0","2.0","146.0","46.0"
"2010-06-15","906.0","1868.0","2101.0","185.0","13.0","1456.0","1375.0","5.0","341.0","87.0"
"2010-06-16","1423.0","2744.0","3035.0","205.0","21.0","2190.0","2043.0","3.0","478.0","151.0"
"2010-06-17","1756.0","3753.0","4253.0","278.0","32.0","3140.0","2915.0","15.0","695.0","244.0"
"2010-06-18","1593.0","3482.0","4112.0","262.0","24.0","2761.0","2583.0","12.0","629.0","179.0"
"2010-06-19","1386.0","2878.0","3523.0","260.0","16.0","2814.0","2388.0","28.0","530.0","213.0"
"2010-06-20","1388.0","2666.0","3309.0","265.0","20.0","2804.0","2208.0","13.0","500.0","176.0"
"2010-06-21","1827.0","3792.0","4478.0","318.0","35.0","3286.0","2802.0","18.0","709.0","175.0"
"2010-06-22","1813.0","3800.0","4381.0","324.0","30.0","3339.0","6319.0","12.0","717.0","190.0"
"2010-06-23","1870.0","3876.0","4489.0","266.0","31.0","3107.0","2705.0","23.0","766.0","198.0"
"2010-06-24","1580.0","3376.0","4453.0","239.0","29.0","2730.0","2312.0","7.0","664.0","149.0"
"2010-06-25","1490.0","3316.0","3918.0","244.0","15.0","2624.0","2137.0","12.0","575.0","165.0"
"2010-06-26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-06-27","442.0","906.0","1104.0","90.0","6.0","957.0","669.0","1.0","149.0","31.0"
"2010-06-28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-06-29","1946.0","4168.0","4716.0","323.0","23.0","3317.0","2838.0","13.0","702.0","179.0"
"2010-06-30","1750.0","3876.0","4401.0","294.0","33.0","3161.0","2904.0","14.0","700.0","205.0"
"2010-07-01","1693.0","3612.0","4368.0","297.0","21.0","2979.0","2621.0","11.0","751.0","149.0"
"2010-07-02","1730.0","3717.0","4218.0","301.0","27.0","2945.0","2602.0","9.0","624.0","139.0"
"2010-07-03","1228.0","2305.0","2932.0","186.0","14.0","2846.0","1898.0","8.0","412.0","127.0"
"2010-07-04","1026.0","2062.0","2604.0","200.0","13.0","2317.0","1745.0","9.0","407.0","105.0"
"2010-07-05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-06","1641.0","3546.0","3795.0","232.0","25.0","2851.0","2450.0","17.0","556.0","168.0"
"2010-07-07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2010-07-11","1163.0","2387.0","2827.0","156.0","25.0","2392.0","1883.0","16.0","418.0","118.0"
"2010-07-12","1625.0","3079.0","3496.0","192.0","35.0","2682.0","2140.0","20.0","524.0","145.0"
"2010-07-13","1796.0","3620.0","3846.0","238.0","34.0","2957.0","2475.0","13.0","735.0","154.0"
"2010-07-14","1687.0","3324.0","3891.0","254.0","19.0","2882.0","2364.0","16.0","613.0","134.0"
"2010-07-15","1645.0","3315.0","3804.0","202.0","19.0","2721.0","2312.0","7.0","609.0","152.0"
"2010-07-16","1544.0","3134.0","3971.0","192.0","32.0","2857.0","2246.0","19.0","587.0","220.0"
"2010-07-17","1320.0","2564.0","3696.0","210.0","15.0","2506.0","2080.0","8.0","402.0","157.0"
"2010-07-18","1230.0","2548.0","3443.0","207.0","22.0","2360.0","1993.0","7.0","464.0","145.0"
"2010-07-19","1650.0","3292.0","3996.0","224.0","19.0","2830.0","2558.0","20.0","571.0","144.0"
"2010-07-20","1742.0","3456.0","4323.0","259.0","25.0","2824.0","2682.0","10.0","626.0","151.0"
"2010-07-21","1735.0","3380.0","4154.0","256.0","27.0","2942.0","2618.0","12.0","612.0","160.0"
"2010-07-22","2178.0","4464.0","5729.0","310.0","32.0","3536.0","3065.0","18.0","775.0","239.0"
"2010-07-23","2404.0","4521.0","5959.0","276.0","40.0","3692.0","3254.0","17.0","780.0","225.0"
"2010-07-24","1609.0","3088.0","4208.0","243.0","20.0","2947.0","2416.0","25.0","527.0","149.0"
"2010-07-25","1632.0","3080.0","4057.0","247.0","31.0","3249.0","2510.0","16.0","578.0","163.0"
"2010-07-26","2637.0","4817.0","6264.0","438.0","36.0","4336.0","3763.0","17.0","915.0","224.0"
"2010-07-27","2776.0","5127.0","6134.0","335.0","83.0","4124.0","3690.0","7.0","901.0","219.0"
"2010-07-28","2658.0","5131.0","6042.0","333.0","44.0","4358.0","3527.0","17.0","886.0","199.0"
"2010-07-29","2654.0","5251.0","6187.0","348.0","27.0","4333.0","3520.0","27.0","886.0","212.0"
"2010-07-30","2259.0","4309.0","5498.0","294.0","24.0","3559.0","3187.0","20.0","741.0","200.0"
"2010-07-31","1657.0","3290.0","4283.0","245.0","32.0","3229.0","2343.0","19.0","606.0","141.0"
"2010-08-01","1515.0","2936.0","4135.0","259.0","27.0","3156.0","2336.0","13.0","545.0","140.0"
"2010-08-02","2545.0","4561.0","5448.0","315.0","84.0","4013.0","3347.0","14.0","861.0","208.0"
"2010-08-03","2786.0","5188.0","6048.0","367.0","26.0","4347.0","3747.0","22.0","884.0","283.0"
"2010-08-04","2694.0","5194.0","7225.0","396.0","35.0","4398.0","3711.0","13.0","915.0","226.0"
"2010-08-05","2648.0","5050.0","6121.0","394.0","25.0","4220.0","3823.0","16.0","926.0","243.0"
"2010-08-06","2543.0","4445.0","5656.0","377.0","37.0","4014.0","3442.0","15.0","893.0","182.0"
"2010-08-07","2061.0","3276.0","4060.0","216.0","30.0","3130.0","2604.0","14.0","603.0","130.0"
"2010-08-08","1829.0","3121.0","4138.0","242.0","35.0","3074.0","2505.0","15.0","520.0","143.0"
"2010-08-09","2713.0","4698.0","5909.0","395.0","51.0","4203.0","3649.0","14.0","833.0","233.0"
"2010-08-10","2801.0","5127.0","6215.0","384.0","62.0","4299.0","3824.0","16.0","1007.0","214.0"
"2010-08-11","2638.0","4968.0","5916.0","358.0","33.0","4032.0","3619.0","19.0","871.0","226.0"
"2010-08-12","2428.0","5013.0","5711.0","339.0","48.0","3911.0","3614.0","21.0","838.0","225.0"
"2010-08-13","2454.0","4474.0","5682.0","276.0","35.0","3706.0","3316.0","22.0","895.0","178.0"
"2010-08-14","1602.0","3103.0","4264.0","210.0","34.0","3027.0","2465.0","10.0","530.0","123.0"
"2010-08-15","1651.0","3415.0","4232.0","241.0","30.0","3465.0","2715.0","23.0","618.0","132.0"
"2010-08-16","2743.0","4868.0","6474.0","353.0","39.0","4105.0","3839.0","16.0","883.0","195.0"
"2010-08-17","2860.0","5247.0","6462.0","404.0","30.0","4229.0","3956.0","10.0","920.0","226.0"
"2010-08-18","2843.0","5416.0","7022.0","368.0","41.0","4141.0","3947.0","14.0","955.0","206.0"
"2010-08-19","2805.0","5094.0","6245.0","375.0","47.0","4155.0","3783.0","15.0","951.0","215.0"
"2010-08-20","2715.0","4388.0","5517.0","291.0","38.0","3783.0","3383.0","22.0","821.0","148.0"
"2010-08-21","2031.0","3405.0","4556.0","296.0","33.0","3172.0","2679.0","13.0","582.0","145.0"
"2010-08-22","1884.0","3243.0","4241.0","267.0","36.0","3395.0","2751.0","21.0","593.0","180.0"
"2010-08-23","2988.0","5067.0","7106.0","387.0","38.0","4208.0","4165.0","19.0","783.0","247.0"
"2010-08-24","3303.0","5774.0","7276.0","404.0","36.0","4332.0","4380.0","17.0","926.0","239.0"
"2010-08-25","2766.0","5227.0","6183.0","416.0","41.0","4010.0","3960.0","33.0","941.0","249.0"
"2010-08-26","2808.0","4936.0","6565.0","397.0","38.0","4140.0","3900.0","18.0","1001.0","223.0"
"2010-08-27","2417.0","4299.0","5288.0","306.0","46.0","3890.0","3346.0","16.0","858.0","217.0"
"2010-08-28","1663.0","3059.0","4102.0","268.0","41.0","3347.0","2625.0","18.0","626.0","150.0"
"2010-08-29","1586.0","2995.0","4254.0","260.0","34.0","3180.0","2607.0","10.0","598.0","108.0"
"2010-08-30","2709.0","4809.0","6459.0","366.0","26.0","4339.0","3706.0","15.0","845.0","202.0"
"2010-08-31","2796.0","4987.0","6008.0","361.0","49.0","4196.0","3993.0","13.0","999.0","229.0"
"2010-09-01","2987.0","5247.0","6216.0","361.0","55.0","4462.0","3874.0","26.0","984.0","274.0"
"2010-09-02","2793.0","5042.0","5806.0","391.0","34.0","6557.0","3860.0","29.0","1058.0","259.0"
"2010-09-03","2830.0","4577.0","5536.0","407.0","44.0","3979.0","3452.0","26.0","894.0","223.0"
"2010-09-04","2393.0","3324.0","4336.0","255.0","30.0","4015.0","2675.0","16.0","631.0","115.0"
"2010-09-05","1802.0","3011.0","3898.0","310.0","44.0","3432.0","2477.0","13.0","581.0","133.0"
"2010-09-06","2563.0","4235.0","5019.0","314.0","44.0","4005.0","3444.0","24.0","777.0","192.0"
"2010-09-07","2717.0","4718.0","5959.0","417.0","46.0","4147.0","3726.0","17.0","897.0","213.0"
"2010-09-08","2783.0","5300.0","6504.0","379.0","29.0","4594.0","4029.0","28.0","967.0","222.0"
"2010-09-09","2647.0","4811.0","5718.0","382.0","31.0","4164.0","3695.0","26.0","983.0","188.0"
"2010-09-10","2452.0","4142.0","5307.0","327.0","32.0","3652.0","3344.0","23.0","781.0","179.0"
"2010-09-11","1620.0","3115.0","4016.0","262.0","22.0","3163.0","2664.0","12.0","617.0","191.0"
"2010-09-12","1731.0","3359.0","3990.0","270.0","32.0","3617.0","2796.0","16.0","625.0","187.0"
"2010-09-13","2932.0","5225.0","6349.0","408.0","37.0","4864.0","4245.0","16.0","1009.0","309.0"
"2010-09-14","3057.0","5656.0","8555.0","429.0","49.0","4734.0","4475.0","17.0","1018.0","283.0"
"2010-09-15","3045.0","5489.0","7565.0","394.0","49.0","4561.0","4233.0","20.0","994.0","251.0"
