"date","Lyme_disease","Borrelia","Erythema_chronicum_migrans","Fever","Ixodes","Lyme_disease_controversy","Headache","Delayed_onset_muscle_soreness","Ixodes_ricinus","Vaccine"
"2012-12-29","3486.0","139.0","186.0","4990.0","24.0","2.0","2043.0","1100.0","35.0","1006.0"
"2012-12-30","3495.0","121.0","212.0","4976.0","19.0","5.0","2144.0","1310.0","37.0","926.0"
"2012-12-31","3391.0","142.0","216.0","5046.0","30.0","3.0","2088.0","983.0","32.0","996.0"
"2013-01-01","3125.0","130.0","176.0","4659.0","33.0","5.0","2270.0","968.0","40.0","983.0"
"2013-01-02","4501.0","200.0","276.0","6398.0","43.0","8.0","2743.0","1306.0","78.0","1401.0"
"2013-01-03","4455.0","186.0","264.0","7397.0","43.0","3.0","2748.0","1357.0","54.0","1443.0"
"2013-01-04","4612.0","205.0","306.0","6274.0","42.0","10.0","2533.0","1747.0","44.0","1568.0"
"2013-01-05","3783.0","119.0","226.0","5673.0","34.0","9.0","2229.0","1679.0","48.0","1201.0"
"2013-01-06","4021.0","160.0","232.0","5608.0","47.0","3.0","2334.0","1628.0","59.0","1296.0"
"2013-01-07","4915.0","204.0","282.0","6567.0","38.0","5.0","2726.0","1921.0","70.0","1796.0"
"2013-01-08","5253.0","265.0","320.0","6656.0","57.0","2.0","2824.0","2070.0","55.0","2072.0"
"2013-01-09","5349.0","247.0","316.0","6725.0","44.0","0.0","2940.0","2625.0","47.0","2302.0"
"2013-01-10","4926.0","271.0","326.0","6366.0","72.0","3.0","2842.0","2619.0","66.0","2184.0"
"2013-01-11","5269.0","224.0","301.0","6067.0","65.0","10.0","2535.0","2248.0","57.0","2232.0"
"2013-01-12","4086.0","157.0","245.0","5025.0","36.0","11.0","2318.0","1682.0","72.0","1706.0"
"2013-01-13","3908.0","161.0","229.0","5457.0","27.0","3.0","2371.0","1808.0","63.0","1625.0"
"2013-01-14","5459.0","235.0","276.0","6682.0","45.0","5.0","2870.0","2061.0","67.0","2247.0"
"2013-01-15","5329.0","264.0","327.0","6891.0","67.0","8.0","3027.0","2286.0","68.0","2565.0"
"2013-01-16","5301.0","249.0","396.0","7078.0","69.0","11.0","3165.0","2730.0","94.0","2494.0"
"2013-01-17","5573.0","332.0","351.0","6624.0","50.0","3.0","3165.0","2478.0","79.0","2600.0"
"2013-01-18","4895.0","277.0","306.0","6141.0","36.0","12.0","2897.0","2055.0","84.0","2345.0"
"2013-01-19","4071.0","202.0","240.0","5087.0","32.0","3.0","2456.0","1897.0","57.0","1823.0"
"2013-01-20","4285.0","184.0","280.0","5609.0","43.0","4.0","2701.0","1751.0","57.0","1564.0"
"2013-01-21","5026.0","262.0","336.0","6898.0","65.0","6.0","3327.0","2040.0","99.0","2058.0"
"2013-01-22","5433.0","323.0","339.0","7300.0","45.0","3.0","3310.0","2565.0","75.0","2463.0"
"2013-01-23","5183.0","317.0","368.0","7251.0","87.0","5.0","3371.0","2750.0","101.0","2357.0"
"2013-01-24","5019.0","394.0","319.0","6595.0","54.0","8.0","3117.0","2565.0","89.0","2223.0"
"2013-01-25","4764.0","274.0","313.0","5764.0","66.0","12.0","2856.0","2344.0","85.0","2001.0"
"2013-01-26","3768.0","206.0","238.0","4891.0","37.0","2.0","2484.0","1748.0","59.0","1410.0"
"2013-01-27","4194.0","210.0","262.0","5610.0","39.0","5.0","2712.0","1877.0","60.0","1641.0"
"2013-01-28","4873.0","267.0","321.0","6896.0","44.0","4.0","3286.0","2286.0","66.0","2392.0"
"2013-01-29","10974.0","272.0","428.0","7013.0","79.0","8.0","3539.0","2240.0","80.0","3762.0"
"2013-01-30","8694.0","309.0","411.0","6853.0","62.0","7.0","3808.0","2514.0","76.0","2727.0"
"2013-01-31","5961.0","284.0","349.0","6319.0","57.0","6.0","3328.0","2453.0","57.0","2421.0"
"2013-02-01","5087.0","200.0","326.0","5556.0","66.0","2.0","3335.0","2065.0","109.0","1984.0"
"2013-02-02","4007.0","173.0","258.0","4767.0","39.0","4.0","2998.0","1625.0","49.0","1311.0"
"2013-02-03","4248.0","187.0","316.0","5151.0","56.0","8.0","3050.0","1811.0","56.0","1779.0"
"2013-02-04","5353.0","286.0","328.0","6839.0","67.0","3.0","3703.0","2230.0","71.0","2539.0"
"2013-02-05","5802.0","247.0","390.0","6751.0","58.0","3.0","3582.0","2232.0","58.0","2468.0"
"2013-02-06","5663.0","266.0","329.0","6468.0","85.0","5.0","3335.0","2672.0","63.0","2454.0"
"2013-02-07","5431.0","257.0","306.0","6234.0","59.0","7.0","3357.0","2749.0","62.0","2344.0"
"2013-02-08","4647.0","228.0","315.0","5254.0","56.0","3.0","3100.0","2093.0","62.0","1881.0"
"2013-02-09","3886.0","168.0","242.0","4738.0","36.0","8.0","2733.0","1681.0","58.0","1298.0"
"2013-02-10","4114.0","178.0","250.0","4927.0","44.0","3.0","2880.0","1964.0","45.0","1678.0"
"2013-02-11","5006.0","267.0","324.0","6194.0","81.0","3.0","3347.0","2009.0","60.0","2315.0"
"2013-02-12","5803.0","264.0","330.0","6406.0","63.0","4.0","3188.0","2023.0","72.0","2455.0"
"2013-02-13","5613.0","262.0","347.0","6285.0","65.0","9.0","2909.0","2519.0","44.0","2196.0"
"2013-02-14","5125.0","228.0","316.0","5891.0","60.0","7.0","2785.0","2247.0","63.0","2009.0"
"2013-02-15","4650.0","241.0","270.0","7697.0","49.0","1.0","2841.0","2063.0","32.0","1816.0"
"2013-02-16","3753.0","152.0","240.0","4643.0","52.0","4.0","2629.0","1465.0","44.0","1321.0"
"2013-02-17","4037.0","176.0","295.0","5250.0","54.0","10.0","2827.0","1953.0","44.0","1601.0"
"2013-02-18","4945.0","233.0","335.0","6228.0","79.0","2.0","3279.0","2061.0","84.0","2020.0"
"2013-02-19","5819.0","266.0","344.0","6878.0","63.0","7.0","3344.0","2276.0","46.0","2052.0"
"2013-02-20","6019.0","234.0","350.0","6182.0","73.0","3.0","3340.0","2502.0","81.0","2396.0"
"2013-02-21","5285.0","236.0","342.0","5903.0","68.0","4.0","3042.0","2423.0","59.0","2213.0"
"2013-02-22","5109.0","244.0","313.0","5228.0","50.0","4.0","2904.0","2011.0","62.0","2149.0"
"2013-02-23","3905.0","161.0","243.0","4527.0","38.0","4.0","2709.0","1587.0","59.0","1450.0"
"2013-02-24","4181.0","181.0","280.0","4998.0","66.0","10.0","2810.0","1740.0","55.0","1761.0"
"2013-02-25","5405.0","294.0","321.0","6168.0","80.0","4.0","3570.0","2190.0","69.0","2432.0"
"2013-02-26","5813.0","267.0","376.0","6431.0","112.0","1.0","3421.0","2328.0","76.0","2544.0"
"2013-02-27","5747.0","241.0","344.0","6529.0","102.0","9.0","3299.0","2636.0","64.0","2651.0"
"2013-02-28","5496.0","257.0","389.0","5908.0","74.0","7.0","3216.0","2684.0","71.0","2565.0"
"2013-03-01","4955.0","202.0","327.0","5357.0","54.0","6.0","2748.0","2087.0","53.0","2132.0"
"2013-03-02","4386.0","230.0","261.0","4498.0","52.0","2.0","2535.0","1698.0","44.0","1394.0"
"2013-03-03","4737.0","193.0","303.0","4991.0","71.0","2.0","2492.0","1960.0","65.0","1793.0"
"2013-03-04","6219.0","296.0","355.0","6247.0","83.0","3.0","3353.0","2789.0","81.0","2642.0"
"2013-03-05","5919.0","319.0","355.0","6032.0","97.0","3.0","3264.0","2391.0","83.0","2477.0"
"2013-03-06","5507.0","287.0","363.0","6073.0","103.0","6.0","3247.0","2626.0","69.0","2639.0"
"2013-03-07","5844.0","264.0","378.0","5820.0","80.0","2.0","3092.0","2525.0","72.0","2619.0"
"2013-03-08","5133.0","272.0","330.0","4960.0","69.0","4.0","2803.0","2028.0","70.0","2079.0"
"2013-03-09","4380.0","200.0","289.0","4334.0","58.0","2.0","2562.0","1774.0","63.0","1379.0"
"2013-03-10","4585.0","228.0","287.0","4813.0","59.0","3.0","2759.0","1721.0","66.0","1660.0"
"2013-03-11","6520.0","275.0","397.0","6054.0","71.0","6.0","3251.0","2155.0","85.0","2607.0"
"2013-03-12","6675.0","264.0","399.0","6047.0","105.0","5.0","3226.0","2209.0","66.0","2823.0"
"2013-03-13","6369.0","290.0","339.0","5789.0","106.0","7.0","3194.0","2284.0","125.0","2378.0"
"2013-03-14","6693.0","300.0","437.0","6491.0","116.0","2.0","3007.0","2407.0","87.0","2481.0"
"2013-03-15","6644.0","258.0","355.0","5029.0","80.0","7.0","2839.0","2027.0","83.0","2042.0"
"2013-03-16","5314.0","233.0","283.0","5174.0","47.0","4.0","2404.0","1580.0","53.0","1527.0"
"2013-03-17","5099.0","220.0","305.0","4624.0","41.0","4.0","2962.0","1634.0","72.0","1619.0"
"2013-03-18","6078.0","270.0","346.0","6056.0","81.0","2.0","3292.0","2031.0","97.0","2373.0"
"2013-03-19","7101.0","297.0","433.0","5843.0","77.0","4.0","3287.0","2124.0","100.0","2350.0"
"2013-03-20","7398.0","293.0","402.0","5714.0","95.0","4.0","3233.0","2299.0","61.0","2404.0"
"2013-03-21","7013.0","253.0","421.0","5313.0","75.0","5.0","3099.0","2336.0","97.0","2424.0"
"2013-03-22","6353.0","242.0","382.0","4737.0","73.0","11.0","2571.0","2098.0","66.0","1976.0"
"2013-03-23","6393.0","187.0","355.0","4017.0","44.0","3.0","2395.0","1612.0","35.0","1303.0"
"2013-03-24","7109.0","225.0","385.0","4566.0","85.0","4.0","2804.0","1782.0","52.0","1583.0"
"2013-03-25","10278.0","303.0","469.0","5633.0","91.0","7.0","3360.0","2205.0","91.0","2225.0"
"2013-03-26","61145.0","291.0","709.0","5448.0","76.0","3.0","2890.0","2201.0","77.0","2207.0"
"2013-03-27","31784.0","308.0","587.0","5091.0","72.0","3.0","2812.0","2211.0","94.0","2066.0"
"2013-03-28","19743.0","266.0","490.0","5031.0","83.0","6.0","2822.0","2052.0","65.0","2043.0"
"2013-03-29","13105.0","215.0","403.0","4443.0","60.0","6.0","2644.0","1639.0","76.0","1604.0"
"2013-03-30","10300.0","162.0","361.0","3664.0","52.0","7.0","2203.0","1484.0","90.0","1318.0"
"2013-03-31","8033.0","172.0","374.0","4205.0","72.0","5.0","2426.0","1545.0","93.0","1812.0"
"2013-04-01","9073.0","249.0","481.0","5274.0","72.0","9.0","2773.0","1653.0","70.0","1705.0"
"2013-04-02","10999.0","256.0","529.0","5535.0","77.0","3.0","2906.0","1737.0","77.0","2096.0"
"2013-04-03","9253.0","332.0","485.0","5916.0","85.0","5.0","3174.0","1977.0","85.0","2092.0"
"2013-04-04","8394.0","309.0","476.0","5662.0","101.0","3.0","2701.0","1950.0","118.0","2058.0"
"2013-04-05","7377.0","274.0","405.0","4223.0","72.0","5.0","2356.0","1639.0","73.0","1720.0"
"2013-04-06","5765.0","197.0","400.0","3244.0","56.0","10.0","2314.0","1299.0","69.0","1451.0"
"2013-04-07","6906.0","199.0","402.0","3706.0","77.0","3.0","2388.0","1435.0","73.0","1576.0"
"2013-04-08","8983.0","340.0","509.0","4877.0","87.0","3.0","2891.0","1831.0","126.0","2208.0"
"2013-04-09","9047.0","331.0","534.0","4608.0","92.0","6.0","2775.0","1941.0","132.0","2415.0"
"2013-04-10","8337.0","356.0","503.0","4260.0","89.0","6.0","2658.0","1948.0","128.0","2128.0"
"2013-04-11","8519.0","307.0","472.0","4217.0","120.0","3.0","2704.0","1987.0","124.0","2343.0"
"2013-04-12","7650.0","245.0","450.0","3548.0","84.0","6.0","2186.0","1669.0","93.0","1863.0"
"2013-04-13","5600.0","187.0","429.0","2986.0","73.0","9.0","2005.0","1365.0","73.0","1383.0"
"2013-04-14","6345.0","216.0","447.0","3358.0","91.0","3.0","2132.0","1367.0","82.0","1820.0"
"2013-04-15","9131.0","340.0","530.0","4728.0","121.0","6.0","2781.0","1845.0","124.0","2426.0"
"2013-04-16","8749.0","336.0","598.0","4631.0","138.0","5.0","2748.0","1913.0","109.0","2408.0"
"2013-04-17","8755.0","308.0","549.0","4342.0","89.0","8.0","2682.0","2051.0","137.0","2412.0"
"2013-04-18","8708.0","276.0","545.0","3997.0","86.0","5.0","2400.0","2077.0","119.0","2166.0"
"2013-04-19","7328.0","253.0","509.0","3770.0","93.0","7.0","2211.0","1703.0","107.0","2000.0"
"2013-04-20","5260.0","193.0","387.0","2999.0","156.0","7.0","1906.0","1117.0","162.0","1419.0"
"2013-04-21","6560.0","229.0","442.0","3474.0","83.0","6.0","2305.0","2157.0","96.0","1734.0"
"2013-04-22","11452.0","306.0","661.0","4482.0","129.0","6.0","2663.0","2688.0","154.0","2409.0"
"2013-04-23","9091.0","321.0","614.0","4250.0","91.0","4.0","2676.0","1972.0","115.0","2430.0"
"2013-04-24","9283.0","324.0","609.0","4474.0","134.0","6.0","2523.0","2135.0","160.0","2439.0"
"2013-04-25","8799.0","333.0","600.0","4179.0","116.0","4.0","2540.0","1979.0","138.0","2498.0"
"2013-04-26","7560.0","221.0","495.0","3721.0","87.0","9.0","2189.0","1707.0","109.0","2206.0"
"2013-04-27","5625.0","212.0","430.0","3097.0","72.0","5.0","1896.0","1249.0","88.0","1413.0"
"2013-04-28","7164.0","242.0","492.0","3599.0","105.0","3.0","2111.0","1433.0","140.0","1665.0"
"2013-04-29","9964.0","330.0","735.0","4560.0","134.0","13.0","2801.0","1896.0","155.0","2412.0"
"2013-04-30","10531.0","300.0","654.0","4239.0","126.0","2.0","2582.0","1917.0","130.0","2377.0"
"2013-05-01","9802.0","261.0","617.0","3943.0","107.0","6.0","2306.0","1859.0","123.0","2322.0"
"2013-05-02","9929.0","328.0","573.0","4005.0","145.0","5.0","2586.0","2027.0","134.0","2361.0"
"2013-05-03","9018.0","305.0","538.0","3711.0","137.0","7.0","2352.0","1645.0","154.0","1946.0"
"2013-05-04","6434.0","211.0","453.0","2981.0","83.0","4.0","2845.0","1290.0","129.0","1288.0"
"2013-05-05","7402.0","241.0","571.0","3259.0","96.0","0.0","2197.0","1438.0","145.0","1448.0"
"2013-05-06","9988.0","324.0","677.0","4059.0","194.0","10.0","2637.0","1739.0","172.0","2146.0"
"2013-05-07","10526.0","337.0","709.0","4048.0","178.0","8.0","2627.0","1684.0","174.0","2404.0"
"2013-05-08","11661.0","303.0","690.0","4336.0","150.0","7.0","2435.0","1945.0","183.0","2435.0"
"2013-05-09","11274.0","315.0","664.0","3971.0","139.0","2.0","2545.0","1796.0","197.0","2258.0"
"2013-05-10","13525.0","484.0","695.0","3552.0","147.0","2.0","2145.0","1586.0","161.0","2043.0"
"2013-05-11","8446.0","265.0","575.0","2959.0","94.0","5.0","1756.0","1243.0","121.0","1220.0"
"2013-05-12","11945.0","423.0","708.0","3198.0","164.0","3.0","1873.0","1352.0","213.0","1658.0"
"2013-05-13","12180.0","421.0","816.0","4130.0","163.0","6.0","2831.0","1762.0","237.0","2338.0"
"2013-05-14","11343.0","363.0","759.0","4336.0","132.0","5.0","2601.0","1716.0","197.0","2915.0"
"2013-05-15","9957.0","323.0","706.0","4146.0","136.0","4.0","2328.0","1953.0","155.0","2536.0"
"2013-05-16","8890.0","331.0","660.0","4136.0","155.0","6.0","2592.0","1954.0","144.0","2431.0"
"2013-05-17","7745.0","270.0","597.0","3275.0","122.0","5.0","2258.0","1448.0","164.0","1850.0"
"2013-05-18","7322.0","197.0","570.0","2825.0","109.0","5.0","1970.0","1183.0","144.0","1261.0"
"2013-05-19","7279.0","237.0","496.0","3029.0","95.0","2.0","2035.0","1233.0","142.0","1538.0"
"2013-05-20","9343.0","312.0","680.0","3791.0","130.0","4.0","2379.0","1622.0","212.0","2121.0"
"2013-05-21","10207.0","364.0","760.0","4095.0","146.0","6.0","2586.0","1766.0","181.0","2425.0"
"2013-05-22","10076.0","330.0","667.0","3835.0","172.0","7.0","2416.0","1824.0","166.0","2198.0"
"2013-05-23","10125.0","342.0","646.0","3886.0","152.0","5.0","2387.0","1860.0","154.0","2018.0"
"2013-05-24","9437.0","248.0","608.0","3364.0","129.0","3.0","1944.0","1495.0","142.0","1683.0"
"2013-05-25","6318.0","219.0","418.0","2690.0","100.0","2.0","1966.0","1080.0","150.0","1263.0"
"2013-05-26","6442.0","220.0","469.0","2818.0","115.0","8.0","2003.0","1135.0","137.0","1369.0"
"2013-05-27","8254.0","272.0","589.0","3697.0","133.0","2.0","2274.0","1545.0","164.0","1921.0"
"2013-05-28","11192.0","350.0","799.0","4039.0","154.0","11.0","2442.0","1698.0","221.0","2158.0"
"2013-05-29","10210.0","408.0","836.0","3911.0","145.0","12.0","2351.0","1743.0","204.0","2032.0"
"2013-05-30","10767.0","348.0","751.0","3807.0","113.0","4.0","2333.0","1667.0","134.0","1968.0"
"2013-05-31","9884.0","301.0","688.0","3360.0","129.0","3.0","2148.0","1662.0","161.0","1739.0"
"2013-06-01","9668.0","229.0","587.0","2780.0","149.0","1.0","1753.0","1144.0","133.0","1213.0"
"2013-06-02","9441.0","265.0","588.0","3129.0","101.0","13.0","1811.0","1254.0","198.0","1329.0"
"2013-06-03","11099.0","324.0","940.0","4242.0","152.0","8.0","2386.0","1824.0","188.0","1923.0"
"2013-06-04","11812.0","341.0","853.0","3816.0","125.0","7.0","2411.0","1770.0","163.0","1932.0"
"2013-06-05","10655.0","322.0","821.0","3858.0","115.0","4.0","2378.0","2039.0","149.0","2028.0"
"2013-06-06","11475.0","326.0","824.0","3777.0","121.0","5.0","2260.0","1926.0","141.0","1988.0"
"2013-06-07","11078.0","330.0","779.0","3236.0","132.0","4.0","2247.0","1654.0","192.0","1571.0"
"2013-06-08","8039.0","209.0","556.0","2709.0","100.0","6.0","1950.0","1204.0","149.0","1178.0"
"2013-06-09","8228.0","248.0","631.0","3125.0","81.0","0.0","2185.0","1399.0","176.0","1514.0"
"2013-06-10","13614.0","331.0","923.0","3815.0","161.0","4.0","2628.0","1933.0","202.0","2286.0"
"2013-06-11","12358.0","341.0","814.0","3754.0","139.0","7.0","2437.0","1770.0","215.0","1994.0"
"2013-06-12","12379.0","350.0","843.0","3911.0","141.0","10.0","2448.0","2161.0","195.0","1892.0"
"2013-06-13","10939.0","326.0","795.0","3584.0","106.0","4.0","2174.0","2050.0","176.0","1789.0"
"2013-06-14","9988.0","240.0","687.0","3348.0","94.0","5.0","2067.0","1661.0","158.0","1559.0"
"2013-06-15","7631.0","256.0","612.0","3109.0","76.0","2.0","1682.0","1141.0","118.0","1200.0"
"2013-06-16","7660.0","194.0","574.0","3292.0","90.0","5.0","1703.0","1292.0","145.0","1222.0"
"2013-06-17","12851.0","362.0","925.0","3799.0","132.0","3.0","2429.0","1749.0","210.0","1675.0"
"2013-06-18","13464.0","329.0","989.0","3817.0","126.0","13.0","2407.0","1834.0","217.0","1646.0"
"2013-06-19","12004.0","333.0","928.0","3868.0","113.0","9.0","2275.0","1951.0","186.0","1729.0"
"2013-06-20","11093.0","352.0","882.0","3513.0","98.0","11.0","2352.0","2000.0","158.0","1696.0"
"2013-06-21","9936.0","334.0","727.0","3142.0","87.0","7.0","1954.0","1600.0","157.0","1308.0"
"2013-06-22","7692.0","218.0","613.0","2684.0","94.0","6.0","1830.0","1268.0","115.0","985.0"
"2013-06-23","7618.0","242.0","534.0","2857.0","97.0","5.0","1786.0","1294.0","156.0","1094.0"
"2013-06-24","12327.0","353.0","949.0","3591.0","153.0","4.0","2541.0","1744.0","205.0","1698.0"
"2013-06-25","12881.0","373.0","953.0","3871.0","169.0","10.0","2352.0","1849.0","194.0","1869.0"
"2013-06-26","12809.0","317.0","921.0","3632.0","345.0","6.0","2178.0","1993.0","324.0","1640.0"
"2013-06-27","12093.0","313.0","820.0","3763.0","114.0","5.0","2283.0","2084.0","147.0","1746.0"
"2013-06-28","11522.0","288.0","773.0","3238.0","93.0","5.0","1986.0","1601.0","115.0","1485.0"
"2013-06-29","8758.0","184.0","590.0","2584.0","68.0","6.0","1642.0","1144.0","151.0","980.0"
"2013-06-30","8801.0","232.0","567.0","2837.0","97.0","2.0","1705.0","1435.0","140.0","1064.0"
"2013-07-01","12467.0","291.0","906.0","3770.0","141.0","4.0","2303.0","1709.0","173.0","1533.0"
"2013-07-02","11770.0","369.0","874.0","3815.0","133.0","3.0","2309.0","1909.0","172.0","1562.0"
"2013-07-03","9993.0","352.0","829.0","3790.0","85.0","10.0","2088.0","2059.0","123.0","1487.0"
"2013-07-04","8562.0","258.0","631.0","3079.0","59.0","2.0","1842.0","1639.0","111.0","1234.0"
"2013-07-05","7398.0","245.0","605.0","3019.0","80.0","5.0","1771.0","1456.0","123.0","1135.0"
"2013-07-06","6625.0","192.0","636.0","2593.0","57.0","5.0","1617.0","1157.0","117.0","946.0"
"2013-07-07","7408.0","223.0","610.0","2965.0","86.0","2.0","1808.0","1283.0","134.0","1039.0"
"2013-07-08","12176.0","295.0","1013.0","3671.0","125.0","5.0","2277.0","1648.0","189.0","1384.0"
"2013-07-09","13330.0","321.0","1039.0","3684.0","128.0","6.0","2341.0","1780.0","185.0","1586.0"
"2013-07-10","10900.0","350.0","833.0","3620.0","108.0","3.0","2192.0","2115.0","180.0","1418.0"
"2013-07-11","10788.0","307.0","793.0","3444.0","102.0","2.0","2227.0","2095.0","137.0","1401.0"
"2013-07-12","9939.0","243.0","741.0","3097.0","80.0","0.0","1841.0","1685.0","115.0","1138.0"
"2013-07-13","7597.0","167.0","585.0","2458.0","63.0","3.0","1593.0","1202.0","105.0","843.0"
"2013-07-14","7778.0","195.0","645.0","2785.0","88.0","4.0","1604.0","1096.0","127.0","991.0"
"2013-07-15","13513.0","309.0","935.0","3592.0","100.0","8.0","2110.0","1664.0","603.0","1353.0"
"2013-07-16","13389.0","301.0","896.0","3652.0","105.0","4.0","2133.0","1715.0","362.0","1548.0"
"2013-07-17","12468.0","276.0","819.0","3550.0","119.0","3.0","2180.0","1856.0","204.0","1526.0"
"2013-07-18","12875.0","258.0","753.0","3507.0","117.0","4.0","2010.0","1921.0","199.0","1381.0"
"2013-07-19","10486.0","286.0","641.0","3008.0","75.0","3.0","1851.0","1507.0","142.0","1174.0"
"2013-07-20","7572.0","148.0","479.0","2722.0","72.0","6.0","1568.0","1115.0","113.0","917.0"
"2013-07-21","7743.0","212.0","519.0","3141.0","77.0","3.0","1636.0","1449.0","108.0","1075.0"
"2013-07-22","10423.0","304.0","746.0","3699.0","89.0","3.0","2210.0","1583.0","159.0","1463.0"
"2013-07-23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2013-07-24","3698.0","124.0","296.0","1162.0","21.0","5.0","742.0","657.0","59.0","546.0"
"2013-07-25","7972.0","228.0","569.0","3019.0","81.0","4.0","1853.0","1693.0","133.0","1294.0"
"2013-07-26","7630.0","254.0","545.0","2777.0","52.0","3.0","1759.0","1494.0","118.0","1135.0"
"2013-07-27","5858.0","182.0","430.0","2274.0","54.0","2.0","1374.0","1107.0","97.0","851.0"
"2013-07-28","6197.0","167.0","465.0","2383.0","59.0","2.0","1461.0","1132.0","89.0","883.0"
"2013-07-29","8110.0","272.0","596.0","3300.0","74.0","5.0","1835.0","1562.0","121.0","1338.0"
"2013-07-30","7614.0","271.0","604.0","2771.0","55.0","7.0","1900.0","1520.0","74.0","1260.0"
"2013-07-31","7944.0","255.0","572.0","2686.0","82.0","5.0","1848.0","1788.0","108.0","1608.0"
"2013-08-01","7844.0","231.0","569.0","2768.0","69.0","4.0","1791.0","1641.0","140.0","1311.0"
"2013-08-02","7281.0","225.0","518.0","2529.0","42.0","5.0","1664.0","1391.0","87.0","1030.0"
"2013-08-03","5401.0","161.0","419.0","2113.0","46.0","0.0","1361.0","1007.0","79.0","796.0"
"2013-08-04","5382.0","190.0","382.0","2285.0","49.0","4.0","1471.0","1105.0","88.0","916.0"
"2013-08-05","7401.0","259.0","578.0","2828.0","67.0","4.0","2003.0","1521.0","101.0","1282.0"
"2013-08-06","7643.0","289.0","608.0","2684.0","55.0","6.0","1868.0","1432.0","86.0","1406.0"
"2013-08-07","8121.0","253.0","585.0","2628.0","70.0","2.0","1835.0","1676.0","118.0","1597.0"
"2013-08-08","9161.0","371.0","628.0","2430.0","96.0","2.0","1754.0","1568.0","91.0","1315.0"
"2013-08-09","6746.0","224.0","454.0","2577.0","65.0","1.0","1630.0","1360.0","96.0","1330.0"
"2013-08-10","5441.0","152.0","337.0","2463.0","43.0","6.0","1393.0","1018.0","61.0","996.0"
"2013-08-11","5291.0","162.0","424.0","2763.0","51.0","1.0","1682.0","1148.0","79.0","1147.0"
"2013-08-12","7755.0","273.0","549.0","3253.0","82.0","2.0","1924.0","1400.0","107.0","1349.0"
"2013-08-13","7279.0","298.0","559.0","3408.0","80.0","2.0","1945.0","1536.0","90.0","1344.0"
"2013-08-14","6805.0","244.0","528.0","3181.0","56.0","4.0","1846.0","1582.0","76.0","1306.0"
"2013-08-15","6364.0","202.0","440.0","2959.0","53.0","3.0","1645.0","1633.0","82.0","1176.0"
"2013-08-16","6099.0","241.0","418.0","2861.0","64.0","1.0","1715.0","1450.0","65.0","1161.0"
"2013-08-17","5764.0","198.0","331.0","2565.0","53.0","0.0","1437.0","1116.0","70.0","964.0"
"2013-08-18","5891.0","201.0","409.0","2700.0","44.0","3.0","1423.0","1137.0","72.0","1426.0"
"2013-08-19","13024.0","265.0","944.0","3229.0","98.0","6.0","1858.0","1443.0","118.0","1325.0"
"2013-08-20","18242.0","335.0","1151.0","2689.0","132.0","6.0","1540.0","1468.0","129.0","1241.0"
"2013-08-21","12131.0","292.0","849.0","2819.0","87.0","4.0","1546.0","1570.0","91.0","1261.0"
"2013-08-22","8782.0","251.0","594.0","2889.0","66.0","3.0","1492.0","1499.0","90.0","1245.0"
"2013-08-23","7918.0","197.0","549.0","2656.0","54.0","4.0","1381.0","1181.0","64.0","1052.0"
"2013-08-24","5815.0","142.0","371.0","2170.0","55.0","3.0","1162.0","971.0","56.0","752.0"
"2013-08-25","5515.0","153.0","344.0","2391.0","51.0","6.0","1170.0","997.0","73.0","969.0"
"2013-08-26","7483.0","246.0","489.0","2993.0","71.0","5.0","1504.0","1304.0","84.0","1289.0"
"2013-08-27","7875.0","214.0","508.0","3153.0","57.0","4.0","1597.0","1372.0","92.0","1249.0"
"2013-08-28","7413.0","219.0","495.0","2984.0","57.0","0.0","1679.0","1391.0","75.0","1290.0"
"2013-08-29","7725.0","273.0","537.0","3136.0","41.0","2.0","1608.0","1499.0","59.0","1201.0"
"2013-08-30","6554.0","194.0","479.0","2926.0","80.0","3.0","1425.0","1374.0","69.0","1039.0"
"2013-08-31","4864.0","164.0","359.0","2441.0","51.0","2.0","1338.0","1358.0","64.0","836.0"
"2013-09-01","4856.0","157.0","383.0","2559.0","53.0","1.0","1161.0","981.0","52.0","933.0"
"2013-09-02","6020.0","219.0","414.0","2946.0","57.0","1.0","1421.0","1152.0","68.0","1062.0"
"2013-09-03","7070.0","229.0","478.0","3103.0","58.0","2.0","1437.0","1296.0","86.0","1229.0"
"2013-09-04","7376.0","243.0","512.0","3305.0","57.0","7.0","1488.0","1479.0","96.0","1510.0"
"2013-09-05","6996.0","253.0","472.0","3220.0","48.0","2.0","1443.0","1598.0","76.0","1357.0"
"2013-09-06","5914.0","219.0","384.0","2930.0","58.0","1.0","1343.0","1422.0","78.0","1222.0"
"2013-09-07","4732.0","179.0","315.0","2448.0","59.0","3.0","1245.0","978.0","56.0","914.0"
"2013-09-08","4913.0","183.0","410.0","2808.0","62.0","5.0","1189.0","1156.0","81.0","1218.0"
"2013-09-09","6703.0","245.0","485.0","3256.0","55.0","8.0","1536.0","1329.0","73.0","1367.0"
"2013-09-10","6535.0","252.0","472.0","4239.0","35.0","9.0","1681.0","1363.0","68.0","1451.0"
"2013-09-11","6693.0","226.0","445.0","3493.0","41.0","3.0","1566.0","1521.0","73.0","1534.0"
"2013-09-12","7823.0","245.0","474.0","3562.0","51.0","3.0","1543.0","1595.0","80.0","1698.0"
