"date","Lyme_disease","Borrelia","Erythema_chronicum_migrans","Fever","Ixodes","Lyme_disease_controversy","Headache","Delayed_onset_muscle_soreness","Ixodes_ricinus","Vaccine"
"2011-06-09","10320.0","262.0","616.0","3197.0","108.0","17.0","1793.0","1214.0","154.0","1653.0"
"2011-06-10","9138.0","231.0","488.0","3000.0","113.0","13.0","1573.0","1065.0","82.0","1300.0"
"2011-06-11","8225.0","188.0","373.0","2649.0","99.0","13.0","1495.0","780.0","53.0","975.0"
"2011-06-12","8179.0","216.0","478.0","2992.0","81.0","6.0","1532.0","879.0","110.0","1170.0"
"2011-06-13","11763.0","266.0","636.0","3730.0","119.0","15.0","2063.0","1127.0","120.0","1747.0"
"2011-06-14","9701.0","251.0","557.0","3312.0","106.0","6.0","1642.0","1053.0","108.0","1565.0"
"2011-06-15","10503.0","276.0","595.0","3868.0","85.0","13.0","1949.0","1289.0","101.0","1789.0"
"2011-06-16","9994.0","263.0","577.0","3457.0","97.0","10.0","1757.0","1329.0","100.0","1686.0"
"2011-06-17","9125.0","251.0","496.0","3170.0","92.0","21.0","1742.0","1097.0","109.0","1392.0"
"2011-06-18","7703.0","173.0","412.0","2560.0","84.0","12.0","1459.0","796.0","68.0","980.0"
"2011-06-19","9138.0","226.0","511.0","3409.0","79.0","13.0","1730.0","973.0","102.0","1247.0"
"2011-06-20","11667.0","278.0","691.0","3797.0","111.0","16.0","2281.0","1169.0","121.0","1797.0"
"2011-06-21","11077.0","255.0","678.0","3903.0","92.0","18.0","1961.0","1192.0","130.0","1764.0"
"2011-06-22","11536.0","289.0","667.0","4099.0","105.0","19.0","2144.0","1350.0","88.0","1742.0"
"2011-06-23","10557.0","284.0","571.0","3892.0","117.0","10.0","2027.0","1346.0","102.0","1795.0"
"2011-06-24","12522.0","201.0","511.0","3385.0","84.0","7.0","1692.0","1125.0","93.0","1572.0"
"2011-06-25","10358.0","152.0","436.0","2779.0","65.0","9.0","1542.0","762.0","79.0","1044.0"
"2011-06-26","18024.0","364.0","595.0","3102.0","71.0","15.0","1694.0","875.0","113.0","1162.0"
"2011-06-27","15306.0","271.0","696.0","3852.0","143.0","15.0","2102.0","1086.0","146.0","1499.0"
"2011-06-28","11573.0","265.0","625.0","3864.0","105.0","25.0","1985.0","1168.0","105.0","1556.0"
"2011-06-29","10733.0","240.0","544.0","3712.0","92.0","6.0","1897.0","1348.0","125.0","1572.0"
"2011-06-30","9739.0","226.0","531.0","3343.0","116.0","13.0","1657.0","1169.0","100.0","1343.0"
"2011-07-01","9477.0","208.0","528.0","3152.0","78.0","7.0","1688.0","962.0","76.0","1189.0"
"2011-07-02","7447.0","188.0","372.0","2899.0","61.0","10.0","1456.0","802.0","63.0","903.0"
"2011-07-03","7360.0","168.0","439.0","2928.0","65.0","10.0","1472.0","826.0","90.0","896.0"
"2011-07-04","9330.0","195.0","548.0","3571.0","96.0","12.0","1800.0","956.0","108.0","1191.0"
"2011-07-05","11307.0","288.0","691.0","3755.0","75.0","22.0","1867.0","1074.0","88.0","1319.0"
"2011-07-06","11036.0","263.0","682.0","3835.0","77.0","13.0","1830.0","1215.0","70.0","1461.0"
"2011-07-07","10988.0","252.0","646.0","3696.0","71.0","12.0","1817.0","1255.0","81.0","1332.0"
"2011-07-08","9977.0","172.0","577.0","3314.0","76.0","7.0","1632.0","1174.0","59.0","1181.0"
"2011-07-09","7798.0","150.0","436.0","2791.0","68.0","13.0","1322.0","816.0","61.0","966.0"
"2011-07-10","7955.0","182.0","447.0","2994.0","52.0","10.0","1480.0","913.0","75.0","921.0"
"2011-07-11","10962.0","258.0","671.0","3820.0","102.0","11.0","1913.0","1170.0","88.0","1392.0"
"2011-07-12","11163.0","245.0","693.0","3982.0","98.0","8.0","1885.0","1129.0","94.0","1578.0"
"2011-07-13","10000.0","220.0","544.0","3477.0","86.0","9.0","1698.0","1122.0","77.0","1341.0"
"2011-07-14","9784.0","254.0","583.0","3453.0","79.0","11.0","1800.0","1240.0","83.0","1376.0"
"2011-07-15","8440.0","177.0","491.0","3048.0","66.0","13.0","1591.0","972.0","54.0","1240.0"
"2011-07-16","7338.0","175.0","439.0","2626.0","60.0","13.0","1464.0","747.0","53.0","958.0"
"2011-07-17","10591.0","237.0","474.0","3003.0","52.0","7.0","1554.0","926.0","64.0","36811.0"
"2011-07-18","11389.0","280.0","670.0","4012.0","78.0","7.0","2017.0","1160.0","99.0","1449.0"
"2011-07-19","10851.0","248.0","634.0","3734.0","86.0","20.0","2032.0","1133.0","110.0","1347.0"
"2011-07-20","11098.0","239.0","636.0","3828.0","96.0","14.0","2022.0","1317.0","87.0","1370.0"
"2011-07-21","9628.0","255.0","553.0","3545.0","68.0","28.0","1796.0","1109.0","126.0","1332.0"
"2011-07-22","8647.0","224.0","519.0","3163.0","105.0","9.0","1762.0","1031.0","77.0","1125.0"
"2011-07-23","7017.0","166.0","420.0","2653.0","93.0","12.0","1482.0","806.0","49.0","817.0"
"2011-07-24","7200.0","173.0","416.0","2788.0","87.0","5.0","1557.0","829.0","65.0","949.0"
"2011-07-25","9214.0","231.0","543.0","3632.0","68.0","16.0","1875.0","1072.0","77.0","1617.0"
"2011-07-26","10236.0","254.0","560.0","3952.0","76.0","13.0","2070.0","1147.0","99.0","1490.0"
"2011-07-27","9469.0","227.0","525.0","3899.0","60.0","9.0","1954.0","2198.0","90.0","1368.0"
"2011-07-28","9240.0","211.0","525.0","3884.0","62.0","9.0","1977.0","1513.0","80.0","1343.0"
"2011-07-29","8090.0","203.0","455.0","3410.0","50.0","13.0","1860.0","1052.0","63.0","1066.0"
"2011-07-30","6587.0","175.0","356.0","2825.0","51.0","11.0","1478.0","783.0","58.0","892.0"
"2011-07-31","6709.0","164.0","386.0","3119.0","46.0","12.0","1596.0","890.0","67.0","853.0"
"2011-08-01","8180.0","223.0","523.0","3499.0","62.0","13.0","1961.0","1083.0","81.0","1269.0"
"2011-08-02","8773.0","242.0","505.0","3856.0","53.0","16.0","2005.0","1129.0","92.0","1306.0"
"2011-08-03","8526.0","216.0","456.0","3893.0","53.0","7.0","1974.0","1335.0","93.0","1368.0"
"2011-08-04","8917.0","224.0","490.0","3880.0","91.0","8.0","1982.0","1346.0","101.0","1305.0"
"2011-08-05","9411.0","188.0","470.0","3754.0","156.0","13.0","2201.0","1280.0","56.0","1554.0"
"2011-08-06","8391.0","160.0","383.0","2841.0","58.0","10.0","1443.0","828.0","62.0","882.0"
"2011-08-07","7425.0","167.0","390.0","3022.0","73.0","7.0","1574.0","874.0","78.0","961.0"
"2011-08-08","8846.0","247.0","559.0","3579.0","75.0","8.0","2038.0","1169.0","110.0","1219.0"
"2011-08-09","8147.0","217.0","457.0","3680.0","65.0","18.0","1788.0","1185.0","70.0","1260.0"
"2011-08-10","8082.0","231.0","473.0","3425.0","68.0","7.0","1782.0","1343.0","70.0","1253.0"
"2011-08-11","8491.0","207.0","457.0","3183.0","36.0","12.0","1759.0","1222.0","53.0","1275.0"
"2011-08-12","8481.0","150.0","402.0","2988.0","70.0","10.0","1599.0","1002.0","75.0","1094.0"
"2011-08-13","6503.0","159.0","308.0","2736.0","50.0","6.0","1463.0","856.0","67.0","907.0"
"2011-08-14","8198.0","127.0","389.0","2995.0","40.0","13.0","1441.0","916.0","64.0","784.0"
"2011-08-15","8216.0","187.0","447.0","3274.0","51.0","13.0","1658.0","1137.0","70.0","1110.0"
"2011-08-16","7529.0","231.0","447.0","3606.0","52.0","16.0","1788.0","1115.0","69.0","1184.0"
"2011-08-17","7235.0","233.0","395.0","3374.0","58.0","20.0","1683.0","1225.0","53.0","1206.0"
"2011-08-18","6767.0","179.0","357.0","2948.0","42.0","11.0","1595.0","1115.0","60.0","1053.0"
"2011-08-19","7340.0","206.0","421.0","3077.0","54.0","12.0","1583.0","1049.0","54.0","1019.0"
"2011-08-20","5526.0","154.0","332.0","2793.0","45.0","13.0","1427.0","887.0","46.0","896.0"
"2011-08-21","6135.0","129.0","354.0","3048.0","33.0","9.0","1422.0","927.0","61.0","844.0"
"2011-08-22","7331.0","208.0","457.0","3419.0","55.0","22.0","1798.0","1152.0","60.0","1368.0"
"2011-08-23","6995.0","231.0","453.0","3388.0","46.0","8.0","1718.0","1132.0","70.0","1249.0"
"2011-08-24","6661.0","205.0","406.0","3279.0","47.0","11.0","1606.0","1145.0","47.0","1230.0"
"2011-08-25","7190.0","330.0","405.0","3302.0","60.0","10.0","1686.0","1179.0","58.0","1214.0"
"2011-08-26","6240.0","210.0","404.0","3087.0","52.0","5.0","1533.0","1059.0","48.0","1236.0"
"2011-08-27","5467.0","143.0","317.0","3259.0","34.0","14.0","1462.0","874.0","37.0","852.0"
"2011-08-28","5297.0","163.0","286.0","2934.0","32.0","11.0","1397.0","828.0","66.0","899.0"
"2011-08-29","6226.0","199.0","379.0","3080.0","66.0","8.0","1675.0","1000.0","65.0","1133.0"
"2011-08-30","6345.0","236.0","356.0","3091.0","67.0","15.0","1723.0","1062.0","66.0","1152.0"
"2011-08-31","6359.0","220.0","367.0","3149.0","86.0","19.0","1783.0","1152.0","72.0","1256.0"
"2011-09-01","6053.0","219.0","379.0","3136.0","45.0","9.0","1574.0","1107.0","50.0","1276.0"
"2011-09-02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-09-03","4793.0","123.0","271.0","2540.0","27.0","12.0","1356.0","840.0","43.0","815.0"
"2011-09-04","4666.0","119.0","266.0","2819.0","44.0","9.0","1440.0","917.0","58.0","856.0"
"2011-09-05","4990.0","152.0","341.0","3003.0","43.0","10.0","1453.0","910.0","48.0","1054.0"
"2011-09-06","6274.0","234.0","356.0","3401.0","62.0","19.0","1698.0","1057.0","58.0","1304.0"
"2011-09-07","6329.0","204.0","348.0","3201.0","63.0","12.0","1585.0","998.0","37.0","1215.0"
"2011-09-08","5649.0","201.0","348.0","3626.0","59.0","10.0","1660.0","1053.0","65.0","1375.0"
"2011-09-09","5360.0","197.0","318.0","3415.0","41.0","26.0","1665.0","1047.0","51.0","1176.0"
"2011-09-10","4566.0","132.0","242.0","3019.0","44.0","13.0","1499.0","912.0","39.0","1004.0"
"2011-09-11","7759.0","166.0","294.0","2965.0","26.0","14.0","1502.0","862.0","37.0","1025.0"
"2011-09-12","10847.0","201.0","421.0","3591.0","77.0","5.0","1817.0","1071.0","52.0","1215.0"
"2011-09-13","7188.0","196.0","373.0","3337.0","44.0","13.0","1668.0","1021.0","42.0","1564.0"
"2011-09-14","6117.0","210.0","348.0","3517.0","48.0","6.0","1664.0","1193.0","45.0","1547.0"
"2011-09-15","7167.0","245.0","399.0","3504.0","52.0","11.0","1642.0","1235.0","25.0","1563.0"
"2011-09-16","5721.0","235.0","313.0","3274.0","54.0","11.0","1571.0","1014.0","39.0","1480.0"
"2011-09-17","4382.0","175.0","259.0","3072.0","46.0","8.0","1537.0","879.0","41.0","1171.0"
"2011-09-18","4082.0","172.0","227.0","3032.0","43.0","10.0","1512.0","817.0","41.0","1172.0"
"2011-09-19","5383.0","212.0","302.0","3734.0","44.0","8.0","1897.0","1195.0","63.0","1620.0"
"2011-09-20","5508.0","224.0","323.0","4165.0","34.0","11.0","1761.0","1070.0","60.0","1576.0"
"2011-09-21","5099.0","205.0","259.0","4537.0","41.0","7.0","1624.0","1118.0","42.0","1467.0"
"2011-09-22","4951.0","215.0","328.0","3928.0","47.0","13.0","1754.0","1193.0","48.0","1578.0"
"2011-09-23","4950.0","185.0","311.0","3442.0","48.0","16.0","1637.0","969.0","44.0","1295.0"
"2011-09-24","4302.0","133.0","245.0","3269.0","42.0","12.0","1528.0","830.0","31.0","999.0"
"2011-09-25","3879.0","166.0","236.0","3335.0","23.0","6.0","1498.0","874.0","38.0","1089.0"
"2011-09-26","5034.0","213.0","311.0","3892.0","40.0","7.0","1746.0","1064.0","39.0","1540.0"
"2011-09-27","5269.0","210.0","330.0","3868.0","51.0","6.0","1749.0","1005.0","41.0","1479.0"
"2011-09-28","4884.0","220.0","340.0","3820.0","58.0","16.0","1763.0","1148.0","48.0","1521.0"
"2011-09-29","5510.0","212.0","342.0","4332.0","44.0","11.0","1888.0","1212.0","39.0","1675.0"
"2011-09-30","5093.0","218.0","322.0","4047.0","49.0","15.0","1699.0","1059.0","36.0","1623.0"
"2011-10-01","4244.0","203.0","254.0","3559.0","36.0","6.0","1595.0","876.0","38.0","1315.0"
"2011-10-02","4316.0","182.0","296.0","3769.0","49.0","11.0","1815.0","906.0","52.0","1310.0"
"2011-10-03","5374.0","223.0","367.0","4439.0","68.0","18.0","2211.0","1041.0","62.0","1850.0"
"2011-10-04","5411.0","229.0","319.0","4379.0","55.0","8.0","1840.0","1135.0","46.0","2020.0"
"2011-10-05","5663.0","250.0","292.0","4318.0","58.0","9.0","1979.0","1238.0","52.0","1898.0"
"2011-10-06","5657.0","213.0","277.0","3847.0","59.0","14.0","1712.0","1148.0","41.0","1735.0"
"2011-10-07","5165.0","211.0","288.0","3698.0","60.0","10.0","1806.0","966.0","38.0","1784.0"
"2011-10-08","4015.0","175.0","236.0","3161.0","60.0","13.0","1674.0","734.0","33.0","1133.0"
"2011-10-09","4370.0","165.0","260.0","3697.0","39.0","5.0","1766.0","890.0","45.0","1455.0"
"2011-10-10","5283.0","253.0","343.0","4149.0","69.0","14.0","1955.0","1167.0","61.0","1610.0"
"2011-10-11","5598.0","235.0","331.0","4246.0","64.0","13.0","2035.0","1069.0","51.0","1834.0"
"2011-10-12","5497.0","287.0","316.0","4453.0","54.0","8.0","2049.0","1291.0","48.0","1760.0"
"2011-10-13","5783.0","233.0","362.0","4270.0","56.0","12.0","1988.0","1237.0","42.0","1893.0"
"2011-10-14","5356.0","243.0","313.0","4066.0","69.0","22.0","1920.0","1318.0","33.0","1730.0"
"2011-10-15","3868.0","159.0","199.0","3014.0","36.0","10.0","1520.0","762.0","37.0","1083.0"
"2011-10-16","4049.0","170.0","233.0","3261.0","42.0","12.0","1669.0","892.0","39.0","1224.0"
"2011-10-17","5574.0","267.0","355.0","4489.0","66.0","15.0","2161.0","1289.0","50.0","1764.0"
"2011-10-18","5675.0","235.0","316.0","4503.0","73.0","13.0","2098.0","1189.0","33.0","1850.0"
"2011-10-19","5717.0","249.0","301.0","4267.0","59.0","14.0","1921.0","1206.0","47.0","1991.0"
"2011-10-20","0.0","202.0","338.0","4216.0","0.0","0.0","0.0","1432.0","0.0","0.0"
"2011-10-21","5000.0","196.0","272.0","3585.0","54.0","18.0","1942.0","1014.0","44.0","1641.0"
"2011-10-22","3672.0","125.0","186.0","2765.0","38.0","6.0","1434.0","708.0","26.0","1025.0"
"2011-10-23","4258.0","158.0","246.0","3388.0","44.0","7.0","1620.0","827.0","27.0","0.0"
"2011-10-24","6253.0","210.0","358.0","4064.0","78.0","7.0","1930.0","1187.0","27.0","1794.0"
"2011-10-25","6107.0","229.0","308.0","4169.0","68.0","11.0","1928.0","1161.0","50.0","1757.0"
"2011-10-26","6695.0","280.0","365.0","4662.0","68.0","18.0","2173.0","1417.0","59.0","3220.0"
"2011-10-27","7447.0","265.0","356.0","4624.0","52.0","14.0","2071.0","1251.0","49.0","3015.0"
"2011-10-28","5835.0","179.0","316.0","3814.0","86.0","14.0","1764.0","974.0","47.0","2440.0"
"2011-10-29","4464.0","162.0","233.0","3248.0","39.0","8.0","1723.0","740.0","33.0","2027.0"
"2011-10-30","4515.0","137.0","225.0","3374.0","57.0","13.0","1887.0","832.0","45.0","1798.0"
"2011-10-31","6224.0","189.0","311.0","4579.0","60.0","6.0","2247.0","1364.0","69.0","2443.0"
"2011-11-01","6208.0","249.0","320.0","4904.0","68.0","12.0","2223.0","1207.0","56.0","2567.0"
"2011-11-02","6672.0","228.0","353.0","5137.0","95.0","7.0","2298.0","1539.0","59.0","2350.0"
"2011-11-03","6092.0","231.0","283.0","4657.0","67.0","4.0","2145.0","1379.0","44.0","2056.0"
"2011-11-04","5811.0","209.0","327.0","4216.0","60.0","15.0","1961.0","1136.0","44.0","1934.0"
"2011-11-05","4220.0","154.0","209.0","3344.0","57.0","18.0","1632.0","856.0","30.0","1254.0"
"2011-11-06","4785.0","169.0","257.0","3856.0","66.0","7.0","1898.0","986.0","32.0","1459.0"
"2011-11-07","6306.0","210.0","336.0","4534.0","68.0","5.0","2344.0","1212.0","55.0","2047.0"
"2011-11-08","6520.0","247.0","375.0","4844.0","65.0","17.0","2371.0","1322.0","68.0","2350.0"
"2011-11-09","6620.0","271.0","330.0","5148.0","100.0","13.0","2310.0","1615.0","50.0","2231.0"
"2011-11-10","6070.0","261.0","347.0","4780.0","70.0","10.0","2310.0","1402.0","69.0","2355.0"
"2011-11-11","5074.0","210.0","265.0","3921.0","60.0","9.0","1820.0","1120.0","32.0","1832.0"
"2011-11-12","3947.0","178.0","232.0","3274.0","34.0","5.0","1745.0","862.0","47.0","1282.0"
"2011-11-13","4745.0","195.0","274.0","3983.0","51.0","10.0","1954.0","1029.0","64.0","1616.0"
"2011-11-14","6893.0","255.0","423.0","5102.0","95.0","7.0","2413.0","1262.0","47.0","2252.0"
"2011-11-15","6663.0","250.0","330.0","5243.0","92.0","15.0","2290.0","1215.0","62.0","2272.0"
"2011-11-16","6109.0","220.0","337.0","5282.0","82.0","11.0","2284.0","1366.0","72.0","2291.0"
"2011-11-17","5971.0","284.0","330.0","4862.0","118.0","9.0","2249.0","1429.0","65.0","2428.0"
"2011-11-18","5031.0","221.0","262.0","3882.0","79.0","13.0","1979.0","1040.0","52.0","1824.0"
"2011-11-19","4159.0","169.0","218.0","3427.0","38.0","13.0","1843.0","878.0","55.0","1353.0"
"2011-11-20","4382.0","146.0","258.0","3675.0","35.0","14.0","1792.0","994.0","63.0","1601.0"
"2011-11-21","6356.0","223.0","358.0","4464.0","98.0","12.0","2403.0","1222.0","52.0","2060.0"
"2011-11-22","6424.0","226.0","361.0","4867.0","73.0","14.0","2349.0","1275.0","65.0","2143.0"
"2011-11-23","5134.0","238.0","266.0","4166.0","64.0","13.0","2030.0","1209.0","56.0","1877.0"
"2011-11-24","4419.0","216.0","237.0","3991.0","49.0","17.0","2001.0","1087.0","53.0","1642.0"
"2011-11-25","4215.0","173.0","203.0","3392.0","35.0","7.0","1809.0","892.0","50.0","1447.0"
"2011-11-26","4227.0","143.0","223.0","3193.0","40.0","18.0","1748.0","876.0","43.0","1343.0"
"2011-11-27","4777.0","167.0","238.0","3603.0","57.0","10.0","1917.0","1057.0","55.0","1537.0"
"2011-11-28","6502.0","262.0","333.0","4904.0","71.0","12.0","2434.0","1360.0","49.0","2286.0"
"2011-11-29","10048.0","256.0","391.0","4726.0","88.0","9.0","2483.0","1211.0","53.0","2377.0"
"2011-11-30","7006.0","333.0","381.0","4420.0","63.0","16.0","2283.0","1387.0","66.0","2178.0"
"2011-12-01","6324.0","246.0","324.0","4490.0","64.0","10.0","2317.0","1461.0","53.0","2117.0"
"2011-12-02","6429.0","201.0","306.0","3938.0","58.0","15.0","2010.0","1127.0","31.0","1816.0"
"2011-12-03","4466.0","151.0","241.0","3478.0","68.0","7.0","1820.0","910.0","60.0","1221.0"
"2011-12-04","5562.0","183.0","269.0","3923.0","70.0","10.0","2054.0","1033.0","69.0","1650.0"
"2011-12-05","6851.0","249.0","309.0","4610.0","75.0","17.0","2342.0","1305.0","48.0","2291.0"
"2011-12-06","5907.0","309.0","334.0","4869.0","75.0","13.0","2188.0","1354.0","55.0","2233.0"
"2011-12-07","6074.0","256.0","306.0","4667.0","65.0","74.0","2083.0","1425.0","46.0","2317.0"
"2011-12-08","5853.0","253.0","335.0","4405.0","83.0","11.0","1979.0","1250.0","120.0","2183.0"
"2011-12-09","5291.0","225.0","277.0","4688.0","61.0","12.0","1860.0","1047.0","38.0","1826.0"
"2011-12-10","4332.0","202.0","225.0","3539.0","42.0","13.0","1639.0","876.0","34.0","1321.0"
"2011-12-11","4190.0","174.0","239.0","4154.0","49.0","6.0","1815.0","908.0","48.0","1510.0"
"2011-12-12","5385.0","218.0","336.0","4777.0","78.0","17.0","2069.0","1200.0","53.0","2197.0"
"2011-12-13","5593.0","273.0","285.0","4986.0","89.0","10.0","2195.0","1147.0","43.0","2225.0"
"2011-12-14","5167.0","206.0","272.0","4408.0","64.0","9.0","1940.0","1285.0","57.0","2176.0"
"2011-12-15","5134.0","283.0","303.0","4252.0","67.0","15.0","1946.0","1176.0","34.0","1933.0"
"2011-12-16","4415.0","158.0","259.0","3510.0","54.0","16.0","1687.0","902.0","40.0","1415.0"
"2011-12-17","3119.0","99.0","185.0","3020.0","46.0","7.0","2278.0","709.0","26.0","1100.0"
"2011-12-18","4071.0","145.0","200.0","3409.0","31.0","8.0","1581.0","760.0","32.0","1341.0"
"2011-12-19","4535.0","204.0","256.0","4304.0","31.0","13.0","1869.0","934.0","54.0","1391.0"
"2011-12-20","4626.0","177.0","263.0","3977.0","58.0","10.0","1898.0","1003.0","60.0","1579.0"
"2011-12-21","4117.0","148.0","188.0","3791.0","44.0","4.0","1932.0","945.0","32.0","1553.0"
"2011-12-22","4158.0","136.0","180.0","3450.0","30.0","7.0","1740.0","942.0","30.0","1195.0"
"2011-12-23","222.0","7.0","11.0","194.0","1.0","0.0","91.0","45.0","2.0","56.0"
"2011-12-24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-12-25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011-12-26","1334.0","38.0","68.0","1248.0","18.0","5.0","627.0","216.0","11.0","336.0"
"2011-12-27","4076.0","126.0","172.0","3976.0","36.0","6.0","1673.0","706.0","38.0","1091.0"
"2011-12-28","3938.0","140.0","183.0","4113.0","32.0","10.0","1742.0","922.0","23.0","1079.0"
"2011-12-29","3938.0","128.0","194.0","3950.0","27.0","11.0","1783.0","1111.0","41.0","1153.0"
"2011-12-30","3581.0","131.0","167.0","3684.0","42.0","28.0","2100.0","944.0","41.0","1040.0"
"2011-12-31","3240.0","97.0","175.0","3244.0","14.0","9.0","1488.0","693.0","24.0","813.0"
"2012-01-01","2783.0","91.0","137.0","3030.0","27.0","11.0","1474.0","676.0","18.0","1203.0"
"2012-01-02","4126.0","190.0","203.0","4176.0","35.0","10.0","2101.0","1066.0","37.0","1184.0"
"2012-01-03","4798.0","173.0","253.0","4674.0","38.0","7.0","2096.0","1072.0","40.0","1461.0"
"2012-01-04","4758.0","200.0","271.0","4805.0","45.0","17.0","2049.0","1522.0","54.0","1678.0"
"2012-01-05","4613.0","213.0","218.0","4723.0","49.0","14.0","2192.0","1693.0","38.0","1646.0"
"2012-01-06","5022.0","213.0","263.0","4330.0","42.0","18.0","2050.0","1544.0","41.0","1672.0"
"2012-01-07","3895.0","178.0","211.0","3675.0","35.0","4.0","2059.0","1240.0","27.0","1146.0"
"2012-01-08","3931.0","200.0","212.0","3933.0","35.0","12.0","2547.0","1363.0","52.0","1509.0"
"2012-01-09","5076.0","246.0","249.0","5070.0","48.0","9.0","2649.0","1714.0","64.0","1963.0"
"2012-01-10","5064.0","218.0","263.0","4824.0","45.0","10.0","2308.0","1790.0","50.0","1845.0"
"2012-01-11","5077.0","255.0","271.0","4879.0","59.0","8.0","2367.0","2989.0","48.0","2024.0"
"2012-01-12","5245.0","246.0","260.0","5034.0","49.0","7.0","2886.0","2222.0","42.0","1957.0"
"2012-01-13","4998.0","198.0","280.0","4158.0","41.0","12.0","2413.0","1778.0","40.0","1683.0"
"2012-01-14","3865.0","148.0","209.0","3510.0","28.0","8.0","2331.0","1318.0","38.0","1190.0"
"2012-01-15","3956.0","161.0","231.0","3932.0","32.0","9.0","2096.0","1402.0","52.0","1396.0"
"2012-01-16","4620.0","193.0","263.0","4505.0","46.0","8.0","2471.0","1598.0","69.0","1790.0"
"2012-01-17","5198.0","216.0","293.0","4896.0","45.0","12.0","2582.0","1641.0","50.0","1907.0"
"2012-01-18","4741.0","148.0","186.0","4920.0","24.0","11.0","2154.0","1960.0","39.0","2189.0"
"2012-01-19","4573.0","190.0","247.0","4582.0","36.0","7.0","2551.0","1888.0","68.0","1865.0"
"2012-01-20","4673.0","211.0","233.0","4131.0","33.0","10.0","2122.0","1558.0","67.0","1715.0"
"2012-01-21","4353.0","153.0","199.0","3650.0","31.0","11.0","1864.0","1323.0","56.0","1200.0"
"2012-01-22","3834.0","173.0","211.0","3954.0","45.0","7.0","1937.0","1398.0","50.0","1368.0"
"2012-01-23","4818.0","226.0","260.0","4875.0","50.0","15.0","2453.0","1615.0","66.0","1855.0"
"2012-01-24","5070.0","217.0","268.0","4970.0","62.0","10.0","2411.0","1696.0","58.0","1968.0"
"2012-01-25","7049.0","242.0","395.0","4996.0","57.0","17.0","2271.0","2029.0","74.0","2112.0"
"2012-01-26","5654.0","235.0","290.0","4802.0","49.0","144.0","2374.0","2007.0","71.0","1985.0"
"2012-01-27","5312.0","205.0","283.0","4464.0","47.0","87.0","2021.0","1680.0","39.0","1646.0"
"2012-01-28","3725.0","125.0","185.0","3579.0","47.0","34.0","1747.0","1175.0","26.0","1040.0"
"2012-01-29","4091.0","157.0","215.0","4144.0","66.0","30.0","2054.0","1311.0","57.0","1429.0"
"2012-01-30","5243.0","212.0","292.0","5297.0","49.0","20.0","2450.0","1698.0","57.0","2040.0"
"2012-01-31","5031.0","227.0","263.0","5156.0","38.0","20.0","2272.0","3438.0","48.0","1917.0"
"2012-02-01","4793.0","200.0","303.0","5083.0","56.0","16.0","2157.0","2021.0","55.0","2006.0"
"2012-02-02","5498.0","224.0","252.0","5958.0","69.0","16.0","2284.0","1915.0","81.0","2269.0"
"2012-02-03","5412.0","177.0","277.0","4431.0","58.0","25.0","2018.0","1496.0","74.0","1805.0"
"2012-02-04","4099.0","202.0","209.0","3730.0","62.0","27.0","1606.0","1213.0","52.0","1200.0"
"2012-02-05","4626.0","189.0","225.0","4249.0","42.0","29.0","1920.0","1252.0","62.0","1390.0"
"2012-02-06","5691.0","241.0","254.0","5317.0","70.0","27.0","2436.0","1567.0","80.0","1973.0"
"2012-02-07","6003.0","197.0","312.0","5301.0","52.0","18.0","2355.0","1645.0","62.0","2008.0"
"2012-02-08","5036.0","228.0","275.0","5294.0","45.0","24.0","2148.0","1686.0","68.0","1971.0"
"2012-02-09","5004.0","231.0","258.0","5030.0","64.0","13.0","2045.0","1770.0","61.0","1888.0"
"2012-02-10","4762.0","174.0","263.0","4531.0","34.0","18.0","1968.0","1475.0","69.0","1761.0"
"2012-02-11","3792.0","152.0","212.0","4190.0","33.0","14.0","1854.0","1229.0","47.0","1260.0"
"2012-02-12","3931.0","192.0","228.0","4365.0","33.0","7.0","1956.0","1280.0","47.0","2543.0"
"2012-02-13","8430.0","275.0","403.0","5257.0","56.0","20.0","2576.0","1378.0","55.0","1788.0"
"2012-02-14","6838.0","265.0","346.0","5151.0","52.0","12.0","2243.0","1489.0","61.0","1794.0"
"2012-02-15","5603.0","218.0","293.0","5392.0","55.0","7.0","2269.0","1668.0","43.0","1943.0"
"2012-02-16","5329.0","199.0","273.0","5311.0","43.0","13.0","2333.0","1739.0","56.0","1972.0"
"2012-02-17","5346.0","178.0","283.0","6001.0","44.0","14.0","2353.0","1576.0","49.0","1699.0"
"2012-02-18","4025.0","133.0","214.0","4180.0","49.0","6.0","1861.0","1139.0","59.0","1186.0"
"2012-02-19","4493.0","144.0","246.0","4508.0","44.0","15.0","2297.0","1307.0","58.0","1341.0"
"2012-02-20","5739.0","219.0","308.0","5242.0","57.0","12.0","2550.0","1500.0","63.0","1758.0"
"2012-02-21","8896.0","224.0","335.0","5721.0","70.0","15.0","2516.0","1614.0","69.0","1996.0"
"2012-02-22","5931.0","246.0","288.0","5668.0","55.0","16.0","2523.0","1762.0","46.0","2012.0"
