"Week","influenza","haemophilus","hepatitis"
"2012-11-04 - 2012-11-10","0.127659574468085","0.578947368421053","0.101449275362319"
"2012-11-11 - 2012-11-17","0.159574468085106","0.736842105263158","0.173913043478261"
"2012-11-18 - 2012-11-24","0.117021276595745","0.460526315789474","0.072463768115942"
"2012-11-25 - 2012-12-01","0.191489361702128","0.736842105263158","0.159420289855073"
"2012-12-02 - 2012-12-08","0.287234042553192","0.75","0.173913043478261"
"2012-12-09 - 2012-12-15","0.287234042553192","0.684210526315789","0.130434782608696"
"2012-12-16 - 2012-12-22","0.361702127659574","0.342105263157895","0.072463768115942"
"2012-12-23 - 2012-12-29","0.393617021276596","0.0","0.0"
"2012-12-30 - 2013-01-05","0.51063829787234","0.315789473684211","0.0434782608695652"
"2013-01-06 - 2013-01-12","1.0","0.421052631578947","0.130434782608696"
"2013-01-13 - 2013-01-19","0.797872340425532","0.592105263157895","0.159420289855073"
"2013-01-20 - 2013-01-26","0.553191489361702","0.592105263157895","0.130434782608696"
"2013-01-27 - 2013-02-02","0.436170212765957","0.565789473684211","0.159420289855073"
"2013-02-03 - 2013-02-09","0.329787234042553","0.710526315789474","0.159420289855073"
"2013-02-10 - 2013-02-16","0.276595744680851","0.565789473684211","0.144927536231884"
"2013-02-17 - 2013-02-23","0.234042553191489","0.684210526315789","0.173913043478261"
"2013-02-24 - 2013-03-02","0.223404255319149","0.710526315789474","0.144927536231884"
"2013-03-03 - 2013-03-09","0.202127659574468","0.513157894736842","0.144927536231884"
"2013-03-10 - 2013-03-16","0.180851063829787","0.5","0.144927536231884"
"2013-03-17 - 2013-03-23","0.148936170212766","0.539473684210526","0.173913043478261"
"2013-03-24 - 2013-03-30","0.148936170212766","0.605263157894737","0.217391304347826"
"2013-03-31 - 2013-04-06","0.148936170212766","0.578947368421053","0.260869565217391"
"2013-04-07 - 2013-04-13","0.127659574468085","0.644736842105263","0.260869565217391"
"2013-04-14 - 2013-04-20","0.117021276595745","0.657894736842105","0.231884057971015"
"2013-04-21 - 2013-04-27","0.117021276595745","0.75","0.217391304347826"
"2013-04-28 - 2013-05-04","0.0957446808510638","0.802631578947368","0.188405797101449"
"2013-05-05 - 2013-05-11","0.074468085106383","0.618421052631579","0.217391304347826"
"2013-05-12 - 2013-05-18","0.0531914893617021","0.421052631578947","0.202898550724638"
"2013-05-19 - 2013-05-25","0.0425531914893618","0.355263157894737","0.159420289855073"
"2013-05-26 - 2013-06-01","0.0425531914893618","0.5","0.376811594202899"
"2013-06-02 - 2013-06-08","0.0319148936170213","0.618421052631579","1.0"
"2013-06-09 - 2013-06-15","0.0319148936170213","0.592105263157895","0.36231884057971"
"2013-06-16 - 2013-06-22","0.0212765957446809","0.381578947368421","0.246376811594203"
"2013-06-23 - 2013-06-29","0.0106382978723405","0.486842105263158","0.260869565217391"
"2013-06-30 - 2013-07-06","0.0106382978723405","0.368421052631579","0.144927536231884"
"2013-07-07 - 2013-07-13","0.0106382978723405","0.421052631578947","0.188405797101449"
"2013-07-14 - 2013-07-20","0.0212765957446809","0.407894736842105","0.173913043478261"
"2013-07-21 - 2013-07-27","0.0212765957446809","0.407894736842105","0.173913043478261"
"2013-07-28 - 2013-08-03","0.0106382978723405","0.236842105263158","0.188405797101449"
"2013-08-04 - 2013-08-10","0.0106382978723405","0.263157894736842","0.173913043478261"
"2013-08-11 - 2013-08-17","0.0212765957446809","0.302631578947368","0.188405797101449"
"2013-08-18 - 2013-08-24","0.0425531914893618","0.328947368421053","0.231884057971015"
"2013-08-25 - 2013-08-31","0.0638297872340425","0.421052631578947","0.217391304347826"
"2013-09-01 - 2013-09-07","0.0851063829787234","0.355263157894737","0.144927536231884"
"2013-09-08 - 2013-09-14","0.106382978723404","0.460526315789474","0.159420289855073"
"2013-09-15 - 2013-09-21","0.127659574468085","0.513157894736842","0.202898550724638"
"2013-09-22 - 2013-09-28","0.148936170212766","0.578947368421053","0.202898550724638"
"2013-09-29 - 2013-10-05","0.159574468085106","0.526315789473684","0.144927536231884"
"2013-10-06 - 2013-10-12","0.148936170212766","0.5","0.188405797101449"
"2013-10-13 - 2013-10-19","0.170212765957447","0.539473684210526","0.173913043478261"
"2013-10-20 - 2013-10-26","0.170212765957447","0.578947368421053","0.231884057971015"
"2013-10-27 - 2013-11-02","0.148936170212766","0.578947368421053","0.202898550724638"
"2013-11-03 - 2013-11-09","0.148936170212766","0.592105263157895","0.231884057971015"
"2013-11-10 - 2013-11-16","0.148936170212766","0.763157894736842","0.217391304347826"
"2013-11-17 - 2013-11-23","0.148936170212766","0.618421052631579","0.188405797101449"
"2013-11-24 - 2013-11-30","0.0957446808510638","0.394736842105263","0.0869565217391304"
"2013-12-01 - 2013-12-07","0.159574468085106","0.631578947368421","0.217391304347826"
"2013-12-08 - 2013-12-14","0.180851063829787","0.539473684210526","0.173913043478261"
"2013-12-15 - 2013-12-21","0.234042553191489","0.355263157894737","0.115942028985507"
"2013-12-22 - 2013-12-28","0.276595744680851","0.171052631578947","0.0144927536231884"
"2013-12-29 - 2014-01-04","0.382978723404255","0.315789473684211","0.072463768115942"
"2014-01-05 - 2014-01-11","0.468085106382979","0.539473684210526","0.159420289855073"
"2014-01-12 - 2014-01-18","0.478723404255319","0.565789473684211","0.188405797101449"
"2014-01-19 - 2014-01-25","0.404255319148936","0.513157894736842","0.144927536231884"
"2014-01-26 - 2014-02-01","0.351063829787234","0.592105263157895","0.159420289855073"
"2014-02-02 - 2014-02-08","0.276595744680851","0.565789473684211","0.130434782608696"
"2014-02-09 - 2014-02-15","0.234042553191489","0.486842105263158","0.144927536231884"
"2014-02-16 - 2014-02-22","0.202127659574468","0.723684210526316","0.130434782608696"
"2014-02-23 - 2014-03-01","0.191489361702128","0.697368421052632","0.434782608695652"
