2.6199402096,0.1941544885,0.4242674858,0.2107053656,0.2388754045,0.1962823634,0.0451244012,0.2312184762,0.1808510638,0.5263157895,0.2173913043
3.6657114333,0.3862212944,0.598889414,0.3066919301,0.3515372168,0.2611197168,0.1015299026,0.331032652,0.170212766,0.5789473684,0.1304347826
3.9133568516,0.4425887265,0.6402410208,0.3850658858,0.4538834951,0.2735118389,0.0985937259,0.3047517919,0.2234042553,0.6315789474,0.2028985507
3.478916032,0.4676409186,0.5676984877,0.3894582723,0.4915048544,0.262668732,0.1111111111,0.3291744093,0.2978723404,0.7236842105,0.1739130435
3.0381071874,0.7588726514,0.4940926276,0.3940229093,0.4641990291,0.2772737331,0.1424818421,0.2869657552,0.2872340426,0.7894736842,0.1304347826
3.0444752125,0.6106471816,0.4951559546,0.4092240117,0.5829288026,0.2659880505,0.1123473961,0.2734271303,0.329787234,0.8026315789,0.1739130435
3.0190031123,0.5584551148,0.4909026465,0.3997071742,0.6721278317,0.2715202478,0.1077113275,0.2718343509,0.3723404255,0.7105263158,0.1594202899
3.1499014048,0.7181628392,0.5127599244,0.3648695203,0.6031553398,0.2617835804,0.1336733117,0.2853729758,0.3404255319,0.7894736842,0.1594202899
3.2680636473,0.6492693111,0.5324905482,0.4065971923,0.7649676375,0.2199601682,0.0985937259,0.2999734537,0.3085106383,0.7236842105,0.1739130435
3.474670682,0.7150313152,0.566989603,0.38381707,0.6474514563,0.1841115291,0.0811312007,0.3843907619,0.2553191489,0.7368421053,0.2028985507
2.7812635107,0.5177453027,0.451205104,0.3134527603,0.5548139159,0.1854392565,0.0511512904,0.2519246084,0.2021276596,0.6447368421,0.1884057971
2.9871629871,0.5720250522,0.4855860113,0.3314529326,0.5420711974,0.1827838017,0.0298253747,0.3291744093,0.170212766,0.8289473684,0.1594202899
3.074900221,0.6670146138,0.5002362949,0.3634053914,0.5794902913,0.1883159991,0.0310616597,0.2951951155,0.1382978723,0.5921052632,0.2173913043
